B00, 100
B00, Trade, 85203.212, 108, S03, B00, 1
B00, Trade, 85219.942, 101, B00, S08, 1
B00, Trade, 85232.769, 102, B00, S17, 1
B00, Trade, 85242.750, 107, B00, S17, 1
B00, Trade, 85267.885, 103, B00, S17, 1
B00, Trade, 85272.212, 107, B00, S06, 1
B00, Trade, 85275.846, 101, B00, S14, 1
B00, Trade, 85284.654, 105, B00, S19, 1
B00, Trade, 85326.308, 106, B00, S17, 1
B00, Trade, 85338.173, 104, S07, B00, 1
B00, Trade, 85346.596, 102, B00, S02, 1
B00, Trade, 85355.500, 108, B00, S05, 1
B00, Trade, 85384.500, 106, B00, S16, 1
B00, Trade, 85391.231, 102, B00, S19, 1
B00, Trade, 85395.173, 107, B00, S07, 1
B00, Trade, 85409.519, 101, B00, S17, 1
B00, Trade, 85420.731, 106, S02, B00, 1
B00, Trade, 85431.808, 101, B00, S11, 1
B00, Trade, 85441.615, 100, B00, S17, 1
B00, Trade, 85447.808, 104, B00, S02, 1
B00, Trade, 85462.519, 100, B00, S07, 1
B00, Trade, 85467.673, 109, S00, B00, 1
B00, Trade, 85480.500, 101, B00, S19, 1
B00, Trade, 85489.212, 102, B00, S13, 1
B00, Trade, 85495.327, 102, B00, S13, 1
B00, Trade, 85521.942, 108, B00, S18, 1
B00, Trade, 85531.750, 104, B00, S07, 1
B00, Trade, 85542.096, 103, S15, B00, 1
B00, Trade, 85547.923, 100, B00, S12, 1
B00, Trade, 85557.173, 98, B00, S20, 1
B00, Trade, 85572.808, 104, B00, S02, 1
B00, Trade, 85578.885, 103, B00, S17, 1
B00, Trade, 85591.769, 94, P01, B00, 1
B00, Trade, 85597.962, 100, B00, S02, 1
B00, Trade, 85607.250, 104, B00, S22, 1
B00, Trade, 85624.827, 99, B00, S18, 1
B00, Trade, 85629.077, 102, B00, S20, 1
B00, Trade, 85638.654, 94, B00, S17, 1
B00, Trade, 85650.500, 98, S18, B00, 1
B00, Trade, 85656.981, 105, S14, B00, 1
B00, Trade, 85676.250, 103, B00, S16, 1
B00, Trade, 85686.500, 103, B00, S20, 1
B00, Trade, 85694.846, 103, B00, S07, 1
B00, Trade, 85714.712, 102, B00, S22, 1
B00, Trade, 85723.327, 104, S06, B00, 1
B00, Trade, 85740.865, 108, S07, B00, 1
B00, Trade, 85762.981, 102, B00, S06, 1
B00, Trade, 85790.404, 104, B00, S02, 1
B00, Trade, 85800.250, 108, B00, S22, 1
B00, Trade, 85816.115, 103, B00, S08, 1
B00, Trade, 85827.442, 104, B00, S15, 1
B00, Trade, 85850.635, 105, B00, S18, 1
B00, Trade, 85862.173, 107, B00, S11, 1
B00, Trade, 85865.154, 109, B00, S19, 1
B00, Trade, 85883.423, 102, S14, B00, 1
B00, Trade, 85889.923, 107, B00, S11, 1
B00, Trade, 85894.038, 108, S05, B00, 1
B00, Trade, 85911.269, 103, B00, S05, 1
B00, Trade, 85918.423, 103, B00, S02, 1
B00, Trade, 85935.058, 106, S15, B00, 1
B00, Trade, 85950.654, 107, B00, S17, 1
B00, Trade, 85963.173, 105, B00, S20, 1
B00, Trade, 85972.154, 106, B00, S02, 1
B00, Trade, 85978.769, 100, B00, S02, 1
B00, Trade, 85992.519, 106, B00, S12, 1
B00, Trade, 85995.212, 107, B00, S10, 1
B00, Trade, 86006.192, 109, S04, B00, 1
B00, Trade, 86024.788, 102, S11, B00, 1
B00, Trade, 86028.250, 108, B00, S22, 1
B00, Trade, 86040.019, 102, B00, S08, 1
B00, Trade, 86045.788, 112, S11, B00, 1
B00, Trade, 86063.038, 107, S14, B00, 1
B00, Trade, 86068.288, 108, B00, S08, 1
B00, Trade, 86081.712, 105, B00, S16, 1
B00, Trade, 86086.096, 110, P01, B00, 1
B00, Trade, 86100.558, 105, B00, S20, 1
B00, Trade, 86127.577, 99, B00, S23, 1
B00, Trade, 86142.731, 99, B00, S07, 1
B00, Trade, 86153.692, 102, B00, S06, 1
B00, Trade, 86161.135, 105, B00, S03, 1
B00, Trade, 86173.404, 109, B00, S00, 1
B00, Trade, 86181.865, 109, B00, S16, 1
B00, Trade, 86194.385, 100, B00, S19, 1
B00, Trade, 86203.058, 101, B00, S13, 1
B00, Trade, 86209.019, 111, B00, S17, 1
B00, Trade, 86220.365, 99, B00, S24, 1
B00, Trade, 86234.269, 110, B00, S08, 1
B00, Trade, 86243.077, 104, B00, S05, 1
B00, Trade, 86250.808, 108, P01, B00, 1
B00, Trade, 86266.058, 109, B00, S19, 1
B00, Trade, 86282.000, 103, B00, S08, 1
B00, Trade, 86294.038, 97, B00, S06, 1
B00, Trade, 86300.846, 111, B00, S20, 1
B00, Trade, 86312.000, 99, B00, S06, 1
B00, Trade, 86335.904, 100, B00, S14, 1
B00, Trade, 86344.500, 103, B00, S24, 1
B00, Trade, 86349.192, 105, B00, S02, 1
B00, Trade, 86355.173, 110, S15, B00, 1
B00, Trade, 86367.154, 105, B00, S23, 1
B00, Trade, 86385.288, 105, S00, B00, 1
B01, 100
B01, Trade, 85121.269, 107, B01, S19, 1
B01, Trade, 85133.115, 108, B01, S11, 1
B01, Trade, 85147.654, 104, B01, S02, 1
B01, Trade, 85157.462, 109, B01, S20, 1
B01, Trade, 85177.885, 108, B01, S10, 1
B01, Trade, 85188.750, 105, S21, B01, 1
B01, Trade, 85194.788, 105, S11, B01, 1
B01, Trade, 85204.577, 106, B01, S16, 1
B01, Trade, 85217.096, 100, B01, S16, 1
B01, Trade, 85226.365, 103, B01, S07, 1
B01, Trade, 85243.404, 108, S03, B01, 1
B01, Trade, 85275.673, 102, S00, B01, 1
B01, Trade, 85287.115, 102, S14, B01, 1
B01, Trade, 85318.942, 105, B01, S07, 1
B01, Trade, 85325.519, 101, B01, S04, 1
B01, Trade, 85344.981, 100, B01, S19, 1
B01, Trade, 85361.038, 107, S01, B01, 1
B01, Trade, 85379.096, 113, B01, S22, 1
B01, Trade, 85405.212, 103, B01, S07, 1
B01, Trade, 85419.442, 104, B01, S14, 1
B01, Trade, 85431.269, 102, B01, S24, 1
B01, Trade, 85441.904, 98, B01, S09, 1
B01, Trade, 85444.519, 104, S11, B01, 1
B01, Trade, 85456.115, 101, B01, S01, 1
B01, Trade, 85466.885, 109, B01, S07, 1
B01, Trade, 85495.038, 103, B01, S10, 1
B01, Trade, 85508.462, 104, S18, B01, 1
B01, Trade, 85521.327, 107, S05, B01, 1
B01, Trade, 85549.154, 97, B01, S05, 1
B01, Trade, 85557.615, 99, S24, B01, 1
B01, Trade, 85566.904, 104, B01, S06, 1
B01, Trade, 85580.962, 102, B01, S08, 1
B01, Trade, 85589.365, 93, S06, B01, 1
B01, Trade, 85608.135, 102, B01, S07, 1
B01, Trade, 85611.769, 112, B01, S19, 1
B01, Trade, 85621.231, 107, B01, S18, 1
