B00, 100
B00, Trade, 85123.308, 106, S13, B00, 1
B00, Trade, 85133.769, 108, B00, S00, 1
B00, Trade, 85136.308, 110, S20, B00, 1
B00, Trade, 85158.058, 107, B00, S07, 1
B00, Trade, 85161.731, 113, S22, B00, 1
B00, Trade, 85169.462, 107, B00, S15, 1
B00, Trade, 85177.135, 104, B00, S20, 1
B00, Trade, 85190.096, 111, B00, S22, 1
B00, Trade, 85199.577, 101, B00, S22, 1
B00, Trade, 85220.615, 115, S12, B00, 1
B00, Trade, 85231.577, 104, B00, S05, 1
B00, Trade, 85249.962, 106, B00, S00, 1
B00, Trade, 85261.481, 109, S12, B00, 1
B00, Trade, 85266.135, 105, B00, S18, 1
B00, Trade, 85278.654, 117, S16, B00, 1
B00, Trade, 85300.827, 109, B00, S05, 1
B00, Trade, 85309.231, 108, S05, B00, 1
B00, Trade, 85324.788, 106, B00, S04, 1
B00, Trade, 85331.923, 109, B00, S08, 1
B00, Trade, 85342.942, 111, B00, S03, 1
B00, Trade, 85350.192, 109, S12, B00, 1
B00, Trade, 85355.192, 104, B00, S09, 1
B00, Trade, 85379.500, 104, B00, S18, 1
B00, Trade, 85382.962, 105, B00, S15, 1
B00, Trade, 85398.058, 111, S08, B00, 1
B00, Trade, 85412.250, 99, B00, S06, 1
B00, Trade, 85419.981, 109, B00, S05, 1
B00, Trade, 85428.250, 110, S16, B00, 1
B00, Trade, 85440.808, 100, B00, S24, 1
B00, Trade, 85451.250, 110, S24, B00, 1
B00, Trade, 85462.962, 110, B00, S02, 1
B00, Trade, 85465.096, 109, P00, B00, 1
B00, Trade, 85476.865, 113, S18, B00, 1
B00, Trade, 85496.000, 109, B00, S11, 1
B00, Trade, 85498.365, 110, S14, B00, 1
B00, Trade, 85511.192, 109, B00, S19, 1
B00, Trade, 85527.635, 101, B00, S09, 1
B00, Trade, 85538.750, 113, S11, B00, 1
B00, Trade, 85551.577, 105, B00, S15, 1
B00, Trade, 85569.250, 113, S03, B00, 1
B00, Trade, 85575.308, 107, B00, S09, 1
B00, Trade, 85597.731, 102, B00, S21, 1
B00, Trade, 85611.250, 110, S02, B00, 1
B00, Trade, 85631.692, 111, S12, B00, 1
B00, Trade, 85644.923, 111, S08, B00, 1
B00, Trade, 85659.865, 107, S18, B00, 1
B00, Trade, 85673.673, 109, B00, S18, 1
B00, Trade, 85676.846, 107, B00, S20, 1
B00, Trade, 85689.019, 107, B00, S08, 1
B00, Trade, 85701.269, 108, B00, S21, 1
B00, Trade, 85710.654, 103, B00, S14, 1
