Date,Close,Volume
2025-02-24T00:00:00.000Z,"96,228.98","93,282,304.00"
2025-02-24T00:05:00.000Z,"96,351.08",0
2025-02-24T00:10:00.000Z,"96,458.87","200,006,656.00"
2025-02-24T00:15:00.000Z,"96,387.30","706,436,096.00"
2025-02-24T00:20:00.000Z,"96,376.44","11,161,600.00"
2025-02-24T00:25:00.000Z,"96,414.76","144,056,320.00"
2025-02-24T00:30:00.000Z,"96,336.20","20,471,808.00"
2025-02-24T00:35:00.000Z,"96,277.23","30,267,392.00"
2025-02-24T00:40:00.000Z,"96,270.88","118,697,984.00"
2025-02-24T00:45:00.000Z,"96,410.96",0
2025-02-24T00:50:00.000Z,"96,426.06","635,751,424.00"
2025-02-24T00:55:00.000Z,"96,296.41","76,179,456.00"
2025-02-24T01:00:00.000Z,"96,229.53","65,382,400.00"
2025-02-24T01:05:00.000Z,"96,334.83",0
2025-02-24T01:10:00.000Z,"96,118.45","266,186,752.00"
2025-02-24T01:15:00.000Z,"96,208.64","151,339,008.00"
2025-02-24T01:20:00.000Z,"96,219.51","15,779,840.00"
2025-02-24T01:25:00.000Z,"96,128.92","615,510,016.00"
2025-02-24T01:30:00.000Z,"96,024.14","36,169,728.00"
2025-02-24T01:35:00.000Z,"96,060.68","61,980,672.00"
2025-02-24T01:40:00.000Z,"95,928.70",0
2025-02-24T01:45:00.000Z,"95,874.41","110,622,720.00"
2025-02-24T01:50:00.000Z,"95,967.99",0
2025-02-24T01:55:00.000Z,"95,980.05","287,520,768.00"
2025-02-24T02:00:00.000Z,"95,938.53","989,704,192.00"
2025-02-24T02:05:00.000Z,"96,095.64",0
2025-02-24T02:10:00.000Z,"96,132.07",0
2025-02-24T02:15:00.000Z,"96,055.93","917,770,240.00"
2025-02-24T02:20:00.000Z,"95,828.43",0
2025-02-24T02:25:00.000Z,"95,935.84","203,407,360.00"
2025-02-24T02:30:00.000Z,"95,974.40","22,147,072.00"
2025-02-24T02:35:00.000Z,"96,053.02","6,037,504.00"
2025-02-24T02:40:00.000Z,"95,936.02","657,321,984.00"
2025-02-24T02:45:00.000Z,"95,935.88",0
2025-02-24T02:50:00.000Z,"95,963.80","799,494,144.00"
2025-02-24T02:55:00.000Z,"95,807.92",0
2025-02-24T03:00:00.000Z,"95,708.95",0
2025-02-24T03:05:00.000Z,"95,738.84","83,443,712.00"
2025-02-24T03:10:00.000Z,"95,768.80","112,795,648.00"
2025-02-24T03:15:00.000Z,"95,721.94","669,847,552.00"
2025-02-24T03:20:00.000Z,"95,691.97",0
2025-02-24T03:25:00.000Z,"95,558.91","5,578,752.00"
2025-02-24T03:30:00.000Z,"95,420.03",0
2025-02-24T03:35:00.000Z,"95,654.84","1,095,157,760.00"
2025-02-24T03:40:00.000Z,"95,783.92","722,825,216.00"
2025-02-24T03:45:00.000Z,"95,661.92","30,377,984.00"
2025-02-24T03:50:00.000Z,"95,535.04",0
2025-02-24T03:55:00.000Z,"95,527.70","82,644,992.00"
2025-02-24T04:00:00.000Z,"95,452.52","86,525,952.00"
2025-02-24T04:05:00.000Z,"95,548.73","545,550,336.00"
2025-02-24T04:10:00.000Z,"95,481.86","189,306,880.00"
2025-02-24T04:15:00.000Z,"95,426.73","114,425,856.00"
2025-02-24T04:20:00.000Z,"95,405.70",0
2025-02-24T04:25:00.000Z,"95,378.34","162,875,392.00"
2025-02-24T04:30:00.000Z,"95,286.07","121,100,288.00"
2025-02-24T04:35:00.000Z,"95,125.38","258,320,384.00"
2025-02-24T04:40:00.000Z,"95,246.02","740,452,352.00"
2025-02-24T04:45:00.000Z,"95,399.04",0
2025-02-24T04:50:00.000Z,"95,341.81","743,155,712.00"
2025-02-24T04:55:00.000Z,"95,288.13",0
2025-02-24T05:00:00.000Z,"95,289.74",0
2025-02-24T05:05:00.000Z,"95,298.14","715,741,184.00"
2025-02-24T05:10:00.000Z,"95,469.89",0
2025-02-24T05:15:00.000Z,"95,529.92",0
2025-02-24T05:20:00.000Z,"95,460.84","1,123,287,040.00"
2025-02-24T05:25:00.000Z,"95,495.39","16,011,264.00"
2025-02-24T05:30:00.000Z,"95,633.73",0
2025-02-24T05:35:00.000Z,"95,659.57","75,735,040.00"
2025-02-24T05:40:00.000Z,"95,704.24","146,839,552.00"
2025-02-24T05:45:00.000Z,"95,703.73","556,941,312.00"
2025-02-24T05:50:00.000Z,"95,718.29","20,795,392.00"
2025-02-24T05:55:00.000Z,"95,730.82","127,649,792.00"
2025-02-24T06:00:00.000Z,"95,711.80",0
2025-02-24T06:05:00.000Z,"95,734.84",0
2025-02-24T06:10:00.000Z,"95,698.88",0
2025-02-24T06:15:00.000Z,"95,680.44","724,357,120.00"
2025-02-24T06:20:00.000Z,"95,696.68",0
2025-02-24T06:25:00.000Z,"95,710.15",0
2025-02-24T06:30:00.000Z,"95,727.51","154,824,704.00"
2025-02-24T06:35:00.000Z,"95,776.55",0
2025-02-24T06:40:00.000Z,"95,733.30","756,064,256.00"
2025-02-24T06:45:00.000Z,"95,887.88",0
2025-02-24T06:50:00.000Z,"95,834.87","871,774,208.00"
2025-02-24T06:55:00.000Z,"95,800.05","11,669,504.00"
2025-02-24T07:00:00.000Z,"95,924.27",0
2025-02-24T07:05:00.000Z,"95,932.09","739,074,048.00"
2025-02-24T07:10:00.000Z,"95,803.56","54,882,304.00"
2025-02-24T07:15:00.000Z,"95,765.09",0
2025-02-24T07:20:00.000Z,"95,796.59",0
2025-02-24T07:25:00.000Z,"95,831.52",0
2025-02-24T07:30:00.000Z,"95,925.13","883,113,984.00"
2025-02-24T07:35:00.000Z,"95,861.63",0
2025-02-24T07:40:00.000Z,"95,868.28","1,345,587,200.00"
2025-02-24T07:45:00.000Z,"95,788.73",0
2025-02-24T07:50:00.000Z,"95,860.74","10,842,112.00"
2025-02-24T07:55:00.000Z,"95,889.68","103,456,768.00"
2025-02-24T08:00:00.000Z,"95,889.86","31,952,896.00"
2025-02-24T08:05:00.000Z,"95,839.58","114,106,368.00"
2025-02-24T08:10:00.000Z,"95,768.50",0
2025-02-24T08:15:00.000Z,"95,715.38",0
2025-02-24T08:20:00.000Z,"95,507.48",0
2025-02-24T08:25:00.000Z,"95,436.71",0
2025-02-24T08:30:00.000Z,"95,520.45","170,991,616.00"
2025-02-24T08:35:00.000Z,"95,503.05","79,259,648.00"
2025-02-24T08:40:00.000Z,"95,538.71","1,009,168,384.00"
2025-02-24T08:45:00.000Z,"95,589.09",0
2025-02-24T08:50:00.000Z,"95,506.43",0
2025-02-24T08:55:00.000Z,"95,504.32","976,361,472.00"
2025-02-24T09:00:00.000Z,"95,700.00","943,665,152.00"
2025-02-24T09:05:00.000Z,"95,707.45",0
2025-02-24T09:10:00.000Z,"95,752.97",0
2025-02-24T09:15:00.000Z,"95,733.57","658,964,480.00"
2025-02-24T09:20:00.000Z,"95,784.40","74,340,352.00"
2025-02-24T09:25:00.000Z,"96,064.53",0
2025-02-24T09:30:00.000Z,"96,150.07","232,908,800.00"
2025-02-24T09:35:00.000Z,"95,942.21","242,784,256.00"
2025-02-24T09:40:00.000Z,"95,880.84",0
2025-02-24T09:45:00.000Z,"95,722.47","95,469,568.00"
2025-02-24T09:50:00.000Z,"95,673.48","86,392,832.00"
2025-02-24T09:55:00.000Z,"95,790.73","706,230,272.00"
2025-02-24T10:00:00.000Z,"95,875.59","123,271,168.00"
2025-02-24T10:05:00.000Z,"95,766.13",0
2025-02-24T10:10:00.000Z,"95,759.50","203,393,024.00"
2025-02-24T10:15:00.000Z,"95,694.79","61,040,640.00"
2025-02-24T10:20:00.000Z,"95,595.86",0
2025-02-24T10:25:00.000Z,"95,623.88","63,856,640.00"
2025-02-24T10:30:00.000Z,"95,514.32","761,651,200.00"
2025-02-24T10:35:00.000Z,"95,415.59",0
2025-02-24T10:40:00.000Z,"95,525.54","834,265,088.00"
2025-02-24T10:45:00.000Z,"95,640.05",0
2025-02-24T10:50:00.000Z,"95,642.23","14,043,136.00"
2025-02-24T10:55:00.000Z,"95,649.98","118,466,560.00"
2025-02-24T11:00:00.000Z,"95,643.23","494,555,136.00"
2025-02-24T11:05:00.000Z,"95,553.27","219,011,072.00"
2025-02-24T11:10:00.000Z,"95,490.71",0
2025-02-24T11:15:00.000Z,"95,458.16",0
2025-02-24T11:20:00.000Z,"95,445.23","654,456,832.00"
2025-02-24T11:25:00.000Z,"95,680.13",0
2025-02-24T11:30:00.000Z,"95,683.33",0
2025-02-24T11:35:00.000Z,"95,708.71","13,133,824.00"
