B00, 100
B00, Trade, 85047.250, 129, B00, S04, 1
B00, Trade, 85057.788, 130, S19, B00, 1
B00, Trade, 85073.519, 128, S08, B00, 1
B00, Trade, 85102.500, 133, B00, S24, 1
B00, Trade, 85115.865, 133, S05, B00, 1
B00, Trade, 85149.635, 126, B00, S06, 1
B00, Trade, 85159.423, 137, S13, B00, 1
B00, Trade, 85167.308, 133, B00, S01, 1
B00, Trade, 85182.500, 135, S23, B00, 1
B00, Trade, 85185.058, 135, S03, B00, 1
B00, Trade, 85201.942, 126, B00, S16, 1
B00, Trade, 85209.962, 129, S24, B00, 1
B00, Trade, 85231.385, 130, S10, B00, 1
B00, Trade, 85232.692, 131, P00, B00, 1
B00, Trade, 85251.308, 122, B00, S12, 1
B00, Trade, 85265.365, 125, B00, S16, 1
B00, Trade, 85274.058, 137, S10, B00, 1
B00, Trade, 85288.327, 132, B00, S00, 1
B00, Trade, 85298.923, 136, S10, B00, 1
B00, Trade, 85304.865, 134, S21, B00, 1
B00, Trade, 85318.423, 127, B00, S10, 1
B00, Trade, 85326.404, 132, B00, S20, 1
B00, Trade, 85340.538, 125, B00, S22, 1
B00, Trade, 85344.019, 122, B00, S10, 1
B00, Trade, 85371.308, 135, S15, B00, 1
B00, Trade, 85376.154, 136, S11, B00, 1
B00, Trade, 85389.308, 128, B00, S03, 1
B00, Trade, 85400.769, 132, S09, B00, 1
B00, Trade, 85414.885, 128, S16, B00, 1
B00, Trade, 85433.404, 136, S08, B00, 1
B00, Trade, 85456.558, 123, B00, S22, 1
B00, Trade, 85459.231, 131, S05, B00, 1
B00, Trade, 85475.904, 133, S15, B00, 1
B00, Trade, 85492.385, 128, B00, S10, 1
B00, Trade, 85499.692, 127, S03, B00, 1
B00, Trade, 85508.423, 132, S03, B00, 1
B00, Trade, 85524.385, 128, S13, B00, 1
B00, Trade, 85543.808, 130, B00, S11, 1
B00, Trade, 85556.077, 131, S03, B00, 1
B00, Trade, 85574.885, 130, S09, B00, 1
B00, Trade, 85593.712, 132, S21, B00, 1
B00, Trade, 85611.962, 124, B00, S01, 1
B00, Trade, 85613.846, 128, S15, B00, 1
B00, Trade, 85627.365, 128, B00, S19, 1
B00, Trade, 85642.769, 130, B00, S17, 1
B00, Trade, 85649.442, 133, S08, B00, 1
B00, Trade, 85660.981, 126, B00, S07, 1
B00, Trade, 85669.058, 125, S21, B00, 1
B00, Trade, 85681.635, 132, S11, B00, 1
B00, Trade, 85693.981, 122, B00, S06, 1
B00, Trade, 85706.077, 134, S00, B00, 1
B00, Trade, 85728.096, 135, S12, B00, 1
B00, Trade, 85738.346, 133, B00, S10, 1
B00, Trade, 85762.596, 130, S23, B00, 1
B00, Trade, 85773.635, 127, S19, B00, 1
B00, Trade, 85794.269, 127, B00, S06, 1
B00, Trade, 85795.731, 136, S22, B00, 1
B00, Trade, 85809.846, 131, B00, S12, 1
B00, Trade, 85829.731, 132, S00, B00, 1
B00, Trade, 85838.519, 130, S08, B00, 1
B00, Trade, 85860.865, 133, B00, S19, 1
B00, Trade, 85877.192, 130, S06, B00, 1
B00, Trade, 85889.788, 129, S22, B00, 1
B00, Trade, 85906.365, 118, S20, B00, 1
B00, Trade, 85928.154, 124, B00, S22, 1
B00, Trade, 85932.750, 130, B00, S13, 1
B00, Trade, 85950.058, 128, S17, B00, 1
B00, Trade, 85973.173, 128, B00, S00, 1
B00, Trade, 85985.250, 125, B00, S22, 1
B00, Trade, 85993.135, 129, S02, B00, 1
B00, Trade, 85996.058, 132, S23, B00, 1
B00, Trade, 86017.827, 136, S17, B00, 1
B00, Trade, 86034.865, 131, S10, B00, 1
B00, Trade, 86052.885, 127, B00, S22, 1
B00, Trade, 86058.712, 129, B00, S10, 1
B00, Trade, 86072.385, 123, S07, B00, 1
B00, Trade, 86097.750, 133, S10, B00, 1
B00, Trade, 86114.115, 132, S19, B00, 1
B00, Trade, 86119.500, 131, S24, B00, 1
B00, Trade, 86137.673, 128, P00, B00, 1
B00, Trade, 86154.865, 123, B00, S00, 1
B00, Trade, 86168.654, 122, B00, S02, 1
B00, Trade, 86170.000, 134, S19, B00, 1
B00, Trade, 86184.327, 125, B00, S11, 1
B00, Trade, 86187.519, 129, S19, B00, 1
B00, Trade, 86209.481, 120, B00, S15, 1
B00, Trade, 86224.904, 129, S01, B00, 1
B00, Trade, 86241.019, 133, B00, S01, 1
B00, Trade, 86255.096, 129, B00, S16, 1
B00, Trade, 86263.442, 134, S00, B00, 1
B00, Trade, 86272.827, 128, B00, S23, 1
B00, Trade, 86280.904, 130, B00, S10, 1
B00, Trade, 86296.904, 137, S09, B00, 1
B00, Trade, 86311.808, 128, B00, S20, 1
B00, Trade, 86313.885, 129, S17, B00, 1
B00, Trade, 86335.404, 127, B00, S16, 1
B00, Trade, 86343.250, 130, B00, S22, 1
B00, Trade, 86357.808, 129, S19, B00, 1
B00, Trade, 86373.000, 134, B00, S03, 1
B00, Trade, 86385.942, 124, B00, S07, 1
B01, 100
B01, Trade, 84874.154, 127, S01, B01, 1
