B00, 100
B00, Trade, 85072.135, 128, S23, B00, 1
B00, Trade, 85099.788, 133, B00, S24, 1
B00, Trade, 85109.769, 131, P01, B00, 1
B00, Trade, 85120.250, 122, B00, S01, 1
B00, Trade, 85128.596, 132, B00, S05, 1
B00, Trade, 85138.942, 129, S04, B00, 1
B00, Trade, 85149.808, 129, B00, S09, 1
B00, Trade, 85158.058, 128, B00, S12, 1
B00, Trade, 85164.981, 122, B00, S10, 1
B00, Trade, 85183.538, 124, B00, S04, 1
B00, Trade, 85190.269, 123, S24, B00, 1
B00, Trade, 85201.769, 127, B00, S15, 1
B00, Trade, 85204.096, 132, S12, B00, 1
B00, Trade, 85218.577, 128, B00, S19, 1
B00, Trade, 85239.308, 129, B00, S19, 1
B00, Trade, 85254.288, 125, B00, S24, 1
B00, Trade, 85262.481, 134, S14, B00, 1
B00, Trade, 85276.942, 125, B00, S04, 1
B00, Trade, 85289.058, 124, S11, B00, 1
B00, Trade, 85303.904, 135, S18, B00, 1
B00, Trade, 85316.904, 129, P01, B00, 1
B00, Trade, 85330.173, 127, B00, S10, 1
B00, Trade, 85349.596, 126, B00, S02, 1
B00, Trade, 85369.481, 134, S16, B00, 1
B00, Trade, 85378.173, 133, P01, B00, 1
B00, Trade, 85402.346, 129, S15, B00, 1
B00, Trade, 85417.904, 133, B00, S10, 1
B00, Trade, 85437.000, 132, S03, B00, 1
B00, Trade, 85453.019, 133, S22, B00, 1
B00, Trade, 85462.288, 132, S13, B00, 1
B00, Trade, 85467.673, 129, B00, S03, 1
B00, Trade, 85479.462, 132, S20, B00, 1
B00, Trade, 85494.558, 131, B00, S11, 1
B00, Trade, 85505.288, 134, S16, B00, 1
B00, Trade, 85522.981, 130, S23, B00, 1
B00, Trade, 85544.058, 142, S14, B00, 1
B00, Trade, 85561.615, 130, B00, S11, 1
B00, Trade, 85574.500, 127, B00, S10, 1
B00, Trade, 85581.212, 129, B00, S00, 1
B00, Trade, 85587.923, 143, S15, B00, 1
B00, Trade, 85599.558, 130, B00, S16, 1
B00, Trade, 85612.673, 125, B00, S02, 1
B00, Trade, 85630.577, 132, S18, B00, 1
B00, Trade, 85638.212, 129, S00, B00, 1
B00, Trade, 85653.038, 132, P01, B00, 1
B00, Trade, 85698.462, 129, S12, B00, 1
B00, Trade, 85712.500, 125, B00, S24, 1
B00, Trade, 85718.962, 135, B00, S02, 1
B00, Trade, 85738.846, 131, B00, S14, 1
B00, Trade, 85743.135, 130, S00, B00, 1
B00, Trade, 85754.288, 131, S03, B00, 1
B00, Trade, 85775.692, 126, B00, S05, 1
B00, Trade, 85782.846, 129, B00, S14, 1
B00, Trade, 85785.173, 133, S04, B00, 1
B00, Trade, 85801.500, 139, B00, S22, 1
B00, Trade, 85816.615, 126, B00, S09, 1
B00, Trade, 85832.788, 129, S06, B00, 1
B00, Trade, 85835.327, 130, S18, B00, 1
B00, Trade, 85862.692, 127, B00, S13, 1
B00, Trade, 85867.846, 128, B00, S01, 1
B00, Trade, 85878.635, 128, S17, B00, 1
B00, Trade, 85895.654, 131, S04, B00, 1
B00, Trade, 85907.462, 138, S18, B00, 1
B00, Trade, 85923.577, 131, S09, B00, 1
B00, Trade, 85949.615, 134, B00, S14, 1
B00, Trade, 85956.346, 134, S10, B00, 1
B00, Trade, 85974.077, 131, S24, B00, 1
B00, Trade, 85993.519, 121, B00, S11, 1
B00, Trade, 86003.750, 139, S14, B00, 1
B00, Trade, 86017.654, 134, B00, S03, 1
B00, Trade, 86029.269, 123, B00, S03, 1
B00, Trade, 86049.115, 126, B00, S19, 1
B00, Trade, 86052.904, 128, S15, B00, 1
B00, Trade, 86055.981, 128, S04, B00, 1
B00, Trade, 86070.058, 126, B00, S14, 1
B00, Trade, 86088.904, 131, B00, S08, 1
B00, Trade, 86106.808, 129, B00, S05, 1
B00, Trade, 86108.115, 131, P01, B00, 1
B00, Trade, 86123.731, 123, S04, B00, 1
B00, Trade, 86136.231, 126, S04, B00, 1
B00, Trade, 86154.462, 126, S04, B00, 1
B00, Trade, 86174.250, 132, S01, B00, 1
B00, Trade, 86190.538, 123, P01, B00, 1
B00, Trade, 86194.769, 105, B00, S01, 1
B00, Trade, 86214.135, 133, S21, B00, 1
B00, Trade, 86222.442, 130, B00, S14, 1
B00, Trade, 86232.692, 119, B00, S01, 1
B00, Trade, 86248.231, 134, S12, B00, 1
B00, Trade, 86261.269, 132, S13, B00, 1
B00, Trade, 86277.712, 123, B00, S11, 1
B00, Trade, 86293.558, 133, S18, B00, 1
B00, Trade, 86296.942, 128, B00, S01, 1
B00, Trade, 86319.250, 127, B00, S23, 1
B00, Trade, 86328.577, 136, S04, B00, 1
B00, Trade, 86340.750, 130, B00, S01, 1
B00, Trade, 86353.096, 124, B00, S08, 1
B00, Trade, 86362.269, 125, S20, B00, 1
B00, Trade, 86372.192, 131, B00, S24, 1
B00, Trade, 86396.135, 127, B00, S02, 1
B00, Trade, 86398.904, 136, S19, B00, 1
B01, 100
B01, Trade, 85236.615, 134, B01, S14, 1
B01, Trade, 85249.769, 127, S23, B01, 1
B01, Trade, 85257.192, 129, B01, S20, 1
B01, Trade, 85276.577, 124, B01, S03, 1
B01, Trade, 85284.635, 115, S20, B01, 1
B01, Trade, 85298.558, 127, B01, S08, 1
B01, Trade, 85307.327, 133, B01, S11, 1
B01, Trade, 85322.654, 128, S17, B01, 1
B01, Trade, 85337.135, 126, B01, S16, 1
B01, Trade, 85356.500, 130, B01, S09, 1
B01, Trade, 85359.635, 132, B01, S10, 1
B01, Trade, 85363.404, 133, B01, S11, 1
B01, Trade, 85378.615, 134, S23, B01, 1
B01, Trade, 85386.269, 126, B01, S20, 1
B01, Trade, 85398.173, 126, B01, S12, 1
B01, Trade, 85410.481, 129, S06, B01, 1
B01, Trade, 85420.173, 137, B01, S03, 1
B01, Trade, 85424.808, 130, B01, S14, 1
B01, Trade, 85443.923, 130, B01, P01, 1
B01, Trade, 85446.212, 125, B01, S08, 1
B01, Trade, 85459.308, 129, B01, S14, 1
B01, Trade, 85470.288, 126, B01, S00, 1
B01, Trade, 85482.615, 128, B01, S23, 1
B01, Trade, 85485.385, 132, B01, S11, 1
B01, Trade, 85517.769, 121, B01, S00, 1
B01, Trade, 85524.558, 129, B01, S23, 1
B01, Trade, 85541.596, 134, B01, S02, 1
B01, Trade, 85552.538, 133, B01, S17, 1
B01, Trade, 85583.212, 127, B01, S12, 1
B01, Trade, 85595.865, 134, S06, B01, 1
B01, Trade, 85605.288, 130, B01, S01, 1
B01, Trade, 85611.788, 126, B01, S20, 1
B01, Trade, 85622.231, 132, B01, S19, 1
B01, Trade, 85624.404, 133, S16, B01, 1
B01, Trade, 85646.038, 129, S12, B01, 1
B01, Trade, 85649.577, 130, B01, S24, 1
B01, Trade, 85656.250, 130, B01, S05, 1
B01, Trade, 85669.212, 129, B01, S02, 1
B01, Trade, 85681.288, 129, P01, B01, 1
B01, Trade, 85694.769, 130, B01, S08, 1
B01, Trade, 85701.827, 125, S09, B01, 1
B01, Trade, 85706.038, 128, S24, B01, 1
B01, Trade, 85718.269, 136, B01, S17, 1
B01, Trade, 85728.058, 122, B01, S20, 1
B01, Trade, 85742.327, 130, S01, B01, 1
B01, Trade, 85759.827, 139, B01, S24, 1
B01, Trade, 85778.673, 127, S08, B01, 1
B01, Trade, 85785.308, 127, B01, S14, 1
B01, Trade, 85805.673, 133, B01, S21, 1
B01, Trade, 85811.462, 131, B01, S01, 1
B01, Trade, 85814.404, 129, B01, S12, 1
B01, Trade, 85833.173, 129, B01, S09, 1
B01, Trade, 85841.962, 135, B01, S06, 1
B01, Trade, 85847.827, 126, B01, S05, 1
B01, Trade, 85857.635, 129, B01, S08, 1
B01, Trade, 85868.058, 124, B01, S03, 1
B01, Trade, 85891.962, 124, B01, S19, 1
B01, Trade, 85906.250, 126, B01, S21, 1
B01, Trade, 85918.962, 122, S04, B01, 1
B01, Trade, 85925.808, 131, B01, S09, 1
B01, Trade, 85936.750, 126, B01, S00, 1
B01, Trade, 85948.865, 135, B01, S05, 1
B01, Trade, 85961.346, 128, B01, S11, 1
B01, Trade, 85968.865, 127, B01, S15, 1
B01, Trade, 85984.000, 124, S08, B01, 1
B01, Trade, 85997.288, 124, B01, S05, 1
B01, Trade, 86006.346, 138, B01, S04, 1
B01, Trade, 86029.308, 123, B01, S24, 1
B01, Trade, 86045.577, 130, S19, B01, 1
B01, Trade, 86050.538, 125, B01, S01, 1
B01, Trade, 86058.750, 126, B01, S05, 1
B01, Trade, 86065.404, 126, B01, S24, 1
B01, Trade, 86079.308, 134, B01, S10, 1
B01, Trade, 86092.288, 129, B01, S06, 1
B01, Trade, 86100.981, 125, B01, S01, 1
B01, Trade, 86116.269, 128, B01, S05, 1
B01, Trade, 86135.308, 125, B01, S20, 1
B01, Trade, 86137.596, 126, S14, B01, 1
B01, Trade, 86153.423, 125, B01, S10, 1
B01, Trade, 86171.942, 119, B01, S24, 1
B01, Trade, 86179.019, 130, B01, S15, 1
B01, Trade, 86189.442, 122, B01, S02, 1
B01, Trade, 86198.519, 128, B01, S02, 1
B01, Trade, 86210.288, 132, S23, B01, 1
B01, Trade, 86221.769, 132, P01, B01, 1
B01, Trade, 86230.500, 122, B01, S16, 1
B01, Trade, 86237.692, 126, B01, S09, 1
B01, Trade, 86250.250, 134, B01, S19, 1
B01, Trade, 86263.788, 129, B01, S09, 1
B01, Trade, 86287.000, 133, B01, S22, 1
B01, Trade, 86296.865, 129, S20, B01, 1
B01, Trade, 86322.212, 125, B01, S05, 1
B01, Trade, 86325.731, 129, B01, S00, 1
B01, Trade, 86334.154, 132, B01, S03, 1
B01, Trade, 86343.538, 130, B01, S14, 1
B01, Trade, 86351.558, 129, B01, S06, 1
B01, Trade, 86360.385, 133, B01, S24, 1
B01, Trade, 86366.231, 128, B01, S13, 1
B01, Trade, 86385.519, 130, B01, S13, 1
B01, Trade, 86392.058, 130, S18, B01, 1
B02, 100
B02, Trade, 85065.231, 123, B02, S12, 1
B02, Trade, 85086.750, 132, S09, B02, 1
B02, Trade, 85104.558, 133, S13, B02, 1
B02, Trade, 85118.615, 125, B02, S09, 1
B02, Trade, 85120.327, 127, P01, B02, 1
B02, Trade, 85133.288, 125, B02, S11, 1
B02, Trade, 85137.962, 126, S02, B02, 1
B02, Trade, 85146.692, 128, B02, S01, 1
B02, Trade, 85155.750, 123, B02, S17, 1
B02, Trade, 85173.404, 129, S12, B02, 1
B02, Trade, 85187.808, 120, B02, S11, 1
B02, Trade, 85204.558, 126, B02, S11, 1
B02, Trade, 85210.442, 127, S03, B02, 1
B02, Trade, 85219.846, 130, S05, B02, 1
B02, Trade, 85237.731, 132, B02, S21, 1
B02, Trade, 85242.865, 127, B02, S24, 1
B02, Trade, 85245.288, 132, S09, B02, 1
B02, Trade, 85260.481, 130, B02, S04, 1
B02, Trade, 85262.500, 135, S10, B02, 1
B02, Trade, 85279.942, 123, B02, S02, 1
B02, Trade, 85293.731, 126, S18, B02, 1
B02, Trade, 85307.346, 131, B02, S01, 1
B02, Trade, 85319.692, 136, S10, B02, 1
B02, Trade, 85333.635, 132, B02, S03, 1
B02, Trade, 85349.019, 129, S12, B02, 1
