B00, 100
B00, Trade, 85257.904, 130, B00, S14, 1
B00, Trade, 85264.673, 131, S18, B00, 1
B00, Trade, 85287.442, 130, S00, B00, 1
B00, Trade, 85324.077, 126, B00, S21, 1
B00, Trade, 85329.654, 132, B00, S17, 1
B00, Trade, 85346.981, 130, B00, S16, 1
B00, Trade, 85365.038, 132, B00, S05, 1
B00, Trade, 85372.365, 131, B00, S02, 1
B00, Trade, 85377.615, 127, B00, S20, 1
B00, Trade, 85400.846, 139, S00, B00, 1
B00, Trade, 85416.096, 132, B00, S08, 1
B00, Trade, 85417.769, 133, B00, S16, 1
B00, Trade, 85432.615, 122, B00, S05, 1
B00, Trade, 85442.462, 121, B00, S01, 1
B00, Trade, 85452.346, 123, B00, S16, 1
B00, Trade, 85460.288, 130, B00, S13, 1
B00, Trade, 85469.038, 127, B00, S14, 1
B00, Trade, 85476.404, 122, B00, S19, 1
B00, Trade, 85490.500, 128, B00, S14, 1
B00, Trade, 85499.481, 133, S06, B00, 1
B00, Trade, 85510.808, 134, B00, S05, 1
B00, Trade, 85522.346, 124, B00, S08, 1
B00, Trade, 85528.981, 128, S17, B00, 1
B00, Trade, 85542.442, 130, P00, B00, 1
B00, Trade, 85547.231, 133, B00, S19, 1
B00, Trade, 85555.058, 131, B00, S15, 1
B00, Trade, 85563.538, 128, B00, S20, 1
B00, Trade, 85580.500, 129, B00, S15, 1
B00, Trade, 85592.635, 133, B00, S23, 1
B00, Trade, 85599.423, 129, B00, S23, 1
B00, Trade, 85613.038, 126, B00, S02, 1
B00, Trade, 85614.096, 125, B00, S06, 1
B00, Trade, 85628.327, 129, B00, P01, 1
B00, Trade, 85638.788, 126, B00, S13, 1
B00, Trade, 85649.481, 131, B00, S18, 1
B00, Trade, 85662.327, 129, B00, S20, 1
B00, Trade, 85675.058, 130, B00, S17, 1
B00, Trade, 85679.673, 128, B00, S05, 1
B00, Trade, 85690.962, 129, B00, S18, 1
B00, Trade, 85694.000, 134, B00, S07, 1
B00, Trade, 85716.500, 130, B00, S03, 1
B00, Trade, 85718.365, 132, B00, S14, 1
B00, Trade, 85724.519, 133, B00, S14, 1
B00, Trade, 85739.038, 132, B00, S14, 1
B00, Trade, 85744.154, 131, B00, S14, 1
B00, Trade, 85757.269, 128, B00, S20, 1
B00, Trade, 85773.519, 132, S18, B00, 1
B00, Trade, 85783.750, 124, B00, S13, 1
B00, Trade, 85789.827, 129, S00, B00, 1
B00, Trade, 85806.519, 127, B00, S01, 1
B00, Trade, 85810.442, 130, B00, S17, 1
B00, Trade, 85819.692, 125, B00, S12, 1
B00, Trade, 85831.769, 128, S14, B00, 1
B00, Trade, 85834.038, 127, B00, S04, 1
B00, Trade, 85853.038, 125, S12, B00, 1
B00, Trade, 85869.212, 133, B00, S04, 1
B00, Trade, 85875.000, 129, B00, S08, 1
B00, Trade, 85890.750, 135, S20, B00, 1
B00, Trade, 85911.558, 125, B00, S07, 1
B00, Trade, 85917.865, 132, B00, S08, 1
B00, Trade, 85938.154, 132, B00, S18, 1
B00, Trade, 85940.077, 132, B00, S09, 1
B00, Trade, 85954.538, 129, B00, S07, 1
B00, Trade, 85965.769, 127, B00, S03, 1
B00, Trade, 85980.192, 130, B00, S10, 1
B00, Trade, 85998.923, 128, B00, S18, 1
B00, Trade, 86011.327, 133, B00, S05, 1
B00, Trade, 86016.827, 128, B00, S17, 1
B00, Trade, 86032.865, 122, S24, B00, 1
B00, Trade, 86047.577, 125, B00, S23, 1
B00, Trade, 86053.481, 124, B00, S09, 1
B00, Trade, 86068.654, 131, B00, S00, 1
B00, Trade, 86078.865, 130, B00, S06, 1
B00, Trade, 86087.327, 125, B00, S06, 1
B00, Trade, 86108.385, 132, B00, S15, 1
B00, Trade, 86113.865, 133, B00, S17, 1
B00, Trade, 86130.385, 131, B00, S20, 1
B00, Trade, 86139.981, 127, B00, S08, 1
B00, Trade, 86147.000, 128, B00, S10, 1
B00, Trade, 86165.462, 125, B00, S10, 1
B00, Trade, 86179.404, 125, B00, S23, 1
B00, Trade, 86195.019, 133, B00, S05, 1
B00, Trade, 86196.673, 133, B00, S03, 1
B00, Trade, 86209.885, 127, B00, S15, 1
B00, Trade, 86218.577, 128, B00, S11, 1
B00, Trade, 86230.212, 139, S24, B00, 1
B00, Trade, 86240.346, 131, B00, S20, 1
B00, Trade, 86260.923, 132, S12, B00, 1
B00, Trade, 86284.385, 126, B00, S05, 1
B00, Trade, 86288.885, 132, B00, S20, 1
B00, Trade, 86293.846, 133, S21, B00, 1
B00, Trade, 86308.000, 129, S16, B00, 1
B00, Trade, 86321.308, 130, B00, S05, 1
B00, Trade, 86328.712, 126, B00, S09, 1
B00, Trade, 86343.846, 129, B00, S06, 1
B00, Trade, 86353.327, 128, B00, S21, 1
B00, Trade, 86365.596, 126, B00, S06, 1
B00, Trade, 86379.442, 124, B00, S23, 1
B00, Trade, 86387.712, 128, B00, S16, 1
B00, Trade, 86394.327, 129, S00, B00, 1
B01, 100
B01, Trade, 85090.269, 132, B01, S00, 1
B01, Trade, 85093.904, 133, S22, B01, 1
B01, Trade, 85107.269, 129, S18, B01, 1
B01, Trade, 85136.038, 122, B01, S19, 1
B01, Trade, 85142.250, 134, S20, B01, 1
B01, Trade, 85145.115, 135, B01, S05, 1
B01, Trade, 85159.192, 128, B01, S09, 1
B01, Trade, 85163.731, 133, S19, B01, 1
B01, Trade, 85179.038, 132, B01, S24, 1
B01, Trade, 85199.865, 135, S17, B01, 1
B01, Trade, 85209.019, 125, B01, S21, 1
B01, Trade, 85219.885, 132, S05, B01, 1
B01, Trade, 85234.269, 128, S18, B01, 1
B01, Trade, 85246.481, 126, S12, B01, 1
B01, Trade, 85272.750, 121, B01, S05, 1
B01, Trade, 85279.673, 130, S17, B01, 1
B01, Trade, 85295.769, 127, B01, S09, 1
B01, Trade, 85304.692, 127, S12, B01, 1
B01, Trade, 85312.692, 132, S07, B01, 1
B01, Trade, 85330.865, 131, B01, S05, 1
B01, Trade, 85342.635, 127, B01, S09, 1
B01, Trade, 85360.250, 132, B01, S24, 1
B01, Trade, 85371.423, 132, B01, S23, 1
B01, Trade, 85382.750, 126, B01, S00, 1
B01, Trade, 85385.077, 132, S13, B01, 1
B01, Trade, 85408.250, 128, S00, B01, 1
B01, Trade, 85413.827, 130, S01, B01, 1
