B00, 100
B00, Trade, 85088.981, 98, S17, B00, 1
B00, Trade, 85106.154, 93, B00, S06, 1
B00, Trade, 85107.923, 100, B00, S22, 1
B00, Trade, 85118.750, 95, B00, S06, 1
B00, Trade, 85143.327, 98, B00, S19, 1
B00, Trade, 85168.904, 104, S20, B00, 1
B00, Trade, 85182.577, 98, B00, S07, 1
B00, Trade, 85194.538, 104, B00, S07, 1
B00, Trade, 85200.558, 102, S21, B00, 1
B00, Trade, 85209.865, 100, B00, S08, 1
B00, Trade, 85221.442, 98, B00, S12, 1
B00, Trade, 85234.038, 114, S22, B00, 1
B00, Trade, 85258.173, 98, B00, S21, 1
B00, Trade, 85259.462, 114, S23, B00, 1
B00, Trade, 85268.788, 104, B00, S12, 1
B00, Trade, 85276.808, 107, B00, S06, 1
B00, Trade, 85291.788, 107, B00, S22, 1
B00, Trade, 85299.404, 102, S02, B00, 1
B00, Trade, 85320.500, 105, S17, B00, 1
B00, Trade, 85339.288, 111, B00, S14, 1
B00, Trade, 85347.000, 103, B00, S13, 1
B00, Trade, 85364.173, 108, S05, B00, 1
B00, Trade, 85385.827, 102, B00, S01, 1
B00, Trade, 85401.635, 113, S11, B00, 1
B00, Trade, 85428.346, 101, S04, B00, 1
B00, Trade, 85436.077, 107, S09, B00, 1
B00, Trade, 85448.173, 105, B00, S04, 1
B00, Trade, 85461.038, 105, B00, S23, 1
B00, Trade, 85488.038, 108, S03, B00, 1
B00, Trade, 85503.404, 108, B00, S01, 1
B00, Trade, 85511.731, 108, B00, S02, 1
B00, Trade, 85521.577, 107, S23, B00, 1
B00, Trade, 85529.077, 111, S18, B00, 1
B00, Trade, 85538.058, 105, S04, B00, 1
B00, Trade, 85557.135, 103, B00, S01, 1
B00, Trade, 85564.712, 102, B00, S10, 1
B00, Trade, 85568.654, 118, S01, B00, 1
B00, Trade, 85588.962, 103, B00, S20, 1
B00, Trade, 85590.327, 107, S21, B00, 1
B00, Trade, 85600.404, 108, S14, B00, 1
B00, Trade, 85612.577, 104, B00, S14, 1
B00, Trade, 85624.712, 106, B00, S14, 1
B00, Trade, 85633.404, 110, S16, B00, 1
B00, Trade, 85649.038, 107, S21, B00, 1
B00, Trade, 85669.923, 109, S15, B00, 1
B00, Trade, 85679.500, 100, S13, B00, 1
B00, Trade, 85683.846, 106, S09, B00, 1
B00, Trade, 85706.327, 107, S01, B00, 1
B00, Trade, 85711.577, 110, S11, B00, 1
B00, Trade, 85721.596, 106, B00, S24, 1
B00, Trade, 85731.154, 100, B00, S20, 1
B00, Trade, 85741.788, 114, S05, B00, 1
B00, Trade, 85752.500, 106, B00, S21, 1
B00, Trade, 85761.635, 108, B00, S13, 1
B00, Trade, 85784.942, 108, B00, S18, 1
B00, Trade, 85789.769, 108, P01, B00, 1
B00, Trade, 85805.808, 112, S13, B00, 1
B00, Trade, 85834.981, 109, B00, S06, 1
B00, Trade, 85840.962, 114, S05, B00, 1
B00, Trade, 85855.769, 104, B00, S19, 1
B00, Trade, 85862.269, 108, B00, S11, 1
B00, Trade, 85873.577, 109, B00, S24, 1
B00, Trade, 85877.596, 117, S03, B00, 1
B00, Trade, 85893.096, 105, B00, S15, 1
B00, Trade, 85923.692, 110, S07, B00, 1
B00, Trade, 85929.038, 107, B00, S06, 1
B00, Trade, 85962.404, 108, S22, B00, 1
B00, Trade, 85967.135, 102, B00, S19, 1
B00, Trade, 85985.231, 109, S16, B00, 1
B00, Trade, 86007.192, 112, S12, B00, 1
B00, Trade, 86029.981, 112, S11, B00, 1
B00, Trade, 86040.981, 109, S05, B00, 1
B00, Trade, 86046.904, 109, B00, S24, 1
B00, Trade, 86059.327, 111, P01, B00, 1
B00, Trade, 86082.692, 104, B00, S19, 1
B00, Trade, 86104.154, 106, S01, B00, 1
B00, Trade, 86110.365, 112, S03, B00, 1
B00, Trade, 86114.596, 109, B00, S17, 1
B00, Trade, 86132.962, 113, B00, S20, 1
B00, Trade, 86137.942, 110, B00, S23, 1
B00, Trade, 86148.154, 116, S14, B00, 1
B00, Trade, 86157.827, 114, B00, S06, 1
B00, Trade, 86168.865, 109, B00, S19, 1
B00, Trade, 86178.808, 111, S19, B00, 1
B00, Trade, 86196.212, 111, S24, B00, 1
B00, Trade, 86218.308, 111, B00, S21, 1
B00, Trade, 86228.962, 110, S13, B00, 1
B00, Trade, 86243.327, 108, B00, S23, 1
B00, Trade, 86248.038, 109, B00, S05, 1
B00, Trade, 86268.615, 112, B00, S00, 1
B00, Trade, 86274.058, 114, S12, B00, 1
B00, Trade, 86294.615, 108, B00, S07, 1
B00, Trade, 86296.519, 111, S21, B00, 1
B00, Trade, 86316.731, 113, B00, S10, 1
