B00, 100
B00, Trade, 85238.327, 110, S09, B00, 1
B00, Trade, 85244.423, 106, S15, B00, 1
B00, Trade, 85255.788, 107, S16, B00, 1
B00, Trade, 85269.077, 105, S24, B00, 1
B00, Trade, 85273.519, 113, S10, B00, 1
B00, Trade, 85293.212, 114, S13, B00, 1
B00, Trade, 85300.096, 103, S19, B00, 1
B00, Trade, 85314.865, 99, B00, S04, 1
B00, Trade, 85319.288, 103, S03, B00, 1
B00, Trade, 85332.673, 110, B00, S13, 1
B00, Trade, 85350.808, 107, B00, S22, 1
B00, Trade, 85354.904, 105, S00, B00, 1
B00, Trade, 85363.442, 111, S03, B00, 1
B00, Trade, 85377.327, 98, S07, B00, 1
B00, Trade, 85406.596, 116, S05, B00, 1
B00, Trade, 85410.096, 111, S12, B00, 1
B00, Trade, 85419.750, 101, S09, B00, 1
B00, Trade, 85423.808, 100, S01, B00, 1
B00, Trade, 85441.885, 101, S08, B00, 1
B00, Trade, 85453.904, 105, B00, S10, 1
B00, Trade, 85467.077, 111, S14, B00, 1
B00, Trade, 85480.577, 102, S08, B00, 1
B00, Trade, 85490.904, 109, S12, B00, 1
B00, Trade, 85498.865, 104, S06, B00, 1
B00, Trade, 85507.962, 109, S19, B00, 1
B00, Trade, 85517.865, 106, S07, B00, 1
B00, Trade, 85529.135, 111, S03, B00, 1
B00, Trade, 85535.731, 116, S05, B00, 1
B00, Trade, 85546.096, 105, S04, B00, 1
B00, Trade, 85566.212, 109, P00, B00, 1
B00, Trade, 85582.808, 114, B00, S01, 1
B00, Trade, 85605.135, 107, B00, S22, 1
B00, Trade, 85616.250, 111, S03, B00, 1
B00, Trade, 85631.173, 108, S12, B00, 1
B00, Trade, 85642.346, 101, B00, S01, 1
B00, Trade, 85646.019, 117, S24, B00, 1
B00, Trade, 85664.904, 112, S03, B00, 1
B00, Trade, 85693.038, 101, B00, S06, 1
B00, Trade, 85706.038, 106, B00, S16, 1
B00, Trade, 85706.442, 107, S15, B00, 1
B00, Trade, 85714.038, 109, S06, B00, 1
B00, Trade, 85725.365, 112, S03, B00, 1
B00, Trade, 85738.673, 115, S24, B00, 1
B00, Trade, 85745.096, 109, S01, B00, 1
B00, Trade, 85758.808, 108, S03, B00, 1
B00, Trade, 85773.885, 107, P00, B00, 1
B00, Trade, 85779.269, 104, B00, S15, 1
B00, Trade, 85794.538, 113, S09, B00, 1
B00, Trade, 85795.423, 112, S13, B00, 1
B00, Trade, 85823.558, 108, S18, B00, 1
B00, Trade, 85849.865, 117, P00, B00, 1
B00, Trade, 85854.173, 114, S15, B00, 1
B00, Trade, 85866.500, 112, S15, B00, 1
B00, Trade, 85875.115, 110, S18, B00, 1
B00, Trade, 85890.404, 108, B00, S24, 1
B00, Trade, 85902.654, 112, S05, B00, 1
B00, Trade, 85903.635, 111, S07, B00, 1
B00, Trade, 85921.712, 113, S14, B00, 1
B00, Trade, 85927.173, 106, S18, B00, 1
B00, Trade, 85940.558, 112, S21, B00, 1
B00, Trade, 85950.077, 113, S02, B00, 1
B00, Trade, 85962.231, 108, B00, S01, 1
B00, Trade, 85965.577, 109, S19, B00, 1
B00, Trade, 85974.481, 111, S23, B00, 1
B00, Trade, 86003.423, 107, S15, B00, 1
B00, Trade, 86014.750, 110, S10, B00, 1
B00, Trade, 86021.269, 109, S07, B00, 1
B00, Trade, 86023.462, 110, S00, B00, 1
B00, Trade, 86040.558, 110, S00, B00, 1
B00, Trade, 86054.731, 108, B00, S19, 1
B00, Trade, 86061.404, 112, S00, B00, 1
B00, Trade, 86066.115, 115, S05, B00, 1
B00, Trade, 86075.615, 106, S01, B00, 1
B00, Trade, 86088.654, 110, S18, B00, 1
B00, Trade, 86104.558, 100, S11, B00, 1
B00, Trade, 86111.673, 107, S03, B00, 1
B00, Trade, 86116.654, 116, S10, B00, 1
B00, Trade, 86124.327, 110, S05, B00, 1
B00, Trade, 86139.250, 113, S18, B00, 1
B00, Trade, 86159.038, 106, B00, S02, 1
B00, Trade, 86169.942, 105, B00, S24, 1
B00, Trade, 86181.519, 111, S18, B00, 1
B00, Trade, 86187.327, 118, S11, B00, 1
B00, Trade, 86204.712, 116, S15, B00, 1
B00, Trade, 86214.615, 113, S10, B00, 1
B00, Trade, 86229.808, 111, S01, B00, 1
B00, Trade, 86237.154, 108, S00, B00, 1
B00, Trade, 86251.596, 114, S04, B00, 1
B00, Trade, 86260.038, 118, B00, S02, 1
B00, Trade, 86266.231, 111, S05, B00, 1
B00, Trade, 86276.308, 109, B00, S04, 1
B00, Trade, 86295.096, 113, P00, B00, 1
B00, Trade, 86296.269, 112, S08, B00, 1
B00, Trade, 86313.000, 102, B00, S18, 1
B00, Trade, 86316.827, 112, S21, B00, 1
B00, Trade, 86330.019, 114, S05, B00, 1
B00, Trade, 86348.269, 106, S12, B00, 1
B00, Trade, 86356.173, 110, S04, B00, 1
B00, Trade, 86373.288, 114, S12, B00, 1
B00, Trade, 86376.385, 109, B00, S12, 1
B01, 100
B01, Trade, 84868.942, 120, S16, B01, 1
B01, Trade, 84874.154, 107, B01, S02, 1
B01, Trade, 84893.231, 113, S03, B01, 1
B01, Trade, 84915.865, 103, S19, B01, 1
B01, Trade, 84942.423, 104, S03, B01, 1
B01, Trade, 84964.692, 107, S00, B01, 1
B01, Trade, 84980.096, 100, S09, B01, 1
B01, Trade, 85006.942, 99, S05, B01, 1
B01, Trade, 85017.212, 95, S04, B01, 1
B01, Trade, 85028.788, 95, B01, S22, 1
B01, Trade, 85034.327, 97, B01, S18, 1
B01, Trade, 85058.712, 105, S23, B01, 1
B01, Trade, 85078.827, 103, S24, B01, 1
B01, Trade, 85088.404, 100, B01, S14, 1
B01, Trade, 85102.346, 105, S23, B01, 1
B01, Trade, 85114.038, 106, S05, B01, 1
