B00, 100
B00, Trade, 83936.327, 116, S02, B00, 1
B00, Trade, 83949.635, 111, B00, S13, 1
B00, Trade, 83979.885, 111, B00, S19, 1
B00, Trade, 84006.154, 121, S16, B00, 1
B00, Trade, 84011.327, 123, S07, B00, 1
B00, Trade, 84023.365, 127, S02, B00, 1
B00, Trade, 84039.577, 120, B00, S11, 1
B00, Trade, 84068.635, 125, B00, S20, 1
B00, Trade, 84081.231, 117, S03, B00, 1
B00, Trade, 84093.058, 120, S00, B00, 1
B00, Trade, 84112.154, 126, S19, B00, 1
B00, Trade, 84135.038, 121, S10, B00, 1
B00, Trade, 84172.000, 115, S11, B00, 1
B00, Trade, 84190.000, 119, S15, B00, 1
B00, Trade, 84213.462, 116, P01, B00, 1
B00, Trade, 84244.288, 121, S04, B00, 1
B00, Trade, 84268.250, 116, S16, B00, 1
B00, Trade, 84293.462, 118, S23, B00, 1
B00, Trade, 84303.135, 125, S18, B00, 1
B00, Trade, 84329.538, 119, B00, S15, 1
B00, Trade, 84346.404, 125, S24, B00, 1
B00, Trade, 84429.115, 122, S03, B00, 1
B00, Trade, 84439.769, 116, S23, B00, 1
B00, Trade, 84473.346, 121, S03, B00, 1
B00, Trade, 84489.654, 117, S08, B00, 1
B00, Trade, 84500.327, 126, S18, B00, 1
B00, Trade, 84506.538, 117, S03, B00, 1
B00, Trade, 84524.462, 117, S06, B00, 1
B00, Trade, 84551.481, 120, S04, B00, 1
B00, Trade, 84596.481, 124, S07, B00, 1
B00, Trade, 84641.558, 122, P01, B00, 1
B00, Trade, 84664.462, 116, B00, S24, 1
B00, Trade, 84688.692, 121, S08, B00, 1
B00, Trade, 84703.846, 121, S23, B00, 1
B00, Trade, 84741.250, 119, S08, B00, 1
B00, Trade, 84767.712, 126, P01, B00, 1
B00, Trade, 84774.596, 111, B00, S21, 1
B00, Trade, 84779.519, 117, S11, B00, 1
B00, Trade, 84804.038, 119, S07, B00, 1
B00, Trade, 84812.558, 119, S22, B00, 1
B00, Trade, 84850.000, 128, S19, B00, 1
B00, Trade, 84865.135, 114, P01, B00, 1
B00, Trade, 84887.538, 112, B00, S11, 1
B00, Trade, 84911.750, 100, S05, B00, 1
B00, Trade, 84918.135, 100, S23, B00, 1
B00, Trade, 84964.135, 97, P01, B00, 1
B00, Trade, 84996.712, 101, B00, S08, 1
B00, Trade, 85034.500, 103, S06, B00, 1
B00, Trade, 85079.000, 99, S22, B00, 1
B00, Trade, 85094.173, 105, S03, B00, 1
B00, Trade, 85096.827, 103, S15, B00, 1
B00, Trade, 85106.654, 97, S19, B00, 1
B00, Trade, 85126.538, 108, S07, B00, 1
B00, Trade, 85132.942, 107, S03, B00, 1
B00, Trade, 85154.115, 94, S07, B00, 1
B00, Trade, 85227.712, 103, S11, B00, 1
B00, Trade, 85241.750, 104, S16, B00, 1
B00, Trade, 85277.712, 109, S22, B00, 1
B00, Trade, 85292.173, 106, S03, B00, 1
B00, Trade, 85305.538, 105, P01, B00, 1
B00, Trade, 85377.481, 106, S10, B00, 1
B00, Trade, 85395.731, 108, S03, B00, 1
B00, Trade, 85419.519, 104, S24, B00, 1
B00, Trade, 85438.788, 110, S17, B00, 1
B00, Trade, 85470.750, 106, S24, B00, 1
B00, Trade, 85481.885, 106, S04, B00, 1
B00, Trade, 85516.250, 105, S03, B00, 1
B00, Trade, 85539.481, 109, S24, B00, 1
B00, Trade, 85589.769, 110, B00, S11, 1
B00, Trade, 85600.212, 103, P01, B00, 1
B00, Trade, 85614.654, 109, B00, S01, 1
B00, Trade, 85642.846, 104, S03, B00, 1
B00, Trade, 85687.538, 106, S18, B00, 1
B00, Trade, 85709.192, 117, S17, B00, 1
B00, Trade, 85763.827, 107, B00, S16, 1
B00, Trade, 85791.615, 103, P01, B00, 1
B00, Trade, 85830.596, 107, B00, S14, 1
B00, Trade, 85860.654, 106, S07, B00, 1
B00, Trade, 85881.173, 110, S07, B00, 1
B00, Trade, 85890.154, 114, S03, B00, 1
B00, Trade, 85924.769, 113, S18, B00, 1
B00, Trade, 85985.923, 105, S01, B00, 1
B00, Trade, 86003.385, 108, S21, B00, 1
B00, Trade, 86005.288, 107, S17, B00, 1
B00, Trade, 86016.769, 121, B00, S11, 1
B00, Trade, 86045.962, 114, S16, B00, 1
B00, Trade, 86076.615, 107, S19, B00, 1
B00, Trade, 86142.019, 114, S10, B00, 1
B00, Trade, 86178.269, 109, S18, B00, 1
B00, Trade, 86199.019, 108, S23, B00, 1
B00, Trade, 86216.577, 110, B00, S16, 1
B00, Trade, 86221.538, 115, S03, B00, 1
B00, Trade, 86237.673, 117, S03, B00, 1
B00, Trade, 86297.808, 110, S15, B00, 1
B00, Trade, 86323.846, 119, S03, B00, 1
B00, Trade, 86357.750, 113, S15, B00, 1
B00, Trade, 86363.981, 114, B00, S08, 1
B00, Trade, 86371.731, 109, P01, B00, 1
B00, Trade, 86384.154, 111, S23, B00, 1
B00, Trade, 86389.000, 109, S08, B00, 1
B01, 100
B01, Trade, 85240.846, 103, B01, S07, 1
B01, Trade, 85249.538, 106, B01, S06, 1
B01, Trade, 85266.654, 110, B01, S23, 1
B01, Trade, 85283.827, 103, B01, S14, 1
B01, Trade, 85304.154, 104, B01, S08, 1
B01, Trade, 85316.615, 109, B01, S14, 1
B01, Trade, 85331.577, 103, B01, S05, 1
B01, Trade, 85339.788, 104, S10, B01, 1
B01, Trade, 85349.481, 104, S07, B01, 1
B01, Trade, 85361.115, 104, B01, S14, 1
B01, Trade, 85369.038, 105, S24, B01, 1
B01, Trade, 85374.000, 104, B01, S01, 1
B01, Trade, 85393.346, 107, B01, S24, 1
B01, Trade, 85402.327, 105, B01, S17, 1
B01, Trade, 85403.500, 106, B01, S01, 1
B01, Trade, 85415.481, 116, S02, B01, 1
B01, Trade, 85430.750, 102, B01, S08, 1
B01, Trade, 85433.385, 106, B01, S20, 1
B01, Trade, 85458.885, 110, B01, S01, 1
B01, Trade, 85468.481, 108, B01, S01, 1
B01, Trade, 85483.692, 105, B01, S22, 1
B01, Trade, 85499.519, 106, B01, S21, 1
B01, Trade, 85520.923, 105, S03, B01, 1
B01, Trade, 85525.577, 104, B01, S05, 1
B01, Trade, 85540.212, 109, S19, B01, 1
B01, Trade, 85547.923, 106, S10, B01, 1
B01, Trade, 85567.346, 106, S04, B01, 1
B01, Trade, 85578.135, 114, B01, S10, 1
B01, Trade, 85600.962, 102, B01, S13, 1
B01, Trade, 85606.096, 105, B01, S21, 1
B01, Trade, 85612.231, 108, B01, S14, 1
B01, Trade, 85614.077, 110, S16, B01, 1
B01, Trade, 85629.115, 110, S07, B01, 1
B01, Trade, 85647.538, 111, S21, B01, 1
B01, Trade, 85665.962, 104, B01, S23, 1
B01, Trade, 85677.423, 104, B01, S10, 1
B01, Trade, 85689.038, 110, S16, B01, 1
B01, Trade, 85702.423, 104, B01, S20, 1
B01, Trade, 85704.115, 106, B01, S07, 1
B01, Trade, 85713.327, 111, S07, B01, 1
B01, Trade, 85732.692, 108, S00, B01, 1
B01, Trade, 85745.404, 106, B01, S01, 1
B01, Trade, 85759.154, 111, B01, S12, 1
B01, Trade, 85774.846, 110, B01, S16, 1
B01, Trade, 85792.173, 103, B01, S01, 1
B01, Trade, 85797.404, 108, B01, S01, 1
B01, Trade, 85808.904, 108, B01, S00, 1
B01, Trade, 85821.885, 110, S04, B01, 1
B01, Trade, 85824.712, 109, S00, B01, 1
B01, Trade, 85838.731, 104, B01, S08, 1
B01, Trade, 85850.385, 108, B01, S00, 1
B01, Trade, 85859.750, 107, B01, S10, 1
B01, Trade, 85869.154, 108, S23, B01, 1
B01, Trade, 85875.827, 107, P01, B01, 1
B01, Trade, 85895.346, 111, B01, S10, 1
B01, Trade, 85906.115, 110, B01, S04, 1
B01, Trade, 85932.365, 103, B01, S18, 1
B01, Trade, 85934.538, 103, B01, S10, 1
B01, Trade, 85945.038, 108, S01, B01, 1
B01, Trade, 85962.346, 103, B01, S08, 1
B01, Trade, 85977.519, 111, B01, S07, 1
B01, Trade, 85981.308, 105, B01, S13, 1
B01, Trade, 85988.500, 102, B01, S15, 1
B01, Trade, 86003.923, 104, B01, S14, 1
B01, Trade, 86015.212, 112, S07, B01, 1
B01, Trade, 86015.731, 110, B01, S08, 1
B01, Trade, 86033.269, 112, S08, B01, 1
B01, Trade, 86039.750, 107, B01, S12, 1
B01, Trade, 86055.385, 109, B01, S18, 1
B01, Trade, 86068.519, 102, B01, S24, 1
B01, Trade, 86081.750, 107, B01, S21, 1
B01, Trade, 86095.327, 107, B01, S02, 1
B01, Trade, 86101.923, 107, B01, S07, 1
B01, Trade, 86112.308, 113, B01, S01, 1
B01, Trade, 86122.904, 111, S07, B01, 1
B01, Trade, 86132.558, 111, B01, S18, 1
B01, Trade, 86141.192, 112, B01, S23, 1
B01, Trade, 86144.962, 117, B01, S08, 1
B01, Trade, 86164.269, 104, B01, S01, 1
B01, Trade, 86184.615, 110, B01, S14, 1
B01, Trade, 86187.615, 117, S03, B01, 1
B01, Trade, 86205.481, 111, S17, B01, 1
B01, Trade, 86209.250, 115, S07, B01, 1
B01, Trade, 86216.192, 111, B01, S14, 1
B01, Trade, 86229.250, 124, S13, B01, 1
B01, Trade, 86243.942, 110, S23, B01, 1
B01, Trade, 86254.904, 109, B01, S24, 1
B01, Trade, 86265.635, 112, B01, S22, 1
B01, Trade, 86275.308, 106, B01, S06, 1
B01, Trade, 86294.365, 103, B01, S02, 1
B01, Trade, 86311.154, 114, B01, S00, 1
B01, Trade, 86324.462, 106, B01, S01, 1
B01, Trade, 86328.442, 114, S05, B01, 1
B01, Trade, 86341.019, 111, B01, S09, 1
B01, Trade, 86350.019, 99, B01, S19, 1
B01, Trade, 86361.135, 108, B01, S24, 1
B01, Trade, 86370.038, 108, B01, S22, 1
B01, Trade, 86378.288, 109, S19, B01, 1
B01, Trade, 86391.481, 109, S02, B01, 1
B01, Trade, 86397.404, 109, B01, S24, 1
B02, 100
B02, Trade, 85017.192, 100, S17, B02, 1
B02, Trade, 85028.481, 99, S11, B02, 1
B02, Trade, 85043.077, 101, S20, B02, 1
B02, Trade, 85062.269, 101, B02, S16, 1
