B00, 100
B00, Trade, 83367.058, 166, S08, B00, 1
B00, Trade, 83438.423, 169, S14, B00, 1
B00, Trade, 83448.058, 169, B00, S11, 1
B00, Trade, 83526.923, 166, B00, S17, 1
B00, Trade, 83537.885, 162, B00, S14, 1
B00, Trade, 83562.442, 171, S18, B00, 1
B00, Trade, 83619.327, 162, S02, B00, 1
B00, Trade, 83622.135, 162, S20, B00, 1
B00, Trade, 83634.865, 171, S05, B00, 1
B00, Trade, 83690.192, 166, S20, B00, 1
B00, Trade, 83706.250, 169, S19, B00, 1
B00, Trade, 83725.385, 165, P00, B00, 1
B00, Trade, 83787.346, 165, S04, B00, 1
B00, Trade, 83846.596, 162, B00, S07, 1
B00, Trade, 83860.308, 160, S04, B00, 1
B00, Trade, 83878.865, 165, S18, B00, 1
B00, Trade, 83899.442, 169, S20, B00, 1
B00, Trade, 83906.346, 165, S24, B00, 1
B00, Trade, 83915.481, 165, S21, B00, 1
B00, Trade, 83930.538, 165, S19, B00, 1
B00, Trade, 83945.096, 169, S20, B00, 1
B00, Trade, 84017.019, 167, S20, B00, 1
B00, Trade, 84035.942, 165, B00, S19, 1
B00, Trade, 84053.481, 166, P00, B00, 1
B00, Trade, 84121.019, 164, S08, B00, 1
B00, Trade, 84138.481, 165, S19, B00, 1
B00, Trade, 84154.308, 169, S10, B00, 1
B00, Trade, 84185.231, 170, S18, B00, 1
B00, Trade, 84196.404, 165, S18, B00, 1
B00, Trade, 84258.692, 162, S23, B00, 1
B00, Trade, 84271.385, 163, S13, B00, 1
B00, Trade, 84290.885, 161, B00, S17, 1
B00, Trade, 84311.212, 168, B00, S15, 1
B00, Trade, 84322.115, 164, S24, B00, 1
B00, Trade, 84345.365, 173, S06, B00, 1
B00, Trade, 84368.519, 166, S05, B00, 1
B00, Trade, 84410.788, 161, B00, S04, 1
B00, Trade, 84444.173, 164, S24, B00, 1
B00, Trade, 84469.692, 166, S06, B00, 1
B00, Trade, 84489.096, 161, S04, B00, 1
B00, Trade, 84555.904, 166, S24, B00, 1
B00, Trade, 84569.385, 167, S13, B00, 1
B00, Trade, 84582.596, 167, S13, B00, 1
B00, Trade, 84604.019, 172, S01, B00, 1
B00, Trade, 84610.558, 164, S20, B00, 1
B00, Trade, 84648.192, 171, S11, B00, 1
B00, Trade, 84699.538, 166, B00, S02, 1
B00, Trade, 84756.096, 165, S00, B00, 1
B00, Trade, 84773.904, 170, B00, S03, 1
B00, Trade, 84834.308, 166, S03, B00, 1
B00, Trade, 84852.769, 157, B00, S16, 1
B00, Trade, 84905.692, 171, S23, B00, 1
B00, Trade, 84971.135, 168, S02, B00, 1
B00, Trade, 84994.154, 168, S12, B00, 1
B00, Trade, 85025.365, 167, S02, B00, 1
B00, Trade, 85054.038, 166, S00, B00, 1
B00, Trade, 85074.827, 161, S18, B00, 1
B00, Trade, 85091.673, 171, S02, B00, 1
B00, Trade, 85140.788, 166, S13, B00, 1
B00, Trade, 85216.346, 167, B00, S24, 1
B00, Trade, 85268.923, 166, S18, B00, 1
B00, Trade, 85295.327, 169, S09, B00, 1
B00, Trade, 85328.019, 176, S10, B00, 1
B00, Trade, 85347.981, 165, S18, B00, 1
B00, Trade, 85363.865, 167, S13, B00, 1
B00, Trade, 85407.885, 167, S06, B00, 1
B00, Trade, 85432.692, 167, S11, B00, 1
B00, Trade, 85464.308, 167, S18, B00, 1
B00, Trade, 85479.346, 171, P00, B00, 1
B00, Trade, 85492.731, 175, S04, B00, 1
B00, Trade, 85543.192, 166, B00, S22, 1
B00, Trade, 85556.885, 176, S04, B00, 1
B00, Trade, 85567.346, 170, B00, S05, 1
B00, Trade, 85598.692, 169, B00, S01, 1
B00, Trade, 85624.231, 169, S23, B00, 1
B00, Trade, 85627.500, 170, S12, B00, 1
B00, Trade, 85650.327, 164, S16, B00, 1
B00, Trade, 85672.096, 166, S06, B00, 1
B00, Trade, 85728.077, 163, S05, B00, 1
B00, Trade, 85768.712, 169, S06, B00, 1
B00, Trade, 85802.750, 175, S16, B00, 1
B00, Trade, 85831.904, 171, P00, B00, 1
B00, Trade, 85858.519, 171, S03, B00, 1
B00, Trade, 85867.154, 171, S06, B00, 1
B00, Trade, 85873.038, 165, S23, B00, 1
B00, Trade, 85890.192, 174, P00, B00, 1
B00, Trade, 85991.192, 170, B00, S01, 1
B00, Trade, 86003.481, 173, S18, B00, 1
B00, Trade, 86010.058, 178, S13, B00, 1
B00, Trade, 86024.346, 166, S02, B00, 1
B00, Trade, 86043.212, 171, S05, B00, 1
B00, Trade, 86101.635, 168, S11, B00, 1
B00, Trade, 86113.250, 173, S18, B00, 1
B00, Trade, 86148.577, 165, B00, S17, 1
B00, Trade, 86194.385, 171, S14, B00, 1
B00, Trade, 86250.308, 174, S19, B00, 1
B00, Trade, 86277.942, 164, S14, B00, 1
B00, Trade, 86285.058, 173, S00, B00, 1
B00, Trade, 86368.250, 169, S15, B00, 1
B00, Trade, 86384.808, 166, B00, S06, 1
B01, 100
B01, Trade, 85169.577, 168, S00, B01, 1
B01, Trade, 85189.538, 160, B01, S23, 1
B01, Trade, 85192.865, 161, S02, B01, 1
B01, Trade, 85205.731, 164, S21, B01, 1
B01, Trade, 85215.442, 169, P00, B01, 1
B01, Trade, 85228.731, 168, B01, S01, 1
B01, Trade, 85237.462, 170, P00, B01, 1
B01, Trade, 85252.827, 166, P00, B01, 1
B01, Trade, 85257.250, 169, S00, B01, 1
B01, Trade, 85263.750, 169, S10, B01, 1
B01, Trade, 85273.269, 174, S14, B01, 1
B01, Trade, 85321.250, 170, B01, S21, 1
B01, Trade, 85324.885, 172, S00, B01, 1
B01, Trade, 85337.558, 168, P00, B01, 1
B01, Trade, 85350.481, 167, S16, B01, 1
B01, Trade, 85365.423, 168, P00, B01, 1
