B00, 100
B00, Trade, 85174.635, 132, S11, B00, 1
B00, Trade, 85191.212, 134, S12, B00, 1
B00, Trade, 85212.423, 128, B00, S24, 1
B00, Trade, 85220.577, 130, S07, B00, 1
B00, Trade, 85222.519, 129, B00, S05, 1
B00, Trade, 85240.827, 133, B00, S12, 1
B00, Trade, 85250.885, 130, S06, B00, 1
B00, Trade, 85256.442, 137, S03, B00, 1
B00, Trade, 85270.731, 126, P01, B00, 1
B00, Trade, 85277.077, 133, S04, B00, 1
B00, Trade, 85291.962, 128, S02, B00, 1
B00, Trade, 85297.904, 128, S13, B00, 1
B00, Trade, 85307.346, 130, P00, B00, 1
B00, Trade, 85318.846, 135, S19, B00, 1
B00, Trade, 85328.962, 133, S24, B00, 1
B00, Trade, 85336.615, 134, S19, B00, 1
B00, Trade, 85347.250, 128, S03, B00, 1
B00, Trade, 85358.538, 135, S04, B00, 1
B00, Trade, 85367.788, 135, S02, B00, 1
B00, Trade, 85375.058, 124, S15, B00, 1
B00, Trade, 85386.538, 130, S18, B00, 1
B00, Trade, 85398.923, 128, S01, B00, 1
B00, Trade, 85409.654, 126, S07, B00, 1
B00, Trade, 85423.308, 130, B00, S11, 1
B00, Trade, 85439.962, 126, S19, B00, 1
B00, Trade, 85463.596, 127, B00, S03, 1
B00, Trade, 85471.346, 129, S18, B00, 1
B00, Trade, 85480.635, 127, S08, B00, 1
B00, Trade, 85486.462, 135, S23, B00, 1
B00, Trade, 85504.154, 134, S14, B00, 1
B00, Trade, 85513.500, 132, S07, B00, 1
B00, Trade, 85561.269, 126, P00, B00, 1
B00, Trade, 85574.577, 133, S23, B00, 1
B00, Trade, 85588.288, 121, S24, B00, 1
B00, Trade, 85602.731, 129, S22, B00, 1
B00, Trade, 85603.654, 127, S20, B00, 1
B00, Trade, 85625.481, 130, S08, B00, 1
B00, Trade, 85648.096, 122, B00, S01, 1
B00, Trade, 85652.385, 124, S08, B00, 1
B00, Trade, 85656.115, 134, S02, B00, 1
B00, Trade, 85662.500, 132, S15, B00, 1
B00, Trade, 85681.962, 135, S23, B00, 1
B00, Trade, 85702.077, 127, S22, B00, 1
B00, Trade, 85712.577, 124, P00, B00, 1
B00, Trade, 85724.365, 133, P00, B00, 1
B00, Trade, 85726.500, 136, S19, B00, 1
B00, Trade, 85737.519, 133, S11, B00, 1
B00, Trade, 85747.096, 136, S20, B00, 1
B00, Trade, 85772.962, 129, S01, B00, 1
B00, Trade, 85786.635, 139, S14, B00, 1
B00, Trade, 85800.750, 133, S15, B00, 1
B00, Trade, 85812.385, 126, S23, B00, 1
B00, Trade, 85822.615, 131, S03, B00, 1
B00, Trade, 85836.712, 134, S14, B00, 1
B00, Trade, 85856.038, 123, B00, S02, 1
B00, Trade, 85867.135, 133, S06, B00, 1
B00, Trade, 85882.327, 128, B00, S05, 1
B00, Trade, 85884.712, 131, S22, B00, 1
B00, Trade, 85904.865, 128, S10, B00, 1
B00, Trade, 85916.462, 138, S14, B00, 1
B00, Trade, 85928.192, 133, S02, B00, 1
B00, Trade, 85946.654, 127, P00, B00, 1
B00, Trade, 85960.423, 132, S22, B00, 1
B00, Trade, 85969.115, 137, S04, B00, 1
B00, Trade, 85974.615, 136, S20, B00, 1
B00, Trade, 85991.481, 131, S23, B00, 1
B00, Trade, 86002.942, 134, S24, B00, 1
B00, Trade, 86007.231, 125, B00, S13, 1
B00, Trade, 86016.365, 129, P00, B00, 1
B00, Trade, 86024.923, 133, S19, B00, 1
B00, Trade, 86041.423, 128, S06, B00, 1
B00, Trade, 86055.981, 133, S15, B00, 1
B00, Trade, 86057.923, 134, S01, B00, 1
B00, Trade, 86066.750, 134, P00, B00, 1
B00, Trade, 86079.058, 136, S15, B00, 1
B00, Trade, 86086.615, 130, S08, B00, 1
B00, Trade, 86098.077, 132, B00, S04, 1
B00, Trade, 86111.865, 130, B00, S00, 1
B00, Trade, 86119.538, 134, S09, B00, 1
B00, Trade, 86126.519, 132, S23, B00, 1
B00, Trade, 86145.115, 132, S14, B00, 1
