B00, 100
B00, Trade, 85236.077, 109, S22, B00, 1
B00, Trade, 85251.096, 107, B00, S08, 1
B00, Trade, 85256.788, 114, S18, B00, 1
B00, Trade, 85264.212, 107, P00, B00, 1
B00, Trade, 85271.615, 105, S14, B00, 1
B00, Trade, 85288.019, 109, P00, B00, 1
B00, Trade, 85305.538, 107, B00, S19, 1
B00, Trade, 85316.558, 108, S05, B00, 1
B00, Trade, 85328.346, 106, B00, S00, 1
B00, Trade, 85338.577, 109, B00, S01, 1
B00, Trade, 85350.365, 106, B00, S06, 1
B00, Trade, 85355.385, 106, S04, B00, 1
B00, Trade, 85364.288, 109, S22, B00, 1
B00, Trade, 85381.808, 105, B00, S11, 1
B00, Trade, 85411.942, 107, S14, B00, 1
B00, Trade, 85416.942, 112, S23, B00, 1
B00, Trade, 85429.365, 105, S15, B00, 1
B00, Trade, 85436.635, 110, S18, B00, 1
B00, Trade, 85448.846, 106, B00, S11, 1
B00, Trade, 85454.827, 110, P00, B00, 1
B00, Trade, 85477.808, 106, S11, B00, 1
B00, Trade, 85485.731, 111, P00, B00, 1
B00, Trade, 85501.442, 105, B00, S00, 1
B00, Trade, 85506.923, 115, S23, B00, 1
B00, Trade, 85514.846, 115, S09, B00, 1
B00, Trade, 85524.673, 109, S09, B00, 1
B00, Trade, 85536.423, 100, B00, S19, 1
B00, Trade, 85551.846, 110, S10, B00, 1
B00, Trade, 85555.481, 106, S19, B00, 1
B00, Trade, 85563.154, 109, S22, B00, 1
B00, Trade, 85587.192, 115, P00, B00, 1
B00, Trade, 85605.000, 116, S15, B00, 1
B00, Trade, 85617.173, 114, S18, B00, 1
B00, Trade, 85627.250, 100, B00, S19, 1
B00, Trade, 85638.596, 103, B00, S20, 1
B00, Trade, 85649.596, 105, S23, B00, 1
B00, Trade, 85655.788, 110, S22, B00, 1
B00, Trade, 85670.135, 112, B00, S07, 1
B00, Trade, 85687.538, 101, S02, B00, 1
B00, Trade, 85693.846, 109, S02, B00, 1
B00, Trade, 85710.750, 101, B00, S03, 1
B00, Trade, 85730.481, 112, S00, B00, 1
B00, Trade, 85740.577, 109, S02, B00, 1
B00, Trade, 85747.558, 106, S18, B00, 1
B00, Trade, 85754.404, 113, S14, B00, 1
B00, Trade, 85770.769, 104, P00, B00, 1
B00, Trade, 85796.096, 108, B00, S06, 1
B00, Trade, 85810.654, 100, S00, B00, 1
B00, Trade, 85823.788, 106, B00, S14, 1
B00, Trade, 85831.904, 96, B00, S12, 1
B00, Trade, 85841.442, 101, S14, B00, 1
B00, Trade, 85844.308, 106, S06, B00, 1
B00, Trade, 85855.500, 106, S02, B00, 1
B00, Trade, 85873.538, 98, S12, B00, 1
B00, Trade, 85882.769, 102, B00, S05, 1
B00, Trade, 85886.231, 105, B00, S03, 1
B00, Trade, 85894.904, 107, S03, B00, 1
B00, Trade, 85912.250, 101, S12, B00, 1
B00, Trade, 85916.000, 102, S19, B00, 1
B00, Trade, 85925.904, 108, S12, B00, 1
B00, Trade, 85937.635, 106, S04, B00, 1
B00, Trade, 85948.538, 98, S14, B00, 1
B00, Trade, 85959.231, 96, S21, B00, 1
B00, Trade, 85973.154, 101, S12, B00, 1
B00, Trade, 85977.385, 106, S22, B00, 1
B00, Trade, 85997.673, 106, S04, B00, 1
B00, Trade, 86008.096, 106, P00, B00, 1
B00, Trade, 86021.673, 104, B00, S01, 1
B00, Trade, 86027.904, 99, S09, B00, 1
B00, Trade, 86036.423, 104, S20, B00, 1
B00, Trade, 86056.212, 102, P00, B00, 1
B00, Trade, 86071.808, 98, B00, S16, 1
B00, Trade, 86077.942, 101, S22, B00, 1
B00, Trade, 86083.577, 99, B00, S11, 1
B00, Trade, 86100.442, 99, B00, S10, 1
B00, Trade, 86124.154, 102, S18, B00, 1
B00, Trade, 86128.212, 105, S14, B00, 1
B00, Trade, 86134.519, 99, S16, B00, 1
B00, Trade, 86157.308, 98, B00, S01, 1
B00, Trade, 86167.942, 99, B00, S06, 1
B00, Trade, 86187.596, 95, B00, S09, 1
B00, Trade, 86192.596, 97, S06, B00, 1
B00, Trade, 86199.558, 104, P00, B00, 1
B00, Trade, 86205.231, 101, S09, B00, 1
B00, Trade, 86214.538, 100, S20, B00, 1
B00, Trade, 86226.519, 106, P00, B00, 1
B00, Trade, 86238.615, 99, S02, B00, 1
