B00, 100
B00, Trade, 85127.038, 160, B00, S07, 1
B00, Trade, 85154.769, 164, B00, S14, 1
B00, Trade, 85158.404, 172, S03, B00, 1
B00, Trade, 85166.615, 166, B00, S16, 1
B00, Trade, 85178.558, 170, B00, S10, 1
B00, Trade, 85191.269, 162, B00, S23, 1
B00, Trade, 85196.981, 172, S03, B00, 1
B00, Trade, 85207.519, 170, B00, S07, 1
B00, Trade, 85217.212, 171, B00, S16, 1
B00, Trade, 85230.577, 167, B00, S05, 1
B00, Trade, 85236.077, 165, B00, S14, 1
B00, Trade, 85247.192, 172, S10, B00, 1
B00, Trade, 85270.327, 164, B00, S02, 1
B00, Trade, 85280.923, 170, B00, S07, 1
B00, Trade, 85287.750, 170, S07, B00, 1
B00, Trade, 85302.673, 164, B00, S10, 1
B00, Trade, 85308.212, 167, S08, B00, 1
B00, Trade, 85324.154, 161, B00, S16, 1
B00, Trade, 85328.885, 168, S07, B00, 1
B00, Trade, 85340.808, 167, S05, B00, 1
B00, Trade, 85349.596, 172, S10, B00, 1
B00, Trade, 85369.269, 170, B00, S05, 1
B00, Trade, 85380.442, 167, S03, B00, 1
B00, Trade, 85395.327, 169, S03, B00, 1
B00, Trade, 85411.865, 169, B00, S05, 1
B00, Trade, 85423.096, 166, B00, S04, 1
B00, Trade, 85425.942, 170, S08, B00, 1
B00, Trade, 85440.500, 161, B00, S16, 1
B00, Trade, 85444.462, 172, S04, B00, 1
B00, Trade, 85455.423, 167, B00, S21, 1
B00, Trade, 85469.558, 168, B00, S16, 1
B00, Trade, 85483.692, 168, B00, S15, 1
B00, Trade, 85488.865, 169, S17, B00, 1
B00, Trade, 85511.692, 169, S23, B00, 1
B00, Trade, 85529.673, 164, B00, S21, 1
B00, Trade, 85536.096, 172, S09, B00, 1
B00, Trade, 85550.500, 170, S18, B00, 1
B00, Trade, 85560.981, 170, B00, S02, 1
B00, Trade, 85569.212, 166, B00, S08, 1
B00, Trade, 85592.269, 175, S01, B00, 1
B00, Trade, 85621.308, 173, P00, B00, 1
B00, Trade, 85627.000, 169, S07, B00, 1
B00, Trade, 85652.904, 163, B00, S20, 1
B00, Trade, 85663.481, 166, S07, B00, 1
B00, Trade, 85671.500, 171, B00, S10, 1
B00, Trade, 85685.192, 167, B00, S01, 1
B00, Trade, 85687.904, 166, S02, B00, 1
B00, Trade, 85704.923, 165, B00, S22, 1
B00, Trade, 85714.231, 167, B00, S05, 1
B00, Trade, 85731.942, 171, P00, B00, 1
B00, Trade, 85753.923, 164, B00, S15, 1
B00, Trade, 85758.750, 163, B00, S10, 1
B00, Trade, 85772.692, 170, S18, B00, 1
B00, Trade, 85789.077, 165, B00, S01, 1
B00, Trade, 85791.192, 173, S06, B00, 1
B00, Trade, 85810.673, 160, B00, S15, 1
B00, Trade, 85810.904, 170, S19, B00, 1
B00, Trade, 85833.981, 167, B00, S04, 1
B00, Trade, 85843.269, 164, B00, S06, 1
B00, Trade, 85854.788, 170, S10, B00, 1
B00, Trade, 85878.558, 169, B00, S16, 1
B00, Trade, 85882.750, 168, B00, S08, 1
B00, Trade, 85902.442, 161, B00, S07, 1
B00, Trade, 85916.904, 165, B00, S18, 1
B00, Trade, 85930.500, 168, B00, S16, 1
B00, Trade, 85948.058, 166, B00, S20, 1
B00, Trade, 85949.231, 173, S19, B00, 1
B00, Trade, 85964.808, 168, B00, S14, 1
B00, Trade, 85979.423, 166, S09, B00, 1
B00, Trade, 85987.154, 172, P00, B00, 1
B00, Trade, 85997.462, 164, S20, B00, 1
B00, Trade, 86015.327, 169, S18, B00, 1
B00, Trade, 86033.500, 168, B00, S08, 1
B00, Trade, 86074.365, 170, S02, B00, 1
B00, Trade, 86078.442, 168, B00, S16, 1
B00, Trade, 86095.846, 172, S24, B00, 1
B00, Trade, 86106.923, 175, S22, B00, 1
B00, Trade, 86124.635, 166, B00, S15, 1
B00, Trade, 86134.173, 164, B00, S04, 1
B00, Trade, 86144.096, 164, S18, B00, 1
B00, Trade, 86153.192, 167, B00, S00, 1
B00, Trade, 86162.788, 172, B00, S15, 1
B00, Trade, 86166.904, 170, S18, B00, 1
B00, Trade, 86181.327, 165, B00, S20, 1
B00, Trade, 86190.154, 172, P00, B00, 1
B00, Trade, 86198.077, 168, B00, S05, 1
B00, Trade, 86211.827, 165, B00, S03, 1
B00, Trade, 86222.115, 167, B00, S22, 1
B00, Trade, 86251.115, 170, P00, B00, 1
B00, Trade, 86260.981, 169, S09, B00, 1
B00, Trade, 86273.269, 169, B00, S03, 1
B00, Trade, 86276.577, 165, B00, S03, 1
B00, Trade, 86298.212, 164, B00, S11, 1
B00, Trade, 86312.904, 176, S24, B00, 1
B00, Trade, 86323.788, 167, B00, S16, 1
B00, Trade, 86325.827, 169, S24, B00, 1
B00, Trade, 86349.673, 172, B00, S15, 1
B00, Trade, 86354.423, 170, P00, B00, 1
B00, Trade, 86371.212, 164, B00, S20, 1
B00, Trade, 86393.077, 173, S23, B00, 1
B01, 100
