B00, 100
B00, Trade, 85103.346, 156, S17, B00, 1
B00, Trade, 85123.212, 160, B00, S11, 1
B00, Trade, 85155.423, 150, B00, S18, 1
B00, Trade, 85160.365, 153, P01, B00, 1
B00, Trade, 85174.269, 153, B00, S04, 1
B00, Trade, 85193.846, 156, B00, S24, 1
B00, Trade, 85195.712, 163, S11, B00, 1
B00, Trade, 85222.712, 154, S06, B00, 1
B00, Trade, 85228.231, 155, B00, S18, 1
B00, Trade, 85239.442, 157, S16, B00, 1
B00, Trade, 85247.750, 163, B00, S05, 1
B00, Trade, 85263.365, 153, B00, S08, 1
B00, Trade, 85270.000, 159, S03, B00, 1
B00, Trade, 85282.712, 157, S03, B00, 1
B00, Trade, 85301.712, 158, B00, S17, 1
B00, Trade, 85311.135, 149, B00, S20, 1
B00, Trade, 85314.250, 158, B00, S20, 1
B00, Trade, 85335.942, 153, B00, S24, 1
B00, Trade, 85340.962, 163, S15, B00, 1
B00, Trade, 85354.327, 153, B00, S15, 1
B00, Trade, 85360.404, 160, S08, B00, 1
B00, Trade, 85377.596, 164, S13, B00, 1
B00, Trade, 85389.442, 154, B00, S11, 1
B00, Trade, 85396.019, 154, S14, B00, 1
B00, Trade, 85407.346, 161, S23, B00, 1
B00, Trade, 85427.538, 155, S03, B00, 1
B00, Trade, 85449.423, 148, B00, S03, 1
B00, Trade, 85450.673, 160, S06, B00, 1
B00, Trade, 85463.154, 157, B00, S15, 1
B00, Trade, 85472.365, 153, B00, S17, 1
B00, Trade, 85479.058, 162, S16, B00, 1
B00, Trade, 85498.058, 155, B00, S12, 1
B00, Trade, 85514.769, 156, P01, B00, 1
B00, Trade, 85539.923, 152, B00, S06, 1
B00, Trade, 85552.385, 157, S17, B00, 1
B00, Trade, 85563.038, 147, B00, S19, 1
B00, Trade, 85568.827, 149, P01, B00, 1
B00, Trade, 85582.423, 155, B00, S13, 1
B00, Trade, 85587.154, 151, B00, S14, 1
B00, Trade, 85598.077, 153, S00, B00, 1
B00, Trade, 85605.981, 152, B00, S02, 1
B00, Trade, 85621.135, 159, S03, B00, 1
B00, Trade, 85639.750, 151, S07, B00, 1
B00, Trade, 85657.423, 153, B00, S17, 1
B00, Trade, 85665.481, 155, S16, B00, 1
B00, Trade, 85675.308, 161, S15, B00, 1
B00, Trade, 85696.269, 158, B00, S06, 1
B00, Trade, 85704.096, 154, B00, S20, 1
B00, Trade, 85720.769, 155, S10, B00, 1
