B00, 100
B00, Trade, 85235.538, 161, B00, S22, 1
B00, Trade, 85253.308, 172, B00, S13, 1
B00, Trade, 85257.596, 170, B00, S15, 1
B00, Trade, 85276.577, 166, B00, S05, 1
B00, Trade, 85293.481, 168, B00, S04, 1
B00, Trade, 85311.712, 172, B00, S07, 1
B00, Trade, 85321.865, 164, S08, B00, 1
B00, Trade, 85325.077, 169, B00, S15, 1
B00, Trade, 85334.000, 163, B00, S00, 1
B00, Trade, 85352.154, 165, B00, S13, 1
B00, Trade, 85362.538, 165, S22, B00, 1
B00, Trade, 85372.865, 167, B00, S15, 1
B00, Trade, 85386.558, 168, B00, S23, 1
B00, Trade, 85390.250, 165, B00, S20, 1
B00, Trade, 85405.654, 162, B00, S24, 1
B00, Trade, 85409.827, 165, B00, S10, 1
B00, Trade, 85418.250, 164, B00, S22, 1
B00, Trade, 85432.250, 168, B00, S22, 1
B00, Trade, 85441.135, 172, B00, S05, 1
B00, Trade, 85454.442, 166, B00, S11, 1
B00, Trade, 85462.096, 165, S08, B00, 1
B00, Trade, 85465.519, 164, B00, S17, 1
B00, Trade, 85479.269, 165, B00, S23, 1
B00, Trade, 85487.788, 166, B00, S24, 1
B00, Trade, 85502.808, 168, B00, S04, 1
B00, Trade, 85507.000, 171, B00, S23, 1
B00, Trade, 85520.462, 170, B00, S09, 1
B00, Trade, 85532.558, 165, B00, S23, 1
B00, Trade, 85536.423, 163, B00, S07, 1
B00, Trade, 85552.135, 169, S10, B00, 1
B00, Trade, 85552.346, 170, S02, B00, 1
B00, Trade, 85573.558, 168, S11, B00, 1
B00, Trade, 85595.731, 167, B00, S12, 1
B00, Trade, 85600.212, 174, B00, S01, 1
B00, Trade, 85632.846, 166, B00, S15, 1
B00, Trade, 85649.192, 170, S17, B00, 1
B00, Trade, 85661.923, 172, B00, S00, 1
B00, Trade, 85666.135, 168, B00, S19, 1
B00, Trade, 85680.731, 171, B00, S15, 1
B00, Trade, 85688.615, 170, B00, S01, 1
B00, Trade, 85701.788, 171, B00, S05, 1
B00, Trade, 85706.442, 175, B00, S22, 1
B00, Trade, 85720.769, 172, S05, B00, 1
B00, Trade, 85753.212, 166, S13, B00, 1
B00, Trade, 85767.038, 169, B00, S00, 1
B00, Trade, 85791.865, 165, B00, S18, 1
B00, Trade, 85797.731, 171, P00, B00, 1
B00, Trade, 85812.808, 163, B00, S04, 1
B00, Trade, 85817.827, 169, B00, S16, 1
B00, Trade, 85828.192, 168, B00, S02, 1
B00, Trade, 85837.692, 164, B00, S14, 1
B00, Trade, 85845.308, 165, B00, S14, 1
B00, Trade, 85865.596, 166, B00, S12, 1
