B00, 100
B00, Trade, 85149.250, 107, B00, S03, 1
B00, Trade, 85166.327, 99, S20, B00, 1
B00, Trade, 85178.481, 100, S17, B00, 1
B00, Trade, 85191.808, 102, S08, B00, 1
B00, Trade, 85211.827, 110, S19, B00, 1
B00, Trade, 85223.712, 101, B00, S06, 1
B00, Trade, 85235.750, 106, S01, B00, 1
B00, Trade, 85250.231, 104, P00, B00, 1
B00, Trade, 85254.827, 108, S20, B00, 1
B00, Trade, 85273.212, 99, B00, S13, 1
B00, Trade, 85278.442, 105, S02, B00, 1
B00, Trade, 85300.885, 102, S21, B00, 1
B00, Trade, 85305.462, 105, S18, B00, 1
B00, Trade, 85315.692, 105, S17, B00, 1
B00, Trade, 85332.923, 110, S18, B00, 1
B00, Trade, 85339.096, 102, B00, S11, 1
B00, Trade, 85352.846, 114, S17, B00, 1
B00, Trade, 85363.077, 107, B00, S04, 1
B00, Trade, 85371.500, 107, S17, B00, 1
B00, Trade, 85376.558, 107, S05, B00, 1
B00, Trade, 85390.962, 105, S12, B00, 1
B00, Trade, 85398.038, 105, B00, S17, 1
B00, Trade, 85408.212, 111, S19, B00, 1
B00, Trade, 85422.750, 111, S07, B00, 1
B00, Trade, 85442.808, 104, B00, S12, 1
B00, Trade, 85444.673, 108, S14, B00, 1
B00, Trade, 85456.923, 104, S09, B00, 1
B00, Trade, 85470.712, 109, S12, B00, 1
B00, Trade, 85472.865, 110, S04, B00, 1
B00, Trade, 85504.558, 97, B00, S06, 1
B00, Trade, 85510.019, 105, S13, B00, 1
B00, Trade, 85517.288, 112, S05, B00, 1
B00, Trade, 85525.769, 107, S20, B00, 1
B00, Trade, 85539.538, 115, S23, B00, 1
B00, Trade, 85553.038, 102, B00, S22, 1
B00, Trade, 85560.808, 105, S12, B00, 1
B00, Trade, 85568.981, 116, S03, B00, 1
B00, Trade, 85590.865, 99, S07, B00, 1
B00, Trade, 85595.327, 103, S12, B00, 1
B00, Trade, 85602.423, 106, S10, B00, 1
B00, Trade, 85618.077, 104, S03, B00, 1
B00, Trade, 85630.115, 112, S10, B00, 1
B00, Trade, 85661.058, 108, S06, B00, 1
B00, Trade, 85668.423, 109, S11, B00, 1
B00, Trade, 85673.615, 110, S19, B00, 1
B00, Trade, 85688.135, 110, S12, B00, 1
B00, Trade, 85716.731, 105, S05, B00, 1
B00, Trade, 85735.500, 105, B00, S06, 1
B00, Trade, 85742.500, 113, S17, B00, 1
B00, Trade, 85772.096, 108, S16, B00, 1
B00, Trade, 85782.365, 113, B00, S20, 1
B00, Trade, 85782.788, 115, S09, B00, 1
B00, Trade, 85799.038, 112, B00, S16, 1
B00, Trade, 85813.192, 108, S11, B00, 1
B00, Trade, 85817.788, 106, B00, S05, 1
B00, Trade, 85824.788, 115, S23, B00, 1
B00, Trade, 85837.269, 105, S04, B00, 1
B00, Trade, 85861.827, 103, B00, S12, 1
