B00, 100
B00, Trade, 84068.077, 122, S04, B00, 1
B00, Trade, 84076.865, 116, B00, S07, 1
B00, Trade, 84108.173, 126, S20, B00, 1
B00, Trade, 84125.500, 120, S03, B00, 1
B00, Trade, 84130.212, 123, S11, B00, 1
B00, Trade, 84146.635, 118, S20, B00, 1
B00, Trade, 84167.500, 124, S09, B00, 1
B00, Trade, 84204.654, 117, S13, B00, 1
B00, Trade, 84221.327, 121, S08, B00, 1
B00, Trade, 84261.404, 119, S07, B00, 1
B00, Trade, 84268.596, 116, S20, B00, 1
B00, Trade, 84277.769, 118, P00, B00, 1
B00, Trade, 84302.673, 123, B00, S15, 1
B00, Trade, 84322.212, 119, P00, B00, 1
B00, Trade, 84432.808, 122, B00, S19, 1
B00, Trade, 84453.212, 118, S20, B00, 1
B00, Trade, 84498.885, 118, B00, S20, 1
B00, Trade, 84502.635, 119, S18, B00, 1
B00, Trade, 84540.173, 127, B00, S07, 1
B00, Trade, 84544.673, 123, S08, B00, 1
B00, Trade, 84601.596, 121, S10, B00, 1
B00, Trade, 84670.769, 109, B00, S24, 1
B00, Trade, 84704.481, 122, S06, B00, 1
B00, Trade, 84725.712, 114, S17, B00, 1
B00, Trade, 84736.962, 120, P00, B00, 1
B00, Trade, 84779.750, 122, S04, B00, 1
B00, Trade, 84791.942, 119, S10, B00, 1
B00, Trade, 84803.750, 118, S14, B00, 1
B00, Trade, 84822.885, 122, S17, B00, 1
B00, Trade, 84862.038, 117, S08, B00, 1
B00, Trade, 84897.942, 118, S19, B00, 1
B00, Trade, 84960.808, 100, P00, B00, 1
B00, Trade, 85019.192, 99, S08, B00, 1
B00, Trade, 85034.712, 97, S19, B00, 1
B00, Trade, 85036.654, 99, S04, B00, 1
B00, Trade, 85044.769, 103, S16, B00, 1
B00, Trade, 85055.923, 104, P00, B00, 1
B00, Trade, 85075.558, 99, S18, B00, 1
B00, Trade, 85091.365, 103, S02, B00, 1
B00, Trade, 85101.788, 107, S06, B00, 1
B00, Trade, 85110.308, 94, S14, B00, 1
B00, Trade, 85161.635, 100, B00, S09, 1
B00, Trade, 85166.673, 100, S11, B00, 1
B00, Trade, 85190.981, 104, B00, S23, 1
B00, Trade, 85212.615, 109, S06, B00, 1
B00, Trade, 85232.788, 108, S20, B00, 1
B00, Trade, 85247.538, 117, S24, B00, 1
B00, Trade, 85261.712, 105, S08, B00, 1
B00, Trade, 85291.365, 102, B00, S02, 1
B00, Trade, 85313.865, 104, B00, S22, 1
B00, Trade, 85332.750, 103, B00, S15, 1
B00, Trade, 85346.981, 104, S11, B00, 1
B00, Trade, 85354.154, 104, S12, B00, 1
B00, Trade, 85375.692, 105, S24, B00, 1
B00, Trade, 85392.962, 109, S02, B00, 1
B00, Trade, 85406.038, 114, S01, B00, 1
B00, Trade, 85418.192, 100, S16, B00, 1
B00, Trade, 85445.000, 108, S04, B00, 1
B00, Trade, 85479.192, 107, S06, B00, 1
B00, Trade, 85494.173, 104, B00, S13, 1
B00, Trade, 85533.462, 108, S14, B00, 1
B00, Trade, 85586.788, 104, P00, B00, 1
B00, Trade, 85615.385, 113, P00, B00, 1
B00, Trade, 85626.615, 105, S13, B00, 1
B00, Trade, 85634.173, 108, S08, B00, 1
B00, Trade, 85666.000, 111, S20, B00, 1
B00, Trade, 85668.788, 112, S17, B00, 1
B00, Trade, 85681.558, 109, S06, B00, 1
B00, Trade, 85692.154, 106, S14, B00, 1
B00, Trade, 85720.173, 109, B00, S03, 1
B00, Trade, 85747.154, 107, S20, B00, 1
B00, Trade, 85757.962, 107, S23, B00, 1
B00, Trade, 85779.327, 108, P00, B00, 1
B00, Trade, 85794.962, 107, B00, S19, 1
B00, Trade, 85830.788, 117, S14, B00, 1
B00, Trade, 85848.788, 105, S09, B00, 1
B00, Trade, 85870.250, 108, S07, B00, 1
B00, Trade, 85876.115, 112, S23, B00, 1
B00, Trade, 85893.019, 107, B00, S22, 1
B00, Trade, 85903.558, 107, B00, S11, 1
B00, Trade, 85915.135, 112, S10, B00, 1
B00, Trade, 85996.750, 101, B00, S21, 1
B00, Trade, 86012.000, 103, S15, B00, 1
B00, Trade, 86066.212, 115, S19, B00, 1
B00, Trade, 86099.538, 111, S06, B00, 1
B00, Trade, 86106.962, 111, B00, S24, 1
B00, Trade, 86119.308, 107, S18, B00, 1
B00, Trade, 86134.346, 114, S21, B00, 1
B00, Trade, 86143.654, 113, S09, B00, 1
B00, Trade, 86152.365, 110, S12, B00, 1
B00, Trade, 86157.000, 109, S14, B00, 1
