B00, 100
B00, Trade, 83516.558, 163, S23, B00, 1
B00, Trade, 83542.615, 167, S22, B00, 1
B00, Trade, 83592.308, 166, B00, S22, 1
B00, Trade, 83653.615, 169, S17, B00, 1
B00, Trade, 83675.500, 166, P00, B00, 1
B00, Trade, 83728.923, 167, S23, B00, 1
B00, Trade, 83799.308, 164, S16, B00, 1
B00, Trade, 83829.885, 166, S15, B00, 1
B00, Trade, 83830.692, 166, S02, B00, 1
B00, Trade, 83843.538, 168, S06, B00, 1
B00, Trade, 83851.365, 169, S20, B00, 1
B00, Trade, 83911.596, 164, S04, B00, 1
B00, Trade, 83921.212, 163, B00, S14, 1
B00, Trade, 83947.250, 166, S09, B00, 1
B00, Trade, 83951.923, 163, B00, S18, 1
B00, Trade, 83968.365, 169, S06, B00, 1
B00, Trade, 83983.404, 168, S04, B00, 1
B00, Trade, 84011.654, 166, S23, B00, 1
B00, Trade, 84031.077, 162, P00, B00, 1
B00, Trade, 84047.577, 167, P00, B00, 1
B00, Trade, 84056.673, 165, S24, B00, 1
B00, Trade, 84074.500, 160, B00, S00, 1
B00, Trade, 84096.577, 163, S20, B00, 1
B00, Trade, 84123.538, 163, S24, B00, 1
B00, Trade, 84136.788, 167, B00, S14, 1
B00, Trade, 84141.596, 165, S13, B00, 1
B00, Trade, 84154.654, 169, P00, B00, 1
B00, Trade, 84217.462, 166, S23, B00, 1
B00, Trade, 84221.346, 166, S17, B00, 1
B00, Trade, 84357.327, 165, S23, B00, 1
B00, Trade, 84386.019, 166, S13, B00, 1
B00, Trade, 84430.135, 175, S24, B00, 1
B00, Trade, 84492.308, 163, S09, B00, 1
B00, Trade, 84506.981, 165, S24, B00, 1
B00, Trade, 84554.827, 169, S21, B00, 1
B00, Trade, 84575.173, 165, B00, S06, 1
B00, Trade, 84587.308, 166, S17, B00, 1
B00, Trade, 84592.327, 162, B00, S18, 1
B00, Trade, 84651.404, 169, S07, B00, 1
B00, Trade, 84697.385, 162, B00, S21, 1
B00, Trade, 84714.192, 163, B00, S23, 1
B00, Trade, 84718.154, 163, S08, B00, 1
B00, Trade, 84740.250, 169, S21, B00, 1
B00, Trade, 84753.635, 169, P00, B00, 1
B00, Trade, 84944.481, 163, S24, B00, 1
B00, Trade, 84984.519, 168, P00, B00, 1
B00, Trade, 85008.135, 167, S21, B00, 1
B00, Trade, 85040.346, 169, S18, B00, 1
B00, Trade, 85069.692, 165, B00, S21, 1
B00, Trade, 85088.923, 174, S18, B00, 1
B00, Trade, 85098.885, 173, S00, B00, 1
B00, Trade, 85106.346, 163, S02, B00, 1
B00, Trade, 85146.000, 157, B00, S03, 1
B00, Trade, 85167.058, 165, S04, B00, 1
B00, Trade, 85211.885, 168, B00, S19, 1
B00, Trade, 85226.712, 171, B00, S06, 1
B00, Trade, 85238.250, 166, B00, S20, 1
B00, Trade, 85246.788, 173, S17, B00, 1
B00, Trade, 85318.154, 173, S18, B00, 1
B00, Trade, 85423.577, 166, S02, B00, 1
B00, Trade, 85430.615, 163, S09, B00, 1
B00, Trade, 85458.385, 174, S22, B00, 1
B00, Trade, 85480.404, 168, S03, B00, 1
B00, Trade, 85544.558, 167, S21, B00, 1
B00, Trade, 85577.096, 176, S21, B00, 1
B00, Trade, 85579.019, 176, S04, B00, 1
B00, Trade, 85591.865, 169, B00, S15, 1
B00, Trade, 85611.346, 167, S15, B00, 1
B00, Trade, 85622.827, 168, S04, B00, 1
B00, Trade, 85656.288, 170, S16, B00, 1
B00, Trade, 85657.596, 172, S13, B00, 1
B00, Trade, 85691.962, 176, S07, B00, 1
B00, Trade, 85698.885, 166, P00, B00, 1
B00, Trade, 85749.942, 176, S24, B00, 1
B00, Trade, 85769.635, 173, S04, B00, 1
B00, Trade, 85783.769, 172, S14, B00, 1
B00, Trade, 85812.327, 171, S06, B00, 1
B00, Trade, 85831.365, 173, S12, B00, 1
B00, Trade, 85862.346, 167, S18, B00, 1
B00, Trade, 85937.635, 176, S03, B00, 1
B00, Trade, 85962.135, 166, S04, B00, 1
B00, Trade, 85964.942, 171, B00, S08, 1
B00, Trade, 85976.712, 171, S17, B00, 1
B00, Trade, 86041.865, 168, S24, B00, 1
B00, Trade, 86057.077, 174, B00, S02, 1
B00, Trade, 86091.365, 164, B00, S04, 1
B00, Trade, 86112.077, 170, S09, B00, 1
B00, Trade, 86133.365, 165, S12, B00, 1
B00, Trade, 86180.058, 172, S03, B00, 1
B00, Trade, 86202.192, 165, P00, B00, 1
B00, Trade, 86224.846, 169, B00, S11, 1
B00, Trade, 86243.635, 172, S21, B00, 1
B00, Trade, 86258.827, 168, S12, B00, 1
B00, Trade, 86281.269, 166, S00, B00, 1
B00, Trade, 86300.654, 168, S24, B00, 1
B00, Trade, 86308.538, 170, B00, S11, 1
B00, Trade, 86325.769, 168, S03, B00, 1
B00, Trade, 86345.827, 164, B00, S09, 1
B00, Trade, 86354.904, 168, S00, B00, 1
B00, Trade, 86383.442, 168, S24, B00, 1
B01, 100
B01, Trade, 85030.115, 165, B01, S12, 1
B01, Trade, 85037.115, 168, P00, B01, 1
B01, Trade, 85068.058, 168, S00, B01, 1
B01, Trade, 85073.173, 167, P00, B01, 1
B01, Trade, 85093.558, 168, B01, S14, 1
B01, Trade, 85106.923, 161, S12, B01, 1
B01, Trade, 85117.942, 160, B01, S15, 1
B01, Trade, 85136.654, 161, S21, B01, 1
B01, Trade, 85142.596, 162, S04, B01, 1
B01, Trade, 85170.154, 172, P00, B01, 1
B01, Trade, 85191.000, 168, S13, B01, 1
B01, Trade, 85201.808, 169, B01, S14, 1
B01, Trade, 85210.135, 167, B01, S02, 1
B01, Trade, 85219.250, 173, S02, B01, 1
B01, Trade, 85224.712, 171, B01, S09, 1
B01, Trade, 85237.500, 163, B01, S02, 1
B01, Trade, 85262.654, 162, S19, B01, 1
B01, Trade, 85271.654, 169, S13, B01, 1
B01, Trade, 85279.885, 165, B01, S01, 1
B01, Trade, 85292.327, 167, B01, S12, 1
B01, Trade, 85307.250, 164, B01, S18, 1
B01, Trade, 85323.212, 161, P00, B01, 1
B01, Trade, 85328.731, 163, B01, S11, 1
B01, Trade, 85339.923, 161, B01, S21, 1
B01, Trade, 85352.385, 172, S23, B01, 1
B01, Trade, 85390.885, 166, B01, S14, 1
B01, Trade, 85393.750, 170, S08, B01, 1
B01, Trade, 85408.788, 164, B01, S18, 1
B01, Trade, 85412.923, 174, S07, B01, 1
B01, Trade, 85435.635, 167, B01, S18, 1
B01, Trade, 85450.558, 168, B01, S17, 1
B01, Trade, 85459.385, 172, B01, S23, 1
B01, Trade, 85464.038, 173, S16, B01, 1
B01, Trade, 85484.327, 173, B01, S10, 1
B01, Trade, 85509.250, 172, S24, B01, 1
B01, Trade, 85519.942, 173, P00, B01, 1
B01, Trade, 85529.808, 163, B01, S15, 1
B01, Trade, 85539.846, 163, B01, S11, 1
B01, Trade, 85551.750, 167, B01, S24, 1
B01, Trade, 85565.865, 174, S17, B01, 1
B01, Trade, 85599.942, 172, P00, B01, 1
B01, Trade, 85614.769, 168, P00, B01, 1
B01, Trade, 85627.519, 170, B01, S01, 1
B01, Trade, 85642.885, 168, B01, S13, 1
B01, Trade, 85652.327, 167, B01, S02, 1
B01, Trade, 85670.077, 165, B01, S07, 1
B01, Trade, 85675.519, 172, S18, B01, 1
B01, Trade, 85694.750, 166, S17, B01, 1
B01, Trade, 85718.442, 173, S02, B01, 1
