Date,Close,Volume
2025-03-09T00:00:00.000Z,"86,121.55","18,171,904.00"
2025-03-09T00:05:00.000Z,"86,214.34",0
2025-03-09T00:10:00.000Z,"86,274.98","19,619,840.00"
2025-03-09T00:15:00.000Z,"86,249.04",0
2025-03-09T00:20:00.000Z,"86,312.99",0
2025-03-09T00:25:00.000Z,"86,328.60",0
2025-03-09T00:30:00.000Z,"86,395.55","31,440,896.00"
2025-03-09T00:35:00.000Z,"86,349.27",0
2025-03-09T00:40:00.000Z,"86,390.81","27,529,216.00"
2025-03-09T00:45:00.000Z,"86,389.31",0
2025-03-09T00:50:00.000Z,"86,361.63","22,364,160.00"
2025-03-09T00:55:00.000Z,"86,417.13","63,275,008.00"
2025-03-09T01:00:00.000Z,"86,377.87",0
2025-03-09T01:05:00.000Z,"86,400.95","56,094,720.00"
2025-03-09T01:10:00.000Z,"86,369.37",0
2025-03-09T01:15:00.000Z,"86,390.96",0
2025-03-09T01:20:00.000Z,"86,369.52","26,796,032.00"
2025-03-09T01:25:00.000Z,"86,303.23",0
2025-03-09T01:30:00.000Z,"86,256.64",0
2025-03-09T01:35:00.000Z,"86,181.60",0
2025-03-09T01:40:00.000Z,"86,174.52",0
2025-03-09T01:45:00.000Z,"86,238.32",0
2025-03-09T01:50:00.000Z,"86,099.09",0
2025-03-09T01:55:00.000Z,"86,154.48",0
2025-03-09T02:00:00.000Z,"86,197.34",0
2025-03-09T02:05:00.000Z,"86,193.70",0
2025-03-09T02:10:00.000Z,"86,162.90","107,770,880.00"
2025-03-09T02:15:00.000Z,"86,213.52",0
2025-03-09T02:20:00.000Z,"86,203.70",0
2025-03-09T02:25:00.000Z,"86,226.67",0
2025-03-09T02:30:00.000Z,"86,204.68","28,965,888.00"
2025-03-09T02:35:00.000Z,"86,232.62",0
2025-03-09T02:40:00.000Z,"86,140.67",0
2025-03-09T02:45:00.000Z,"86,054.98","59,916,288.00"
2025-03-09T02:50:00.000Z,"86,000.80",0
2025-03-09T02:55:00.000Z,"85,995.41","75,759,616.00"
2025-03-09T03:00:00.000Z,"85,967.91",0
2025-03-09T03:05:00.000Z,"86,085.66",0
2025-03-09T03:10:00.000Z,"86,062.27","206,324,736.00"
2025-03-09T03:15:00.000Z,"86,058.00","188,672,000.00"
2025-03-09T03:20:00.000Z,"85,992.13",0
2025-03-09T03:25:00.000Z,"86,068.70",0
2025-03-09T03:30:00.000Z,"86,094.29","14,673,920.00"
2025-03-09T03:35:00.000Z,"86,136.95",0
2025-03-09T03:40:00.000Z,"86,115.51","24,154,112.00"
2025-03-09T03:45:00.000Z,"86,140.69","2,263,040.00"
2025-03-09T03:50:00.000Z,"86,180.75",0
2025-03-09T03:55:00.000Z,"86,132.70","76,377,088.00"
2025-03-09T04:00:00.000Z,"86,048.45",0
2025-03-09T04:05:00.000Z,"86,059.62",0
2025-03-09T04:10:00.000Z,"85,988.24",0
2025-03-09T04:15:00.000Z,"85,998.27",0
2025-03-09T04:20:00.000Z,"85,937.28","7,355,392.00"
2025-03-09T04:25:00.000Z,"85,995.09",0
2025-03-09T04:30:00.000Z,"86,013.98",0
2025-03-09T04:35:00.000Z,"86,038.85",0
2025-03-09T04:40:00.000Z,"85,994.60","8,845,312.00"
2025-03-09T04:45:00.000Z,"85,983.11",0
2025-03-09T04:50:00.000Z,"86,030.94","38,489,088.00"
2025-03-09T04:55:00.000Z,"86,056.70",0
2025-03-09T05:00:00.000Z,"86,035.97",0
2025-03-09T05:05:00.000Z,"85,982.87","73,731,072.00"
2025-03-09T05:10:00.000Z,"85,967.18",0
2025-03-09T05:15:00.000Z,"85,970.66","66,726,912.00"
2025-03-09T05:20:00.000Z,"86,065.45",0
2025-03-09T05:25:00.000Z,"86,049.05","10,390,528.00"
2025-03-09T05:30:00.000Z,"86,079.78",0
2025-03-09T05:35:00.000Z,"86,033.97",0
2025-03-09T05:40:00.000Z,"86,022.30",0
