B00, 100
B00, Trade, 83272.096, 179, S16, B00, 1
B00, Trade, 83327.365, 176, S22, B00, 1
B00, Trade, 83335.577, 181, S18, B00, 1
B00, Trade, 83348.827, 177, S18, B00, 1
B00, Trade, 83386.365, 177, P00, B00, 1
B00, Trade, 83397.846, 171, B00, S18, 1
B00, Trade, 83422.423, 172, P00, B00, 1
B00, Trade, 83428.096, 170, P00, B00, 1
B00, Trade, 83433.923, 179, S22, B00, 1
B00, Trade, 83456.154, 170, S13, B00, 1
B00, Trade, 83508.769, 168, S19, B00, 1
B00, Trade, 83565.577, 173, S18, B00, 1
B00, Trade, 83596.635, 177, S19, B00, 1
B00, Trade, 83617.712, 168, B00, S01, 1
B00, Trade, 83665.212, 180, S13, B00, 1
B00, Trade, 83736.058, 174, S10, B00, 1
B00, Trade, 83786.308, 171, S09, B00, 1
B00, Trade, 83802.635, 178, S21, B00, 1
B00, Trade, 83825.923, 175, S23, B00, 1
B00, Trade, 83875.558, 172, S08, B00, 1
B00, Trade, 83882.827, 178, S05, B00, 1
B00, Trade, 83912.327, 176, B00, S15, 1
B00, Trade, 83915.154, 179, S20, B00, 1
B00, Trade, 83939.808, 177, S05, B00, 1
B00, Trade, 83954.385, 183, P00, B00, 1
B00, Trade, 83964.288, 178, P00, B00, 1
B00, Trade, 83990.385, 172, S13, B00, 1
B00, Trade, 84026.981, 174, S10, B00, 1
B00, Trade, 84031.962, 174, S23, B00, 1
B00, Trade, 84051.519, 172, S18, B00, 1
B00, Trade, 84064.308, 174, S10, B00, 1
B00, Trade, 84150.077, 170, S22, B00, 1
B00, Trade, 84166.981, 172, P00, B00, 1
B00, Trade, 84215.038, 177, S01, B00, 1
B00, Trade, 84239.135, 170, S00, B00, 1
B00, Trade, 84263.346, 173, S08, B00, 1
B00, Trade, 84293.615, 174, P00, B00, 1
B00, Trade, 84344.308, 175, S22, B00, 1
B00, Trade, 84355.365, 170, S03, B00, 1
B00, Trade, 84363.365, 176, S19, B00, 1
B00, Trade, 84377.404, 175, S04, B00, 1
B00, Trade, 84385.827, 171, S23, B00, 1
B00, Trade, 84411.885, 169, B00, S01, 1
B00, Trade, 84476.250, 170, S17, B00, 1
B00, Trade, 84507.192, 168, S23, B00, 1
B00, Trade, 84537.673, 170, S05, B00, 1
B00, Trade, 84550.538, 172, S10, B00, 1
B00, Trade, 84631.596, 171, S18, B00, 1
B00, Trade, 84701.635, 162, S00, B00, 1
B00, Trade, 84745.904, 174, S03, B00, 1
B00, Trade, 84762.596, 173, S13, B00, 1
B00, Trade, 84822.942, 167, S06, B00, 1
B00, Trade, 84848.115, 161, B00, S02, 1
B00, Trade, 84857.827, 168, S09, B00, 1
B00, Trade, 84902.865, 172, S10, B00, 1
B00, Trade, 84919.885, 169, S22, B00, 1
B00, Trade, 84967.077, 175, S07, B00, 1
B00, Trade, 84981.808, 171, S19, B00, 1
B00, Trade, 85049.327, 167, S08, B00, 1
B00, Trade, 85053.154, 175, P00, B00, 1
B00, Trade, 85058.404, 177, S22, B00, 1
B00, Trade, 85094.923, 172, S05, B00, 1
B00, Trade, 85107.731, 169, S10, B00, 1
B00, Trade, 85137.500, 171, S22, B00, 1
B00, Trade, 85151.058, 169, S04, B00, 1
B00, Trade, 85169.327, 174, P00, B00, 1
B00, Trade, 85188.327, 175, S22, B00, 1
B00, Trade, 85218.250, 174, S17, B00, 1
B00, Trade, 85267.654, 171, B00, P01, 1
B00, Trade, 85351.942, 173, B00, S16, 1
B00, Trade, 85371.519, 168, S08, B00, 1
B00, Trade, 85392.442, 167, B00, S16, 1
B00, Trade, 85441.788, 172, S08, B00, 1
B00, Trade, 85519.712, 171, S14, B00, 1
B00, Trade, 85592.385, 170, S09, B00, 1
B00, Trade, 85621.615, 170, S07, B00, 1
B00, Trade, 85697.423, 177, P00, B00, 1
B00, Trade, 85714.096, 174, S22, B00, 1
B00, Trade, 85735.827, 174, S09, B00, 1
B00, Trade, 85745.596, 173, S14, B00, 1
B00, Trade, 85754.788, 170, S13, B00, 1
B00, Trade, 85851.577, 169, B00, S14, 1
B00, Trade, 85873.327, 173, S18, B00, 1
B00, Trade, 85892.269, 170, S02, B00, 1
B00, Trade, 85938.019, 174, S16, B00, 1
B00, Trade, 85954.250, 174, B00, S13, 1
B00, Trade, 85978.942, 174, S22, B00, 1
B00, Trade, 86009.288, 170, S09, B00, 1
B00, Trade, 86020.192, 170, S12, B00, 1
B00, Trade, 86039.750, 154, S07, B00, 1
B00, Trade, 86092.596, 172, B00, S18, 1
B00, Trade, 86095.346, 176, S23, B00, 1
B00, Trade, 86103.904, 171, B00, S08, 1
B00, Trade, 86137.865, 169, S20, B00, 1
B00, Trade, 86177.865, 171, B00, S03, 1
B00, Trade, 86193.096, 168, B00, S14, 1
B00, Trade, 86235.038, 170, B00, S00, 1
B00, Trade, 86273.212, 170, P00, B00, 1
B00, Trade, 86341.712, 172, S09, B00, 1
B00, Trade, 86348.846, 172, S21, B00, 1
B01, 100
B01, Trade, 85000.096, 169, S13, B01, 1
B01, Trade, 85027.404, 172, P00, B01, 1
B01, Trade, 85036.135, 170, S23, B01, 1
B01, Trade, 85062.596, 175, S23, B01, 1
B01, Trade, 85091.750, 166, B01, S24, 1
B01, Trade, 85094.385, 171, S09, B01, 1
B01, Trade, 85105.154, 167, B01, S15, 1
B01, Trade, 85125.635, 171, B01, S00, 1
B01, Trade, 85131.135, 174, S04, B01, 1
B01, Trade, 85136.577, 171, B01, S09, 1
B01, Trade, 85154.827, 169, B01, S02, 1
B01, Trade, 85184.115, 166, B01, S08, 1
B01, Trade, 85185.981, 174, S18, B01, 1
B01, Trade, 85206.231, 170, S18, B01, 1
B01, Trade, 85222.481, 169, B01, S16, 1
B01, Trade, 85237.481, 168, B01, S21, 1
B01, Trade, 85252.846, 177, S18, B01, 1
B01, Trade, 85268.442, 171, S13, B01, 1
