B00, 100
B00, Trade, 84951.212, 166, B00, S07, 1
B00, Trade, 84959.500, 159, B00, S06, 1
B00, Trade, 84969.654, 172, S24, B00, 1
B00, Trade, 84976.558, 167, S12, B00, 1
B00, Trade, 84990.385, 166, B00, S10, 1
B00, Trade, 85001.192, 166, B00, S16, 1
B00, Trade, 85012.212, 166, B00, S06, 1
B00, Trade, 85025.615, 171, S04, B00, 1
B00, Trade, 85044.192, 166, B00, S21, 1
B00, Trade, 85049.865, 169, S20, B00, 1
B00, Trade, 85057.077, 174, B00, S18, 1
B00, Trade, 85076.019, 162, B00, S07, 1
B00, Trade, 85082.346, 169, S22, B00, 1
B00, Trade, 85099.173, 170, B00, S14, 1
B00, Trade, 85114.365, 163, B00, S21, 1
B00, Trade, 85135.712, 172, S19, B00, 1
B00, Trade, 85175.500, 169, S14, B00, 1
B00, Trade, 85186.827, 167, S07, B00, 1
B00, Trade, 85208.981, 166, B00, S04, 1
B00, Trade, 85216.269, 171, P00, B00, 1
B00, Trade, 85235.000, 167, S16, B00, 1
B00, Trade, 85251.462, 162, B00, S13, 1
B00, Trade, 85269.231, 171, B00, S13, 1
B00, Trade, 85279.308, 163, S13, B00, 1
B00, Trade, 85296.212, 170, B00, S17, 1
B00, Trade, 85301.077, 180, S15, B00, 1
B00, Trade, 85308.231, 174, B00, S05, 1
B00, Trade, 85324.058, 171, S03, B00, 1
B00, Trade, 85344.365, 165, S08, B00, 1
B00, Trade, 85372.269, 174, S18, B00, 1
B00, Trade, 85403.846, 159, B00, S24, 1
B00, Trade, 85408.923, 164, B00, S18, 1
B00, Trade, 85413.212, 170, S08, B00, 1
B00, Trade, 85427.500, 161, S12, B00, 1
B00, Trade, 85435.385, 170, S22, B00, 1
B00, Trade, 85459.019, 162, B00, S04, 1
B00, Trade, 85460.923, 165, P00, B00, 1
B00, Trade, 85480.731, 166, S12, B00, 1
B00, Trade, 85494.404, 169, P00, B00, 1
B00, Trade, 85517.231, 167, S01, B00, 1
B00, Trade, 85527.635, 170, P00, B00, 1
B00, Trade, 85543.500, 165, B00, S09, 1
B00, Trade, 85558.904, 165, S15, B00, 1
B00, Trade, 85570.308, 163, S22, B00, 1
B00, Trade, 85583.692, 168, S24, B00, 1
B00, Trade, 85605.654, 159, B00, S03, 1
B00, Trade, 85612.654, 165, S05, B00, 1
B00, Trade, 85631.731, 171, S12, B00, 1
B00, Trade, 85645.558, 163, B00, S02, 1
B00, Trade, 85651.135, 162, S15, B00, 1
B00, Trade, 85664.058, 164, B00, S03, 1
B00, Trade, 85671.904, 163, B00, S09, 1
B00, Trade, 85686.808, 164, S18, B00, 1
B00, Trade, 85707.846, 163, B00, S24, 1
B00, Trade, 85711.077, 164, S06, B00, 1
B00, Trade, 85723.173, 164, B00, S14, 1
B00, Trade, 85763.846, 168, S13, B00, 1
B00, Trade, 85765.615, 164, B00, S04, 1
B00, Trade, 85783.423, 168, S05, B00, 1
B00, Trade, 85804.000, 169, S03, B00, 1
B00, Trade, 85813.981, 164, B00, S16, 1
B00, Trade, 85845.788, 170, S24, B00, 1
B00, Trade, 85855.577, 166, S06, B00, 1
B00, Trade, 85879.538, 170, B00, S02, 1
B00, Trade, 85895.712, 164, B00, S06, 1
B00, Trade, 85903.192, 175, S18, B00, 1
B00, Trade, 85936.327, 166, S21, B00, 1
B00, Trade, 85958.000, 160, B00, S09, 1
