B00, 100
B00, Trade, 84973.135, 169, S10, B00, 1
B00, Trade, 84998.462, 160, B00, S03, 1
B00, Trade, 85009.558, 170, B00, S24, 1
B00, Trade, 85019.096, 161, S05, B00, 1
B00, Trade, 85027.846, 161, B00, S15, 1
B00, Trade, 85035.000, 161, S02, B00, 1
B00, Trade, 85064.577, 168, B00, S16, 1
B00, Trade, 85071.635, 170, P01, B00, 1
B00, Trade, 85101.058, 168, S04, B00, 1
B00, Trade, 85103.769, 175, S10, B00, 1
B00, Trade, 85129.981, 166, S01, B00, 1
B00, Trade, 85151.442, 171, B00, S06, 1
B00, Trade, 85156.538, 165, S24, B00, 1
B00, Trade, 85179.058, 165, P01, B00, 1
B00, Trade, 85195.115, 166, B00, S06, 1
B00, Trade, 85207.442, 164, B00, S10, 1
B00, Trade, 85210.712, 166, S11, B00, 1
B00, Trade, 85221.519, 170, S09, B00, 1
B00, Trade, 85225.019, 170, S18, B00, 1
B00, Trade, 85241.115, 169, B00, S14, 1
B00, Trade, 85258.192, 158, B00, S00, 1
B00, Trade, 85261.500, 163, S11, B00, 1
B00, Trade, 85261.673, 166, S14, B00, 1
B00, Trade, 85286.058, 162, S01, B00, 1
B00, Trade, 85304.077, 170, S23, B00, 1
B00, Trade, 85325.192, 167, S14, B00, 1
B00, Trade, 85340.981, 167, P01, B00, 1
B00, Trade, 85362.038, 161, B00, S20, 1
B00, Trade, 85374.269, 159, B00, S03, 1
B00, Trade, 85383.712, 166, S15, B00, 1
B00, Trade, 85396.635, 162, B00, S10, 1
B00, Trade, 85405.288, 169, P01, B00, 1
B00, Trade, 85417.019, 160, B00, S16, 1
B00, Trade, 85431.404, 168, S01, B00, 1
B00, Trade, 85461.250, 169, S08, B00, 1
B00, Trade, 85467.173, 163, B00, S11, 1
B00, Trade, 85481.923, 173, B00, S21, 1
B00, Trade, 85493.442, 170, B00, S00, 1
B00, Trade, 85499.212, 168, S11, B00, 1
B00, Trade, 85520.635, 166, S15, B00, 1
B00, Trade, 85529.769, 163, S23, B00, 1
B00, Trade, 85556.096, 159, B00, S00, 1
B00, Trade, 85560.712, 170, S04, B00, 1
B00, Trade, 85581.904, 165, S23, B00, 1
B00, Trade, 85591.962, 169, B00, S20, 1
B00, Trade, 85602.904, 159, B00, S14, 1
B00, Trade, 85605.365, 171, S04, B00, 1
B00, Trade, 85619.673, 166, B00, S15, 1
B00, Trade, 85629.788, 170, B00, S11, 1
B00, Trade, 85639.962, 163, B00, S21, 1
B00, Trade, 85659.808, 169, S11, B00, 1
B00, Trade, 85670.077, 162, B00, S09, 1
B00, Trade, 85693.712, 161, B00, S12, 1
B00, Trade, 85712.481, 162, B00, S21, 1
B00, Trade, 85720.404, 168, S09, B00, 1
B00, Trade, 85735.731, 169, S14, B00, 1
B00, Trade, 85754.519, 166, B00, S21, 1
B00, Trade, 85761.673, 163, S08, B00, 1
B00, Trade, 85779.615, 165, B00, S17, 1
B00, Trade, 85786.019, 164, B00, S00, 1
B00, Trade, 85822.615, 170, B00, S12, 1
B00, Trade, 85831.865, 165, B00, S18, 1
B00, Trade, 85840.077, 164, S21, B00, 1
B00, Trade, 85850.981, 168, P01, B00, 1
B00, Trade, 85857.462, 169, S05, B00, 1
B00, Trade, 85873.019, 177, S13, B00, 1
B00, Trade, 85896.481, 169, S14, B00, 1
B00, Trade, 85917.404, 163, B00, S15, 1
B00, Trade, 85930.154, 162, B00, S07, 1
B00, Trade, 85936.269, 164, S11, B00, 1
B00, Trade, 85948.038, 163, B00, S20, 1
B00, Trade, 85962.519, 164, B00, S06, 1
B00, Trade, 85977.885, 163, S05, B00, 1
B00, Trade, 85993.346, 165, B00, S12, 1
B00, Trade, 86019.154, 169, B00, S03, 1
B00, Trade, 86038.077, 164, B00, S10, 1
B00, Trade, 86051.558, 164, S12, B00, 1
B00, Trade, 86061.346, 168, B00, S12, 1
B00, Trade, 86074.096, 175, S13, B00, 1
B00, Trade, 86098.981, 166, B00, S16, 1
B00, Trade, 86102.558, 168, S08, B00, 1
B00, Trade, 86132.962, 164, B00, S12, 1
B00, Trade, 86139.038, 169, S15, B00, 1
B00, Trade, 86149.788, 160, B00, S21, 1
B00, Trade, 86163.404, 169, S13, B00, 1
B00, Trade, 86178.288, 162, B00, S21, 1
B00, Trade, 86182.308, 165, S05, B00, 1
B00, Trade, 86197.577, 168, S17, B00, 1
B00, Trade, 86234.385, 169, S09, B00, 1
B00, Trade, 86239.192, 158, B00, S11, 1
B00, Trade, 86259.038, 166, S13, B00, 1
B00, Trade, 86266.558, 167, S17, B00, 1
B00, Trade, 86289.731, 170, S13, B00, 1
B00, Trade, 86297.212, 167, S05, B00, 1
B00, Trade, 86304.827, 171, S13, B00, 1
B00, Trade, 86347.212, 168, B00, S06, 1
B00, Trade, 86359.519, 163, B00, S06, 1
B00, Trade, 86362.500, 167, S24, B00, 1
B00, Trade, 86378.462, 165, S18, B00, 1
B00, Trade, 86392.481, 166, B00, S09, 1
B01, 100
B01, Trade, 85080.462, 169, S13, B01, 1
B01, Trade, 85085.308, 165, S20, B01, 1
B01, Trade, 85100.481, 164, B01, S00, 1
B01, Trade, 85114.904, 166, B01, S10, 1
B01, Trade, 85121.731, 166, B01, S14, 1
B01, Trade, 85125.500, 167, B01, S04, 1
B01, Trade, 85143.731, 166, B01, S00, 1
B01, Trade, 85167.231, 169, B01, S17, 1
B01, Trade, 85179.346, 170, S09, B01, 1
B01, Trade, 85196.404, 168, P01, B01, 1
B01, Trade, 85212.231, 162, B01, S00, 1
B01, Trade, 85228.173, 162, B01, S10, 1
B01, Trade, 85231.731, 166, S03, B01, 1
B01, Trade, 85235.519, 172, S23, B01, 1
B01, Trade, 85247.596, 165, B01, S01, 1
B01, Trade, 85256.500, 167, S04, B01, 1
B01, Trade, 85269.500, 169, B01, S00, 1
B01, Trade, 85279.481, 169, B01, S03, 1
B01, Trade, 85293.462, 163, S05, B01, 1
B01, Trade, 85313.769, 170, B01, S00, 1
B01, Trade, 85320.500, 165, B01, S13, 1
B01, Trade, 85324.077, 165, S08, B01, 1
B01, Trade, 85347.250, 161, B01, S04, 1
B01, Trade, 85362.615, 172, S18, B01, 1
