B00, 100
B00, Trade, 85110.750, 176, S00, B00, 1
B00, Trade, 85126.385, 172, S04, B00, 1
B00, Trade, 85147.231, 163, B00, S20, 1
B00, Trade, 85149.615, 168, B00, S22, 1
B00, Trade, 85157.596, 173, S16, B00, 1
B00, Trade, 85171.288, 174, B00, S20, 1
B00, Trade, 85179.712, 168, B00, S11, 1
B00, Trade, 85200.923, 171, B00, S10, 1
B00, Trade, 85219.558, 182, S04, B00, 1
B00, Trade, 85241.788, 169, S17, B00, 1
B00, Trade, 85251.846, 165, B00, S16, 1
B00, Trade, 85258.038, 175, S08, B00, 1
B00, Trade, 85290.654, 173, S24, B00, 1
B00, Trade, 85303.212, 167, B00, S14, 1
B00, Trade, 85308.615, 172, B00, S15, 1
B00, Trade, 85321.904, 171, S05, B00, 1
B00, Trade, 85341.192, 177, S08, B00, 1
B00, Trade, 85352.731, 174, B00, S18, 1
B00, Trade, 85360.288, 174, S12, B00, 1
B00, Trade, 85371.212, 175, B00, S05, 1
B00, Trade, 85374.558, 172, B00, S12, 1
B00, Trade, 85397.558, 167, B00, S18, 1
B00, Trade, 85402.923, 176, S14, B00, 1
B00, Trade, 85433.212, 174, B00, S08, 1
B00, Trade, 85441.865, 181, S07, B00, 1
B00, Trade, 85454.808, 176, B00, S21, 1
B00, Trade, 85466.654, 176, P01, B00, 1
B00, Trade, 85477.000, 167, B00, S14, 1
B00, Trade, 85492.962, 169, B00, S03, 1
B00, Trade, 85493.865, 175, S00, B00, 1
B00, Trade, 85510.077, 171, B00, S08, 1
B00, Trade, 85520.712, 175, S12, B00, 1
B00, Trade, 85531.250, 173, S21, B00, 1
B00, Trade, 85546.904, 172, B00, S22, 1
B00, Trade, 85559.442, 181, S14, B00, 1
B00, Trade, 85566.538, 178, B00, S03, 1
B00, Trade, 85581.692, 167, B00, S08, 1
B00, Trade, 85588.462, 172, P01, B00, 1
B00, Trade, 85599.404, 177, S02, B00, 1
B00, Trade, 85617.308, 177, B00, S06, 1
B00, Trade, 85619.365, 176, B00, S12, 1
B00, Trade, 85623.558, 179, S09, B00, 1
B00, Trade, 85643.192, 175, B00, S12, 1
B00, Trade, 85658.673, 174, S11, B00, 1
B00, Trade, 85680.673, 169, B00, S21, 1
B00, Trade, 85691.500, 175, B00, S00, 1
B00, Trade, 85696.038, 175, S07, B00, 1
B00, Trade, 85704.769, 169, S24, B00, 1
B00, Trade, 85723.558, 170, S21, B00, 1
B00, Trade, 85743.212, 175, S23, B00, 1
B00, Trade, 85757.942, 169, S22, B00, 1
B00, Trade, 85780.519, 176, S10, B00, 1
B00, Trade, 85788.115, 174, B00, S18, 1
B00, Trade, 85794.788, 175, S21, B00, 1
B00, Trade, 85811.750, 168, B00, S22, 1
B00, Trade, 85816.558, 166, B00, S12, 1
B00, Trade, 85825.731, 166, B00, S15, 1
B00, Trade, 85837.096, 167, S14, B00, 1
B00, Trade, 85853.019, 171, B00, S08, 1
B00, Trade, 85861.135, 174, B00, S08, 1
B00, Trade, 85887.058, 171, S15, B00, 1
B00, Trade, 85899.827, 169, B00, S16, 1
B00, Trade, 85916.635, 169, B00, S17, 1
B00, Trade, 85937.385, 172, B00, S14, 1
B00, Trade, 85945.442, 173, B00, S06, 1
B00, Trade, 85953.500, 174, S24, B00, 1
B00, Trade, 85972.596, 173, S09, B00, 1
B00, Trade, 85980.692, 171, S14, B00, 1
B00, Trade, 85998.615, 175, P01, B00, 1
B00, Trade, 86009.154, 172, B00, S20, 1
B00, Trade, 86022.942, 173, B00, S20, 1
B00, Trade, 86028.788, 175, P01, B00, 1
B00, Trade, 86048.442, 168, B00, S23, 1
B00, Trade, 86052.365, 173, S22, B00, 1
B00, Trade, 86061.692, 172, B00, S04, 1
B00, Trade, 86084.135, 170, S01, B00, 1
B00, Trade, 86084.827, 171, B00, S00, 1
B00, Trade, 86113.577, 165, B00, S15, 1
B00, Trade, 86123.788, 167, S02, B00, 1
B00, Trade, 86149.173, 172, S01, B00, 1
B00, Trade, 86165.769, 176, S24, B00, 1
B00, Trade, 86179.712, 164, B00, S24, 1
B00, Trade, 86195.673, 170, P01, B00, 1
B00, Trade, 86212.404, 173, B00, S23, 1
B00, Trade, 86222.942, 168, B00, S11, 1
B00, Trade, 86228.731, 169, B00, S02, 1
B00, Trade, 86254.288, 169, S07, B00, 1
B00, Trade, 86275.173, 175, S02, B00, 1
B00, Trade, 86288.250, 167, B00, S16, 1
B00, Trade, 86290.077, 170, S00, B00, 1
B00, Trade, 86300.769, 174, B00, S11, 1
B00, Trade, 86312.385, 164, B00, S16, 1
B00, Trade, 86318.538, 170, S00, B00, 1
