B00, 100
B00, Trade, 84976.596, 162, B00, S22, 1
B00, Trade, 84997.846, 172, S03, B00, 1
B00, Trade, 85003.885, 174, S23, B00, 1
B00, Trade, 85025.442, 164, B00, S05, 1
B00, Trade, 85040.365, 167, B00, S22, 1
B00, Trade, 85041.038, 169, B00, S08, 1
B00, Trade, 85045.462, 168, S18, B00, 1
B00, Trade, 85073.000, 174, S24, B00, 1
B00, Trade, 85081.692, 176, S07, B00, 1
B00, Trade, 85106.038, 170, B00, S15, 1
B00, Trade, 85113.442, 181, S04, B00, 1
B00, Trade, 85132.923, 166, S20, B00, 1
B00, Trade, 85153.365, 173, S00, B00, 1
B00, Trade, 85172.865, 171, B00, S15, 1
B00, Trade, 85184.673, 169, B00, S18, 1
B00, Trade, 85193.231, 168, B00, S00, 1
B00, Trade, 85200.865, 175, B00, S05, 1
B00, Trade, 85203.654, 170, S22, B00, 1
B00, Trade, 85232.885, 179, B00, S20, 1
B00, Trade, 85249.288, 173, S23, B00, 1
B00, Trade, 85264.827, 167, B00, S20, 1
B00, Trade, 85285.942, 173, B00, S00, 1
B00, Trade, 85302.923, 162, B00, S10, 1
B00, Trade, 85312.500, 170, B00, S02, 1
B00, Trade, 85324.904, 167, B00, S24, 1
B00, Trade, 85331.058, 167, S10, B00, 1
B00, Trade, 85350.577, 173, S04, B00, 1
B00, Trade, 85353.981, 172, S23, B00, 1
B00, Trade, 85366.231, 176, S02, B00, 1
B00, Trade, 85391.288, 167, B00, S00, 1
B00, Trade, 85395.288, 175, S13, B00, 1
B00, Trade, 85404.731, 165, B00, S19, 1
B00, Trade, 85417.962, 172, S08, B00, 1
B00, Trade, 85436.250, 169, B00, S10, 1
B00, Trade, 85444.558, 172, B00, S07, 1
B00, Trade, 85464.808, 178, S19, B00, 1
B00, Trade, 85483.212, 169, S18, B00, 1
B00, Trade, 85493.635, 177, P00, B00, 1
B00, Trade, 85509.000, 160, B00, S02, 1
B00, Trade, 85518.346, 167, S14, B00, 1
B00, Trade, 85526.827, 167, B00, S17, 1
B00, Trade, 85548.865, 174, S18, B00, 1
B00, Trade, 85563.019, 174, S14, B00, 1
B00, Trade, 85581.500, 169, S15, B00, 1
B00, Trade, 85598.404, 169, B00, S04, 1
B00, Trade, 85600.192, 176, B00, S19, 1
B00, Trade, 85609.788, 169, P00, B00, 1
B00, Trade, 85634.077, 170, B00, S14, 1
B00, Trade, 85666.635, 166, B00, S14, 1
B00, Trade, 85680.577, 169, S14, B00, 1
B00, Trade, 85699.673, 175, S17, B00, 1
B00, Trade, 85719.808, 167, B00, S03, 1
B00, Trade, 85724.500, 171, S10, B00, 1
B00, Trade, 85757.135, 171, S04, B00, 1
B00, Trade, 85777.192, 168, B00, S01, 1
B00, Trade, 85802.865, 173, P00, B00, 1
B00, Trade, 85811.596, 171, B00, S13, 1
B00, Trade, 85818.327, 172, S19, B00, 1
B00, Trade, 85831.500, 165, B00, S22, 1
B00, Trade, 85834.269, 169, S11, B00, 1
B00, Trade, 85856.423, 175, B00, S22, 1
B00, Trade, 85864.519, 170, S11, B00, 1
B00, Trade, 85871.692, 173, B00, S03, 1
B00, Trade, 85888.019, 166, B00, S22, 1
B00, Trade, 85910.462, 172, S05, B00, 1
B00, Trade, 85922.962, 169, B00, S22, 1
B00, Trade, 85963.000, 172, P00, B00, 1
B00, Trade, 85977.942, 170, B00, S19, 1
B00, Trade, 85984.077, 171, S23, B00, 1
B00, Trade, 86001.577, 170, B00, S03, 1
B00, Trade, 86011.077, 168, B00, S05, 1
B00, Trade, 86019.212, 164, S11, B00, 1
B00, Trade, 86038.904, 174, B00, S14, 1
B00, Trade, 86050.346, 167, S10, B00, 1
B00, Trade, 86063.827, 172, B00, S00, 1
B00, Trade, 86076.769, 173, B00, S21, 1
B00, Trade, 86083.962, 172, B00, S07, 1
B00, Trade, 86087.500, 173, S04, B00, 1
B00, Trade, 86105.519, 171, S17, B00, 1
B00, Trade, 86122.250, 166, S23, B00, 1
B00, Trade, 86135.519, 166, B00, S12, 1
B00, Trade, 86141.462, 168, S18, B00, 1
B00, Trade, 86156.731, 171, S01, B00, 1
B00, Trade, 86176.904, 163, B00, S02, 1
B00, Trade, 86185.038, 169, S00, B00, 1
B00, Trade, 86206.269, 172, B00, S24, 1
B00, Trade, 86222.558, 170, B00, S02, 1
B00, Trade, 86223.635, 176, S11, B00, 1
B00, Trade, 86236.327, 172, S20, B00, 1
B00, Trade, 86250.115, 167, B00, S00, 1
B00, Trade, 86266.808, 175, S09, B00, 1
B00, Trade, 86288.635, 166, B00, S09, 1
B00, Trade, 86300.000, 169, S21, B00, 1
B00, Trade, 86321.077, 177, S22, B00, 1
B00, Trade, 86338.096, 168, B00, S05, 1
B00, Trade, 86341.385, 169, P00, B00, 1
B00, Trade, 86362.692, 176, S20, B00, 1
B00, Trade, 86376.346, 162, B00, S03, 1
B00, Trade, 86377.231, 166, S09, B00, 1
B00, Trade, 86397.577, 176, S05, B00, 1
B01, 100
B01, Trade, 85255.346, 167, B01, S08, 1
B01, Trade, 85259.808, 168, S14, B01, 1
B01, Trade, 85275.135, 165, S20, B01, 1
B01, Trade, 85284.596, 174, S24, B01, 1
B01, Trade, 85299.865, 166, S10, B01, 1
B01, Trade, 85316.942, 171, B01, S09, 1
B01, Trade, 85328.654, 166, B01, S02, 1
B01, Trade, 85345.981, 174, B01, S02, 1
B01, Trade, 85359.712, 173, B01, S09, 1
B01, Trade, 85367.250, 164, B01, S06, 1
B01, Trade, 85377.423, 168, S08, B01, 1
B01, Trade, 85386.000, 167, B01, S24, 1
B01, Trade, 85395.673, 167, B01, S10, 1
B01, Trade, 85406.615, 169, B01, S17, 1
B01, Trade, 85422.750, 173, B01, S18, 1
B01, Trade, 85427.423, 174, B01, S05, 1
B01, Trade, 85441.308, 171, S12, B01, 1
B01, Trade, 85449.558, 175, S04, B01, 1
B01, Trade, 85469.385, 177, S04, B01, 1
B01, Trade, 85475.827, 169, B01, S08, 1
B01, Trade, 85488.212, 169, B01, S21, 1
B01, Trade, 85502.481, 172, B01, S08, 1
B01, Trade, 85514.769, 166, B01, S21, 1
B01, Trade, 85519.000, 168, P00, B01, 1
B01, Trade, 85550.346, 170, B01, S12, 1
B01, Trade, 85567.192, 168, B01, S05, 1
B01, Trade, 85573.000, 173, P00, B01, 1
B01, Trade, 85579.846, 166, B01, S19, 1
B01, Trade, 85590.596, 169, B01, S17, 1
B01, Trade, 85602.269, 164, B01, S24, 1
B01, Trade, 85610.135, 169, B01, S08, 1
B01, Trade, 85618.615, 165, S22, B01, 1
B01, Trade, 85630.731, 174, B01, S00, 1
B01, Trade, 85643.385, 166, B01, S03, 1
B01, Trade, 85650.212, 170, B01, S04, 1
B01, Trade, 85680.385, 167, B01, S01, 1
B01, Trade, 85688.346, 171, S08, B01, 1
B01, Trade, 85695.481, 167, B01, S13, 1
B01, Trade, 85710.385, 170, B01, S13, 1
B01, Trade, 85717.135, 168, S02, B01, 1
B01, Trade, 85736.212, 167, B01, S00, 1
B01, Trade, 85745.731, 167, B01, S17, 1
B01, Trade, 85766.615, 166, B01, S11, 1
B01, Trade, 85772.250, 167, B01, S20, 1
B01, Trade, 85781.192, 173, S14, B01, 1
B01, Trade, 85788.000, 171, S07, B01, 1
B01, Trade, 85802.769, 168, B01, S22, 1
B01, Trade, 85809.731, 174, S03, B01, 1
B01, Trade, 85820.635, 173, S12, B01, 1
B01, Trade, 85826.788, 170, B01, S21, 1
B01, Trade, 85838.750, 171, B01, S01, 1
B01, Trade, 85848.077, 172, B01, S11, 1
B01, Trade, 85870.154, 175, P00, B01, 1
B01, Trade, 85883.250, 176, S15, B01, 1
B01, Trade, 85891.096, 166, B01, S02, 1
B01, Trade, 85898.365, 165, B01, S09, 1
B01, Trade, 85912.154, 170, B01, S03, 1
B01, Trade, 85919.846, 169, B01, S09, 1
B01, Trade, 85941.769, 174, S03, B01, 1
B01, Trade, 85953.077, 166, B01, S13, 1
B01, Trade, 85962.750, 168, B01, S21, 1
B01, Trade, 85973.365, 167, B01, S21, 1
B01, Trade, 85980.827, 167, B01, S10, 1
B01, Trade, 85991.327, 176, B01, S11, 1
B01, Trade, 86008.519, 168, B01, S11, 1
B01, Trade, 86016.231, 162, B01, S07, 1
B01, Trade, 86033.577, 178, B01, S03, 1
B01, Trade, 86040.827, 171, S11, B01, 1
B01, Trade, 86053.635, 175, B01, S03, 1
B01, Trade, 86063.135, 173, B01, S13, 1
B01, Trade, 86067.788, 170, B01, S24, 1
B01, Trade, 86079.808, 176, B01, S02, 1
B01, Trade, 86083.712, 175, B01, S08, 1
B01, Trade, 86100.538, 167, B01, S13, 1
B01, Trade, 86115.962, 175, B01, S15, 1
B01, Trade, 86118.077, 174, B01, S07, 1
B01, Trade, 86138.288, 161, B01, S24, 1
B01, Trade, 86142.692, 166, B01, S02, 1
B01, Trade, 86154.538, 168, B01, S24, 1
B01, Trade, 86170.981, 164, B01, S20, 1
B01, Trade, 86172.250, 165, S04, B01, 1
B01, Trade, 86175.827, 164, B01, S04, 1
B01, Trade, 86192.538, 173, S09, B01, 1
B01, Trade, 86200.654, 176, S04, B01, 1
B01, Trade, 86207.827, 171, B01, S11, 1
B01, Trade, 86236.865, 163, B01, S01, 1
B01, Trade, 86252.769, 177, B01, S16, 1
B01, Trade, 86256.904, 174, S24, B01, 1
B01, Trade, 86271.462, 174, B01, S21, 1
B01, Trade, 86277.654, 164, B01, S11, 1
B01, Trade, 86288.500, 167, B01, S06, 1
B01, Trade, 86297.615, 169, P00, B01, 1
B01, Trade, 86306.269, 164, S24, B01, 1
B01, Trade, 86322.962, 169, B01, S21, 1
B01, Trade, 86330.500, 165, B01, S03, 1
B01, Trade, 86350.058, 171, B01, S01, 1
B01, Trade, 86359.788, 174, B01, S02, 1
B01, Trade, 86370.000, 168, B01, S07, 1
B01, Trade, 86379.231, 167, B01, S08, 1
B01, Trade, 86396.135, 169, B01, S02, 1
B02, 100
B02, Trade, 83316.096, 180, S11, B02, 1
B02, Trade, 83361.692, 175, B02, S07, 1
B02, Trade, 83390.596, 173, S20, B02, 1
B02, Trade, 83416.115, 170, P00, B02, 1
B02, Trade, 83461.173, 176, B02, S18, 1
B02, Trade, 83502.019, 176, S12, B02, 1
B02, Trade, 83513.000, 181, S00, B02, 1
B02, Trade, 83530.346, 173, B02, S17, 1
B02, Trade, 83547.519, 175, S23, B02, 1
B02, Trade, 83625.500, 173, S11, B02, 1
B02, Trade, 83639.788, 177, S19, B02, 1
B02, Trade, 83644.808, 172, P00, B02, 1
B02, Trade, 83668.462, 176, S04, B02, 1
B02, Trade, 83678.519, 173, S15, B02, 1
B02, Trade, 83704.692, 177, S23, B02, 1
B02, Trade, 83747.288, 162, S08, B02, 1
B02, Trade, 83762.731, 171, S19, B02, 1
B02, Trade, 83770.385, 174, S24, B02, 1
B02, Trade, 83780.462, 174, S09, B02, 1
B02, Trade, 83809.635, 171, B02, S11, 1
B02, Trade, 83841.192, 177, S20, B02, 1
B02, Trade, 83843.769, 175, S03, B02, 1
B02, Trade, 83857.077, 183, S00, B02, 1
B02, Trade, 83870.288, 174, S17, B02, 1
B02, Trade, 83966.769, 177, S01, B02, 1
B02, Trade, 83972.250, 181, S08, B02, 1
B02, Trade, 83998.462, 173, S21, B02, 1
B02, Trade, 84022.692, 174, S23, B02, 1
B02, Trade, 84068.154, 172, S07, B02, 1
B02, Trade, 84099.731, 175, S18, B02, 1
B02, Trade, 84114.865, 168, B02, S15, 1
B02, Trade, 84152.173, 171, S07, B02, 1
B02, Trade, 84158.788, 173, P00, B02, 1
B02, Trade, 84170.192, 178, S20, B02, 1
