B00, 100
B00, Trade, 85197.442, 168, B00, S08, 1
B00, Trade, 85204.385, 169, B00, S05, 1
B00, Trade, 85219.962, 174, B00, S15, 1
B00, Trade, 85221.962, 174, B00, S17, 1
B00, Trade, 85252.308, 175, B00, S22, 1
B00, Trade, 85262.962, 168, B00, S07, 1
B00, Trade, 85273.038, 171, B00, S20, 1
B00, Trade, 85276.827, 176, P01, B00, 1
B00, Trade, 85289.769, 171, B00, S14, 1
B00, Trade, 85297.365, 174, B00, S22, 1
B00, Trade, 85303.231, 174, P01, B00, 1
B00, Trade, 85318.885, 172, S11, B00, 1
B00, Trade, 85328.404, 168, S15, B00, 1
B00, Trade, 85342.654, 167, B00, S23, 1
B00, Trade, 85347.231, 171, B00, S17, 1
B00, Trade, 85355.904, 172, B00, S15, 1
B00, Trade, 85366.731, 173, B00, S05, 1
B00, Trade, 85378.577, 172, B00, S24, 1
B00, Trade, 85384.731, 175, B00, S24, 1
B00, Trade, 85397.462, 176, S05, B00, 1
B00, Trade, 85434.481, 179, B00, S14, 1
B00, Trade, 85441.404, 172, B00, S20, 1
B00, Trade, 85448.115, 174, B00, S11, 1
B00, Trade, 85466.135, 169, B00, S04, 1
B00, Trade, 85478.519, 173, P01, B00, 1
B00, Trade, 85492.154, 174, S17, B00, 1
B00, Trade, 85506.365, 176, B00, S03, 1
B00, Trade, 85523.596, 177, B00, S20, 1
B00, Trade, 85529.385, 173, B00, S02, 1
B00, Trade, 85537.731, 173, B00, S21, 1
B00, Trade, 85563.673, 170, B00, S05, 1
B00, Trade, 85581.423, 171, B00, S16, 1
B00, Trade, 85595.077, 176, B00, S22, 1
B00, Trade, 85610.712, 174, B00, S03, 1
B00, Trade, 85628.038, 176, S03, B00, 1
B00, Trade, 85640.038, 168, S21, B00, 1
B00, Trade, 85647.942, 180, B00, S20, 1
B00, Trade, 85666.538, 172, B00, S20, 1
B00, Trade, 85672.577, 170, B00, S05, 1
B00, Trade, 85674.019, 171, B00, S07, 1
B00, Trade, 85690.577, 172, B00, S17, 1
B00, Trade, 85699.769, 182, P01, B00, 1
B00, Trade, 85713.462, 173, B00, S09, 1
B00, Trade, 85717.173, 174, B00, S11, 1
B00, Trade, 85735.808, 171, B00, S02, 1
B00, Trade, 85739.000, 172, B00, S20, 1
B00, Trade, 85754.288, 168, B00, S07, 1
B00, Trade, 85761.385, 173, B00, S07, 1
B00, Trade, 85778.135, 173, B00, S23, 1
B00, Trade, 85792.827, 172, S00, B00, 1
B00, Trade, 85808.192, 171, B00, S16, 1
B00, Trade, 85815.846, 172, B00, S15, 1
B00, Trade, 85825.577, 173, B00, S23, 1
B00, Trade, 85834.865, 169, B00, S20, 1
B00, Trade, 85853.135, 169, B00, S16, 1
B00, Trade, 85869.481, 174, B00, S19, 1
B00, Trade, 85889.962, 177, S23, B00, 1
B00, Trade, 85901.538, 171, B00, S05, 1
B00, Trade, 85909.327, 165, B00, S16, 1
B00, Trade, 85920.404, 170, S16, B00, 1
B00, Trade, 85925.865, 180, B00, S08, 1
B00, Trade, 85938.615, 171, B00, S09, 1
B00, Trade, 85946.308, 166, B00, S20, 1
B00, Trade, 85967.077, 173, B00, S13, 1
B00, Trade, 85986.192, 174, S15, B00, 1
B00, Trade, 86004.962, 171, B00, S14, 1
B00, Trade, 86010.981, 177, S08, B00, 1
B00, Trade, 86023.673, 168, B00, S11, 1
B00, Trade, 86027.154, 174, S00, B00, 1
B00, Trade, 86037.404, 171, B00, S24, 1
B00, Trade, 86054.404, 172, B00, S17, 1
B00, Trade, 86058.346, 181, B00, S01, 1
B00, Trade, 86069.962, 164, S19, B00, 1
B00, Trade, 86083.404, 174, B00, S19, 1
B00, Trade, 86088.788, 175, B00, S10, 1
B00, Trade, 86096.538, 174, B00, S15, 1
B00, Trade, 86115.250, 167, B00, S13, 1
B00, Trade, 86122.904, 171, B00, S24, 1
B00, Trade, 86132.788, 172, B00, S24, 1
B00, Trade, 86139.365, 177, S17, B00, 1
B00, Trade, 86154.442, 171, B00, S18, 1
B00, Trade, 86156.269, 171, B00, S08, 1
B00, Trade, 86169.385, 167, B00, S24, 1
B00, Trade, 86180.962, 165, B00, S14, 1
B00, Trade, 86186.692, 173, B00, S09, 1
B00, Trade, 86212.058, 169, B00, S20, 1
B00, Trade, 86228.115, 169, B00, S23, 1
B00, Trade, 86235.538, 163, B00, S24, 1
B00, Trade, 86239.962, 165, B00, S01, 1
B00, Trade, 86247.519, 172, B00, S16, 1
B00, Trade, 86258.558, 169, B00, S11, 1
B00, Trade, 86265.154, 172, B00, S16, 1
B00, Trade, 86295.500, 173, B00, S01, 1
B00, Trade, 86304.058, 169, B00, S22, 1
B00, Trade, 86343.327, 176, B00, S13, 1
B00, Trade, 86350.173, 162, B00, S02, 1
B00, Trade, 86365.135, 172, B00, S01, 1
B00, Trade, 86374.173, 170, B00, S04, 1
B00, Trade, 86382.077, 174, B00, S22, 1
B00, Trade, 86390.769, 169, B00, S00, 1
B01, 100
B01, Trade, 85017.462, 181, S24, B01, 1
B01, Trade, 85027.269, 174, B01, S02, 1
B01, Trade, 85042.288, 170, S01, B01, 1
B01, Trade, 85055.788, 170, B01, S04, 1
B01, Trade, 85089.827, 172, S18, B01, 1
B01, Trade, 85095.462, 170, B01, S22, 1
B01, Trade, 85109.019, 176, P01, B01, 1
B01, Trade, 85131.250, 171, S18, B01, 1
B01, Trade, 85135.231, 169, S14, B01, 1
B01, Trade, 85146.096, 174, B01, S10, 1
B01, Trade, 85161.808, 171, B01, S23, 1
B01, Trade, 85181.000, 175, S10, B01, 1
B01, Trade, 85198.692, 168, B01, S09, 1
B01, Trade, 85200.654, 170, S01, B01, 1
B01, Trade, 85211.135, 180, S17, B01, 1
B01, Trade, 85224.712, 175, B01, S11, 1
B01, Trade, 85232.865, 166, B01, S18, 1
B01, Trade, 85250.404, 173, S01, B01, 1
B01, Trade, 85258.288, 177, S06, B01, 1
B01, Trade, 85275.615, 171, B01, S02, 1
B01, Trade, 85285.058, 174, B01, S00, 1
B01, Trade, 85286.750, 176, P01, B01, 1
B01, Trade, 85309.442, 172, S18, B01, 1
B01, Trade, 85318.346, 174, S10, B01, 1
B01, Trade, 85348.346, 178, B01, S19, 1
B01, Trade, 85373.096, 175, S22, B01, 1
B01, Trade, 85390.981, 175, S15, B01, 1
B01, Trade, 85404.365, 165, B01, S08, 1
B01, Trade, 85414.673, 172, B01, S23, 1
B01, Trade, 85421.635, 173, S16, B01, 1
B01, Trade, 85435.827, 179, B01, S23, 1
B01, Trade, 85442.904, 175, S03, B01, 1
B01, Trade, 85462.635, 172, B01, S09, 1
B01, Trade, 85482.981, 173, S18, B01, 1
B01, Trade, 85495.154, 172, S06, B01, 1
B01, Trade, 85506.635, 175, B01, S19, 1
B01, Trade, 85524.154, 175, B01, S12, 1
B01, Trade, 85525.981, 174, S06, B01, 1
B01, Trade, 85543.635, 172, B01, S03, 1
B01, Trade, 85557.558, 174, S19, B01, 1
B01, Trade, 85564.231, 169, B01, S11, 1
B01, Trade, 85591.231, 173, B01, S03, 1
B01, Trade, 85603.923, 180, S15, B01, 1
B01, Trade, 85623.385, 174, S15, B01, 1
B01, Trade, 85628.423, 174, B01, S20, 1
B01, Trade, 85636.788, 167, B01, S09, 1
B01, Trade, 85653.173, 172, B01, S13, 1
B01, Trade, 85663.558, 179, S05, B01, 1
B01, Trade, 85685.500, 174, P01, B01, 1
B01, Trade, 85698.038, 174, B01, S24, 1
B01, Trade, 85716.615, 183, S17, B01, 1
B01, Trade, 85736.058, 168, B01, S21, 1
B01, Trade, 85757.442, 172, S12, B01, 1
B01, Trade, 85768.058, 176, B01, S21, 1
B01, Trade, 85778.827, 171, B01, S06, 1
B01, Trade, 85786.481, 172, B01, S12, 1
B01, Trade, 85805.558, 164, B01, S02, 1
B01, Trade, 85819.481, 172, S14, B01, 1
B01, Trade, 85831.962, 175, S11, B01, 1
B01, Trade, 85848.692, 175, S21, B01, 1
B01, Trade, 85856.577, 180, P01, B01, 1
B01, Trade, 85875.827, 172, B01, S18, 1
B01, Trade, 85883.615, 171, B01, S03, 1
B01, Trade, 85897.500, 176, S11, B01, 1
B01, Trade, 85914.750, 162, B01, S14, 1
B01, Trade, 85916.231, 178, S08, B01, 1
B01, Trade, 85929.538, 176, B01, S01, 1
B01, Trade, 85960.365, 171, S18, B01, 1
B01, Trade, 85970.288, 177, B01, S17, 1
B01, Trade, 85980.519, 163, B01, S06, 1
B01, Trade, 85989.962, 171, B01, S17, 1
B01, Trade, 86005.192, 172, S23, B01, 1
B01, Trade, 86031.712, 174, S05, B01, 1
B01, Trade, 86036.808, 176, S03, B01, 1
B01, Trade, 86053.019, 172, B01, S15, 1
B01, Trade, 86059.769, 172, S03, B01, 1
B01, Trade, 86064.346, 169, B01, S13, 1
B01, Trade, 86093.096, 176, B01, S23, 1
B01, Trade, 86102.462, 175, P01, B01, 1
B01, Trade, 86115.058, 174, S23, B01, 1
B01, Trade, 86128.596, 168, B01, S08, 1
B01, Trade, 86140.404, 173, B01, S24, 1
B01, Trade, 86153.212, 171, B01, S04, 1
B01, Trade, 86158.212, 168, B01, S12, 1
B01, Trade, 86172.808, 167, S19, B01, 1
B01, Trade, 86190.654, 160, B01, S04, 1
B01, Trade, 86192.750, 168, S03, B01, 1
B01, Trade, 86205.673, 171, B01, S19, 1
B01, Trade, 86223.769, 179, S19, B01, 1
B01, Trade, 86259.135, 168, B01, S04, 1
B01, Trade, 86264.538, 175, S22, B01, 1
B01, Trade, 86274.250, 172, B01, S02, 1
B01, Trade, 86281.269, 177, B01, S18, 1
B01, Trade, 86290.346, 166, B01, S04, 1
B01, Trade, 86295.615, 174, S11, B01, 1
B01, Trade, 86325.885, 173, S22, B01, 1
B01, Trade, 86337.000, 175, B01, S17, 1
