B00, 100
B00, Trade, 85116.692, 173, B00, S14, 1
B00, Trade, 85127.923, 163, B00, S04, 1
B00, Trade, 85142.558, 170, S00, B00, 1
B00, Trade, 85155.308, 163, B00, S19, 1
B00, Trade, 85159.385, 166, S03, B00, 1
B00, Trade, 85172.269, 168, B00, S06, 1
B00, Trade, 85181.346, 166, B00, S24, 1
B00, Trade, 85190.000, 176, B00, S17, 1
B00, Trade, 85193.365, 174, S05, B00, 1
B00, Trade, 85217.885, 167, B00, S10, 1
B00, Trade, 85220.288, 170, P00, B00, 1
B00, Trade, 85234.635, 181, S15, B00, 1
B00, Trade, 85259.365, 175, S07, B00, 1
B00, Trade, 85278.000, 159, B00, S08, 1
B00, Trade, 85281.519, 162, P00, B00, 1
B00, Trade, 85308.692, 167, B00, S19, 1
B00, Trade, 85320.385, 174, S05, B00, 1
B00, Trade, 85322.865, 174, S10, B00, 1
B00, Trade, 85353.365, 172, S08, B00, 1
B00, Trade, 85371.500, 170, B00, S17, 1
B00, Trade, 85379.635, 169, S02, B00, 1
B00, Trade, 85392.731, 172, B00, S21, 1
B00, Trade, 85397.885, 169, S09, B00, 1
B00, Trade, 85406.808, 172, B00, S16, 1
B00, Trade, 85415.519, 171, S15, B00, 1
B00, Trade, 85434.519, 168, B00, S08, 1
B00, Trade, 85440.346, 172, B00, S10, 1
B00, Trade, 85457.442, 176, S05, B00, 1
B00, Trade, 85465.308, 169, S02, B00, 1
B00, Trade, 85478.942, 169, B00, S19, 1
B00, Trade, 85487.904, 172, P00, B00, 1
B00, Trade, 85505.538, 170, S23, B00, 1
B00, Trade, 85511.077, 165, B00, S06, 1
B00, Trade, 85520.808, 171, S05, B00, 1
B00, Trade, 85531.673, 169, B00, S19, 1
B00, Trade, 85543.538, 167, S05, B00, 1
B00, Trade, 85553.827, 176, S18, B00, 1
B00, Trade, 85563.731, 169, B00, S24, 1
B00, Trade, 85584.923, 170, B00, S15, 1
B00, Trade, 85586.558, 168, S04, B00, 1
B00, Trade, 85598.615, 168, B00, S21, 1
B00, Trade, 85612.308, 170, S12, B00, 1
B00, Trade, 85628.596, 168, S07, B00, 1
B00, Trade, 85645.096, 170, B00, S05, 1
B00, Trade, 85663.942, 178, S05, B00, 1
B00, Trade, 85683.808, 161, B00, S20, 1
B00, Trade, 85687.385, 170, B00, S02, 1
B00, Trade, 85699.981, 171, S08, B00, 1
B00, Trade, 85720.423, 165, B00, S06, 1
B00, Trade, 85733.231, 166, B00, S16, 1
B00, Trade, 85742.442, 170, S03, B00, 1
B00, Trade, 85747.288, 166, B00, S08, 1
B00, Trade, 85767.462, 170, B00, S10, 1
B00, Trade, 85771.404, 178, S07, B00, 1
B00, Trade, 85788.673, 174, S13, B00, 1
B00, Trade, 85795.096, 175, S10, B00, 1
B00, Trade, 85805.808, 167, B00, S00, 1
B00, Trade, 85828.885, 174, S10, B00, 1
B00, Trade, 85842.135, 171, S18, B00, 1
B00, Trade, 85846.654, 170, S22, B00, 1
B00, Trade, 85865.173, 173, B00, S13, 1
B00, Trade, 85887.846, 168, B00, S00, 1
B00, Trade, 85889.038, 175, P00, B00, 1
B00, Trade, 85905.538, 166, B00, S16, 1
B00, Trade, 85914.365, 172, B00, S06, 1
B00, Trade, 85920.500, 173, S23, B00, 1
B00, Trade, 85932.654, 168, S18, B00, 1
B00, Trade, 85942.885, 170, B00, S16, 1
B00, Trade, 85945.288, 173, S18, B00, 1
B00, Trade, 85962.846, 180, S05, B00, 1
B00, Trade, 85977.192, 172, S07, B00, 1
B00, Trade, 86007.077, 168, B00, S14, 1
B00, Trade, 86017.654, 173, S10, B00, 1
B00, Trade, 86029.481, 174, S13, B00, 1
B00, Trade, 86048.962, 169, B00, S12, 1
B00, Trade, 86052.327, 172, S08, B00, 1
B00, Trade, 86061.365, 173, B00, S07, 1
B00, Trade, 86073.269, 173, S00, B00, 1
B00, Trade, 86086.904, 173, S04, B00, 1
B00, Trade, 86099.462, 169, S08, B00, 1
B00, Trade, 86119.865, 175, B00, S01, 1
B00, Trade, 86134.154, 167, B00, S02, 1
B00, Trade, 86147.019, 171, B00, S09, 1
B00, Trade, 86159.481, 174, S04, B00, 1
B00, Trade, 86192.019, 174, S02, B00, 1
B00, Trade, 86222.750, 173, S03, B00, 1
B00, Trade, 86226.231, 165, S08, B00, 1
B00, Trade, 86240.058, 175, B00, S11, 1
B00, Trade, 86252.058, 172, B00, S18, 1
B00, Trade, 86263.538, 172, S16, B00, 1
B00, Trade, 86275.596, 165, B00, S01, 1
B00, Trade, 86284.673, 171, S04, B00, 1
B00, Trade, 86292.596, 173, B00, S17, 1
B00, Trade, 86300.250, 166, S02, B00, 1
B00, Trade, 86318.981, 168, B00, S10, 1
B00, Trade, 86323.462, 173, S03, B00, 1
B00, Trade, 86335.865, 172, B00, S23, 1
B00, Trade, 86349.808, 174, B00, S19, 1
B00, Trade, 86380.827, 171, B00, S17, 1
B00, Trade, 86389.654, 174, S24, B00, 1
B01, 100
B01, Trade, 85232.154, 170, B01, S09, 1
B01, Trade, 85252.558, 173, B01, S12, 1
B01, Trade, 85271.596, 172, B01, S00, 1
B01, Trade, 85278.096, 160, S05, B01, 1
B01, Trade, 85287.385, 172, B01, S19, 1
B01, Trade, 85310.385, 172, S18, B01, 1
B01, Trade, 85321.327, 172, B01, S09, 1
B01, Trade, 85328.981, 172, B01, S19, 1
B01, Trade, 85342.231, 172, B01, S15, 1
B01, Trade, 85348.500, 166, B01, S08, 1
B01, Trade, 85355.538, 168, B01, S17, 1
B01, Trade, 85364.058, 169, B01, S04, 1
B01, Trade, 85380.673, 165, B01, S21, 1
B01, Trade, 85386.885, 167, B01, S16, 1
B01, Trade, 85411.077, 170, B01, S13, 1
B01, Trade, 85416.288, 173, B01, S02, 1
B01, Trade, 85446.981, 164, B01, S16, 1
B01, Trade, 85458.173, 177, B01, S11, 1
B01, Trade, 85479.192, 168, B01, S00, 1
B01, Trade, 85485.788, 170, B01, S01, 1
B01, Trade, 85492.500, 172, B01, S12, 1
B01, Trade, 85496.865, 170, S22, B01, 1
B01, Trade, 85511.923, 167, B01, S13, 1
B01, Trade, 85519.442, 174, S03, B01, 1
B01, Trade, 85527.942, 168, B01, S08, 1
B01, Trade, 85544.519, 164, B01, S00, 1
B01, Trade, 85550.904, 166, B01, S24, 1
B01, Trade, 85556.173, 173, B01, S23, 1
B01, Trade, 85571.308, 170, B01, S04, 1
B01, Trade, 85577.596, 168, B01, S12, 1
B01, Trade, 85588.154, 168, S18, B01, 1
B01, Trade, 85600.462, 171, B01, S20, 1
B01, Trade, 85610.654, 174, B01, S13, 1
B01, Trade, 85625.385, 170, S05, B01, 1
B01, Trade, 85628.673, 166, B01, S12, 1
B01, Trade, 85638.558, 174, B01, S23, 1
B01, Trade, 85658.019, 177, B01, S19, 1
B01, Trade, 85672.673, 166, B01, S23, 1
B01, Trade, 85675.500, 167, S02, B01, 1
B01, Trade, 85693.769, 170, B01, S16, 1
B01, Trade, 85705.385, 167, B01, S08, 1
B01, Trade, 85709.654, 165, S21, B01, 1
B01, Trade, 85722.096, 164, B01, S08, 1
B01, Trade, 85727.654, 178, B01, S00, 1
B01, Trade, 85736.000, 164, B01, S13, 1
B01, Trade, 85749.654, 165, B01, S17, 1
B01, Trade, 85753.346, 168, B01, S22, 1
B01, Trade, 85766.923, 171, B01, S12, 1
B01, Trade, 85794.308, 171, B01, S09, 1
B01, Trade, 85809.769, 170, B01, S04, 1
B01, Trade, 85825.365, 173, B01, S22, 1
B01, Trade, 85840.500, 168, B01, S06, 1
B01, Trade, 85853.846, 173, B01, S22, 1
B01, Trade, 85863.885, 175, S19, B01, 1
B01, Trade, 85873.019, 172, B01, S10, 1
B01, Trade, 85880.269, 169, B01, S12, 1
B01, Trade, 85889.692, 168, B01, S03, 1
B01, Trade, 85898.558, 172, B01, S07, 1
B01, Trade, 85914.769, 173, B01, S02, 1
B01, Trade, 85918.212, 174, B01, S10, 1
B01, Trade, 85932.365, 165, B01, S17, 1
B01, Trade, 85940.962, 171, B01, S05, 1
B01, Trade, 85953.942, 173, B01, S13, 1
B01, Trade, 85959.519, 179, B01, S23, 1
B01, Trade, 85970.788, 170, B01, S12, 1
B01, Trade, 85982.654, 164, B01, S17, 1
B01, Trade, 85987.135, 166, S18, B01, 1
B01, Trade, 85995.885, 173, B01, S24, 1
B01, Trade, 86008.192, 168, B01, S16, 1
B01, Trade, 86013.519, 169, S07, B01, 1
B01, Trade, 86029.423, 172, B01, S09, 1
B01, Trade, 86039.385, 172, B01, S13, 1
B01, Trade, 86047.846, 171, B01, S16, 1
B01, Trade, 86064.423, 169, B01, S01, 1
B01, Trade, 86069.538, 171, B01, S19, 1
B01, Trade, 86082.904, 172, B01, S21, 1
B01, Trade, 86095.385, 171, B01, S09, 1
B01, Trade, 86098.846, 167, B01, S03, 1
B01, Trade, 86109.596, 167, S19, B01, 1
B01, Trade, 86116.481, 171, P00, B01, 1
B01, Trade, 86137.923, 172, B01, S16, 1
B01, Trade, 86142.038, 167, B01, S06, 1
B01, Trade, 86182.038, 165, B01, S19, 1
B01, Trade, 86190.058, 171, B01, S16, 1
B01, Trade, 86201.423, 171, B01, S00, 1
B01, Trade, 86222.038, 169, B01, S11, 1
B01, Trade, 86228.269, 170, S09, B01, 1
B01, Trade, 86246.538, 176, B01, S09, 1
B01, Trade, 86260.558, 165, B01, P01, 1
B01, Trade, 86278.115, 171, B01, S00, 1
B01, Trade, 86293.962, 166, B01, S15, 1
B01, Trade, 86296.635, 161, B01, S12, 1
B01, Trade, 86308.423, 172, S07, B01, 1
B01, Trade, 86319.885, 169, B01, S22, 1
B01, Trade, 86331.981, 175, B01, S09, 1
B01, Trade, 86347.000, 174, B01, S23, 1
B01, Trade, 86358.827, 170, B01, S09, 1
B01, Trade, 86374.096, 173, B01, S03, 1
B01, Trade, 86386.538, 167, B01, S11, 1
B01, Trade, 86394.519, 174, B01, S00, 1
B02, 100
B02, Trade, 83499.865, 173, S02, B02, 1
B02, Trade, 83514.462, 171, S10, B02, 1
B02, Trade, 83518.923, 173, S18, B02, 1
B02, Trade, 83534.404, 172, S16, B02, 1
B02, Trade, 83572.269, 178, S00, B02, 1
B02, Trade, 83611.635, 166, B02, S16, 1
B02, Trade, 83623.077, 179, S02, B02, 1
B02, Trade, 83636.192, 171, S08, B02, 1
B02, Trade, 83653.135, 179, S07, B02, 1
B02, Trade, 83710.385, 171, S04, B02, 1
B02, Trade, 83744.135, 180, S07, B02, 1
B02, Trade, 83755.981, 168, B02, S12, 1
B02, Trade, 83787.654, 177, S16, B02, 1
B02, Trade, 83830.885, 171, S23, B02, 1
B02, Trade, 83846.269, 178, S18, B02, 1
B02, Trade, 83851.269, 182, S07, B02, 1
B02, Trade, 83872.577, 174, B02, S07, 1
B02, Trade, 83876.462, 178, S19, B02, 1
B02, Trade, 83923.000, 183, S10, B02, 1
B02, Trade, 83973.192, 180, B02, S00, 1
B02, Trade, 83979.269, 180, S18, B02, 1
B02, Trade, 83987.019, 176, S16, B02, 1
B02, Trade, 83993.212, 179, S04, B02, 1
B02, Trade, 84009.212, 179, S15, B02, 1
B02, Trade, 84026.827, 178, B02, S10, 1
B02, Trade, 84039.269, 178, S19, B02, 1
B02, Trade, 84042.788, 173, S07, B02, 1
B02, Trade, 84104.596, 174, S19, B02, 1
B02, Trade, 84112.000, 175, B02, S10, 1
B02, Trade, 84167.212, 174, S15, B02, 1
B02, Trade, 84181.692, 178, S07, B02, 1
B02, Trade, 84218.596, 174, S24, B02, 1
B02, Trade, 84223.423, 171, S09, B02, 1
B02, Trade, 84307.846, 170, S03, B02, 1
B02, Trade, 84354.519, 174, S05, B02, 1
B02, Trade, 84394.135, 171, S12, B02, 1
B02, Trade, 84415.577, 170, S15, B02, 1
B02, Trade, 84442.096, 170, B02, S11, 1
B02, Trade, 84563.923, 171, P00, B02, 1
B02, Trade, 84572.077, 175, S10, B02, 1
B02, Trade, 84621.327, 170, S22, B02, 1
B02, Trade, 84631.000, 175, S07, B02, 1
B02, Trade, 84687.577, 171, B02, S23, 1
B02, Trade, 84699.712, 167, S22, B02, 1
B02, Trade, 84706.577, 167, S03, B02, 1
B02, Trade, 84726.192, 167, S04, B02, 1
B02, Trade, 84792.096, 165, S10, B02, 1
B02, Trade, 84824.981, 170, S02, B02, 1
B02, Trade, 84846.788, 168, S18, B02, 1
B02, Trade, 84864.231, 166, S15, B02, 1
B02, Trade, 84885.442, 170, S14, B02, 1
B02, Trade, 84920.385, 155, B02, S19, 1
B02, Trade, 84951.288, 170, B02, S15, 1
B02, Trade, 84958.058, 172, S07, B02, 1
B02, Trade, 85020.212, 174, S15, B02, 1
B02, Trade, 85055.923, 172, S09, B02, 1
B02, Trade, 85071.904, 175, B02, S19, 1
B02, Trade, 85097.692, 172, S22, B02, 1
B02, Trade, 85147.000, 178, P00, B02, 1
B02, Trade, 85181.212, 170, S14, B02, 1
B02, Trade, 85195.404, 173, S07, B02, 1
B02, Trade, 85207.154, 171, B02, S14, 1
B02, Trade, 85247.673, 175, S00, B02, 1
B02, Trade, 85280.442, 162, S17, B02, 1
B02, Trade, 85315.404, 173, S22, B02, 1
B02, Trade, 85353.077, 168, S11, B02, 1
B02, Trade, 85416.654, 178, S24, B02, 1
B02, Trade, 85425.673, 171, P00, B02, 1
B02, Trade, 85500.038, 170, S00, B02, 1
B02, Trade, 85544.192, 165, S04, B02, 1
B02, Trade, 85574.615, 170, S18, B02, 1
B02, Trade, 85591.212, 175, B02, S19, 1
B02, Trade, 85604.904, 172, P00, B02, 1
B02, Trade, 85620.558, 170, S21, B02, 1
B02, Trade, 85630.327, 172, S18, B02, 1
B02, Trade, 85670.827, 167, B02, S14, 1
B02, Trade, 85688.442, 173, P00, B02, 1
B02, Trade, 85716.115, 169, B02, S15, 1
B02, Trade, 85722.788, 168, S10, B02, 1
B02, Trade, 85768.423, 172, S03, B02, 1
B02, Trade, 85785.712, 171, B02, S22, 1
B02, Trade, 85849.173, 173, S11, B02, 1
B02, Trade, 85852.904, 174, S07, B02, 1
B02, Trade, 85879.423, 170, B02, S08, 1
B02, Trade, 85885.962, 173, S19, B02, 1
B02, Trade, 85904.038, 175, S10, B02, 1
B02, Trade, 85912.692, 172, P00, B02, 1
B02, Trade, 85956.231, 179, S14, B02, 1
B02, Trade, 86038.365, 176, P00, B02, 1
B02, Trade, 86069.077, 174, S22, B02, 1
B02, Trade, 86088.038, 171, S16, B02, 1
B02, Trade, 86142.365, 171, S07, B02, 1
B02, Trade, 86173.846, 165, B02, S11, 1
B02, Trade, 86186.308, 168, S09, B02, 1
B02, Trade, 86273.269, 166, S04, B02, 1
B02, Trade, 86291.154, 172, S22, B02, 1
B02, Trade, 86309.212, 173, S23, B02, 1
B02, Trade, 86363.712, 171, S14, B02, 1
B02, Trade, 86373.288, 175, S19, B02, 1
B02, Trade, 86380.558, 172, S22, B02, 1
B03, 100
B03, Trade, 85010.538, 164, B03, S13, 1
B03, Trade, 85021.673, 175, S01, B03, 1
B03, Trade, 85050.462, 165, B03, S06, 1
B03, Trade, 85061.308, 170, S23, B03, 1
B03, Trade, 85085.038, 169, B03, S24, 1
B03, Trade, 85087.981, 178, B03, S17, 1
B03, Trade, 85092.077, 175, S06, B03, 1
B03, Trade, 85119.615, 168, S15, B03, 1
B03, Trade, 85125.981, 170, S22, B03, 1
B03, Trade, 85140.288, 166, B03, S01, 1
B03, Trade, 85151.558, 161, B03, S16, 1
B03, Trade, 85159.327, 165, B03, S23, 1
