B00, 100
B00, Trade, 85190.865, 105, S02, B00, 1
B00, Trade, 85196.212, 97, S02, B00, 1
B00, Trade, 85213.000, 104, B00, S22, 1
B00, Trade, 85229.192, 108, S18, B00, 1
B00, Trade, 85242.327, 117, S04, B00, 1
B00, Trade, 85243.885, 112, S09, B00, 1
B00, Trade, 85259.212, 106, S19, B00, 1
B00, Trade, 85268.692, 105, B00, S17, 1
B00, Trade, 85282.058, 105, B00, S17, 1
B00, Trade, 85288.385, 113, S20, B00, 1
B00, Trade, 85302.808, 106, S16, B00, 1
B00, Trade, 85310.712, 115, S21, B00, 1
B00, Trade, 85320.827, 111, S13, B00, 1
B00, Trade, 85327.865, 103, S05, B00, 1
B00, Trade, 85333.731, 104, B00, S09, 1
B00, Trade, 85344.865, 112, S22, B00, 1
B00, Trade, 85361.077, 109, S13, B00, 1
B00, Trade, 85364.519, 110, P01, B00, 1
B00, Trade, 85383.615, 108, S05, B00, 1
B00, Trade, 85387.885, 108, S24, B00, 1
B00, Trade, 85404.769, 108, S05, B00, 1
B00, Trade, 85421.212, 109, S12, B00, 1
B00, Trade, 85424.385, 111, S07, B00, 1
B00, Trade, 85448.923, 109, S13, B00, 1
B00, Trade, 85463.385, 107, S18, B00, 1
B00, Trade, 85479.750, 107, S13, B00, 1
B00, Trade, 85483.115, 106, S22, B00, 1
B00, Trade, 85493.596, 105, S18, B00, 1
B00, Trade, 85505.942, 113, S18, B00, 1
B00, Trade, 85518.769, 106, S17, B00, 1
B00, Trade, 85534.442, 107, B00, S14, 1
B00, Trade, 85536.000, 114, S04, B00, 1
B00, Trade, 85555.385, 110, S05, B00, 1
B00, Trade, 85574.962, 106, S02, B00, 1
B00, Trade, 85610.442, 112, P01, B00, 1
B00, Trade, 85622.077, 113, S03, B00, 1
B00, Trade, 85644.308, 111, S21, B00, 1
B00, Trade, 85662.808, 105, S03, B00, 1
B00, Trade, 85664.923, 109, S12, B00, 1
B00, Trade, 85683.115, 113, S17, B00, 1
B00, Trade, 85692.327, 107, S17, B00, 1
B00, Trade, 85695.538, 115, S09, B00, 1
B00, Trade, 85707.827, 105, B00, S24, 1
B00, Trade, 85727.558, 109, S01, B00, 1
B00, Trade, 85735.635, 111, S18, B00, 1
B00, Trade, 85751.635, 102, B00, S10, 1
B00, Trade, 85754.404, 106, S07, B00, 1
B00, Trade, 85768.192, 108, S03, B00, 1
B00, Trade, 85775.462, 109, S04, B00, 1
B00, Trade, 85799.923, 107, S10, B00, 1
B00, Trade, 85813.731, 104, B00, S16, 1
B00, Trade, 85820.365, 104, S00, B00, 1
B00, Trade, 85829.519, 111, S21, B00, 1
B00, Trade, 85842.596, 111, S07, B00, 1
B00, Trade, 85852.615, 108, B00, S09, 1
B00, Trade, 85871.385, 105, B00, S09, 1
B00, Trade, 85883.077, 104, P01, B00, 1
B00, Trade, 85888.808, 108, S15, B00, 1
B00, Trade, 85895.173, 117, S14, B00, 1
B00, Trade, 85918.462, 105, B00, S04, 1
B00, Trade, 85918.923, 108, S07, B00, 1
B00, Trade, 85932.500, 104, S18, B00, 1
B00, Trade, 85942.769, 110, B00, S09, 1
B00, Trade, 85947.327, 116, S02, B00, 1
B00, Trade, 85964.038, 110, B00, S15, 1
B00, Trade, 85972.154, 111, S19, B00, 1
B00, Trade, 85978.885, 107, S00, B00, 1
B00, Trade, 85984.327, 117, S15, B00, 1
B00, Trade, 86006.712, 109, S14, B00, 1
B00, Trade, 86010.962, 105, S07, B00, 1
B00, Trade, 86025.135, 105, S16, B00, 1
B00, Trade, 86035.288, 115, S07, B00, 1
B00, Trade, 86054.577, 104, S13, B00, 1
B00, Trade, 86064.096, 110, S02, B00, 1
B00, Trade, 86071.000, 108, B00, S11, 1
B00, Trade, 86076.308, 109, B00, S18, 1
B00, Trade, 86092.635, 110, P01, B00, 1
B00, Trade, 86099.808, 106, S21, B00, 1
B00, Trade, 86105.654, 108, S22, B00, 1
B00, Trade, 86117.423, 111, P01, B00, 1
B00, Trade, 86138.577, 116, S02, B00, 1
B00, Trade, 86158.212, 112, S22, B00, 1
B00, Trade, 86168.788, 109, S02, B00, 1
B00, Trade, 86178.808, 113, S11, B00, 1
B00, Trade, 86193.538, 111, S10, B00, 1
B00, Trade, 86210.481, 118, S15, B00, 1
B00, Trade, 86223.250, 105, S07, B00, 1
B00, Trade, 86232.462, 115, P01, B00, 1
B00, Trade, 86237.404, 117, S10, B00, 1
B00, Trade, 86274.481, 108, S12, B00, 1
B00, Trade, 86283.500, 109, S18, B00, 1
B00, Trade, 86289.212, 119, S20, B00, 1
B00, Trade, 86305.231, 108, B00, S00, 1
B00, Trade, 86309.019, 108, S04, B00, 1
B00, Trade, 86323.500, 110, B00, S09, 1
B00, Trade, 86346.115, 103, B00, S15, 1
B00, Trade, 86362.269, 107, B00, S17, 1
B00, Trade, 86369.404, 111, S07, B00, 1
B00, Trade, 86380.019, 119, S08, B00, 1
B00, Trade, 86393.519, 110, S24, B00, 1
B01, 100
B01, Trade, 84842.962, 117, S21, B01, 1
B01, Trade, 84861.346, 117, B01, S13, 1
B01, Trade, 84903.135, 108, S17, B01, 1
B01, Trade, 84918.077, 104, S13, B01, 1
B01, Trade, 84936.442, 90, B01, S00, 1
B01, Trade, 84965.692, 95, B01, S11, 1
B01, Trade, 84972.077, 105, S24, B01, 1
B01, Trade, 84986.365, 95, S10, B01, 1
B01, Trade, 84999.846, 106, S22, B01, 1
B01, Trade, 85020.769, 106, S03, B01, 1
B01, Trade, 85027.538, 98, S14, B01, 1
B01, Trade, 85046.192, 115, B01, S20, 1
B01, Trade, 85052.788, 108, S12, B01, 1
B01, Trade, 85077.192, 97, S00, B01, 1
B01, Trade, 85092.212, 106, S07, B01, 1
B01, Trade, 85118.673, 100, B01, S11, 1
B01, Trade, 85122.231, 103, S02, B01, 1
B01, Trade, 85145.269, 99, S12, B01, 1
B01, Trade, 85166.865, 96, S01, B01, 1
B01, Trade, 85189.500, 107, S18, B01, 1
B01, Trade, 85196.731, 94, B01, S14, 1
B01, Trade, 85209.519, 109, S04, B01, 1
B01, Trade, 85224.596, 109, B01, S08, 1
B01, Trade, 85254.000, 104, B01, S10, 1
B01, Trade, 85255.923, 104, S12, B01, 1
B01, Trade, 85272.058, 99, B01, S18, 1
B01, Trade, 85279.423, 104, B01, S07, 1
B01, Trade, 85288.288, 110, B01, S00, 1
B01, Trade, 85308.654, 106, B01, S11, 1
B01, Trade, 85316.385, 105, S17, B01, 1
B01, Trade, 85334.327, 112, S02, B01, 1
B01, Trade, 85350.212, 111, S15, B01, 1
B01, Trade, 85359.154, 108, B01, S24, 1
B01, Trade, 85376.904, 105, B01, S02, 1
B01, Trade, 85388.827, 103, B01, S16, 1
B01, Trade, 85402.058, 108, S00, B01, 1
B01, Trade, 85427.904, 102, B01, S12, 1
B01, Trade, 85437.885, 109, B01, S05, 1
B01, Trade, 85457.019, 113, S12, B01, 1
B01, Trade, 85482.769, 106, P01, B01, 1
B01, Trade, 85507.519, 110, S05, B01, 1
B01, Trade, 85526.846, 105, S13, B01, 1
B01, Trade, 85535.000, 112, S01, B01, 1
B01, Trade, 85551.173, 107, B01, S15, 1
B01, Trade, 85572.923, 105, B01, S01, 1
B01, Trade, 85576.423, 112, S21, B01, 1
B01, Trade, 85597.942, 109, S10, B01, 1
B01, Trade, 85619.808, 104, B01, S08, 1
B01, Trade, 85623.615, 117, B01, S15, 1
B01, Trade, 85651.904, 111, B01, S08, 1
B01, Trade, 85654.385, 113, S07, B01, 1
B01, Trade, 85678.000, 109, S01, B01, 1
B01, Trade, 85695.077, 110, B01, S10, 1
