B00, 100
B00, Trade, 85240.615, 106, S24, B00, 1
B00, Trade, 85255.673, 103, B00, S23, 1
B00, Trade, 85267.077, 113, S20, B00, 1
B00, Trade, 85277.673, 111, S23, B00, 1
B00, Trade, 85288.250, 105, S22, B00, 1
B00, Trade, 85297.231, 108, S08, B00, 1
B00, Trade, 85309.135, 102, S04, B00, 1
B00, Trade, 85324.981, 106, B00, S13, 1
B00, Trade, 85339.962, 103, S23, B00, 1
B00, Trade, 85343.346, 113, S03, B00, 1
B00, Trade, 85358.942, 106, S15, B00, 1
B00, Trade, 85366.500, 103, B00, S18, 1
B00, Trade, 85386.115, 110, S02, B00, 1
B00, Trade, 85396.942, 104, S08, B00, 1
B00, Trade, 85411.865, 103, P01, B00, 1
B00, Trade, 85423.615, 98, B00, S13, 1
B00, Trade, 85430.808, 108, S22, B00, 1
B00, Trade, 85437.904, 107, S11, B00, 1
B00, Trade, 85445.077, 107, S05, B00, 1
B00, Trade, 85463.096, 108, S02, B00, 1
B00, Trade, 85466.923, 104, S23, B00, 1
B00, Trade, 85481.308, 112, S06, B00, 1
B00, Trade, 85495.865, 107, B00, S05, 1
B00, Trade, 85506.519, 106, S00, B00, 1
B00, Trade, 85516.596, 103, S14, B00, 1
B00, Trade, 85528.442, 113, S22, B00, 1
B00, Trade, 85536.038, 111, S15, B00, 1
B00, Trade, 85543.385, 111, S00, B00, 1
B00, Trade, 85553.962, 113, S18, B00, 1
B00, Trade, 85583.327, 108, S11, B00, 1
B00, Trade, 85593.173, 111, S05, B00, 1
B00, Trade, 85603.154, 108, S07, B00, 1
B00, Trade, 85625.404, 109, P01, B00, 1
B00, Trade, 85640.250, 113, B00, S10, 1
B00, Trade, 85651.942, 105, S20, B00, 1
B00, Trade, 85653.942, 111, S09, B00, 1
B00, Trade, 85671.519, 105, B00, S05, 1
B00, Trade, 85673.635, 113, S13, B00, 1
B00, Trade, 85690.173, 103, B00, S16, 1
B00, Trade, 85695.346, 107, B00, S10, 1
B00, Trade, 85704.231, 113, S01, B00, 1
B00, Trade, 85718.904, 104, S03, B00, 1
B00, Trade, 85729.038, 114, S18, B00, 1
B00, Trade, 85751.808, 109, B00, S11, 1
B00, Trade, 85761.769, 108, S22, B00, 1
B00, Trade, 85767.500, 107, S23, B00, 1
B00, Trade, 85782.212, 108, B00, S00, 1
B00, Trade, 85792.577, 104, S18, B00, 1
