B00, 100
B00, Trade, 85151.154, 163, S00, B00, 1
B00, Trade, 85166.404, 151, S12, B00, 1
B00, Trade, 85194.865, 155, S24, B00, 1
B00, Trade, 85209.827, 156, B00, S14, 1
B00, Trade, 85222.346, 156, S09, B00, 1
B00, Trade, 85238.346, 160, B00, S03, 1
B00, Trade, 85250.846, 154, S18, B00, 1
B00, Trade, 85267.788, 159, S20, B00, 1
B00, Trade, 85282.577, 160, S15, B00, 1
B00, Trade, 85304.173, 153, B00, S18, 1
B00, Trade, 85306.000, 155, S04, B00, 1
B00, Trade, 85312.808, 156, S02, B00, 1
B00, Trade, 85334.692, 160, B00, S09, 1
B00, Trade, 85336.981, 160, B00, S03, 1
B00, Trade, 85346.519, 160, S13, B00, 1
B00, Trade, 85361.596, 154, B00, S03, 1
B00, Trade, 85363.500, 149, B00, S11, 1
B00, Trade, 85377.096, 153, B00, S14, 1
B00, Trade, 85388.135, 161, S15, B00, 1
B00, Trade, 85406.442, 156, S12, B00, 1
B00, Trade, 85417.462, 155, B00, S03, 1
B00, Trade, 85427.385, 153, S19, B00, 1
B00, Trade, 85463.308, 157, B00, S03, 1
B00, Trade, 85470.308, 147, B00, S00, 1
B00, Trade, 85480.500, 154, S12, B00, 1
B00, Trade, 85496.558, 159, B00, S01, 1
B00, Trade, 85499.615, 159, S24, B00, 1
B00, Trade, 85511.519, 154, B00, S23, 1
B00, Trade, 85517.788, 159, S11, B00, 1
B00, Trade, 85535.154, 158, B00, S10, 1
B00, Trade, 85545.750, 158, B00, S09, 1
B00, Trade, 85552.288, 152, S00, B00, 1
B00, Trade, 85563.346, 155, B00, S14, 1
B00, Trade, 85567.654, 147, B00, S03, 1
B00, Trade, 85584.154, 162, B00, S07, 1
B00, Trade, 85592.865, 154, B00, S15, 1
B00, Trade, 85600.692, 154, B00, S11, 1
B00, Trade, 85613.154, 153, B00, S02, 1
B00, Trade, 85627.038, 157, B00, S05, 1
B00, Trade, 85633.058, 159, S23, B00, 1
B00, Trade, 85645.038, 158, B00, S21, 1
B00, Trade, 85654.846, 157, B00, S17, 1
B00, Trade, 85678.577, 148, B00, S07, 1
B00, Trade, 85682.635, 152, S20, B00, 1
