B00, 100
B00, Trade, 85180.173, 172, B00, S06, 1
B00, Trade, 85191.404, 171, S07, B00, 1
B00, Trade, 85200.615, 167, S02, B00, 1
B00, Trade, 85208.500, 165, S17, B00, 1
B00, Trade, 85218.269, 170, B00, S00, 1
B00, Trade, 85237.558, 173, B00, S24, 1
B00, Trade, 85243.942, 160, B00, S14, 1
B00, Trade, 85257.212, 168, B00, S05, 1
B00, Trade, 85269.769, 166, B00, S21, 1
B00, Trade, 85279.846, 168, S17, B00, 1
B00, Trade, 85295.615, 160, B00, S01, 1
B00, Trade, 85306.077, 166, B00, S04, 1
B00, Trade, 85319.269, 163, B00, S18, 1
B00, Trade, 85327.942, 168, B00, S14, 1
B00, Trade, 85337.692, 170, B00, S03, 1
B00, Trade, 85347.808, 170, B00, S16, 1
B00, Trade, 85362.212, 163, B00, S18, 1
B00, Trade, 85370.308, 169, B00, S19, 1
B00, Trade, 85382.096, 167, B00, S03, 1
B00, Trade, 85390.385, 169, S04, B00, 1
B00, Trade, 85398.192, 165, B00, S18, 1
B00, Trade, 85410.596, 166, B00, S02, 1
B00, Trade, 85419.827, 169, S14, B00, 1
B00, Trade, 85423.500, 161, B00, S05, 1
B00, Trade, 85439.731, 170, S23, B00, 1
B00, Trade, 85445.385, 171, S08, B00, 1
B00, Trade, 85468.250, 166, S05, B00, 1
B00, Trade, 85481.462, 167, B00, S14, 1
B00, Trade, 85498.000, 169, P00, B00, 1
B00, Trade, 85531.654, 168, B00, S03, 1
B00, Trade, 85540.635, 167, B00, S00, 1
B00, Trade, 85548.115, 170, B00, S17, 1
B00, Trade, 85558.365, 169, B00, S20, 1
B00, Trade, 85570.538, 167, B00, S21, 1
B00, Trade, 85583.115, 172, B00, S05, 1
B00, Trade, 85587.942, 172, B00, S17, 1
B00, Trade, 85631.885, 166, B00, S08, 1
B00, Trade, 85633.885, 167, S23, B00, 1
B00, Trade, 85653.808, 167, B00, S10, 1
B00, Trade, 85656.500, 166, B00, S01, 1
B00, Trade, 85668.327, 167, P00, B00, 1
B00, Trade, 85679.692, 166, B00, S23, 1
B00, Trade, 85691.058, 156, B00, S24, 1
B00, Trade, 85696.442, 164, B00, S02, 1
B00, Trade, 85722.712, 168, B00, S24, 1
B00, Trade, 85729.481, 168, B00, S20, 1
B00, Trade, 85734.212, 164, B00, S19, 1
B00, Trade, 85751.788, 164, B00, S03, 1
B00, Trade, 85766.385, 166, B00, S08, 1
B00, Trade, 85780.212, 167, S24, B00, 1
B00, Trade, 85788.692, 170, S02, B00, 1
B00, Trade, 85797.827, 166, B00, S09, 1
B00, Trade, 85813.596, 168, B00, S10, 1
B00, Trade, 85815.846, 169, S09, B00, 1
B00, Trade, 85844.423, 174, S22, B00, 1
B00, Trade, 85854.308, 171, B00, S05, 1
B00, Trade, 85863.442, 171, S03, B00, 1
B00, Trade, 85874.250, 169, S09, B00, 1
B00, Trade, 85879.135, 170, S09, B00, 1
B00, Trade, 85886.115, 173, S20, B00, 1
B00, Trade, 85901.058, 168, S08, B00, 1
B00, Trade, 85919.519, 169, B00, S21, 1
B00, Trade, 85929.750, 170, B00, S16, 1
B00, Trade, 85941.231, 168, B00, S09, 1
B00, Trade, 85951.135, 171, B00, S20, 1
B00, Trade, 85961.192, 172, B00, S23, 1
B00, Trade, 85964.404, 167, S01, B00, 1
B00, Trade, 85975.212, 175, S00, B00, 1
B00, Trade, 85985.769, 172, B00, S08, 1
B00, Trade, 86006.692, 168, S03, B00, 1
B00, Trade, 86044.000, 169, B00, S15, 1
B00, Trade, 86049.654, 172, B00, S24, 1
B00, Trade, 86059.692, 164, B00, S11, 1
B00, Trade, 86071.654, 164, B00, S13, 1
B00, Trade, 86085.077, 167, B00, S20, 1
B00, Trade, 86090.538, 173, B00, S16, 1
B00, Trade, 86108.288, 159, B00, S06, 1
B00, Trade, 86115.865, 163, B00, S07, 1
B00, Trade, 86131.923, 172, B00, S12, 1
B00, Trade, 86167.654, 167, B00, S17, 1
B00, Trade, 86180.423, 161, B00, S13, 1
B00, Trade, 86184.827, 168, B00, S10, 1
B00, Trade, 86195.404, 166, B00, S02, 1
B00, Trade, 86209.558, 163, B00, S12, 1
B00, Trade, 86224.731, 173, B00, S01, 1
B00, Trade, 86233.865, 169, B00, S18, 1
B00, Trade, 86239.865, 167, B00, S17, 1
B00, Trade, 86259.019, 164, B00, S23, 1
B00, Trade, 86273.019, 166, B00, S02, 1
B00, Trade, 86281.788, 170, B00, S19, 1
B00, Trade, 86305.192, 185, B00, S16, 1
B00, Trade, 86308.750, 176, B00, S00, 1
B00, Trade, 86321.865, 170, B00, S13, 1
B00, Trade, 86328.577, 165, S18, B00, 1
B00, Trade, 86341.500, 178, S05, B00, 1
B00, Trade, 86354.212, 170, B00, S21, 1
B00, Trade, 86358.365, 164, B00, S11, 1
B00, Trade, 86368.327, 172, B00, S07, 1
B00, Trade, 86380.096, 169, B00, S05, 1
B00, Trade, 86394.846, 169, B00, S00, 1
B01, 100
B01, Trade, 85043.962, 174, B01, S06, 1
B01, Trade, 85070.173, 160, B01, S24, 1
