B00, 100
B00, Trade, 84881.288, 153, B00, S11, 1
B00, Trade, 84894.942, 161, P00, B00, 1
B00, Trade, 84917.288, 155, B00, S05, 1
B00, Trade, 84920.712, 153, B00, S02, 1
B00, Trade, 84936.404, 166, S14, B00, 1
B00, Trade, 84943.769, 153, B00, S23, 1
B00, Trade, 84952.385, 160, S20, B00, 1
B00, Trade, 84975.865, 152, S15, B00, 1
B00, Trade, 85002.981, 160, S24, B00, 1
B00, Trade, 85026.865, 163, S21, B00, 1
B00, Trade, 85046.077, 163, P00, B00, 1
B00, Trade, 85064.577, 156, B00, S09, 1
B00, Trade, 85083.500, 157, P00, B00, 1
B00, Trade, 85112.365, 162, S04, B00, 1
B00, Trade, 85122.865, 159, S00, B00, 1
B00, Trade, 85145.327, 149, B00, S07, 1
B00, Trade, 85160.923, 153, S23, B00, 1
B00, Trade, 85171.096, 157, B00, S08, 1
B00, Trade, 85178.885, 161, B00, S24, 1
B00, Trade, 85203.327, 153, B00, S08, 1
B00, Trade, 85204.500, 156, S06, B00, 1
B00, Trade, 85224.365, 150, B00, S14, 1
B00, Trade, 85234.385, 160, S04, B00, 1
B00, Trade, 85253.904, 153, B00, S23, 1
B00, Trade, 85264.346, 155, B00, S08, 1
B00, Trade, 85277.462, 167, S17, B00, 1
B00, Trade, 85296.981, 151, B00, S01, 1
B00, Trade, 85306.538, 157, S22, B00, 1
B00, Trade, 85332.481, 152, B00, S14, 1
B00, Trade, 85348.019, 153, P00, B00, 1
B00, Trade, 85358.365, 159, P00, B00, 1
B00, Trade, 85377.173, 150, B00, S04, 1
B00, Trade, 85393.885, 147, B00, S24, 1
B00, Trade, 85422.635, 161, S12, B00, 1
B00, Trade, 85433.519, 151, S12, B00, 1
B00, Trade, 85449.712, 155, S21, B00, 1
B00, Trade, 85464.462, 154, B00, S04, 1
B00, Trade, 85468.635, 162, S07, B00, 1
B00, Trade, 85485.692, 151, B00, S15, 1
B00, Trade, 85487.000, 156, P00, B00, 1
B00, Trade, 85494.327, 152, B00, S15, 1
B00, Trade, 85510.212, 155, B00, S12, 1
B00, Trade, 85517.692, 154, B00, S14, 1
B00, Trade, 85547.115, 153, B00, S10, 1
B00, Trade, 85552.942, 162, S02, B00, 1
B00, Trade, 85566.346, 145, B00, S20, 1
B00, Trade, 85584.269, 154, S00, B00, 1
B00, Trade, 85629.712, 149, B00, S15, 1
B00, Trade, 85630.327, 156, P00, B00, 1
B00, Trade, 85644.769, 153, S11, B00, 1
B00, Trade, 85660.558, 160, S23, B00, 1
B00, Trade, 85681.558, 160, B00, S08, 1
B00, Trade, 85682.750, 152, B00, S15, 1
B00, Trade, 85693.750, 150, B00, S05, 1
B00, Trade, 85699.942, 152, S20, B00, 1
B00, Trade, 85713.654, 153, B00, S17, 1
B00, Trade, 85720.635, 154, B00, S00, 1
B00, Trade, 85727.019, 157, S14, B00, 1
B00, Trade, 85748.019, 158, S13, B00, 1
B00, Trade, 85770.038, 157, S22, B00, 1
B00, Trade, 85793.173, 161, S08, B00, 1
B00, Trade, 85811.500, 157, S07, B00, 1
B00, Trade, 85826.365, 159, S17, B00, 1
B00, Trade, 85845.519, 154, B00, S24, 1
B00, Trade, 85858.615, 153, S13, B00, 1
B00, Trade, 85874.481, 155, S23, B00, 1
B00, Trade, 85893.327, 156, B00, S03, 1
B00, Trade, 85894.596, 158, S10, B00, 1
B00, Trade, 85917.558, 156, B00, S17, 1
B00, Trade, 85948.365, 157, S21, B00, 1
B00, Trade, 85957.404, 149, S06, B00, 1
B00, Trade, 85982.519, 155, B00, S07, 1
B00, Trade, 86002.750, 156, B00, S14, 1
B00, Trade, 86005.077, 154, S21, B00, 1
B00, Trade, 86030.269, 156, B00, S19, 1
B00, Trade, 86043.750, 149, B00, S07, 1
B00, Trade, 86049.981, 155, S04, B00, 1
B00, Trade, 86069.308, 148, B00, S05, 1
B00, Trade, 86077.000, 157, B00, S13, 1
B00, Trade, 86087.769, 153, B00, S14, 1
B00, Trade, 86091.423, 160, P00, B00, 1
B00, Trade, 86121.058, 148, B00, S12, 1
B00, Trade, 86122.942, 153, S17, B00, 1
B00, Trade, 86128.462, 157, S06, B00, 1
B00, Trade, 86160.538, 152, B00, S18, 1
B00, Trade, 86172.442, 157, B00, S06, 1
B00, Trade, 86175.923, 158, S00, B00, 1
B00, Trade, 86192.885, 143, B00, S04, 1
B00, Trade, 86196.885, 144, S06, B00, 1
B00, Trade, 86212.673, 153, B00, S17, 1
B00, Trade, 86225.365, 150, S01, B00, 1
B00, Trade, 86244.269, 157, B00, S07, 1
B00, Trade, 86254.192, 153, B00, S20, 1
B00, Trade, 86296.712, 153, B00, S12, 1
B00, Trade, 86319.308, 152, S00, B00, 1
B00, Trade, 86330.962, 151, S22, B00, 1
B00, Trade, 86347.365, 155, S24, B00, 1
B00, Trade, 86371.827, 156, S02, B00, 1
B00, Trade, 86374.692, 156, S14, B00, 1
B00, Trade, 86385.269, 159, S01, B00, 1
B01, 100
B01, Trade, 85105.019, 154, B01, S18, 1
B01, Trade, 85112.635, 161, B01, S01, 1
B01, Trade, 85121.288, 155, B01, S10, 1
B01, Trade, 85129.538, 152, B01, S06, 1
B01, Trade, 85143.981, 153, B01, S01, 1
B01, Trade, 85151.692, 153, S05, B01, 1
B01, Trade, 85167.365, 162, S00, B01, 1
B01, Trade, 85184.404, 157, S21, B01, 1
B01, Trade, 85208.846, 162, S00, B01, 1
B01, Trade, 85221.038, 151, B01, S12, 1
B01, Trade, 85228.096, 159, S00, B01, 1
B01, Trade, 85236.308, 159, S14, B01, 1
B01, Trade, 85263.904, 155, B01, S15, 1
B01, Trade, 85271.173, 154, B01, S11, 1
B01, Trade, 85278.115, 169, B01, S18, 1
B01, Trade, 85291.250, 151, B01, S07, 1
B01, Trade, 85302.673, 154, S02, B01, 1
B01, Trade, 85312.385, 149, B01, S23, 1
B01, Trade, 85331.673, 151, B01, S09, 1
B01, Trade, 85333.692, 157, S02, B01, 1
B01, Trade, 85357.327, 157, B01, S20, 1
B01, Trade, 85378.288, 156, P00, B01, 1
B01, Trade, 85391.385, 150, B01, S02, 1
B01, Trade, 85400.981, 178, B01, S14, 1
B01, Trade, 85424.654, 154, B01, S03, 1
B01, Trade, 85439.192, 153, B01, S04, 1
B01, Trade, 85445.788, 158, B01, S03, 1
B01, Trade, 85462.750, 159, S01, B01, 1
B01, Trade, 85472.038, 154, B01, S22, 1
B01, Trade, 85481.712, 159, S11, B01, 1
B01, Trade, 85488.904, 152, B01, S05, 1
B01, Trade, 85506.712, 158, S10, B01, 1
B01, Trade, 85521.769, 153, B01, S02, 1
B01, Trade, 85558.538, 144, B01, S15, 1
B01, Trade, 85563.808, 149, S23, B01, 1
B01, Trade, 85587.442, 151, S14, B01, 1
B01, Trade, 85605.596, 154, B01, S17, 1
B01, Trade, 85611.077, 155, S01, B01, 1
B01, Trade, 85616.615, 156, S06, B01, 1
B01, Trade, 85628.481, 151, B01, S19, 1
B01, Trade, 85643.404, 152, B01, S05, 1
B01, Trade, 85664.885, 152, B01, S15, 1
B01, Trade, 85666.115, 160, S02, B01, 1
B01, Trade, 85685.308, 151, B01, S11, 1
B01, Trade, 85689.019, 162, S22, B01, 1
B01, Trade, 85700.115, 149, B01, S18, 1
B01, Trade, 85709.404, 157, S04, B01, 1
B01, Trade, 85723.212, 150, B01, S08, 1
B01, Trade, 85736.288, 164, S07, B01, 1
B01, Trade, 85756.308, 149, B01, S03, 1
B01, Trade, 85759.673, 154, S23, B01, 1
B01, Trade, 85785.231, 151, P00, B01, 1
B01, Trade, 85801.904, 143, B01, S17, 1
B01, Trade, 85813.346, 158, S21, B01, 1
B01, Trade, 85831.365, 162, S24, B01, 1
B01, Trade, 85846.327, 151, B01, S16, 1
B01, Trade, 85856.788, 147, B01, S10, 1
B01, Trade, 85859.327, 157, S21, B01, 1
B01, Trade, 85864.596, 162, B01, S08, 1
B01, Trade, 85886.538, 153, B01, S01, 1
B01, Trade, 85898.615, 154, B01, S18, 1
B01, Trade, 85901.942, 155, S13, B01, 1
B01, Trade, 85907.404, 163, S06, B01, 1
B01, Trade, 85923.462, 148, B01, S20, 1
B01, Trade, 85928.231, 150, S00, B01, 1
B01, Trade, 85943.385, 155, B01, S03, 1
B01, Trade, 85950.365, 158, S07, B01, 1
B01, Trade, 85963.308, 158, B01, S18, 1
B01, Trade, 85971.481, 152, B01, S12, 1
B01, Trade, 85989.654, 160, S03, B01, 1
B01, Trade, 86017.135, 156, S03, B01, 1
B01, Trade, 86031.250, 160, P00, B01, 1
B01, Trade, 86057.173, 152, B01, S02, 1
B01, Trade, 86059.615, 154, S01, B01, 1
B01, Trade, 86078.058, 156, B01, S17, 1
B01, Trade, 86079.404, 157, S24, B01, 1
B01, Trade, 86093.308, 159, B01, S05, 1
B01, Trade, 86098.000, 159, S11, B01, 1
B01, Trade, 86115.462, 152, B01, S06, 1
B01, Trade, 86135.577, 147, B01, S23, 1
B01, Trade, 86142.846, 156, S01, B01, 1
B01, Trade, 86156.019, 154, B01, S17, 1
B01, Trade, 86166.038, 149, S21, B01, 1
B01, Trade, 86188.442, 159, B01, S15, 1
B01, Trade, 86203.327, 149, B01, S23, 1
B01, Trade, 86211.000, 156, S04, B01, 1
B01, Trade, 86227.577, 155, S04, B01, 1
B01, Trade, 86234.712, 156, S17, B01, 1
B01, Trade, 86247.019, 154, B01, S08, 1
B01, Trade, 86262.846, 150, B01, S20, 1
B01, Trade, 86269.769, 153, S12, B01, 1
B01, Trade, 86280.173, 152, S20, B01, 1
B01, Trade, 86296.577, 153, B01, S23, 1
B01, Trade, 86302.692, 155, B01, S18, 1
B01, Trade, 86307.865, 155, B01, S14, 1
B01, Trade, 86326.769, 148, S10, B01, 1
B01, Trade, 86342.000, 156, S14, B01, 1
B01, Trade, 86352.731, 152, S01, B01, 1
B01, Trade, 86380.423, 151, B01, S23, 1
B01, Trade, 86384.250, 158, S14, B01, 1
B02, 100
B02, Trade, 85227.135, 156, B02, S08, 1
B02, Trade, 85242.981, 153, B02, S07, 1
B02, Trade, 85252.654, 155, S22, B02, 1
B02, Trade, 85269.288, 150, P00, B02, 1
B02, Trade, 85276.942, 162, B02, S05, 1
B02, Trade, 85288.212, 149, S14, B02, 1
B02, Trade, 85301.173, 150, B02, S02, 1
B02, Trade, 85306.885, 156, B02, P01, 1
B02, Trade, 85313.077, 149, B02, S15, 1
B02, Trade, 85322.596, 150, B02, S08, 1
B02, Trade, 85339.827, 159, B02, S03, 1
B02, Trade, 85360.519, 156, B02, S02, 1
B02, Trade, 85373.404, 153, B02, S24, 1
B02, Trade, 85381.788, 151, B02, S13, 1
B02, Trade, 85388.308, 153, B02, S11, 1
B02, Trade, 85408.885, 163, B02, S20, 1
B02, Trade, 85423.904, 156, B02, S18, 1
B02, Trade, 85431.462, 150, S09, B02, 1
B02, Trade, 85442.808, 158, B02, S24, 1
B02, Trade, 85450.942, 151, B02, S17, 1
B02, Trade, 85456.846, 154, B02, S20, 1
B02, Trade, 85469.096, 155, B02, S14, 1
B02, Trade, 85474.558, 155, B02, S20, 1
B02, Trade, 85490.019, 153, B02, S14, 1
B02, Trade, 85495.673, 154, P00, B02, 1
B02, Trade, 85512.827, 158, S00, B02, 1
B02, Trade, 85530.038, 150, B02, S06, 1
B02, Trade, 85539.192, 155, B02, S21, 1
B02, Trade, 85550.442, 156, B02, S24, 1
B02, Trade, 85555.769, 157, B02, S10, 1
B02, Trade, 85570.077, 152, S21, B02, 1
B02, Trade, 85579.731, 151, S20, B02, 1
B02, Trade, 85592.077, 151, B02, S07, 1
B02, Trade, 85597.058, 153, B02, S12, 1
B02, Trade, 85612.115, 155, B02, S05, 1
B02, Trade, 85619.750, 154, B02, S11, 1
B02, Trade, 85645.654, 151, B02, S13, 1
B02, Trade, 85652.654, 151, S03, B02, 1
B02, Trade, 85658.558, 156, B02, S04, 1
B02, Trade, 85663.846, 155, B02, S20, 1
