B00, 100
B00, Trade, 85279.135, 167, B00, S04, 1
B00, Trade, 85295.173, 172, B00, S06, 1
B00, Trade, 85304.192, 174, B00, S01, 1
B00, Trade, 85312.308, 164, B00, S14, 1
B00, Trade, 85319.346, 168, B00, S12, 1
B00, Trade, 85333.923, 167, B00, S19, 1
B00, Trade, 85338.769, 170, S02, B00, 1
B00, Trade, 85344.500, 168, B00, S00, 1
B00, Trade, 85361.769, 163, B00, S19, 1
B00, Trade, 85371.173, 171, B00, S13, 1
B00, Trade, 85382.673, 164, B00, S24, 1
B00, Trade, 85400.769, 164, B00, S18, 1
B00, Trade, 85412.731, 166, B00, S20, 1
B00, Trade, 85422.846, 169, B00, S07, 1
B00, Trade, 85425.846, 170, B00, S21, 1
B00, Trade, 85437.615, 165, S20, B00, 1
B00, Trade, 85444.712, 168, B00, S15, 1
B00, Trade, 85476.058, 158, B00, S23, 1
B00, Trade, 85481.615, 160, B00, S12, 1
B00, Trade, 85499.519, 171, B00, S12, 1
B00, Trade, 85520.038, 171, S01, B00, 1
B00, Trade, 85531.481, 170, B00, S22, 1
B00, Trade, 85537.981, 177, B00, S00, 1
B00, Trade, 85547.231, 170, S00, B00, 1
B00, Trade, 85556.904, 169, B00, S21, 1
B00, Trade, 85572.385, 166, B00, S18, 1
B00, Trade, 85579.173, 170, B00, S09, 1
B00, Trade, 85585.519, 168, B00, S24, 1
B00, Trade, 85603.423, 161, B00, S00, 1
B00, Trade, 85607.365, 163, S20, B00, 1
B00, Trade, 85622.288, 167, B00, S09, 1
B00, Trade, 85634.769, 166, B00, S16, 1
B00, Trade, 85662.615, 173, S05, B00, 1
B00, Trade, 85674.577, 166, B00, S08, 1
B00, Trade, 85680.423, 168, S16, B00, 1
B00, Trade, 85686.404, 169, S11, B00, 1
B00, Trade, 85700.827, 170, S15, B00, 1
B00, Trade, 85712.250, 170, B00, S11, 1
B00, Trade, 85715.769, 160, B00, S08, 1
B00, Trade, 85724.808, 173, B00, S05, 1
B00, Trade, 85734.442, 165, B00, S13, 1
B00, Trade, 85748.769, 169, S20, B00, 1
B00, Trade, 85756.000, 162, B00, S08, 1
B00, Trade, 85769.250, 172, B00, S09, 1
B00, Trade, 85780.154, 166, B00, S21, 1
B00, Trade, 85785.365, 168, B00, S01, 1
B00, Trade, 85804.962, 172, B00, S18, 1
B00, Trade, 85812.250, 165, B00, S01, 1
B00, Trade, 85816.288, 176, S07, B00, 1
B00, Trade, 85829.904, 169, B00, S17, 1
B00, Trade, 85835.308, 178, S15, B00, 1
B00, Trade, 85847.308, 167, B00, S10, 1
B00, Trade, 85882.865, 169, B00, S00, 1
B00, Trade, 85893.308, 169, B00, S03, 1
B00, Trade, 85897.365, 166, B00, S12, 1
B00, Trade, 85910.462, 172, B00, S19, 1
B00, Trade, 85922.923, 169, B00, S18, 1
B00, Trade, 85925.846, 168, B00, S03, 1
B00, Trade, 85937.423, 165, S00, B00, 1
B00, Trade, 85962.577, 167, B00, S19, 1
B00, Trade, 85970.346, 165, B00, S18, 1
B00, Trade, 85984.904, 167, B00, S19, 1
B00, Trade, 85994.058, 173, S11, B00, 1
B00, Trade, 86011.327, 165, B00, S06, 1
B00, Trade, 86018.135, 174, S20, B00, 1
B00, Trade, 86033.923, 172, S03, B00, 1
B00, Trade, 86034.481, 171, S19, B00, 1
B00, Trade, 86047.769, 178, B00, S00, 1
B00, Trade, 86071.173, 166, S20, B00, 1
B00, Trade, 86075.635, 173, B00, S13, 1
B00, Trade, 86088.365, 169, P00, B00, 1
B00, Trade, 86095.942, 169, B00, S24, 1
B00, Trade, 86106.462, 163, B00, S17, 1
B00, Trade, 86123.365, 172, B00, S21, 1
B00, Trade, 86137.346, 169, B00, S20, 1
B00, Trade, 86141.096, 169, B00, S10, 1
B00, Trade, 86152.442, 168, B00, S16, 1
B00, Trade, 86169.808, 165, B00, S08, 1
B00, Trade, 86174.808, 164, B00, S16, 1
B00, Trade, 86189.192, 165, P00, B00, 1
B00, Trade, 86202.231, 170, S06, B00, 1
B00, Trade, 86206.000, 169, S11, B00, 1
B00, Trade, 86221.577, 166, B00, S06, 1
B00, Trade, 86231.885, 162, S12, B00, 1
B00, Trade, 86240.750, 163, B00, S07, 1
B00, Trade, 86256.808, 165, B00, S15, 1
B00, Trade, 86257.635, 165, S19, B00, 1
B00, Trade, 86267.673, 166, B00, S21, 1
B00, Trade, 86280.942, 171, B00, S18, 1
B00, Trade, 86290.808, 168, B00, S10, 1
B00, Trade, 86305.712, 170, B00, S06, 1
B00, Trade, 86320.269, 167, B00, S10, 1
B00, Trade, 86324.596, 171, B00, S13, 1
B00, Trade, 86329.635, 166, B00, S18, 1
B00, Trade, 86335.808, 173, S08, B00, 1
B00, Trade, 86355.500, 168, B00, S13, 1
B00, Trade, 86363.192, 167, S19, B00, 1
B00, Trade, 86370.673, 167, B00, S08, 1
B00, Trade, 86382.615, 174, S00, B00, 1
B00, Trade, 86398.635, 166, B00, S17, 1
B01, 100
B01, Trade, 85208.538, 163, B01, S22, 1
B01, Trade, 85231.942, 169, P00, B01, 1
B01, Trade, 85236.308, 157, B01, S21, 1
