B00, 100
B00, Trade, 85074.327, 162, S04, B00, 1
B00, Trade, 85090.827, 167, B00, S19, 1
B00, Trade, 85095.577, 166, B00, S06, 1
B00, Trade, 85110.135, 167, S15, B00, 1
B00, Trade, 85116.404, 162, S21, B00, 1
B00, Trade, 85134.962, 171, B00, S14, 1
B00, Trade, 85156.577, 171, S14, B00, 1
B00, Trade, 85182.731, 162, S01, B00, 1
B00, Trade, 85211.519, 164, B00, S09, 1
B00, Trade, 85215.231, 168, S03, B00, 1
B00, Trade, 85227.404, 176, B00, S24, 1
B00, Trade, 85239.615, 165, B00, S09, 1
B00, Trade, 85245.942, 163, B00, S13, 1
B00, Trade, 85269.731, 167, B00, S18, 1
B00, Trade, 85274.288, 170, S06, B00, 1
B00, Trade, 85289.731, 171, S20, B00, 1
B00, Trade, 85311.346, 163, B00, S20, 1
B00, Trade, 85319.615, 167, S24, B00, 1
B00, Trade, 85330.077, 174, B00, S05, 1
B00, Trade, 85353.404, 164, B00, S01, 1
B00, Trade, 85362.154, 165, B00, S01, 1
B00, Trade, 85381.442, 168, S14, B00, 1
B00, Trade, 85386.250, 166, B00, S22, 1
B00, Trade, 85394.769, 166, S00, B00, 1
B00, Trade, 85409.577, 172, B00, S24, 1
B00, Trade, 85425.904, 168, B00, S12, 1
B00, Trade, 85440.385, 171, S15, B00, 1
B00, Trade, 85455.115, 168, B00, S05, 1
B00, Trade, 85483.442, 171, S24, B00, 1
B00, Trade, 85492.769, 168, S09, B00, 1
B00, Trade, 85513.615, 163, B00, S10, 1
B00, Trade, 85531.635, 166, B00, S01, 1
B00, Trade, 85540.846, 173, S14, B00, 1
B00, Trade, 85550.423, 171, P01, B00, 1
B00, Trade, 85568.327, 165, B00, S20, 1
B00, Trade, 85586.885, 169, S10, B00, 1
B00, Trade, 85612.346, 166, B00, S10, 1
B00, Trade, 85621.654, 169, S11, B00, 1
B00, Trade, 85632.538, 163, B00, S16, 1
B00, Trade, 85646.865, 169, S14, B00, 1
B00, Trade, 85649.481, 169, S18, B00, 1
B00, Trade, 85664.135, 165, B00, S16, 1
B00, Trade, 85669.558, 163, B00, S17, 1
B00, Trade, 85723.231, 171, S04, B00, 1
B00, Trade, 85747.538, 168, S00, B00, 1
B00, Trade, 85764.288, 165, S14, B00, 1
B00, Trade, 85782.462, 170, S14, B00, 1
B00, Trade, 85802.481, 169, B00, S16, 1
B00, Trade, 85821.538, 171, S08, B00, 1
B00, Trade, 85835.596, 170, B00, S16, 1
B00, Trade, 85843.885, 169, B00, S13, 1
B00, Trade, 85850.654, 171, S05, B00, 1
B00, Trade, 85860.981, 179, B00, S15, 1
B00, Trade, 85867.288, 169, S11, B00, 1
B00, Trade, 85883.981, 169, B00, S19, 1
B00, Trade, 85886.577, 172, S24, B00, 1
B00, Trade, 85910.808, 169, S10, B00, 1
B00, Trade, 85926.577, 164, B00, S08, 1
B00, Trade, 85936.192, 175, S15, B00, 1
B00, Trade, 85955.962, 166, B00, S22, 1
B00, Trade, 85959.981, 171, B00, S09, 1
B00, Trade, 85969.596, 166, B00, S24, 1
B00, Trade, 85984.135, 168, B00, S19, 1
B00, Trade, 85991.250, 174, B00, S11, 1
B00, Trade, 86001.404, 171, B00, S24, 1
B00, Trade, 86019.635, 166, B00, S05, 1
B00, Trade, 86022.423, 169, S03, B00, 1
B00, Trade, 86031.442, 167, B00, S02, 1
B00, Trade, 86045.327, 165, B00, S01, 1
B00, Trade, 86052.500, 169, S23, B00, 1
B00, Trade, 86056.250, 169, B00, S01, 1
B00, Trade, 86071.096, 169, B00, S08, 1
B00, Trade, 86083.750, 172, S12, B00, 1
B00, Trade, 86092.385, 169, B00, S22, 1
B00, Trade, 86111.385, 168, S00, B00, 1
B00, Trade, 86129.077, 171, B00, S19, 1
B00, Trade, 86131.231, 182, S05, B00, 1
B00, Trade, 86148.654, 164, B00, S07, 1
B00, Trade, 86159.077, 169, S05, B00, 1
B00, Trade, 86171.885, 166, B00, S16, 1
B00, Trade, 86182.000, 166, B00, S13, 1
B00, Trade, 86191.500, 171, B00, S18, 1
B00, Trade, 86200.654, 169, B00, S04, 1
B00, Trade, 86215.385, 163, B00, S18, 1
B00, Trade, 86219.788, 164, S10, B00, 1
B00, Trade, 86231.500, 166, B00, S05, 1
B00, Trade, 86244.346, 165, B00, S04, 1
B00, Trade, 86248.577, 171, S15, B00, 1
B00, Trade, 86272.077, 163, B00, S11, 1
B00, Trade, 86276.000, 167, B00, S16, 1
B00, Trade, 86294.731, 171, S24, B00, 1
B00, Trade, 86308.077, 164, B00, S23, 1
B00, Trade, 86320.173, 164, S10, B00, 1
B00, Trade, 86333.865, 171, S15, B00, 1
B00, Trade, 86350.231, 170, B00, S21, 1
B00, Trade, 86357.500, 164, B00, S21, 1
B00, Trade, 86362.462, 177, S09, B00, 1
B00, Trade, 86375.000, 165, B00, S14, 1
B00, Trade, 86383.654, 172, S09, B00, 1
B00, Trade, 86395.558, 155, B00, S01, 1
B01, 100
B01, Trade, 85194.423, 166, B01, S07, 1
B01, Trade, 85208.000, 167, B01, S19, 1
B01, Trade, 85211.885, 161, B01, S05, 1
B01, Trade, 85231.942, 166, B01, S21, 1
B01, Trade, 85243.904, 164, B01, S17, 1
B01, Trade, 85248.673, 166, B01, S08, 1
B01, Trade, 85256.423, 168, B01, S20, 1
B01, Trade, 85271.000, 169, B01, P01, 1
B01, Trade, 85282.538, 167, B01, S09, 1
B01, Trade, 85291.923, 170, B01, S08, 1
B01, Trade, 85305.019, 170, S24, B01, 1
B01, Trade, 85328.173, 177, S08, B01, 1
B01, Trade, 85338.942, 167, B01, S04, 1
B01, Trade, 85353.519, 163, B01, S07, 1
B01, Trade, 85361.673, 166, S19, B01, 1
B01, Trade, 85365.250, 167, S16, B01, 1
B01, Trade, 85374.500, 165, B01, S03, 1
B01, Trade, 85394.615, 165, S14, B01, 1
B01, Trade, 85408.442, 168, B01, S11, 1
B01, Trade, 85423.519, 168, B01, S02, 1
