B00, 100
B00, Trade, 85216.019, 99, S08, B00, 1
B00, Trade, 85254.577, 101, B00, S21, 1
B00, Trade, 85260.635, 111, P00, B00, 1
B00, Trade, 85281.538, 106, B00, S24, 1
B00, Trade, 85301.962, 106, S14, B00, 1
B00, Trade, 85306.404, 107, S07, B00, 1
B00, Trade, 85324.442, 105, S15, B00, 1
B00, Trade, 85334.442, 112, P00, B00, 1
B00, Trade, 85345.038, 107, S17, B00, 1
B00, Trade, 85359.135, 108, S08, B00, 1
B00, Trade, 85365.365, 105, S03, B00, 1
B00, Trade, 85377.712, 102, S02, B00, 1
B00, Trade, 85400.673, 118, S22, B00, 1
B00, Trade, 85409.750, 110, S12, B00, 1
B00, Trade, 85425.346, 101, B00, S21, 1
B00, Trade, 85431.462, 106, B00, S03, 1
B00, Trade, 85437.442, 106, S04, B00, 1
B00, Trade, 85454.596, 103, B00, S23, 1
B00, Trade, 85455.500, 106, P00, B00, 1
B00, Trade, 85464.538, 105, S12, B00, 1
B00, Trade, 85473.462, 102, S02, B00, 1
B00, Trade, 85488.019, 108, S07, B00, 1
B00, Trade, 85507.038, 106, B00, S19, 1
B00, Trade, 85518.212, 106, B00, S21, 1
B00, Trade, 85528.692, 110, S19, B00, 1
B00, Trade, 85538.038, 109, S08, B00, 1
B00, Trade, 85551.942, 104, B00, S20, 1
B00, Trade, 85558.442, 114, S24, B00, 1
B00, Trade, 85565.019, 109, S22, B00, 1
B00, Trade, 85574.404, 107, P00, B00, 1
B00, Trade, 85595.192, 116, S04, B00, 1
B00, Trade, 85616.808, 105, S16, B00, 1
B00, Trade, 85635.962, 109, S01, B00, 1
B00, Trade, 85660.769, 108, S00, B00, 1
B00, Trade, 85676.500, 107, B00, S17, 1
B00, Trade, 85687.346, 111, S19, B00, 1
B00, Trade, 85695.808, 113, S07, B00, 1
B00, Trade, 85713.865, 106, S08, B00, 1
B00, Trade, 85720.385, 108, S12, B00, 1
B00, Trade, 85730.154, 105, S04, B00, 1
B00, Trade, 85733.538, 116, S13, B00, 1
