B00, 100
B00, Trade, 84924.962, 162, S04, B00, 1
B00, Trade, 84941.462, 160, P00, B00, 1
B00, Trade, 84964.231, 154, B00, S17, 1
B00, Trade, 84971.731, 154, B00, S19, 1
B00, Trade, 84974.596, 160, S03, B00, 1
B00, Trade, 84992.865, 153, B00, S06, 1
B00, Trade, 85000.038, 153, S13, B00, 1
B00, Trade, 85004.558, 154, B00, S02, 1
B00, Trade, 85026.558, 151, B00, S19, 1
B00, Trade, 85038.423, 156, B00, S13, 1
B00, Trade, 85050.423, 152, P00, B00, 1
B00, Trade, 85054.942, 156, B00, S16, 1
B00, Trade, 85079.385, 154, B00, S01, 1
B00, Trade, 85083.077, 153, B00, S17, 1
B00, Trade, 85085.769, 158, P00, B00, 1
B00, Trade, 85101.058, 155, B00, S20, 1
B00, Trade, 85118.231, 159, B00, S16, 1
B00, Trade, 85130.346, 156, B00, S13, 1
B00, Trade, 85151.096, 157, S17, B00, 1
B00, Trade, 85172.635, 158, S00, B00, 1
B00, Trade, 85186.038, 165, S19, B00, 1
B00, Trade, 85200.904, 153, B00, S02, 1
B00, Trade, 85207.000, 154, B00, S18, 1
B00, Trade, 85219.519, 154, P00, B00, 1
B00, Trade, 85227.904, 160, B00, S11, 1
B00, Trade, 85242.865, 157, S15, B00, 1
B00, Trade, 85261.654, 156, B00, S08, 1
B00, Trade, 85282.288, 159, S02, B00, 1
B00, Trade, 85294.058, 152, S11, B00, 1
B00, Trade, 85306.327, 156, S07, B00, 1
B00, Trade, 85325.558, 161, S01, B00, 1
B00, Trade, 85342.212, 150, B00, S19, 1
B00, Trade, 85355.635, 156, B00, S01, 1
B00, Trade, 85363.635, 160, S17, B00, 1
B00, Trade, 85383.654, 152, B00, S02, 1
B00, Trade, 85388.269, 152, S12, B00, 1
B00, Trade, 85394.058, 160, P00, B00, 1
B00, Trade, 85422.154, 154, B00, S13, 1
B00, Trade, 85428.308, 156, S09, B00, 1
B00, Trade, 85439.577, 156, B00, S01, 1
B00, Trade, 85452.250, 167, S05, B00, 1
B00, Trade, 85470.981, 164, S03, B00, 1
B00, Trade, 85486.596, 159, S06, B00, 1
B00, Trade, 85502.481, 160, S19, B00, 1
B00, Trade, 85516.115, 144, B00, S16, 1
B00, Trade, 85544.096, 153, B00, S16, 1
B00, Trade, 85554.885, 160, S07, B00, 1
B00, Trade, 85572.462, 156, S19, B00, 1
B00, Trade, 85600.942, 161, S08, B00, 1
B00, Trade, 85609.923, 154, B00, S04, 1
B00, Trade, 85629.712, 159, S07, B00, 1
B00, Trade, 85635.904, 160, S01, B00, 1
B00, Trade, 85658.269, 154, S02, B00, 1
B00, Trade, 85676.904, 152, B00, S17, 1
B00, Trade, 85714.500, 155, B00, S11, 1
B00, Trade, 85725.923, 154, S04, B00, 1
B00, Trade, 85752.404, 154, S10, B00, 1
B00, Trade, 85777.596, 147, B00, S21, 1
B00, Trade, 85778.038, 149, S09, B00, 1
B00, Trade, 85794.558, 149, B00, S15, 1
B00, Trade, 85796.250, 156, S07, B00, 1
B00, Trade, 85813.577, 165, S00, B00, 1
B00, Trade, 85830.865, 153, B00, S09, 1
B00, Trade, 85854.346, 155, S21, B00, 1
B00, Trade, 85871.962, 147, B00, S18, 1
B00, Trade, 85888.885, 165, B00, S13, 1
B00, Trade, 85905.481, 151, B00, S19, 1
B00, Trade, 85923.058, 155, S21, B00, 1
B00, Trade, 85945.788, 159, S15, B00, 1
B00, Trade, 85961.962, 152, B00, S09, 1
B00, Trade, 85970.423, 157, S13, B00, 1
B00, Trade, 85983.365, 157, S12, B00, 1
B00, Trade, 86000.115, 153, B00, S17, 1
B00, Trade, 86002.019, 158, S02, B00, 1
B00, Trade, 86011.712, 151, B00, S17, 1
B00, Trade, 86016.846, 149, S09, B00, 1
B00, Trade, 86043.346, 160, S19, B00, 1
B00, Trade, 86058.615, 160, S00, B00, 1
B00, Trade, 86083.346, 156, S22, B00, 1
B00, Trade, 86091.038, 151, S20, B00, 1
B00, Trade, 86098.788, 150, S04, B00, 1
B00, Trade, 86107.481, 151, B00, S01, 1
B00, Trade, 86120.538, 162, S23, B00, 1
B00, Trade, 86151.346, 153, B00, S05, 1
B00, Trade, 86163.654, 154, B00, S20, 1
B00, Trade, 86192.115, 156, S09, B00, 1
B00, Trade, 86207.558, 154, B00, S01, 1
B00, Trade, 86213.077, 156, S20, B00, 1
B00, Trade, 86227.096, 156, P00, B00, 1
B00, Trade, 86260.500, 160, S04, B00, 1
B00, Trade, 86270.442, 156, B00, S23, 1
B00, Trade, 86287.750, 146, B00, S08, 1
B00, Trade, 86292.981, 162, S04, B00, 1
B00, Trade, 86306.231, 146, B00, S06, 1
B00, Trade, 86310.019, 152, S02, B00, 1
B00, Trade, 86322.058, 151, B00, S19, 1
B00, Trade, 86339.808, 156, S15, B00, 1
B00, Trade, 86364.846, 152, B00, S14, 1
B00, Trade, 86375.019, 157, P00, B00, 1
B00, Trade, 86390.731, 148, B00, S18, 1
B01, 100
B01, Trade, 85033.250, 158, S13, B01, 1
B01, Trade, 85044.423, 154, B01, S04, 1
B01, Trade, 85092.000, 166, S19, B01, 1
B01, Trade, 85101.000, 160, S07, B01, 1
B01, Trade, 85109.596, 157, P00, B01, 1
B01, Trade, 85121.385, 156, B01, S09, 1
B01, Trade, 85125.462, 161, P00, B01, 1
B01, Trade, 85134.846, 155, B01, S23, 1
B01, Trade, 85148.558, 156, B01, S06, 1
B01, Trade, 85160.327, 164, S22, B01, 1
B01, Trade, 85190.462, 164, S09, B01, 1
B01, Trade, 85201.654, 153, B01, S19, 1
B01, Trade, 85216.077, 162, S21, B01, 1
