B00, 100
B00, Trade, 84903.327, 167, B00, S06, 1
B00, Trade, 84944.308, 157, B00, S00, 1
B00, Trade, 84952.173, 170, S11, B00, 1
B00, Trade, 84965.000, 164, B00, S13, 1
B00, Trade, 84983.923, 166, S03, B00, 1
B00, Trade, 84992.346, 162, S04, B00, 1
B00, Trade, 85021.750, 163, S10, B00, 1
B00, Trade, 85029.885, 167, S08, B00, 1
B00, Trade, 85040.096, 166, B00, S24, 1
B00, Trade, 85043.865, 167, S12, B00, 1
B00, Trade, 85065.000, 166, B00, S21, 1
B00, Trade, 85073.500, 167, B00, S06, 1
B00, Trade, 85075.750, 172, S02, B00, 1
B00, Trade, 85090.327, 167, S12, B00, 1
B00, Trade, 85112.308, 164, P01, B00, 1
B00, Trade, 85143.019, 171, S09, B00, 1
B00, Trade, 85160.885, 166, B00, S21, 1
B00, Trade, 85177.269, 168, S22, B00, 1
B00, Trade, 85182.712, 168, S12, B00, 1
B00, Trade, 85212.692, 173, P01, B00, 1
B00, Trade, 85222.462, 173, S22, B00, 1
B00, Trade, 85226.808, 169, B00, S04, 1
B00, Trade, 85246.808, 173, S18, B00, 1
B00, Trade, 85272.596, 168, S03, B00, 1
B00, Trade, 85299.942, 163, B00, S05, 1
B00, Trade, 85311.865, 171, B00, S04, 1
B00, Trade, 85316.596, 173, S19, B00, 1
B00, Trade, 85333.481, 160, B00, S18, 1
B00, Trade, 85339.865, 168, B00, S08, 1
B00, Trade, 85352.173, 164, B00, S15, 1
B00, Trade, 85362.500, 177, S22, B00, 1
B00, Trade, 85367.596, 175, B00, S00, 1
B00, Trade, 85382.288, 170, B00, S07, 1
B00, Trade, 85405.750, 169, B00, S13, 1
B00, Trade, 85421.635, 162, B00, S16, 1
B00, Trade, 85424.000, 170, S22, B00, 1
B00, Trade, 85447.481, 165, B00, S07, 1
B00, Trade, 85453.538, 161, B00, S00, 1
B00, Trade, 85493.942, 166, S12, B00, 1
B00, Trade, 85509.308, 165, S09, B00, 1
B00, Trade, 85518.000, 168, B00, S16, 1
B00, Trade, 85539.942, 167, B00, S08, 1
B00, Trade, 85546.827, 170, B00, S11, 1
B00, Trade, 85555.327, 172, B00, S04, 1
B00, Trade, 85573.154, 169, B00, S07, 1
B00, Trade, 85578.750, 168, S22, B00, 1
B00, Trade, 85585.769, 167, S10, B00, 1
B00, Trade, 85619.115, 168, B00, S23, 1
B00, Trade, 85627.788, 168, S04, B00, 1
B00, Trade, 85640.904, 174, S24, B00, 1
B00, Trade, 85678.538, 169, P01, B00, 1
B00, Trade, 85693.519, 172, S16, B00, 1
B00, Trade, 85710.212, 174, S22, B00, 1
B00, Trade, 85740.769, 164, S19, B00, 1
B00, Trade, 85760.173, 171, P01, B00, 1
B00, Trade, 85768.462, 175, S13, B00, 1
B00, Trade, 85782.750, 166, B00, S06, 1
B00, Trade, 85792.000, 166, B00, S04, 1
