B00, 100
B00, Trade, 84975.346, 99, B00, S14, 1
B00, Trade, 85000.654, 99, P00, B00, 1
B00, Trade, 85029.962, 102, S02, B00, 1
B00, Trade, 85042.019, 103, B00, S19, 1
B00, Trade, 85050.846, 105, S07, B00, 1
B00, Trade, 85065.731, 100, S24, B00, 1
B00, Trade, 85120.096, 107, S18, B00, 1
B00, Trade, 85137.442, 94, S04, B00, 1
B00, Trade, 85147.250, 102, B00, S05, 1
B00, Trade, 85159.558, 106, S14, B00, 1
B00, Trade, 85172.308, 105, S11, B00, 1
B00, Trade, 85201.192, 101, P00, B00, 1
B00, Trade, 85215.923, 105, B00, S13, 1
B00, Trade, 85218.288, 111, S24, B00, 1
B00, Trade, 85230.865, 101, B00, S00, 1
B00, Trade, 85235.327, 113, B00, S24, 1
B00, Trade, 85258.981, 104, S09, B00, 1
B00, Trade, 85286.096, 103, S22, B00, 1
B00, Trade, 85300.885, 110, S06, B00, 1
B00, Trade, 85309.192, 108, S04, B00, 1
B00, Trade, 85327.423, 106, B00, S05, 1
B00, Trade, 85334.635, 113, S09, B00, 1
B00, Trade, 85355.692, 102, B00, S12, 1
B00, Trade, 85371.904, 101, B00, S05, 1
B00, Trade, 85377.346, 103, P00, B00, 1
B00, Trade, 85402.538, 104, S24, B00, 1
B00, Trade, 85412.212, 106, S12, B00, 1
B00, Trade, 85432.173, 103, S04, B00, 1
B00, Trade, 85436.385, 104, B00, S18, 1
B00, Trade, 85446.654, 106, S24, B00, 1
B00, Trade, 85463.212, 111, S09, B00, 1
B00, Trade, 85482.923, 99, B00, S06, 1
B00, Trade, 85487.058, 108, B00, S01, 1
B00, Trade, 85499.558, 103, B00, S06, 1
B00, Trade, 85509.365, 110, P00, B00, 1
B00, Trade, 85523.096, 105, S12, B00, 1
B00, Trade, 85531.519, 104, B00, S03, 1
B00, Trade, 85538.500, 107, B00, S06, 1
B00, Trade, 85562.981, 106, B00, S19, 1
B00, Trade, 85563.596, 113, P00, B00, 1
B00, Trade, 85579.346, 110, B00, S18, 1
B00, Trade, 85585.404, 101, B00, S08, 1
B00, Trade, 85603.865, 105, B00, S08, 1
B00, Trade, 85609.000, 114, S16, B00, 1
B00, Trade, 85624.788, 109, S18, B00, 1
B00, Trade, 85644.615, 114, S24, B00, 1
B00, Trade, 85684.346, 107, S19, B00, 1
B00, Trade, 85704.923, 118, S14, B00, 1
B00, Trade, 85715.865, 109, B00, S16, 1
B00, Trade, 85730.346, 109, B00, S09, 1
B00, Trade, 85739.154, 110, B00, S14, 1
B00, Trade, 85753.442, 107, S07, B00, 1
B00, Trade, 85769.538, 112, S14, B00, 1
B00, Trade, 85781.788, 107, B00, S22, 1
B00, Trade, 85793.192, 112, S04, B00, 1
B00, Trade, 85812.096, 105, B00, S11, 1
B00, Trade, 85818.308, 106, B00, S15, 1
B00, Trade, 85840.846, 114, B00, S09, 1
B00, Trade, 85852.365, 104, B00, S04, 1
B00, Trade, 85855.923, 106, S22, B00, 1
B00, Trade, 85885.519, 106, B00, S11, 1
B00, Trade, 85891.635, 111, S09, B00, 1
B00, Trade, 85899.346, 116, P00, B00, 1
B00, Trade, 85917.038, 105, B00, S00, 1
B00, Trade, 85925.038, 109, B00, S23, 1
B00, Trade, 85929.942, 107, S20, B00, 1
B00, Trade, 85941.558, 106, B00, S05, 1
B00, Trade, 85955.135, 108, B00, S11, 1
B00, Trade, 85962.865, 110, S21, B00, 1
B00, Trade, 85973.692, 106, B00, S20, 1
B00, Trade, 85984.981, 112, S18, B00, 1
B00, Trade, 86004.500, 109, B00, S00, 1
B00, Trade, 86023.115, 111, S04, B00, 1
B00, Trade, 86027.769, 108, S21, B00, 1
B00, Trade, 86036.269, 111, B00, S02, 1
B00, Trade, 86059.038, 103, B00, S02, 1
B00, Trade, 86067.846, 109, S23, B00, 1
B00, Trade, 86079.692, 115, P00, B00, 1
B00, Trade, 86089.115, 111, B00, S09, 1
B00, Trade, 86106.231, 111, S18, B00, 1
B00, Trade, 86126.577, 105, B00, S07, 1
B00, Trade, 86130.288, 111, P00, B00, 1
B00, Trade, 86141.942, 105, B00, S14, 1
B00, Trade, 86159.519, 106, B00, S20, 1
B00, Trade, 86180.615, 113, S00, B00, 1
