B00, 100
B00, Trade, 85239.212, 103, B00, S22, 1
B00, Trade, 85245.404, 101, B00, S00, 1
B00, Trade, 85258.250, 108, S16, B00, 1
B00, Trade, 85265.577, 107, B00, S24, 1
B00, Trade, 85281.365, 105, S02, B00, 1
B00, Trade, 85283.538, 106, B00, S02, 1
B00, Trade, 85302.750, 110, S11, B00, 1
B00, Trade, 85315.365, 103, B00, S23, 1
B00, Trade, 85337.308, 103, B00, S12, 1
B00, Trade, 85341.308, 109, P01, B00, 1
B00, Trade, 85348.904, 104, B00, S13, 1
B00, Trade, 85359.750, 107, S06, B00, 1
B00, Trade, 85367.135, 110, B00, S19, 1
B00, Trade, 85384.981, 102, B00, S23, 1
B00, Trade, 85392.308, 109, B00, S19, 1
B00, Trade, 85403.885, 101, B00, S24, 1
B00, Trade, 85431.808, 106, B00, S04, 1
B00, Trade, 85438.269, 102, B00, S13, 1
B00, Trade, 85449.962, 105, B00, S09, 1
B00, Trade, 85458.769, 107, B00, S06, 1
B00, Trade, 85466.596, 108, B00, S14, 1
B00, Trade, 85479.308, 110, S09, B00, 1
B00, Trade, 85492.481, 97, B00, S03, 1
B00, Trade, 85496.904, 106, S17, B00, 1
B00, Trade, 85510.404, 112, S17, B00, 1
B00, Trade, 85521.923, 104, B00, S20, 1
B00, Trade, 85524.038, 104, S24, B00, 1
B00, Trade, 85551.077, 101, B00, S06, 1
B00, Trade, 85553.212, 102, B00, S04, 1
B00, Trade, 85573.019, 109, B00, S12, 1
B00, Trade, 85573.673, 111, S17, B00, 1
B00, Trade, 85592.365, 108, B00, S06, 1
B00, Trade, 85593.192, 108, S09, B00, 1
B00, Trade, 85613.500, 111, B00, S07, 1
B00, Trade, 85628.481, 109, B00, S22, 1
B00, Trade, 85641.481, 107, B00, S13, 1
B00, Trade, 85656.038, 112, B00, S15, 1
B00, Trade, 85665.519, 109, B00, S19, 1
B00, Trade, 85673.231, 106, B00, S23, 1
B00, Trade, 85679.865, 113, B00, S02, 1
B00, Trade, 85689.038, 105, S22, B00, 1
B00, Trade, 85700.750, 118, B00, S16, 1
B00, Trade, 85709.385, 108, B00, S17, 1
B00, Trade, 85723.538, 111, S02, B00, 1
B00, Trade, 85731.654, 110, B00, S10, 1
B00, Trade, 85746.712, 100, B00, S10, 1
B00, Trade, 85747.212, 101, B00, S24, 1
B00, Trade, 85758.192, 105, B00, S18, 1
B00, Trade, 85772.404, 106, P01, B00, 1
B00, Trade, 85784.538, 107, B00, S15, 1
B00, Trade, 85791.712, 109, B00, S00, 1
B00, Trade, 85798.173, 104, B00, S15, 1
B00, Trade, 85810.135, 100, S19, B00, 1
B00, Trade, 85816.423, 104, S04, B00, 1
B00, Trade, 85846.981, 102, B00, S04, 1
B00, Trade, 85867.712, 100, B00, S13, 1
B00, Trade, 85874.923, 100, S17, B00, 1
B00, Trade, 85891.769, 97, B00, S18, 1
B00, Trade, 85893.000, 104, S00, B00, 1
B00, Trade, 85908.365, 106, B00, S19, 1
B00, Trade, 85919.654, 100, B00, S08, 1
B00, Trade, 85934.000, 96, B00, S13, 1
B00, Trade, 85937.827, 101, B00, S15, 1
B00, Trade, 85954.385, 101, B00, S22, 1
B00, Trade, 85954.981, 102, S02, B00, 1
B00, Trade, 85966.327, 96, S22, B00, 1
B00, Trade, 85979.135, 101, B00, S13, 1
B00, Trade, 85995.635, 98, B00, S21, 1
B00, Trade, 85998.538, 98, P01, B00, 1
B00, Trade, 86015.250, 105, B00, S18, 1
B00, Trade, 86032.423, 103, B00, S12, 1
B00, Trade, 86051.058, 103, B00, S19, 1
B00, Trade, 86058.212, 99, B00, S12, 1
B00, Trade, 86073.615, 101, B00, S07, 1
B00, Trade, 86083.615, 102, B00, S12, 1
B00, Trade, 86097.288, 99, B00, S06, 1
B00, Trade, 86104.827, 96, B00, S19, 1
B00, Trade, 86114.442, 91, B00, S13, 1
B00, Trade, 86117.635, 98, B00, S01, 1
B00, Trade, 86131.212, 104, B00, S16, 1
B00, Trade, 86139.750, 101, B00, S04, 1
B00, Trade, 86149.096, 97, B00, S10, 1
B00, Trade, 86159.481, 97, B00, S01, 1
B00, Trade, 86166.673, 96, B00, S19, 1
B00, Trade, 86194.250, 96, B00, S09, 1
B00, Trade, 86197.019, 97, S22, B00, 1
B00, Trade, 86216.173, 100, B00, S08, 1
B00, Trade, 86222.442, 94, B00, S10, 1
B00, Trade, 86242.077, 106, S16, B00, 1
B00, Trade, 86250.769, 102, B00, S10, 1
B00, Trade, 86260.058, 98, B00, S11, 1
B00, Trade, 86280.250, 100, B00, S21, 1
B00, Trade, 86288.692, 102, B00, S06, 1
B00, Trade, 86295.462, 99, B00, S08, 1
B00, Trade, 86308.654, 96, B00, S10, 1
B00, Trade, 86318.346, 104, S01, B00, 1
B00, Trade, 86331.481, 106, B00, S03, 1
B00, Trade, 86337.077, 100, B00, S07, 1
B00, Trade, 86373.000, 101, S10, B00, 1
B00, Trade, 86391.923, 97, B00, S15, 1
B01, 100
B01, Trade, 85221.115, 100, B01, S18, 1
B01, Trade, 85231.808, 105, S08, B01, 1
B01, Trade, 85236.904, 107, B01, S21, 1
B01, Trade, 85244.846, 100, B01, S03, 1
B01, Trade, 85256.712, 107, B01, S04, 1
B01, Trade, 85270.212, 106, B01, S18, 1
B01, Trade, 85275.808, 106, B01, S01, 1
B01, Trade, 85284.135, 103, B01, S08, 1
B01, Trade, 85301.712, 110, B01, S00, 1
B01, Trade, 85306.808, 106, B01, S09, 1
B01, Trade, 85322.096, 104, B01, S14, 1
B01, Trade, 85324.212, 105, B01, S00, 1
B01, Trade, 85342.000, 109, S13, B01, 1
B01, Trade, 85350.750, 104, B01, S10, 1
B01, Trade, 85367.865, 110, S22, B01, 1
B01, Trade, 85389.731, 105, P01, B01, 1
B01, Trade, 85401.846, 106, B01, S20, 1
B01, Trade, 85415.500, 107, B01, S23, 1
B01, Trade, 85432.423, 106, B01, S15, 1
B01, Trade, 85440.519, 107, S24, B01, 1
B01, Trade, 85453.154, 103, B01, S11, 1
B01, Trade, 85469.308, 105, B01, S24, 1
B01, Trade, 85485.038, 102, B01, S02, 1
B01, Trade, 85497.058, 107, S22, B01, 1
B01, Trade, 85512.096, 102, B01, S15, 1
B01, Trade, 85519.558, 105, B01, S13, 1
B01, Trade, 85529.404, 104, B01, S18, 1
B01, Trade, 85538.827, 112, S08, B01, 1
B01, Trade, 85553.808, 104, B01, S01, 1
B01, Trade, 85564.712, 105, B01, S20, 1
B01, Trade, 85587.019, 107, S13, B01, 1
B01, Trade, 85601.115, 112, B01, S02, 1
B01, Trade, 85612.615, 111, B01, S06, 1
B01, Trade, 85623.596, 105, B01, S12, 1
B01, Trade, 85632.385, 104, B01, S18, 1
B01, Trade, 85658.269, 112, B01, S17, 1
B01, Trade, 85671.769, 112, B01, S09, 1
B01, Trade, 85675.692, 110, B01, S04, 1
B01, Trade, 85685.173, 110, S08, B01, 1
B01, Trade, 85704.712, 112, B01, S23, 1
B01, Trade, 85732.615, 112, P01, B01, 1
B01, Trade, 85736.308, 109, B01, S12, 1
B01, Trade, 85747.596, 102, P01, B01, 1
B01, Trade, 85759.346, 104, B01, S04, 1
B01, Trade, 85768.981, 106, B01, S07, 1
B01, Trade, 85779.192, 104, B01, S08, 1
B01, Trade, 85790.077, 108, B01, S22, 1
B01, Trade, 85799.865, 101, B01, S22, 1
B01, Trade, 85819.923, 104, B01, S07, 1
B01, Trade, 85837.519, 108, B01, S15, 1
B01, Trade, 85839.269, 107, S23, B01, 1
