B00, 100
B00, Trade, 84847.385, 110, S19, B00, 1
B00, Trade, 84867.269, 107, B00, S12, 1
B00, Trade, 84891.769, 102, B00, S04, 1
B00, Trade, 84901.019, 106, P00, B00, 1
B00, Trade, 84904.000, 101, S13, B00, 1
B00, Trade, 84916.712, 122, S19, B00, 1
B00, Trade, 84930.212, 103, S21, B00, 1
B00, Trade, 84952.058, 101, B00, S18, 1
B00, Trade, 84956.654, 113, S19, B00, 1
B00, Trade, 84972.538, 105, B00, S00, 1
B00, Trade, 84996.750, 112, S11, B00, 1
B00, Trade, 85032.250, 102, B00, S00, 1
B00, Trade, 85055.673, 106, B00, S02, 1
B00, Trade, 85064.654, 104, B00, S18, 1
B00, Trade, 85080.654, 107, B00, S24, 1
B00, Trade, 85089.923, 112, P00, B00, 1
B00, Trade, 85095.846, 105, S01, B00, 1
B00, Trade, 85113.615, 109, S18, B00, 1
B00, Trade, 85130.154, 101, B00, S11, 1
B00, Trade, 85137.923, 108, S23, B00, 1
B00, Trade, 85156.673, 106, B00, S00, 1
B00, Trade, 85161.269, 107, S17, B00, 1
B00, Trade, 85168.481, 93, B00, S13, 1
B00, Trade, 85189.808, 106, S01, B00, 1
B00, Trade, 85206.615, 105, B00, S00, 1
B00, Trade, 85221.577, 104, P00, B00, 1
B00, Trade, 85233.365, 101, B00, S02, 1
B00, Trade, 85235.058, 104, S00, B00, 1
B00, Trade, 85264.654, 104, S16, B00, 1
B00, Trade, 85281.673, 107, B00, P01, 1
B00, Trade, 85296.981, 101, B00, S01, 1
B00, Trade, 85310.788, 100, B00, S17, 1
B00, Trade, 85312.423, 111, S21, B00, 1
B00, Trade, 85315.077, 115, S08, B00, 1
B00, Trade, 85340.442, 110, S22, B00, 1
B00, Trade, 85366.442, 104, S17, B00, 1
B00, Trade, 85386.442, 108, S09, B00, 1
B00, Trade, 85406.885, 102, B00, S07, 1
B00, Trade, 85429.077, 105, S03, B00, 1
B00, Trade, 85453.712, 106, B00, S24, 1
B00, Trade, 85455.558, 106, S10, B00, 1
B00, Trade, 85470.404, 94, B00, S24, 1
B00, Trade, 85510.962, 111, S03, B00, 1
B00, Trade, 85521.865, 111, S19, B00, 1
B00, Trade, 85546.077, 103, B00, S08, 1
B00, Trade, 85561.596, 105, S10, B00, 1
