B00, 100
B00, Trade, 85132.750, 109, B00, S19, 1
B00, Trade, 85152.077, 100, B00, S21, 1
B00, Trade, 85156.308, 115, S05, B00, 1
B00, Trade, 85182.673, 112, B00, S05, 1
B00, Trade, 85203.346, 102, B00, S15, 1
B00, Trade, 85206.481, 111, S10, B00, 1
B00, Trade, 85227.346, 103, B00, S04, 1
B00, Trade, 85229.923, 110, S09, B00, 1
B00, Trade, 85245.500, 102, B00, S20, 1
B00, Trade, 85254.904, 100, B00, S10, 1
B00, Trade, 85257.788, 115, P01, B00, 1
B00, Trade, 85277.577, 105, B00, S01, 1
B00, Trade, 85288.135, 113, B00, S15, 1
B00, Trade, 85300.654, 109, B00, S23, 1
B00, Trade, 85309.654, 109, S17, B00, 1
B00, Trade, 85319.212, 105, B00, S14, 1
B00, Trade, 85330.865, 106, B00, S09, 1
B00, Trade, 85347.750, 102, B00, S11, 1
B00, Trade, 85350.635, 107, P01, B00, 1
B00, Trade, 85366.865, 104, B00, S04, 1
B00, Trade, 85376.423, 107, P01, B00, 1
B00, Trade, 85390.673, 104, S16, B00, 1
B00, Trade, 85404.096, 104, B00, S18, 1
B00, Trade, 85413.058, 107, S08, B00, 1
B00, Trade, 85432.423, 109, S20, B00, 1
B00, Trade, 85434.769, 107, P01, B00, 1
B00, Trade, 85455.981, 108, S09, B00, 1
B00, Trade, 85482.154, 107, B00, S05, 1
B00, Trade, 85495.019, 102, S09, B00, 1
B00, Trade, 85513.096, 110, B00, S01, 1
B00, Trade, 85517.692, 108, B00, S17, 1
B00, Trade, 85534.115, 114, S18, B00, 1
B00, Trade, 85539.750, 100, B00, S17, 1
B00, Trade, 85555.654, 109, B00, S23, 1
B00, Trade, 85558.558, 114, S17, B00, 1
B00, Trade, 85568.692, 108, P01, B00, 1
B00, Trade, 85584.058, 101, B00, S03, 1
B00, Trade, 85594.923, 110, S17, B00, 1
B00, Trade, 85603.865, 109, S08, B00, 1
B00, Trade, 85618.346, 104, B00, S19, 1
B00, Trade, 85627.481, 113, S05, B00, 1
B00, Trade, 85639.731, 103, B00, S24, 1
B00, Trade, 85652.885, 108, B00, S06, 1
