B00, 100
B00, Trade, 85039.442, 110, S11, B00, 1
B00, Trade, 85055.423, 111, S13, B00, 1
B00, Trade, 85066.827, 106, S11, B00, 1
B00, Trade, 85087.096, 105, S00, B00, 1
B00, Trade, 85094.212, 106, B00, S02, 1
B00, Trade, 85102.058, 109, S20, B00, 1
B00, Trade, 85142.173, 101, S20, B00, 1
B00, Trade, 85149.077, 99, B00, S01, 1
B00, Trade, 85160.231, 110, B00, S01, 1
B00, Trade, 85172.269, 104, B00, S08, 1
B00, Trade, 85182.442, 107, B00, S07, 1
B00, Trade, 85183.365, 109, S23, B00, 1
B00, Trade, 85208.058, 103, B00, S00, 1
B00, Trade, 85216.731, 96, B00, S02, 1
B00, Trade, 85234.288, 99, B00, S08, 1
B00, Trade, 85239.173, 101, S17, B00, 1
B00, Trade, 85249.712, 108, S19, B00, 1
B00, Trade, 85262.635, 105, B00, S21, 1
B00, Trade, 85270.865, 106, S12, B00, 1
B00, Trade, 85282.904, 98, B00, S15, 1
B00, Trade, 85289.827, 109, B00, S13, 1
B00, Trade, 85295.135, 108, S11, B00, 1
B00, Trade, 85314.885, 102, B00, S12, 1
B00, Trade, 85318.865, 105, B00, S18, 1
B00, Trade, 85325.135, 99, B00, S16, 1
B00, Trade, 85341.981, 102, B00, S08, 1
B00, Trade, 85351.577, 103, B00, S19, 1
B00, Trade, 85363.212, 99, S23, B00, 1
B00, Trade, 85418.712, 101, S11, B00, 1
B00, Trade, 85429.019, 100, B00, S05, 1
B00, Trade, 85442.635, 94, B00, S09, 1
B00, Trade, 85455.173, 101, P00, B00, 1
B00, Trade, 85469.423, 107, B00, S13, 1
B00, Trade, 85487.519, 103, B00, S03, 1
B00, Trade, 85499.077, 106, S15, B00, 1
B00, Trade, 85513.250, 103, B00, S10, 1
B00, Trade, 85530.269, 109, S10, B00, 1
B00, Trade, 85547.808, 96, B00, S10, 1
B00, Trade, 85551.154, 104, S00, B00, 1
B00, Trade, 85560.654, 98, B00, S02, 1
B00, Trade, 85570.615, 101, B00, S07, 1
B00, Trade, 85572.692, 110, S12, B00, 1
B00, Trade, 85592.769, 98, B00, S21, 1
B00, Trade, 85603.250, 98, B00, S02, 1
B00, Trade, 85603.981, 100, S03, B00, 1
B00, Trade, 85616.808, 105, S02, B00, 1
B00, Trade, 85626.769, 98, B00, S19, 1
B00, Trade, 85656.750, 108, S16, B00, 1
B00, Trade, 85670.712, 103, B00, S22, 1
B00, Trade, 85679.288, 99, S19, B00, 1
B00, Trade, 85699.288, 107, S18, B00, 1
B00, Trade, 85718.250, 107, S11, B00, 1
B00, Trade, 85731.231, 92, B00, S16, 1
B00, Trade, 85747.538, 106, S15, B00, 1
B00, Trade, 85758.462, 101, S15, B00, 1
B00, Trade, 85772.385, 107, B00, S12, 1
B00, Trade, 85792.288, 100, B00, S01, 1
B00, Trade, 85793.481, 108, B00, S08, 1
B00, Trade, 85811.365, 104, B00, S17, 1
B00, Trade, 85828.077, 102, B00, S08, 1
B00, Trade, 85836.923, 105, S21, B00, 1
B00, Trade, 85847.635, 114, S16, B00, 1
B00, Trade, 85862.135, 104, B00, S20, 1
B00, Trade, 85879.750, 101, S22, B00, 1
B00, Trade, 85889.308, 100, B00, S01, 1
B00, Trade, 85894.635, 109, B00, S07, 1
B00, Trade, 85938.038, 109, B00, S19, 1
B00, Trade, 85951.212, 110, S03, B00, 1
B00, Trade, 85966.827, 114, S21, B00, 1
B00, Trade, 85984.308, 108, S00, B00, 1
B00, Trade, 86000.577, 103, B00, S21, 1
B00, Trade, 86012.077, 107, B00, S17, 1
B00, Trade, 86020.269, 112, S18, B00, 1
B00, Trade, 86032.135, 98, B00, S17, 1
B00, Trade, 86041.615, 110, S05, B00, 1
B00, Trade, 86052.712, 110, B00, S19, 1
B00, Trade, 86067.865, 103, S14, B00, 1
B00, Trade, 86089.212, 108, B00, S13, 1
B00, Trade, 86096.577, 108, S22, B00, 1
B00, Trade, 86110.942, 104, B00, S06, 1
B00, Trade, 86118.231, 103, S18, B00, 1
B00, Trade, 86129.712, 109, B00, S15, 1
B00, Trade, 86139.000, 98, S08, B00, 1
B00, Trade, 86151.750, 101, B00, S16, 1
B00, Trade, 86183.288, 106, S18, B00, 1
B00, Trade, 86192.192, 114, S00, B00, 1
B00, Trade, 86201.019, 103, B00, S01, 1
B00, Trade, 86226.788, 102, B00, S23, 1
B00, Trade, 86233.962, 105, B00, S22, 1
B00, Trade, 86245.019, 104, B00, S00, 1
B00, Trade, 86249.904, 109, S19, B00, 1
B00, Trade, 86265.385, 101, B00, S07, 1
B00, Trade, 86277.019, 107, B00, S03, 1
B00, Trade, 86293.827, 107, S04, B00, 1
B00, Trade, 86313.538, 106, S19, B00, 1
B00, Trade, 86323.308, 109, B00, S01, 1
B00, Trade, 86329.154, 106, B00, S02, 1
B00, Trade, 86348.212, 106, S21, B00, 1
B00, Trade, 86357.712, 108, B00, S05, 1
B00, Trade, 86377.365, 96, S04, B00, 1
B01, 100
B01, Trade, 84891.846, 110, S24, B01, 1
B01, Trade, 84917.750, 104, B01, S01, 1
B01, Trade, 84921.231, 104, B01, S10, 1
B01, Trade, 84930.615, 109, S13, B01, 1
B01, Trade, 84950.596, 108, S13, B01, 1
B01, Trade, 84954.635, 111, S00, B01, 1
B01, Trade, 84974.865, 103, B01, S11, 1
B01, Trade, 84977.788, 110, S24, B01, 1
B01, Trade, 85003.885, 106, S03, B01, 1
B01, Trade, 85031.808, 103, B01, S23, 1
B01, Trade, 85036.923, 101, S02, B01, 1
B01, Trade, 85046.135, 118, B01, S03, 1
B01, Trade, 85055.077, 111, S15, B01, 1
B01, Trade, 85074.558, 107, B01, S17, 1
B01, Trade, 85082.673, 104, B01, S21, 1
B01, Trade, 85085.577, 108, S04, B01, 1
B01, Trade, 85102.019, 108, B01, S14, 1
B01, Trade, 85113.269, 107, S11, B01, 1
B01, Trade, 85134.231, 113, S24, B01, 1
B01, Trade, 85143.327, 105, P00, B01, 1
B01, Trade, 85165.712, 107, S04, B01, 1
B01, Trade, 85188.692, 106, B01, S07, 1
B01, Trade, 85199.288, 104, P00, B01, 1
B01, Trade, 85216.596, 109, S05, B01, 1
B01, Trade, 85226.808, 99, B01, S23, 1
B01, Trade, 85257.788, 107, B01, S20, 1
B01, Trade, 85273.769, 103, B01, S23, 1
B01, Trade, 85277.077, 108, S20, B01, 1
B01, Trade, 85293.058, 101, B01, S21, 1
B01, Trade, 85299.962, 112, B01, S09, 1
B01, Trade, 85303.827, 111, S08, B01, 1
B01, Trade, 85322.346, 101, S24, B01, 1
B01, Trade, 85339.654, 104, P00, B01, 1
B01, Trade, 85347.654, 102, B01, S02, 1
B01, Trade, 85360.058, 111, S16, B01, 1
B01, Trade, 85385.731, 103, B01, S24, 1
B01, Trade, 85390.692, 106, S08, B01, 1
B01, Trade, 85409.135, 104, B01, S10, 1
B01, Trade, 85421.731, 106, S17, B01, 1
B01, Trade, 85435.173, 101, S16, B01, 1
B01, Trade, 85446.000, 99, B01, S21, 1
B01, Trade, 85468.654, 109, B01, S23, 1
B01, Trade, 85476.192, 109, B01, S22, 1
B01, Trade, 85482.000, 106, P00, B01, 1
B01, Trade, 85504.885, 93, B01, S07, 1
B01, Trade, 85526.115, 99, B01, S17, 1
B01, Trade, 85550.038, 104, S17, B01, 1
B01, Trade, 85574.712, 107, B01, S18, 1
B01, Trade, 85582.019, 97, S03, B01, 1
B01, Trade, 85594.404, 100, B01, S08, 1
B01, Trade, 85605.365, 108, S00, B01, 1
B01, Trade, 85622.538, 99, B01, S17, 1
B01, Trade, 85625.365, 102, S12, B01, 1
B01, Trade, 85644.462, 104, P00, B01, 1
B01, Trade, 85680.500, 99, S16, B01, 1
B01, Trade, 85715.481, 107, S16, B01, 1
B01, Trade, 85742.308, 102, P00, B01, 1
B01, Trade, 85747.769, 108, B01, S07, 1
B01, Trade, 85782.962, 106, S18, B01, 1
B01, Trade, 85791.288, 109, S17, B01, 1
B01, Trade, 85805.731, 108, S03, B01, 1
B01, Trade, 85822.827, 104, B01, S21, 1
B01, Trade, 85825.904, 106, S23, B01, 1
B01, Trade, 85873.673, 102, B01, S19, 1
B01, Trade, 85886.327, 108, S04, B01, 1
B01, Trade, 85905.635, 107, S12, B01, 1
B01, Trade, 85918.481, 106, B01, S16, 1
B01, Trade, 85933.865, 109, B01, S05, 1
B01, Trade, 85948.596, 108, S10, B01, 1
B01, Trade, 85962.077, 104, B01, S03, 1
B01, Trade, 85980.423, 109, S03, B01, 1
B01, Trade, 85995.192, 100, B01, S12, 1
B01, Trade, 86019.000, 106, B01, S12, 1
B01, Trade, 86026.135, 103, S07, B01, 1
B01, Trade, 86049.885, 110, B01, S21, 1
B01, Trade, 86064.808, 101, S08, B01, 1
B01, Trade, 86068.404, 105, S04, B01, 1
B01, Trade, 86082.058, 103, B01, S21, 1
B01, Trade, 86090.712, 107, B01, S17, 1
B01, Trade, 86102.385, 101, B01, S08, 1
B01, Trade, 86107.577, 106, S09, B01, 1
B01, Trade, 86132.673, 103, S14, B01, 1
B01, Trade, 86145.981, 99, B01, S14, 1
B01, Trade, 86150.865, 103, S02, B01, 1
B01, Trade, 86177.212, 109, S10, B01, 1
B01, Trade, 86193.769, 111, B01, S23, 1
B01, Trade, 86197.808, 110, S04, B01, 1
B01, Trade, 86218.885, 106, B01, S16, 1
B01, Trade, 86221.019, 113, S19, B01, 1
B01, Trade, 86249.615, 109, S21, B01, 1
B01, Trade, 86284.712, 105, S02, B01, 1
B01, Trade, 86301.596, 110, S12, B01, 1
B01, Trade, 86314.654, 103, B01, S15, 1
B01, Trade, 86323.808, 111, S18, B01, 1
B01, Trade, 86333.769, 103, B01, S08, 1
B01, Trade, 86345.981, 102, B01, S10, 1
B01, Trade, 86347.135, 106, P00, B01, 1
B01, Trade, 86370.962, 105, S23, B01, 1
B01, Trade, 86385.000, 101, B01, S18, 1
B01, Trade, 86391.192, 104, S16, B01, 1
B02, 100
B02, Trade, 85075.423, 110, S24, B02, 1
B02, Trade, 85103.115, 106, B02, S07, 1
B02, Trade, 85112.173, 107, S23, B02, 1
B02, Trade, 85114.788, 106, S18, B02, 1
B02, Trade, 85135.673, 113, S12, B02, 1
B02, Trade, 85165.192, 103, B02, S03, 1
B02, Trade, 85165.558, 106, S18, B02, 1
B02, Trade, 85183.442, 109, S03, B02, 1
B02, Trade, 85201.077, 102, S13, B02, 1
B02, Trade, 85215.712, 107, S23, B02, 1
B02, Trade, 85228.288, 99, B02, S10, 1
B02, Trade, 85238.192, 99, S13, B02, 1
B02, Trade, 85246.981, 106, P00, B02, 1
B02, Trade, 85262.577, 107, B02, S17, 1
B02, Trade, 85268.635, 94, B02, S19, 1
B02, Trade, 85293.596, 105, P00, B02, 1
B02, Trade, 85299.404, 122, S12, B02, 1
B02, Trade, 85314.673, 106, P00, B02, 1
B02, Trade, 85331.327, 106, S14, B02, 1
B02, Trade, 85336.750, 103, B02, S21, 1
B02, Trade, 85344.750, 107, S04, B02, 1
B02, Trade, 85363.519, 96, B02, S16, 1
B02, Trade, 85367.442, 109, B02, S05, 1
B02, Trade, 85381.135, 105, B02, S06, 1
B02, Trade, 85391.846, 100, B02, S04, 1
B02, Trade, 85400.904, 106, S13, B02, 1
B02, Trade, 85406.250, 105, B02, S07, 1
B02, Trade, 85416.173, 104, B02, S04, 1
B02, Trade, 85431.808, 100, B02, S08, 1
B02, Trade, 85442.500, 95, B02, S21, 1
B02, Trade, 85452.731, 97, B02, S08, 1
B02, Trade, 85457.962, 103, S24, B02, 1
B02, Trade, 85475.192, 114, B02, S01, 1
B02, Trade, 85497.846, 102, B02, S10, 1
B02, Trade, 85513.962, 98, B02, S01, 1
B02, Trade, 85525.000, 104, S00, B02, 1
B02, Trade, 85544.885, 99, S20, B02, 1
B02, Trade, 85562.346, 106, S20, B02, 1
B02, Trade, 85577.038, 101, B02, S05, 1
B02, Trade, 85589.192, 102, S14, B02, 1
B02, Trade, 85599.635, 100, B02, S14, 1
B02, Trade, 85609.192, 105, B02, S03, 1
B02, Trade, 85622.481, 101, B02, S13, 1
B02, Trade, 85626.038, 103, S22, B02, 1
B02, Trade, 85646.596, 98, B02, S04, 1
B02, Trade, 85647.904, 107, S00, B02, 1
B02, Trade, 85674.538, 96, B02, S12, 1
B02, Trade, 85675.269, 105, S10, B02, 1
B02, Trade, 85695.981, 104, B02, S04, 1
B02, Trade, 85726.115, 98, S00, B02, 1
B02, Trade, 85747.904, 103, B02, S16, 1
B02, Trade, 85760.712, 98, B02, S05, 1
B02, Trade, 85765.827, 101, B02, S10, 1
B02, Trade, 85778.712, 107, S05, B02, 1
B02, Trade, 85790.596, 102, B02, S05, 1
B02, Trade, 85802.346, 104, B02, S21, 1
B02, Trade, 85810.269, 104, B02, S07, 1
B02, Trade, 85832.038, 109, S19, B02, 1
B02, Trade, 85841.769, 107, B02, S13, 1
B02, Trade, 85845.750, 112, S12, B02, 1
B02, Trade, 85867.442, 103, B02, S01, 1
B02, Trade, 85890.750, 112, S03, B02, 1
B02, Trade, 85908.673, 107, S05, B02, 1
B02, Trade, 85925.885, 107, S04, B02, 1
B02, Trade, 85940.731, 112, S21, B02, 1
B02, Trade, 85959.635, 104, S16, B02, 1
B02, Trade, 85966.442, 112, S12, B02, 1
B02, Trade, 85984.962, 108, S16, B02, 1
B02, Trade, 85999.077, 104, B02, S16, 1
B02, Trade, 86006.365, 112, S14, B02, 1
B02, Trade, 86021.154, 107, B02, S15, 1
B02, Trade, 86030.904, 99, B02, S09, 1
B02, Trade, 86043.731, 110, S17, B02, 1
B02, Trade, 86047.442, 110, B02, S11, 1
B02, Trade, 86065.058, 96, B02, S03, 1
B02, Trade, 86067.308, 98, B02, S07, 1
B02, Trade, 86079.327, 109, S05, B02, 1
B02, Trade, 86085.077, 107, S03, B02, 1
B02, Trade, 86099.769, 102, B02, S10, 1
B02, Trade, 86104.827, 112, S20, B02, 1
B02, Trade, 86125.538, 104, B02, S00, 1
B02, Trade, 86130.000, 108, B02, S02, 1
B02, Trade, 86139.692, 100, S12, B02, 1
B02, Trade, 86158.250, 106, S04, B02, 1
B02, Trade, 86171.115, 111, S20, B02, 1
B02, Trade, 86178.019, 107, B02, S21, 1
B02, Trade, 86193.442, 111, B02, S02, 1
B02, Trade, 86204.288, 106, S15, B02, 1
B02, Trade, 86209.885, 110, S20, B02, 1
B02, Trade, 86219.923, 103, B02, S15, 1
B02, Trade, 86228.288, 99, S09, B02, 1
B02, Trade, 86241.423, 105, B02, S04, 1
B02, Trade, 86279.423, 107, S22, B02, 1
B02, Trade, 86292.673, 109, S20, B02, 1
B02, Trade, 86295.404, 108, B02, S00, 1
B02, Trade, 86317.115, 101, B02, S05, 1
B02, Trade, 86325.365, 112, S20, B02, 1
B02, Trade, 86341.308, 105, B02, S24, 1
B02, Trade, 86354.808, 107, S20, B02, 1
B02, Trade, 86367.788, 102, P00, B02, 1
B03, 100
B03, Trade, 84459.596, 109, S18, B03, 1
B03, Trade, 84497.962, 108, S04, B03, 1
B03, Trade, 84515.250, 104, S21, B03, 1
B03, Trade, 84520.692, 104, S23, B03, 1
B03, Trade, 84549.038, 102, B03, S07, 1
B03, Trade, 84566.846, 109, S17, B03, 1
B03, Trade, 84592.865, 102, S07, B03, 1
B03, Trade, 84609.019, 103, S18, B03, 1
B03, Trade, 84623.173, 104, B03, S15, 1
B03, Trade, 84668.077, 104, S11, B03, 1
B03, Trade, 84684.231, 110, S08, B03, 1
B03, Trade, 84732.365, 113, B03, S03, 1
B03, Trade, 84752.788, 108, B03, S17, 1
B03, Trade, 84809.615, 101, S14, B03, 1
B03, Trade, 84811.635, 106, P00, B03, 1
B03, Trade, 84825.673, 103, S00, B03, 1
B03, Trade, 84878.192, 102, S00, B03, 1
B03, Trade, 84883.058, 113, S01, B03, 1
B03, Trade, 84895.135, 107, S14, B03, 1
B03, Trade, 84944.288, 111, S08, B03, 1
B03, Trade, 84951.808, 106, B03, S07, 1
B03, Trade, 84957.308, 112, B03, S08, 1
B03, Trade, 84975.731, 104, S16, B03, 1
B03, Trade, 84998.558, 110, B03, S16, 1
B03, Trade, 85015.442, 106, S16, B03, 1
B03, Trade, 85017.769, 106, S13, B03, 1
B03, Trade, 85029.212, 106, B03, S01, 1
B03, Trade, 85033.327, 108, S20, B03, 1
B03, Trade, 85088.519, 104, S03, B03, 1
B03, Trade, 85133.404, 113, S03, B03, 1
B03, Trade, 85137.750, 104, B03, S15, 1
B03, Trade, 85146.981, 109, S24, B03, 1
B03, Trade, 85192.577, 105, S13, B03, 1
B03, Trade, 85201.596, 102, S19, B03, 1
B03, Trade, 85220.327, 113, S11, B03, 1
B03, Trade, 85224.942, 103, S24, B03, 1
B03, Trade, 85266.269, 106, S16, B03, 1
B03, Trade, 85343.942, 104, S05, B03, 1
B03, Trade, 85363.500, 98, S04, B03, 1
B03, Trade, 85397.058, 104, S19, B03, 1
B03, Trade, 85422.635, 100, B03, S08, 1
B03, Trade, 85438.096, 111, S04, B03, 1
B03, Trade, 85444.404, 104, S15, B03, 1
B03, Trade, 85454.385, 96, B03, S02, 1
B03, Trade, 85471.385, 117, B03, S10, 1
B03, Trade, 85504.385, 101, S06, B03, 1
B03, Trade, 85525.942, 100, B03, S21, 1
B03, Trade, 85532.673, 112, S15, B03, 1
B03, Trade, 85542.423, 99, S24, B03, 1
B03, Trade, 85554.635, 111, B03, S12, 1
B03, Trade, 85588.038, 103, S16, B03, 1
B03, Trade, 85605.212, 106, S10, B03, 1
B03, Trade, 85655.827, 107, P00, B03, 1
B03, Trade, 85693.000, 107, S08, B03, 1
B03, Trade, 85711.788, 109, S00, B03, 1
B03, Trade, 85734.250, 99, B03, S10, 1
B03, Trade, 85752.308, 107, S21, B03, 1
B03, Trade, 85759.808, 105, S05, B03, 1
B03, Trade, 85781.692, 111, B03, S04, 1
