B00, 100
B00, Trade, 85133.500, 104, B00, S06, 1
B00, Trade, 85150.096, 107, B00, S23, 1
B00, Trade, 85165.481, 107, B00, S22, 1
B00, Trade, 85182.365, 106, B00, S05, 1
B00, Trade, 85188.231, 106, B00, S06, 1
B00, Trade, 85194.077, 111, B00, S17, 1
B00, Trade, 85206.327, 98, S05, B00, 1
B00, Trade, 85213.000, 109, P01, B00, 1
B00, Trade, 85232.596, 105, B00, S13, 1
B00, Trade, 85234.808, 104, S11, B00, 1
B00, Trade, 85250.942, 103, B00, S04, 1
B00, Trade, 85263.788, 102, B00, S09, 1
B00, Trade, 85284.712, 104, B00, S09, 1
B00, Trade, 85287.885, 108, B00, S16, 1
B00, Trade, 85302.077, 108, B00, S00, 1
B00, Trade, 85304.538, 106, B00, S20, 1
B00, Trade, 85317.404, 103, B00, S17, 1
B00, Trade, 85329.173, 102, B00, S08, 1
B00, Trade, 85335.500, 100, B00, S05, 1
B00, Trade, 85370.808, 103, B00, S19, 1
B00, Trade, 85387.269, 101, B00, S24, 1
B00, Trade, 85393.712, 99, B00, S19, 1
B00, Trade, 85410.827, 96, B00, S03, 1
B00, Trade, 85425.769, 100, B00, S20, 1
B00, Trade, 85430.423, 107, B00, S22, 1
B00, Trade, 85444.404, 103, S20, B00, 1
B00, Trade, 85456.481, 107, B00, S18, 1
B00, Trade, 85463.115, 104, B00, S03, 1
B00, Trade, 85468.712, 102, S17, B00, 1
B00, Trade, 85488.577, 107, B00, S19, 1
B00, Trade, 85495.654, 106, S18, B00, 1
B00, Trade, 85520.250, 107, B00, S06, 1
B00, Trade, 85526.212, 96, S14, B00, 1
B00, Trade, 85542.077, 99, B00, S16, 1
B00, Trade, 85545.135, 105, B00, S22, 1
B00, Trade, 85560.923, 101, B00, P01, 1
B00, Trade, 85564.404, 101, B00, S20, 1
B00, Trade, 85582.192, 99, B00, S22, 1
B00, Trade, 85591.904, 105, B00, S01, 1
B00, Trade, 85603.269, 102, B00, S03, 1
B00, Trade, 85611.058, 102, S08, B00, 1
B00, Trade, 85623.808, 102, S14, B00, 1
B00, Trade, 85639.519, 100, B00, S18, 1
B00, Trade, 85654.692, 104, B00, S14, 1
B00, Trade, 85665.308, 103, B00, S00, 1
B00, Trade, 85683.058, 104, B00, S18, 1
B00, Trade, 85697.212, 107, B00, S22, 1
B00, Trade, 85702.923, 100, B00, S09, 1
B00, Trade, 85734.096, 103, S04, B00, 1
B00, Trade, 85739.192, 99, B00, S16, 1
B00, Trade, 85757.154, 108, B00, S10, 1
B00, Trade, 85779.154, 98, B00, S11, 1
B00, Trade, 85785.788, 104, B00, S16, 1
B00, Trade, 85801.904, 105, S23, B00, 1
B00, Trade, 85823.712, 109, B00, S06, 1
B00, Trade, 85824.673, 110, B00, S18, 1
B00, Trade, 85839.077, 110, B00, S12, 1
B00, Trade, 85851.385, 101, B00, S22, 1
B00, Trade, 85854.596, 105, P01, B00, 1
B00, Trade, 85879.269, 102, B00, S19, 1
B00, Trade, 85883.096, 101, S04, B00, 1
B00, Trade, 85893.250, 102, B00, S02, 1
B00, Trade, 85896.192, 104, P01, B00, 1
B00, Trade, 85905.692, 110, B00, S05, 1
B00, Trade, 85921.250, 104, S14, B00, 1
B00, Trade, 85939.385, 105, B00, S05, 1
