B00, 100
B00, Trade, 84999.769, 127, B00, S04, 1
B00, Trade, 85015.635, 133, P01, B00, 1
B00, Trade, 85032.135, 127, B00, S12, 1
B00, Trade, 85048.000, 135, S04, B00, 1
B00, Trade, 85071.500, 132, S05, B00, 1
B00, Trade, 85078.981, 125, B00, S16, 1
B00, Trade, 85085.192, 139, S16, B00, 1
B00, Trade, 85097.250, 125, B00, S05, 1
B00, Trade, 85111.885, 129, B00, S18, 1
B00, Trade, 85119.365, 120, B00, S13, 1
B00, Trade, 85131.481, 128, S19, B00, 1
B00, Trade, 85135.212, 127, S07, B00, 1
B00, Trade, 85153.538, 121, B00, S18, 1
B00, Trade, 85155.731, 123, B00, S10, 1
B00, Trade, 85168.519, 129, S13, B00, 1
B00, Trade, 85183.769, 133, B00, S13, 1
B00, Trade, 85186.115, 136, S22, B00, 1
B00, Trade, 85201.038, 132, B00, S15, 1
B00, Trade, 85209.385, 133, P01, B00, 1
B00, Trade, 85221.173, 136, B00, S21, 1
B00, Trade, 85226.788, 130, B00, S06, 1
B00, Trade, 85235.750, 133, S23, B00, 1
B00, Trade, 85249.615, 125, B00, S00, 1
B00, Trade, 85259.712, 123, B00, S01, 1
B00, Trade, 85273.846, 132, S23, B00, 1
B00, Trade, 85287.327, 127, B00, S03, 1
B00, Trade, 85293.808, 135, S02, B00, 1
B00, Trade, 85305.019, 130, B00, S12, 1
B00, Trade, 85312.481, 128, B00, S06, 1
B00, Trade, 85335.596, 127, B00, S11, 1
B00, Trade, 85339.538, 130, S16, B00, 1
B00, Trade, 85348.058, 132, S06, B00, 1
B00, Trade, 85366.596, 131, S02, B00, 1
B00, Trade, 85378.154, 132, B00, S01, 1
B00, Trade, 85408.135, 127, B00, S20, 1
B00, Trade, 85410.538, 131, B00, S06, 1
B00, Trade, 85418.346, 133, S13, B00, 1
B00, Trade, 85430.827, 129, B00, S22, 1
B00, Trade, 85446.885, 138, S09, B00, 1
B00, Trade, 85467.058, 134, S15, B00, 1
B00, Trade, 85481.981, 124, B00, S11, 1
B00, Trade, 85496.615, 132, P01, B00, 1
B00, Trade, 85520.404, 125, B00, S09, 1
B00, Trade, 85527.404, 122, S15, B00, 1
B00, Trade, 85549.250, 128, S19, B00, 1
B00, Trade, 85565.885, 130, B00, S01, 1
B00, Trade, 85592.942, 125, B00, S12, 1
B00, Trade, 85603.981, 131, B00, S16, 1
B00, Trade, 85618.635, 127, S06, B00, 1
B00, Trade, 85650.673, 132, P01, B00, 1
B00, Trade, 85659.462, 127, B00, S15, 1
B00, Trade, 85668.481, 133, S06, B00, 1
B00, Trade, 85683.269, 129, B00, S21, 1
B00, Trade, 85693.904, 127, B00, S05, 1
B00, Trade, 85705.077, 128, S00, B00, 1
B00, Trade, 85720.731, 127, B00, S07, 1
B00, Trade, 85742.519, 129, S22, B00, 1
B00, Trade, 85756.731, 130, B00, S12, 1
B00, Trade, 85766.365, 134, S18, B00, 1
B00, Trade, 85774.904, 134, B00, S21, 1
B00, Trade, 85795.923, 126, P01, B00, 1
B00, Trade, 85815.404, 124, B00, S19, 1
B00, Trade, 85832.596, 126, S00, B00, 1
B00, Trade, 85840.231, 132, S23, B00, 1
B00, Trade, 85857.692, 129, P01, B00, 1
B00, Trade, 85873.788, 130, B00, S05, 1
B00, Trade, 85896.654, 126, B00, S12, 1
B00, Trade, 85901.577, 127, S03, B00, 1
B00, Trade, 85912.519, 131, B00, S06, 1
B00, Trade, 85932.308, 119, B00, S15, 1
B00, Trade, 85937.962, 135, S09, B00, 1
B00, Trade, 85964.308, 126, B00, S11, 1
B00, Trade, 85973.577, 133, S18, B00, 1
B00, Trade, 85992.981, 130, S08, B00, 1
B00, Trade, 86014.173, 125, B00, S19, 1
B00, Trade, 86016.692, 132, S10, B00, 1
B00, Trade, 86028.846, 128, S19, B00, 1
B00, Trade, 86039.308, 130, S07, B00, 1
B00, Trade, 86062.365, 126, B00, S18, 1
B00, Trade, 86072.481, 129, S05, B00, 1
B00, Trade, 86081.385, 134, B00, S24, 1
B00, Trade, 86096.481, 129, B00, S17, 1
B00, Trade, 86129.904, 129, P01, B00, 1
B00, Trade, 86143.827, 126, S23, B00, 1
B00, Trade, 86164.923, 133, S05, B00, 1
B00, Trade, 86185.000, 136, S22, B00, 1
B00, Trade, 86199.635, 126, B00, S15, 1
B00, Trade, 86214.923, 129, S06, B00, 1
B00, Trade, 86246.192, 124, S06, B00, 1
B00, Trade, 86260.365, 127, S02, B00, 1
B00, Trade, 86273.462, 127, B00, S18, 1
B00, Trade, 86275.692, 127, B00, S13, 1
B00, Trade, 86289.846, 129, S11, B00, 1
B00, Trade, 86295.135, 136, B00, S08, 1
B00, Trade, 86322.038, 120, B00, S13, 1
B00, Trade, 86332.365, 128, S21, B00, 1
B00, Trade, 86335.596, 131, S04, B00, 1
B00, Trade, 86351.865, 133, B00, S02, 1
B00, Trade, 86376.827, 128, B00, S18, 1
B00, Trade, 86380.058, 128, B00, S23, 1
B01, 100
B01, Trade, 84401.500, 135, B01, S16, 1
B01, Trade, 84419.846, 132, S01, B01, 1
B01, Trade, 84440.404, 130, S00, B01, 1
B01, Trade, 84444.096, 132, S16, B01, 1
B01, Trade, 84456.981, 132, S23, B01, 1
B01, Trade, 84483.750, 134, S24, B01, 1
B01, Trade, 84512.827, 133, B01, S24, 1
B01, Trade, 84544.808, 126, S08, B01, 1
B01, Trade, 84554.712, 135, S15, B01, 1
B01, Trade, 84570.750, 136, S16, B01, 1
B01, Trade, 84579.615, 135, P01, B01, 1
B01, Trade, 84635.500, 129, B01, S17, 1
B01, Trade, 84645.654, 134, S05, B01, 1
B01, Trade, 84669.288, 131, S06, B01, 1
