B00, 100
B00, Trade, 85167.827, 126, S05, B00, 1
B00, Trade, 85174.635, 128, S20, B00, 1
B00, Trade, 85189.558, 129, S01, B00, 1
B00, Trade, 85195.673, 132, S08, B00, 1
B00, Trade, 85208.481, 129, S20, B00, 1
B00, Trade, 85231.519, 131, S23, B00, 1
B00, Trade, 85257.962, 130, P01, B00, 1
B00, Trade, 85261.731, 133, S16, B00, 1
B00, Trade, 85277.250, 133, B00, S08, 1
B00, Trade, 85286.250, 135, S13, B00, 1
B00, Trade, 85295.481, 132, S08, B00, 1
B00, Trade, 85306.635, 127, S22, B00, 1
B00, Trade, 85326.731, 131, S21, B00, 1
B00, Trade, 85339.173, 132, S12, B00, 1
B00, Trade, 85342.673, 129, S03, B00, 1
B00, Trade, 85369.115, 131, S23, B00, 1
B00, Trade, 85383.288, 123, B00, S10, 1
B00, Trade, 85386.212, 135, S16, B00, 1
B00, Trade, 85392.712, 133, S20, B00, 1
B00, Trade, 85420.096, 125, S04, B00, 1
B00, Trade, 85422.615, 136, B00, P00, 1
B00, Trade, 85442.173, 131, S07, B00, 1
B00, Trade, 85450.808, 132, P01, B00, 1
B00, Trade, 85453.654, 130, S03, B00, 1
B00, Trade, 85478.346, 128, S06, B00, 1
B00, Trade, 85491.442, 131, S20, B00, 1
B00, Trade, 85495.192, 126, S23, B00, 1
B00, Trade, 85508.000, 138, S10, B00, 1
B00, Trade, 85521.885, 128, S20, B00, 1
B00, Trade, 85529.981, 128, S10, B00, 1
B00, Trade, 85573.115, 130, S23, B00, 1
B00, Trade, 85574.635, 133, S05, B00, 1
B00, Trade, 85590.538, 130, B00, S10, 1
B00, Trade, 85606.173, 134, S16, B00, 1
B00, Trade, 85615.442, 138, S02, B00, 1
B00, Trade, 85629.712, 136, S03, B00, 1
B00, Trade, 85653.750, 129, B00, S14, 1
B00, Trade, 85654.423, 135, S00, B00, 1
B00, Trade, 85668.981, 128, S16, B00, 1
B00, Trade, 85680.635, 132, S16, B00, 1
B00, Trade, 85686.135, 138, S11, B00, 1
B00, Trade, 85697.327, 131, S10, B00, 1
B00, Trade, 85706.442, 137, S03, B00, 1
B00, Trade, 85726.404, 134, S01, B00, 1
B00, Trade, 85739.077, 126, S05, B00, 1
B00, Trade, 85751.654, 131, B00, S07, 1
B00, Trade, 85763.154, 135, S02, B00, 1
B00, Trade, 85773.788, 128, S22, B00, 1
B00, Trade, 85802.096, 132, S12, B00, 1
B00, Trade, 85808.904, 128, B00, S16, 1
B00, Trade, 85831.615, 130, S23, B00, 1
B00, Trade, 85838.865, 133, S14, B00, 1
B00, Trade, 85844.288, 131, S24, B00, 1
B00, Trade, 85864.673, 127, B00, S14, 1
B00, Trade, 85868.423, 130, S06, B00, 1
B00, Trade, 85881.788, 138, S11, B00, 1
B00, Trade, 85886.346, 134, S20, B00, 1
B00, Trade, 85900.212, 125, S10, B00, 1
B00, Trade, 85914.538, 124, B00, S21, 1
B00, Trade, 85922.673, 131, S08, B00, 1
B00, Trade, 85933.962, 128, S06, B00, 1
B00, Trade, 85940.135, 143, B00, S12, 1
B00, Trade, 85948.750, 126, B00, S17, 1
B00, Trade, 85966.481, 126, S19, B00, 1
