B00, 100
B00, Trade, 85036.731, 131, S07, B00, 1
B00, Trade, 85045.423, 127, B00, S02, 1
B00, Trade, 85060.423, 124, B00, S16, 1
B00, Trade, 85073.058, 128, S13, B00, 1
B00, Trade, 85089.231, 135, P00, B00, 1
B00, Trade, 85100.019, 131, B00, S15, 1
B00, Trade, 85110.981, 127, B00, S11, 1
B00, Trade, 85128.135, 136, S05, B00, 1
B00, Trade, 85145.154, 128, B00, S16, 1
B00, Trade, 85149.769, 131, S21, B00, 1
B00, Trade, 85162.346, 126, B00, S06, 1
B00, Trade, 85173.712, 132, S12, B00, 1
B00, Trade, 85189.596, 134, S15, B00, 1
B00, Trade, 85213.269, 126, B00, S12, 1
B00, Trade, 85221.135, 129, P00, B00, 1
B00, Trade, 85239.846, 130, B00, S13, 1
B00, Trade, 85256.750, 129, B00, S13, 1
B00, Trade, 85262.327, 132, S14, B00, 1
B00, Trade, 85273.481, 126, B00, S06, 1
B00, Trade, 85283.692, 132, S07, B00, 1
B00, Trade, 85300.096, 132, B00, S22, 1
B00, Trade, 85302.731, 124, B00, S10, 1
B00, Trade, 85323.519, 150, B00, P01, 1
B00, Trade, 85362.788, 131, S13, B00, 1
B00, Trade, 85392.692, 133, S02, B00, 1
B00, Trade, 85415.269, 133, B00, S09, 1
B00, Trade, 85436.596, 127, B00, S18, 1
B00, Trade, 85438.654, 128, P00, B00, 1
B00, Trade, 85455.519, 130, B00, S21, 1
B00, Trade, 85459.981, 129, B00, S24, 1
B00, Trade, 85477.231, 125, B00, S20, 1
B00, Trade, 85480.981, 123, B00, S16, 1
B00, Trade, 85486.385, 125, S11, B00, 1
B00, Trade, 85501.173, 127, B00, S09, 1
B00, Trade, 85510.115, 127, B00, S03, 1
B00, Trade, 85512.519, 133, S21, B00, 1
B00, Trade, 85534.942, 130, S12, B00, 1
B00, Trade, 85538.346, 132, S09, B00, 1
B00, Trade, 85554.769, 129, S16, B00, 1
B00, Trade, 85576.615, 131, B00, S07, 1
B00, Trade, 85582.788, 135, S05, B00, 1
B00, Trade, 85593.769, 132, S24, B00, 1
B00, Trade, 85615.654, 139, S18, B00, 1
B00, Trade, 85622.981, 126, S05, B00, 1
B00, Trade, 85661.115, 134, B00, S14, 1
B00, Trade, 85664.038, 133, B00, S03, 1
