B00, 100
B00, Trade, 85231.654, 133, S00, B00, 1
B00, Trade, 85249.923, 139, S00, B00, 1
B00, Trade, 85259.942, 130, S10, B00, 1
B00, Trade, 85264.654, 136, S07, B00, 1
B00, Trade, 85275.115, 129, S15, B00, 1
B00, Trade, 85292.327, 131, S04, B00, 1
B00, Trade, 85301.038, 131, B00, S02, 1
B00, Trade, 85311.904, 133, S22, B00, 1
B00, Trade, 85317.231, 130, S22, B00, 1
B00, Trade, 85332.885, 131, B00, S21, 1
B00, Trade, 85342.327, 132, S14, B00, 1
B00, Trade, 85364.923, 121, B00, S11, 1
B00, Trade, 85365.481, 130, S20, B00, 1
B00, Trade, 85376.077, 125, S11, B00, 1
B00, Trade, 85400.596, 130, S00, B00, 1
B00, Trade, 85410.558, 127, B00, S10, 1
B00, Trade, 85418.962, 128, B00, S19, 1
B00, Trade, 85430.250, 126, S12, B00, 1
B00, Trade, 85451.635, 134, S09, B00, 1
B00, Trade, 85456.308, 128, B00, S05, 1
B00, Trade, 85471.038, 133, S04, B00, 1
B00, Trade, 85484.577, 127, B00, S05, 1
B00, Trade, 85506.365, 137, S00, B00, 1
B00, Trade, 85515.981, 131, S09, B00, 1
B00, Trade, 85534.135, 131, S10, B00, 1
B00, Trade, 85536.673, 135, S19, B00, 1
B00, Trade, 85549.558, 125, B00, S14, 1
B00, Trade, 85570.365, 123, B00, S08, 1
B00, Trade, 85574.712, 130, S09, B00, 1
B00, Trade, 85587.385, 122, P00, B00, 1
B00, Trade, 85596.385, 125, S15, B00, 1
B00, Trade, 85612.346, 125, B00, S01, 1
B00, Trade, 85628.538, 131, S12, B00, 1
B00, Trade, 85636.538, 128, B00, S05, 1
B00, Trade, 85650.308, 123, S13, B00, 1
B00, Trade, 85660.942, 129, S01, B00, 1
B00, Trade, 85667.077, 133, S18, B00, 1
B00, Trade, 85677.212, 136, S13, B00, 1
B00, Trade, 85687.635, 131, S21, B00, 1
B00, Trade, 85698.019, 128, B00, S20, 1
B00, Trade, 85703.154, 132, S01, B00, 1
B00, Trade, 85730.365, 130, B00, S14, 1
B00, Trade, 85742.365, 127, S09, B00, 1
B00, Trade, 85746.673, 123, S13, B00, 1
B00, Trade, 85761.673, 128, P00, B00, 1
B00, Trade, 85768.865, 135, P00, B00, 1
B00, Trade, 85776.346, 134, S15, B00, 1
B00, Trade, 85800.596, 137, S21, B00, 1
B00, Trade, 85807.365, 135, S04, B00, 1
B00, Trade, 85816.442, 125, B00, S22, 1
B00, Trade, 85826.538, 135, S16, B00, 1
B00, Trade, 85839.038, 140, S15, B00, 1
B00, Trade, 85851.846, 123, S16, B00, 1
B00, Trade, 85862.731, 132, S13, B00, 1
B00, Trade, 85874.942, 131, S01, B00, 1
B00, Trade, 85891.692, 127, S09, B00, 1
B00, Trade, 85901.846, 126, S13, B00, 1
B00, Trade, 85909.442, 127, S19, B00, 1
B00, Trade, 85915.173, 127, S15, B00, 1
B00, Trade, 85927.327, 130, P00, B00, 1
B00, Trade, 85943.135, 136, S13, B00, 1
B00, Trade, 85945.635, 142, B00, S06, 1
B00, Trade, 85958.962, 131, P00, B00, 1
B00, Trade, 85963.885, 131, S19, B00, 1
B00, Trade, 85978.788, 131, P00, B00, 1
B00, Trade, 85994.212, 125, B00, S11, 1
B00, Trade, 86000.173, 132, S02, B00, 1
B00, Trade, 86009.712, 125, S07, B00, 1
B00, Trade, 86032.827, 132, B00, S06, 1
B00, Trade, 86051.635, 130, S20, B00, 1
B00, Trade, 86055.154, 126, B00, S21, 1
B00, Trade, 86069.615, 132, P00, B00, 1
B00, Trade, 86095.673, 130, S03, B00, 1
B00, Trade, 86110.038, 129, S08, B00, 1
B00, Trade, 86120.731, 130, S07, B00, 1
B00, Trade, 86126.673, 133, S00, B00, 1
B00, Trade, 86138.481, 117, S19, B00, 1
B00, Trade, 86150.308, 134, S12, B00, 1
B00, Trade, 86165.308, 125, S15, B00, 1
B00, Trade, 86167.058, 130, S14, B00, 1
B00, Trade, 86191.596, 127, B00, S07, 1
B00, Trade, 86199.596, 129, S09, B00, 1
B00, Trade, 86221.212, 140, S24, B00, 1
B00, Trade, 86229.615, 125, S05, B00, 1
B00, Trade, 86242.942, 131, S08, B00, 1
B00, Trade, 86244.788, 136, S16, B00, 1
B00, Trade, 86255.308, 132, S04, B00, 1
B00, Trade, 86265.981, 129, S13, B00, 1
B00, Trade, 86274.365, 138, S02, B00, 1
B00, Trade, 86285.865, 138, S02, B00, 1
B00, Trade, 86301.962, 125, B00, S01, 1
B00, Trade, 86311.846, 130, P00, B00, 1
B00, Trade, 86317.615, 136, S05, B00, 1
B00, Trade, 86327.288, 134, P00, B00, 1
B00, Trade, 86339.327, 132, S13, B00, 1
B00, Trade, 86345.731, 134, S15, B00, 1
B00, Trade, 86357.481, 130, S10, B00, 1
B00, Trade, 86373.077, 131, S00, B00, 1
B00, Trade, 86375.942, 130, S24, B00, 1
B00, Trade, 86389.981, 128, S07, B00, 1
B01, 100
B01, Trade, 85177.750, 126, S02, B01, 1
B01, Trade, 85197.019, 122, B01, S10, 1
B01, Trade, 85205.904, 129, S04, B01, 1
B01, Trade, 85222.442, 132, S20, B01, 1
B01, Trade, 85241.154, 127, B01, S10, 1
