B00, 100
B00, Trade, 84865.327, 109, B00, S12, 1
B00, Trade, 84889.731, 106, S04, B00, 1
B00, Trade, 84906.212, 112, S05, B00, 1
B00, Trade, 84934.962, 99, B00, S02, 1
B00, Trade, 84936.962, 108, P00, B00, 1
B00, Trade, 84950.846, 107, B00, S04, 1
B00, Trade, 84955.942, 106, B00, S18, 1
B00, Trade, 84970.404, 105, S05, B00, 1
B00, Trade, 84977.019, 109, S12, B00, 1
B00, Trade, 84987.115, 105, B00, S10, 1
B00, Trade, 84998.827, 109, B00, S09, 1
B00, Trade, 85006.731, 108, B00, S12, 1
B00, Trade, 85026.365, 107, S22, B00, 1
B00, Trade, 85038.019, 112, B00, S20, 1
B00, Trade, 85046.404, 113, B00, S23, 1
B00, Trade, 85057.096, 102, B00, S20, 1
B00, Trade, 85073.019, 113, S13, B00, 1
B00, Trade, 85099.712, 111, S08, B00, 1
B00, Trade, 85120.519, 110, B00, S15, 1
B00, Trade, 85127.423, 108, S11, B00, 1
B00, Trade, 85136.231, 106, B00, S07, 1
B00, Trade, 85154.269, 109, S18, B00, 1
B00, Trade, 85186.096, 104, B00, S20, 1
B00, Trade, 85188.769, 109, S11, B00, 1
B00, Trade, 85197.558, 106, B00, S07, 1
B00, Trade, 85212.558, 106, S18, B00, 1
B00, Trade, 85220.327, 108, B00, S00, 1
B00, Trade, 85239.192, 108, B00, S18, 1
B00, Trade, 85250.462, 103, S16, B00, 1
B00, Trade, 85271.788, 108, S13, B00, 1
B00, Trade, 85291.558, 101, B00, S10, 1
B00, Trade, 85313.712, 107, S08, B00, 1
B00, Trade, 85321.481, 108, S20, B00, 1
B00, Trade, 85334.885, 97, B00, S23, 1
B00, Trade, 85354.577, 109, B00, S00, 1
B00, Trade, 85372.327, 104, B00, S20, 1
B00, Trade, 85379.385, 102, B00, S15, 1
B00, Trade, 85384.712, 110, B00, S10, 1
B00, Trade, 85408.481, 113, S18, B00, 1
B00, Trade, 85447.231, 104, S07, B00, 1
B00, Trade, 85453.250, 103, S05, B00, 1
B00, Trade, 85469.769, 104, B00, S07, 1
B00, Trade, 85492.731, 103, B00, S15, 1
B00, Trade, 85512.058, 109, S02, B00, 1
B00, Trade, 85514.635, 102, S12, B00, 1
B00, Trade, 85541.731, 103, S16, B00, 1
B00, Trade, 85542.712, 102, S24, B00, 1
B00, Trade, 85561.808, 107, B00, S19, 1
B00, Trade, 85573.154, 100, B00, S06, 1
B00, Trade, 85582.692, 105, S21, B00, 1
B00, Trade, 85595.692, 105, B00, S20, 1
B00, Trade, 85618.404, 103, B00, S02, 1
B00, Trade, 85625.923, 93, B00, S05, 1
B00, Trade, 85640.904, 101, S23, B00, 1
B00, Trade, 85663.115, 96, B00, S00, 1
B00, Trade, 85669.981, 107, S15, B00, 1
B00, Trade, 85691.500, 107, S00, B00, 1
B00, Trade, 85706.115, 106, S01, B00, 1
B00, Trade, 85734.135, 98, B00, S03, 1
B00, Trade, 85739.058, 103, S10, B00, 1
B00, Trade, 85755.269, 100, S02, B00, 1
B00, Trade, 85781.096, 101, B00, S17, 1
