B00, 100
B00, Trade, 85165.154, 110, B00, S01, 1
B00, Trade, 85180.654, 106, B00, S23, 1
B00, Trade, 85188.577, 108, S03, B00, 1
B00, Trade, 85200.481, 104, B00, S06, 1
B00, Trade, 85203.962, 101, B00, S14, 1
B00, Trade, 85221.308, 106, P00, B00, 1
B00, Trade, 85231.635, 109, B00, S14, 1
B00, Trade, 85249.058, 97, B00, S12, 1
B00, Trade, 85270.154, 103, B00, S21, 1
B00, Trade, 85278.442, 110, B00, S06, 1
B00, Trade, 85292.519, 99, B00, S11, 1
B00, Trade, 85304.019, 106, B00, S19, 1
B00, Trade, 85317.096, 105, S18, B00, 1
B00, Trade, 85325.404, 108, B00, S07, 1
B00, Trade, 85336.962, 100, B00, S14, 1
B00, Trade, 85370.269, 108, S09, B00, 1
B00, Trade, 85384.885, 109, S13, B00, 1
B00, Trade, 85395.231, 104, P00, B00, 1
B00, Trade, 85411.981, 100, B00, S02, 1
B00, Trade, 85430.942, 105, B00, S13, 1
B00, Trade, 85439.500, 107, B00, S13, 1
B00, Trade, 85446.231, 102, B00, S16, 1
B00, Trade, 85464.308, 109, B00, S06, 1
B00, Trade, 85465.846, 107, B00, S04, 1
B00, Trade, 85477.750, 110, S22, B00, 1
B00, Trade, 85494.365, 107, B00, S21, 1
B00, Trade, 85500.385, 102, S20, B00, 1
B00, Trade, 85508.288, 99, B00, S03, 1
B00, Trade, 85518.519, 104, S09, B00, 1
B00, Trade, 85536.192, 95, B00, S07, 1
B00, Trade, 85539.750, 94, B00, S08, 1
B00, Trade, 85555.577, 102, B00, S14, 1
B00, Trade, 85561.635, 101, S17, B00, 1
B00, Trade, 85578.288, 104, B00, S12, 1
B00, Trade, 85591.058, 101, S20, B00, 1
B00, Trade, 85599.038, 105, B00, S03, 1
B00, Trade, 85609.096, 101, B00, S15, 1
B00, Trade, 85620.615, 98, B00, S16, 1
B00, Trade, 85623.577, 95, B00, S17, 1
B00, Trade, 85643.692, 100, S16, B00, 1
B00, Trade, 85680.538, 105, S09, B00, 1
B00, Trade, 85689.365, 101, B00, S04, 1
B00, Trade, 85693.942, 99, B00, S12, 1
