B00, 100
B00, Trade, 85258.654, 106, B00, S04, 1
B00, Trade, 85281.519, 99, B00, S00, 1
B00, Trade, 85285.327, 112, S13, B00, 1
B00, Trade, 85298.712, 109, B00, S07, 1
B00, Trade, 85306.462, 108, S04, B00, 1
B00, Trade, 85315.038, 104, S22, B00, 1
B00, Trade, 85334.750, 109, S08, B00, 1
B00, Trade, 85341.385, 101, B00, S03, 1
B00, Trade, 85349.096, 116, P00, B00, 1
B00, Trade, 85362.212, 105, B00, S10, 1
B00, Trade, 85373.212, 102, B00, S14, 1
B00, Trade, 85382.269, 108, P01, B00, 1
B00, Trade, 85388.212, 101, B00, S00, 1
B00, Trade, 85397.327, 105, S17, B00, 1
B00, Trade, 85411.654, 105, S11, B00, 1
B00, Trade, 85415.712, 107, P00, B00, 1
B00, Trade, 85430.288, 111, S10, B00, 1
B00, Trade, 85437.750, 106, S24, B00, 1
B00, Trade, 85451.827, 111, S17, B00, 1
B00, Trade, 85461.096, 107, S05, B00, 1
B00, Trade, 85462.346, 107, P00, B00, 1
B00, Trade, 85487.846, 111, S06, B00, 1
B00, Trade, 85502.288, 116, S09, B00, 1
B00, Trade, 85522.308, 106, B00, S08, 1
B00, Trade, 85531.288, 105, S24, B00, 1
B00, Trade, 85533.346, 106, S13, B00, 1
B00, Trade, 85550.308, 106, S13, B00, 1
B00, Trade, 85562.135, 111, S24, B00, 1
B00, Trade, 85569.269, 111, S09, B00, 1
B00, Trade, 85579.962, 117, S04, B00, 1
B00, Trade, 85586.231, 107, P00, B00, 1
B00, Trade, 85593.808, 111, S02, B00, 1
B00, Trade, 85605.577, 105, B00, S10, 1
B00, Trade, 85617.654, 109, S06, B00, 1
B00, Trade, 85625.865, 115, B00, S02, 1
B00, Trade, 85638.212, 109, S17, B00, 1
B00, Trade, 85646.904, 107, S24, B00, 1
B00, Trade, 85659.385, 113, S08, B00, 1
B00, Trade, 85669.712, 110, S08, B00, 1
B00, Trade, 85677.442, 101, S19, B00, 1
B00, Trade, 85691.000, 117, S01, B00, 1
B00, Trade, 85700.942, 102, B00, S07, 1
B00, Trade, 85705.558, 103, S06, B00, 1
B00, Trade, 85723.385, 109, S06, B00, 1
B00, Trade, 85740.635, 107, S05, B00, 1
B00, Trade, 85744.827, 111, S06, B00, 1
B00, Trade, 85761.885, 112, S17, B00, 1
B00, Trade, 85776.231, 100, B00, S11, 1
B00, Trade, 85780.154, 104, S04, B00, 1
B00, Trade, 85791.250, 109, S12, B00, 1
B00, Trade, 85802.288, 101, B00, S07, 1
B00, Trade, 85804.519, 103, B00, S01, 1
B00, Trade, 85819.673, 99, S09, B00, 1
B00, Trade, 85827.538, 101, S10, B00, 1
B00, Trade, 85842.635, 102, B00, S15, 1
B00, Trade, 85852.077, 106, S23, B00, 1
B00, Trade, 85872.019, 100, B00, S13, 1
B00, Trade, 85876.288, 102, S05, B00, 1
B00, Trade, 85886.115, 103, S20, B00, 1
B00, Trade, 85899.288, 97, S09, B00, 1
B00, Trade, 85917.423, 102, S13, B00, 1
B00, Trade, 85928.096, 102, S22, B00, 1
B00, Trade, 85936.673, 106, S01, B00, 1
B00, Trade, 85962.481, 97, B00, S18, 1
B00, Trade, 85983.654, 103, S13, B00, 1
B00, Trade, 85986.596, 106, S09, B00, 1
B00, Trade, 85996.788, 99, S06, B00, 1
B00, Trade, 86013.288, 101, B00, S00, 1
B00, Trade, 86031.808, 94, S15, B00, 1
B00, Trade, 86045.500, 93, B00, S14, 1
B00, Trade, 86052.558, 110, S22, B00, 1
B00, Trade, 86061.096, 106, S09, B00, 1
B00, Trade, 86071.615, 107, S17, B00, 1
B00, Trade, 86079.981, 103, S10, B00, 1
B00, Trade, 86089.481, 104, S08, B00, 1
B00, Trade, 86105.808, 99, B00, S02, 1
B00, Trade, 86110.096, 95, S12, B00, 1
B00, Trade, 86127.750, 96, B00, S00, 1
B00, Trade, 86139.404, 98, B00, S16, 1
B00, Trade, 86150.769, 97, S10, B00, 1
B00, Trade, 86159.115, 100, S17, B00, 1
B00, Trade, 86174.827, 102, B00, S07, 1
B00, Trade, 86183.058, 99, S21, B00, 1
B00, Trade, 86197.500, 100, S15, B00, 1
B00, Trade, 86213.788, 101, S09, B00, 1
B00, Trade, 86223.019, 103, S17, B00, 1
B00, Trade, 86227.635, 99, S06, B00, 1
B00, Trade, 86237.481, 103, S24, B00, 1
B00, Trade, 86249.058, 101, S13, B00, 1
B00, Trade, 86261.865, 99, S02, B00, 1
B00, Trade, 86263.846, 100, S23, B00, 1
B00, Trade, 86284.538, 99, S02, B00, 1
B00, Trade, 86299.769, 98, S15, B00, 1
B00, Trade, 86323.962, 99, S03, B00, 1
B00, Trade, 86328.519, 97, B00, S17, 1
B00, Trade, 86336.712, 102, S10, B00, 1
B00, Trade, 86352.865, 98, S03, B00, 1
B00, Trade, 86357.942, 95, S00, B00, 1
B00, Trade, 86369.827, 101, S02, B00, 1
B00, Trade, 86378.981, 108, S15, B00, 1
B01, 100
B01, Trade, 85202.115, 110, S04, B01, 1
B01, Trade, 85234.462, 102, B01, S12, 1
B01, Trade, 85237.077, 105, P00, B01, 1
B01, Trade, 85243.519, 106, B01, S19, 1
B01, Trade, 85251.981, 113, S20, B01, 1
B01, Trade, 85274.865, 102, B01, S16, 1
B01, Trade, 85283.115, 116, S24, B01, 1
B01, Trade, 85294.135, 110, B01, S07, 1
B01, Trade, 85307.385, 103, B01, S19, 1
B01, Trade, 85313.250, 105, S04, B01, 1
B01, Trade, 85322.077, 108, S12, B01, 1
B01, Trade, 85341.750, 108, S16, B01, 1
B01, Trade, 85349.404, 116, S14, B01, 1
B01, Trade, 85357.481, 109, S20, B01, 1
B01, Trade, 85366.058, 111, S08, B01, 1
B01, Trade, 85375.635, 106, P00, B01, 1
B01, Trade, 85388.077, 109, B01, S06, 1
B01, Trade, 85402.462, 107, B01, S05, 1
B01, Trade, 85413.192, 112, S03, B01, 1
B01, Trade, 85442.173, 107, S01, B01, 1
B01, Trade, 85448.673, 104, B01, S10, 1
B01, Trade, 85461.596, 107, S14, B01, 1
B01, Trade, 85492.865, 113, S23, B01, 1
B01, Trade, 85503.519, 112, S06, B01, 1
B01, Trade, 85517.788, 108, B01, S03, 1
B01, Trade, 85526.135, 107, S08, B01, 1
B01, Trade, 85541.423, 104, B01, S16, 1
B01, Trade, 85545.173, 109, S23, B01, 1
B01, Trade, 85568.635, 112, S04, B01, 1
B01, Trade, 85579.904, 117, S05, B01, 1
B01, Trade, 85584.596, 106, B01, S12, 1
B01, Trade, 85608.058, 109, B01, S12, 1
B01, Trade, 85621.904, 113, S21, B01, 1
B01, Trade, 85628.096, 111, B01, S21, 1
B01, Trade, 85639.423, 107, S10, B01, 1
B01, Trade, 85648.942, 110, S02, B01, 1
B01, Trade, 85658.923, 104, B01, S07, 1
B01, Trade, 85673.000, 107, S12, B01, 1
B01, Trade, 85682.442, 101, P00, B01, 1
B01, Trade, 85709.231, 108, S04, B01, 1
B01, Trade, 85732.885, 107, S15, B01, 1
B01, Trade, 85743.038, 110, S14, B01, 1
B01, Trade, 85752.423, 101, S17, B01, 1
B01, Trade, 85761.596, 112, S02, B01, 1
B01, Trade, 85768.442, 114, S10, B01, 1
B01, Trade, 85776.577, 104, P00, B01, 1
B01, Trade, 85792.346, 107, S19, B01, 1
B01, Trade, 85801.904, 104, S03, B01, 1
B01, Trade, 85808.654, 109, S08, B01, 1
B01, Trade, 85823.308, 99, S20, B01, 1
B01, Trade, 85829.096, 106, S12, B01, 1
B01, Trade, 85839.519, 103, B01, S17, 1
B01, Trade, 85846.923, 101, P00, B01, 1
B01, Trade, 85858.750, 105, S09, B01, 1
B01, Trade, 85879.731, 96, B01, S09, 1
B01, Trade, 85888.462, 103, S05, B01, 1
B01, Trade, 85902.923, 95, S16, B01, 1
B01, Trade, 85910.788, 98, B01, S16, 1
B01, Trade, 85921.865, 103, S06, B01, 1
B01, Trade, 85930.885, 102, S10, B01, 1
B01, Trade, 85938.885, 98, B01, S19, 1
B01, Trade, 85945.769, 107, S10, B01, 1
B01, Trade, 85954.981, 97, P00, B01, 1
B01, Trade, 85975.885, 106, S02, B01, 1
B01, Trade, 85988.962, 99, S05, B01, 1
B01, Trade, 86001.577, 104, P00, B01, 1
B01, Trade, 86008.942, 105, S17, B01, 1
B01, Trade, 86022.231, 97, S05, B01, 1
B01, Trade, 86030.019, 96, S02, B01, 1
B01, Trade, 86035.135, 98, S24, B01, 1
B01, Trade, 86044.923, 95, S12, B01, 1
B01, Trade, 86060.885, 105, S14, B01, 1
B01, Trade, 86070.769, 105, S13, B01, 1
B01, Trade, 86081.365, 101, S23, B01, 1
B01, Trade, 86093.500, 106, S24, B01, 1
B01, Trade, 86094.404, 104, S13, B01, 1
B01, Trade, 86118.173, 100, B01, S23, 1
B01, Trade, 86122.635, 102, B01, S05, 1
B01, Trade, 86131.615, 105, B01, S13, 1
B01, Trade, 86138.923, 103, S24, B01, 1
B01, Trade, 86153.673, 101, S19, B01, 1
B01, Trade, 86169.212, 95, B01, S00, 1
B01, Trade, 86169.654, 100, S14, B01, 1
B01, Trade, 86197.673, 100, S03, B01, 1
B01, Trade, 86206.654, 98, P00, B01, 1
B01, Trade, 86227.538, 97, B01, S14, 1
B01, Trade, 86229.558, 106, S13, B01, 1
B01, Trade, 86243.788, 104, S06, B01, 1
B01, Trade, 86251.212, 104, B01, S05, 1
B01, Trade, 86255.577, 98, S07, B01, 1
B01, Trade, 86269.365, 99, P00, B01, 1
B01, Trade, 86280.635, 98, S12, B01, 1
B01, Trade, 86289.538, 100, S07, B01, 1
B01, Trade, 86309.423, 102, S09, B01, 1
B01, Trade, 86316.750, 103, S08, B01, 1
B01, Trade, 86335.135, 101, S23, B01, 1
B01, Trade, 86348.904, 98, B01, S21, 1
B01, Trade, 86361.192, 96, P00, B01, 1
B01, Trade, 86377.923, 108, S16, B01, 1
B01, Trade, 86390.577, 100, S10, B01, 1
B02, 100
B02, Trade, 84925.404, 106, B02, S21, 1
B02, Trade, 84930.981, 111, P00, B02, 1
B02, Trade, 84941.808, 104, B02, S19, 1
B02, Trade, 84951.731, 104, S13, B02, 1
B02, Trade, 84967.846, 107, S08, B02, 1
B02, Trade, 84989.942, 106, S03, B02, 1
B02, Trade, 84994.538, 111, S22, B02, 1
B02, Trade, 85020.692, 104, B02, S14, 1
B02, Trade, 85030.500, 109, B02, S09, 1
B02, Trade, 85053.462, 105, S08, B02, 1
B02, Trade, 85071.115, 110, S08, B02, 1
B02, Trade, 85081.115, 107, B02, S22, 1
B02, Trade, 85086.731, 106, S24, B02, 1
B02, Trade, 85110.538, 114, B02, S07, 1
B02, Trade, 85131.288, 109, S13, B02, 1
B02, Trade, 85143.500, 106, S05, B02, 1
B02, Trade, 85155.558, 102, B02, S17, 1
B02, Trade, 85171.327, 101, S04, B02, 1
B02, Trade, 85173.288, 107, S08, B02, 1
B02, Trade, 85196.923, 108, S06, B02, 1
B02, Trade, 85208.231, 104, B02, S15, 1
B02, Trade, 85220.346, 109, B02, S23, 1
B02, Trade, 85226.923, 109, B02, S07, 1
B02, Trade, 85245.673, 105, B02, S23, 1
B02, Trade, 85248.000, 111, S05, B02, 1
B02, Trade, 85263.808, 104, B02, S00, 1
B02, Trade, 85269.038, 108, P00, B02, 1
B02, Trade, 85283.577, 109, B02, S00, 1
B02, Trade, 85298.885, 109, B02, S22, 1
B02, Trade, 85308.192, 103, S06, B02, 1
B02, Trade, 85328.115, 101, B02, S15, 1
B02, Trade, 85345.827, 112, S23, B02, 1
B02, Trade, 85359.288, 107, B02, S18, 1
B02, Trade, 85370.173, 114, B02, S01, 1
B02, Trade, 85386.788, 109, B02, S19, 1
B02, Trade, 85412.942, 106, S19, B02, 1
B02, Trade, 85427.192, 121, B02, S05, 1
B02, Trade, 85444.923, 109, S24, B02, 1
B02, Trade, 85458.827, 109, B02, S10, 1
B02, Trade, 85469.135, 112, S12, B02, 1
B02, Trade, 85480.327, 104, B02, S22, 1
B02, Trade, 85497.212, 106, B02, S22, 1
B02, Trade, 85500.692, 114, S14, B02, 1
B02, Trade, 85514.712, 108, B02, S21, 1
B02, Trade, 85515.731, 112, S22, B02, 1
B02, Trade, 85534.192, 107, S10, B02, 1
B02, Trade, 85547.327, 106, B02, S24, 1
B02, Trade, 85568.673, 108, B02, S23, 1
B02, Trade, 85584.192, 109, S02, B02, 1
B02, Trade, 85598.827, 111, B02, S07, 1
B02, Trade, 85630.173, 111, S02, B02, 1
B02, Trade, 85635.923, 108, P00, B02, 1
B02, Trade, 85652.038, 106, P00, B02, 1
B02, Trade, 85664.865, 104, B02, S23, 1
B02, Trade, 85678.865, 103, S07, B02, 1
B02, Trade, 85686.942, 101, B02, S18, 1
B02, Trade, 85695.519, 108, S10, B02, 1
B02, Trade, 85708.288, 104, B02, P00, 1
B02, Trade, 85715.462, 110, B02, S17, 1
B02, Trade, 85729.769, 106, B02, S14, 1
B02, Trade, 85741.000, 104, B02, S19, 1
B02, Trade, 85757.519, 109, S10, B02, 1
B02, Trade, 85765.096, 104, B02, S09, 1
B02, Trade, 85779.615, 99, B02, S08, 1
B02, Trade, 85784.558, 106, B02, S21, 1
B02, Trade, 85794.558, 107, B02, S23, 1
B02, Trade, 85840.808, 99, B02, S20, 1
B02, Trade, 85874.308, 102, B02, S10, 1
B02, Trade, 85879.019, 101, S01, B02, 1
B02, Trade, 85890.962, 98, B02, S00, 1
B02, Trade, 85909.519, 101, S24, B02, 1
B02, Trade, 85924.808, 102, B02, S00, 1
B02, Trade, 85930.712, 101, S13, B02, 1
B02, Trade, 85970.558, 107, S12, B02, 1
B02, Trade, 85987.462, 107, S02, B02, 1
B02, Trade, 86007.558, 108, S02, B02, 1
B02, Trade, 86023.135, 94, B02, S20, 1
B02, Trade, 86031.115, 92, B02, S00, 1
B02, Trade, 86039.365, 100, P00, B02, 1
B02, Trade, 86067.865, 107, S15, B02, 1
B02, Trade, 86095.500, 104, S05, B02, 1
B02, Trade, 86119.250, 101, B02, S07, 1
B02, Trade, 86127.346, 103, P00, B02, 1
B02, Trade, 86143.019, 101, S13, B02, 1
B02, Trade, 86152.038, 92, B02, S18, 1
B02, Trade, 86155.212, 101, S06, B02, 1
B02, Trade, 86174.019, 103, S03, B02, 1
B02, Trade, 86198.635, 98, B02, S21, 1
B02, Trade, 86201.250, 99, S23, B02, 1
B02, Trade, 86214.769, 98, B02, S07, 1
B02, Trade, 86217.596, 99, S13, B02, 1
B02, Trade, 86242.154, 102, S24, B02, 1
B02, Trade, 86258.442, 98, S13, B02, 1
B02, Trade, 86275.500, 97, B02, S00, 1
B02, Trade, 86298.058, 99, S04, B02, 1
B02, Trade, 86311.173, 102, P00, B02, 1
B02, Trade, 86328.231, 100, B02, S09, 1
B02, Trade, 86343.635, 91, B02, S07, 1
B02, Trade, 86356.596, 98, S02, B02, 1
B02, Trade, 86385.750, 99, B02, S04, 1
B03, 100
B03, Trade, 85027.404, 108, S12, B03, 1
B03, Trade, 85039.058, 106, S17, B03, 1
B03, Trade, 85049.154, 101, B03, S09, 1
B03, Trade, 85056.269, 105, S18, B03, 1
B03, Trade, 85075.635, 111, S14, B03, 1
B03, Trade, 85093.846, 112, S06, B03, 1
B03, Trade, 85116.769, 115, S24, B03, 1
B03, Trade, 85135.865, 106, S15, B03, 1
B03, Trade, 85152.808, 100, B03, S21, 1
B03, Trade, 85158.558, 105, S16, B03, 1
B03, Trade, 85179.096, 102, B03, S17, 1
B03, Trade, 85180.577, 105, S15, B03, 1
B03, Trade, 85192.596, 104, S17, B03, 1
B03, Trade, 85214.500, 107, S05, B03, 1
B03, Trade, 85234.115, 104, B03, S13, 1
B03, Trade, 85239.519, 105, S11, B03, 1
B03, Trade, 85251.865, 110, B03, S16, 1
B03, Trade, 85261.365, 108, S02, B03, 1
B03, Trade, 85271.173, 105, B03, S02, 1
B03, Trade, 85279.846, 100, B03, S20, 1
B03, Trade, 85292.788, 111, B03, S16, 1
B03, Trade, 85307.404, 102, B03, S14, 1
B03, Trade, 85318.000, 113, S20, B03, 1
B03, Trade, 85327.904, 101, B03, S24, 1
B03, Trade, 85344.038, 110, B03, S19, 1
B03, Trade, 85348.231, 116, S22, B03, 1
B03, Trade, 85357.250, 105, B03, S16, 1
B03, Trade, 85363.577, 105, B03, S05, 1
B03, Trade, 85393.558, 103, S08, B03, 1
B03, Trade, 85416.231, 106, S02, B03, 1
B03, Trade, 85432.981, 105, B03, S17, 1
B03, Trade, 85440.962, 105, B03, S09, 1
B03, Trade, 85450.038, 107, B03, S21, 1
B03, Trade, 85462.462, 106, S02, B03, 1
B03, Trade, 85474.827, 102, B03, S19, 1
B03, Trade, 85489.885, 110, B03, S13, 1
B03, Trade, 85492.519, 111, P00, B03, 1
B03, Trade, 85508.269, 112, S04, B03, 1
B03, Trade, 85522.192, 106, B03, S13, 1
B03, Trade, 85525.769, 107, S14, B03, 1
B03, Trade, 85543.327, 103, B03, S10, 1
B03, Trade, 85551.635, 104, S02, B03, 1
B03, Trade, 85563.923, 110, S09, B03, 1
B03, Trade, 85586.115, 105, S03, B03, 1
B03, Trade, 85602.731, 111, S09, B03, 1
B03, Trade, 85609.481, 106, B03, S18, 1
B03, Trade, 85617.135, 111, S24, B03, 1
B03, Trade, 85640.365, 104, B03, S07, 1
B03, Trade, 85651.135, 107, S06, B03, 1
B03, Trade, 85654.442, 110, S15, B03, 1
B03, Trade, 85666.923, 105, S04, B03, 1
B03, Trade, 85697.885, 102, B03, S16, 1
B03, Trade, 85700.904, 107, B03, S24, 1
B03, Trade, 85714.212, 112, S13, B03, 1
B03, Trade, 85738.481, 112, S12, B03, 1
B03, Trade, 85749.154, 101, S15, B03, 1
B03, Trade, 85760.577, 112, B03, S03, 1
B03, Trade, 85765.423, 110, S08, B03, 1
B03, Trade, 85786.192, 109, B03, S08, 1
B03, Trade, 85788.308, 109, B03, S09, 1
B03, Trade, 85809.404, 105, B03, S07, 1
B03, Trade, 85815.519, 98, B03, S18, 1
B03, Trade, 85838.654, 105, S10, B03, 1
