B00, 100
B00, Trade, 85241.596, 163, B00, S15, 1
B00, Trade, 85246.423, 168, S01, B00, 1
B00, Trade, 85256.673, 169, S02, B00, 1
B00, Trade, 85264.385, 172, S18, B00, 1
B00, Trade, 85274.115, 162, S01, B00, 1
B00, Trade, 85286.788, 167, B00, S04, 1
B00, Trade, 85303.558, 165, S09, B00, 1
B00, Trade, 85322.077, 170, B00, S17, 1
B00, Trade, 85331.423, 167, S19, B00, 1
B00, Trade, 85333.750, 165, S19, B00, 1
B00, Trade, 85349.692, 171, S18, B00, 1
B00, Trade, 85352.327, 169, S14, B00, 1
B00, Trade, 85367.327, 169, S03, B00, 1
B00, Trade, 85372.519, 171, S09, B00, 1
B00, Trade, 85386.154, 170, S07, B00, 1
B00, Trade, 85396.404, 165, S00, B00, 1
B00, Trade, 85413.038, 176, S20, B00, 1
B00, Trade, 85439.673, 167, S06, B00, 1
B00, Trade, 85448.577, 171, S09, B00, 1
B00, Trade, 85459.808, 167, B00, S22, 1
B00, Trade, 85464.962, 169, S09, B00, 1
B00, Trade, 85480.904, 167, S09, B00, 1
B00, Trade, 85488.327, 166, B00, S24, 1
B00, Trade, 85496.673, 163, S00, B00, 1
B00, Trade, 85509.750, 164, P00, B00, 1
B00, Trade, 85522.558, 164, B00, S02, 1
B00, Trade, 85528.538, 166, B00, S05, 1
B00, Trade, 85545.462, 164, B00, S02, 1
B00, Trade, 85562.635, 170, B00, S22, 1
B00, Trade, 85573.000, 170, S13, B00, 1
B00, Trade, 85576.596, 172, S20, B00, 1
B00, Trade, 85589.404, 167, S02, B00, 1
B00, Trade, 85598.654, 162, B00, S05, 1
B00, Trade, 85606.327, 173, S02, B00, 1
B00, Trade, 85622.558, 171, S02, B00, 1
B00, Trade, 85634.481, 164, B00, S10, 1
B00, Trade, 85636.192, 170, S20, B00, 1
B00, Trade, 85650.865, 162, S15, B00, 1
B00, Trade, 85653.788, 166, S23, B00, 1
B00, Trade, 85671.308, 167, B00, S04, 1
B00, Trade, 85673.654, 174, S07, B00, 1
B00, Trade, 85691.173, 164, S09, B00, 1
B00, Trade, 85702.173, 160, S04, B00, 1
B00, Trade, 85710.038, 160, S22, B00, 1
B00, Trade, 85724.000, 167, S24, B00, 1
B00, Trade, 85740.423, 171, S21, B00, 1
B00, Trade, 85742.577, 168, P00, B00, 1
B00, Trade, 85768.538, 164, S02, B00, 1
B00, Trade, 85777.404, 161, S19, B00, 1
B00, Trade, 85788.385, 169, S06, B00, 1
B00, Trade, 85797.827, 165, S06, B00, 1
B00, Trade, 85807.577, 167, S10, B00, 1
