B00, 100
B00, Trade, 85091.596, 166, S04, B00, 1
B00, Trade, 85111.846, 164, S18, B00, 1
B00, Trade, 85133.885, 163, B00, S16, 1
B00, Trade, 85144.827, 167, P01, B00, 1
B00, Trade, 85163.558, 160, B00, S22, 1
B00, Trade, 85168.788, 167, S08, B00, 1
B00, Trade, 85177.846, 168, S15, B00, 1
B00, Trade, 85192.788, 165, B00, S23, 1
B00, Trade, 85205.769, 170, B00, S12, 1
B00, Trade, 85211.942, 171, S07, B00, 1
B00, Trade, 85239.308, 166, B00, S09, 1
B00, Trade, 85244.058, 166, B00, S18, 1
B00, Trade, 85262.288, 161, B00, S09, 1
B00, Trade, 85271.692, 169, B00, S16, 1
B00, Trade, 85284.942, 174, B00, S23, 1
B00, Trade, 85289.635, 168, S21, B00, 1
B00, Trade, 85297.231, 166, S16, B00, 1
B00, Trade, 85309.769, 162, B00, S22, 1
B00, Trade, 85317.538, 167, B00, S04, 1
B00, Trade, 85340.865, 163, B00, S20, 1
B00, Trade, 85346.115, 166, B00, S02, 1
B00, Trade, 85357.558, 167, S21, B00, 1
B00, Trade, 85364.904, 167, S04, B00, 1
B00, Trade, 85377.673, 171, B00, S23, 1
B00, Trade, 85392.442, 172, S06, B00, 1
B00, Trade, 85409.558, 168, B00, S00, 1
B00, Trade, 85430.615, 174, S10, B00, 1
B00, Trade, 85441.288, 164, B00, S17, 1
B00, Trade, 85449.154, 162, B00, S23, 1
B00, Trade, 85462.827, 165, B00, S17, 1
B00, Trade, 85473.654, 167, B00, S11, 1
B00, Trade, 85481.923, 167, B00, S24, 1
B00, Trade, 85487.750, 169, S18, B00, 1
B00, Trade, 85504.923, 168, B00, S07, 1
B00, Trade, 85509.596, 172, S07, B00, 1
B00, Trade, 85529.538, 167, S21, B00, 1
B00, Trade, 85543.404, 164, B00, S24, 1
B00, Trade, 85552.096, 164, P01, B00, 1
B00, Trade, 85566.731, 167, B00, S13, 1
B00, Trade, 85581.019, 163, B00, S09, 1
B00, Trade, 85593.769, 168, B00, S00, 1
B00, Trade, 85600.962, 164, S15, B00, 1
B00, Trade, 85611.596, 171, P01, B00, 1
B00, Trade, 85617.923, 155, B00, S12, 1
B00, Trade, 85635.481, 160, B00, S14, 1
B00, Trade, 85645.827, 184, B00, S07, 1
B00, Trade, 85658.212, 165, B00, S24, 1
B00, Trade, 85676.538, 167, S19, B00, 1
