B00, 100
B00, Trade, 85278.538, 170, B00, S01, 1
B00, Trade, 85292.577, 167, B00, S09, 1
B00, Trade, 85294.365, 168, P01, B00, 1
B00, Trade, 85312.192, 175, S07, B00, 1
B00, Trade, 85313.192, 175, S00, B00, 1
B00, Trade, 85332.385, 170, B00, S10, 1
B00, Trade, 85352.346, 175, S15, B00, 1
B00, Trade, 85363.192, 171, S03, B00, 1
B00, Trade, 85371.788, 174, B00, S08, 1
B00, Trade, 85379.769, 172, S15, B00, 1
B00, Trade, 85383.673, 175, P01, B00, 1
B00, Trade, 85395.750, 171, B00, S23, 1
B00, Trade, 85411.788, 174, B00, S18, 1
B00, Trade, 85419.442, 172, B00, S14, 1
B00, Trade, 85431.019, 178, S13, B00, 1
B00, Trade, 85437.635, 173, S04, B00, 1
B00, Trade, 85460.596, 182, S21, B00, 1
B00, Trade, 85473.115, 172, S00, B00, 1
B00, Trade, 85482.904, 171, S01, B00, 1
B00, Trade, 85492.481, 168, B00, S06, 1
B00, Trade, 85497.077, 169, S04, B00, 1
B00, Trade, 85507.481, 179, S16, B00, 1
B00, Trade, 85516.365, 171, S16, B00, 1
B00, Trade, 85525.135, 173, B00, S19, 1
B00, Trade, 85535.115, 177, S19, B00, 1
B00, Trade, 85544.192, 184, S10, B00, 1
B00, Trade, 85559.962, 177, S20, B00, 1
B00, Trade, 85569.577, 177, P01, B00, 1
B00, Trade, 85581.788, 175, S04, B00, 1
B00, Trade, 85589.269, 175, S02, B00, 1
B00, Trade, 85601.231, 176, S11, B00, 1
B00, Trade, 85606.212, 176, S01, B00, 1
B00, Trade, 85626.673, 175, S11, B00, 1
B00, Trade, 85637.846, 173, B00, S23, 1
B00, Trade, 85643.462, 178, S16, B00, 1
B00, Trade, 85659.481, 178, P01, B00, 1
B00, Trade, 85668.769, 176, S07, B00, 1
B00, Trade, 85680.173, 175, B00, S12, 1
B00, Trade, 85691.846, 166, S15, B00, 1
B00, Trade, 85707.077, 171, B00, S23, 1
B00, Trade, 85725.192, 175, B00, S14, 1
B00, Trade, 85728.962, 173, S10, B00, 1
B00, Trade, 85757.077, 179, S11, B00, 1
B00, Trade, 85766.942, 179, S18, B00, 1
B00, Trade, 85776.558, 179, S03, B00, 1
B00, Trade, 85791.846, 174, S08, B00, 1
B00, Trade, 85798.442, 180, S18, B00, 1
B00, Trade, 85808.827, 166, S19, B00, 1
B00, Trade, 85821.115, 172, B00, S03, 1
B00, Trade, 85829.077, 175, S07, B00, 1
B00, Trade, 85837.673, 167, S01, B00, 1
B00, Trade, 85846.904, 174, S24, B00, 1
B00, Trade, 85859.365, 178, S22, B00, 1
B00, Trade, 85868.385, 175, S20, B00, 1
B00, Trade, 85875.346, 179, S08, B00, 1
B00, Trade, 85888.788, 171, S05, B00, 1
B00, Trade, 85898.519, 170, S04, B00, 1
B00, Trade, 85903.654, 176, S07, B00, 1
B00, Trade, 85914.865, 170, B00, S10, 1
B00, Trade, 85924.500, 175, S05, B00, 1
B00, Trade, 85934.135, 171, S13, B00, 1
B00, Trade, 85948.808, 176, S18, B00, 1
B00, Trade, 85960.635, 175, S19, B00, 1
B00, Trade, 85966.596, 172, B00, S17, 1
B00, Trade, 85980.615, 164, B00, S02, 1
B00, Trade, 85990.904, 173, S11, B00, 1
B00, Trade, 85998.154, 176, S20, B00, 1
B00, Trade, 86016.212, 174, B00, S22, 1
B00, Trade, 86028.212, 171, S24, B00, 1
B00, Trade, 86052.212, 167, B00, S00, 1
B00, Trade, 86053.096, 176, S01, B00, 1
B00, Trade, 86058.654, 169, S11, B00, 1
B00, Trade, 86069.462, 174, S11, B00, 1
B00, Trade, 86073.519, 171, S13, B00, 1
B00, Trade, 86084.365, 171, S19, B00, 1
B00, Trade, 86104.500, 166, B00, S09, 1
B00, Trade, 86114.173, 167, S16, B00, 1
B00, Trade, 86121.942, 178, S10, B00, 1
B00, Trade, 86130.558, 169, S22, B00, 1
B00, Trade, 86151.885, 175, S21, B00, 1
B00, Trade, 86159.269, 171, S00, B00, 1
B00, Trade, 86165.904, 165, S18, B00, 1
B00, Trade, 86182.577, 166, S24, B00, 1
B00, Trade, 86194.192, 172, S16, B00, 1
B00, Trade, 86204.096, 169, B00, S09, 1
B00, Trade, 86220.654, 167, B00, S14, 1
B00, Trade, 86231.250, 176, S23, B00, 1
B00, Trade, 86233.885, 181, S05, B00, 1
B00, Trade, 86247.077, 170, S23, B00, 1
B00, Trade, 86261.212, 173, S00, B00, 1
B00, Trade, 86266.077, 172, S05, B00, 1
B00, Trade, 86290.019, 171, S00, B00, 1
B00, Trade, 86315.000, 173, S18, B00, 1
B00, Trade, 86315.462, 172, S11, B00, 1
B00, Trade, 86336.327, 166, B00, S18, 1
B00, Trade, 86342.115, 171, S16, B00, 1
B00, Trade, 86346.519, 170, S14, B00, 1
B00, Trade, 86361.308, 172, S13, B00, 1
B00, Trade, 86369.154, 172, S04, B00, 1
B00, Trade, 86385.481, 168, S04, B00, 1
B01, 100
B01, Trade, 84972.885, 169, S17, B01, 1
B01, Trade, 84993.865, 165, B01, S06, 1
B01, Trade, 85001.212, 173, S07, B01, 1
B01, Trade, 85034.462, 175, P01, B01, 1
B01, Trade, 85050.173, 180, S13, B01, 1
B01, Trade, 85070.115, 165, S20, B01, 1
B01, Trade, 85089.462, 171, S05, B01, 1
B01, Trade, 85098.923, 170, B01, S17, 1
B01, Trade, 85124.962, 167, B01, S21, 1
B01, Trade, 85131.327, 177, S24, B01, 1
B01, Trade, 85138.385, 169, B01, S23, 1
B01, Trade, 85148.519, 173, B01, S03, 1
B01, Trade, 85154.404, 169, B01, S04, 1
B01, Trade, 85176.115, 172, B01, S04, 1
B01, Trade, 85191.135, 175, B01, S02, 1
B01, Trade, 85208.308, 174, S16, B01, 1
B01, Trade, 85225.115, 171, B01, S15, 1
B01, Trade, 85233.442, 172, B01, S24, 1
B01, Trade, 85243.269, 174, B01, S03, 1
B01, Trade, 85255.269, 177, S19, B01, 1
B01, Trade, 85281.365, 167, B01, S03, 1
B01, Trade, 85288.885, 170, S14, B01, 1
B01, Trade, 85296.750, 167, B01, S19, 1
B01, Trade, 85315.058, 171, B01, S23, 1
B01, Trade, 85326.250, 174, S24, B01, 1
B01, Trade, 85353.000, 170, B01, S11, 1
B01, Trade, 85360.577, 168, S22, B01, 1
B01, Trade, 85372.154, 171, B01, S01, 1
B01, Trade, 85379.154, 174, S02, B01, 1
B01, Trade, 85386.769, 173, B01, S07, 1
B01, Trade, 85410.442, 176, S11, B01, 1
