B00, 100
B00, Trade, 85112.058, 175, S11, B00, 1
B00, Trade, 85129.519, 169, S14, B00, 1
B00, Trade, 85140.827, 174, S15, B00, 1
B00, Trade, 85155.096, 170, P01, B00, 1
B00, Trade, 85165.077, 169, S04, B00, 1
B00, Trade, 85174.212, 172, B00, S07, 1
B00, Trade, 85186.096, 175, S15, B00, 1
B00, Trade, 85202.096, 172, B00, S10, 1
B00, Trade, 85219.538, 181, S11, B00, 1
B00, Trade, 85231.596, 169, B00, S14, 1
B00, Trade, 85232.731, 175, S15, B00, 1
B00, Trade, 85255.654, 172, B00, S07, 1
B00, Trade, 85266.692, 171, B00, S22, 1
B00, Trade, 85297.846, 171, B00, S03, 1
B00, Trade, 85308.731, 171, B00, S05, 1
B00, Trade, 85324.692, 165, S04, B00, 1
B00, Trade, 85343.404, 169, B00, S13, 1
B00, Trade, 85352.538, 179, S11, B00, 1
B00, Trade, 85354.712, 170, S06, B00, 1
B00, Trade, 85370.596, 169, B00, S21, 1
B00, Trade, 85372.038, 178, S05, B00, 1
B00, Trade, 85387.077, 180, S05, B00, 1
B00, Trade, 85398.212, 176, S17, B00, 1
B00, Trade, 85407.923, 168, B00, S23, 1
B00, Trade, 85421.769, 173, S13, B00, 1
B00, Trade, 85436.712, 173, S17, B00, 1
B00, Trade, 85447.019, 176, S03, B00, 1
B00, Trade, 85463.404, 168, B00, S12, 1
B00, Trade, 85474.385, 169, B00, S24, 1
B00, Trade, 85480.442, 177, S15, B00, 1
B00, Trade, 85487.673, 173, B00, S15, 1
B00, Trade, 85499.154, 169, S16, B00, 1
B00, Trade, 85507.500, 167, B00, S13, 1
B00, Trade, 85531.423, 173, S22, B00, 1
B00, Trade, 85539.250, 173, P01, B00, 1
B00, Trade, 85562.250, 179, B00, S01, 1
B00, Trade, 85576.019, 168, B00, S20, 1
B00, Trade, 85579.885, 176, S22, B00, 1
B00, Trade, 85590.808, 187, B00, S13, 1
B00, Trade, 85604.846, 171, P01, B00, 1
B00, Trade, 85624.154, 177, S02, B00, 1
B00, Trade, 85635.692, 167, B00, S02, 1
B00, Trade, 85643.538, 176, S10, B00, 1
B00, Trade, 85663.135, 171, B00, S00, 1
B00, Trade, 85668.827, 176, S15, B00, 1
B00, Trade, 85688.423, 174, B00, S04, 1
B00, Trade, 85707.154, 163, B00, S18, 1
B00, Trade, 85712.231, 175, S09, B00, 1
B00, Trade, 85715.654, 174, B00, S05, 1
B00, Trade, 85731.538, 172, B00, S14, 1
B00, Trade, 85735.327, 175, S11, B00, 1
B00, Trade, 85743.923, 170, B00, S11, 1
B00, Trade, 85762.250, 173, B00, S13, 1
B00, Trade, 85772.788, 167, S07, B00, 1
B00, Trade, 85785.885, 165, B00, S21, 1
B00, Trade, 85809.558, 179, B00, S14, 1
B00, Trade, 85825.615, 170, B00, S15, 1
B00, Trade, 85841.827, 169, S01, B00, 1
B00, Trade, 85849.885, 170, B00, S19, 1
B00, Trade, 85864.173, 169, B00, S10, 1
B00, Trade, 85873.269, 172, B00, S24, 1
B00, Trade, 85892.865, 170, S20, B00, 1
B00, Trade, 85898.423, 170, B00, S24, 1
B00, Trade, 85906.038, 169, S03, B00, 1
B00, Trade, 85922.692, 175, B00, S13, 1
B00, Trade, 85939.885, 165, B00, S24, 1
B00, Trade, 85945.404, 171, S09, B00, 1
B00, Trade, 85964.173, 166, B00, S24, 1
B00, Trade, 85967.500, 172, S21, B00, 1
B00, Trade, 85987.173, 172, B00, S23, 1
B00, Trade, 85993.846, 171, B00, S02, 1
B00, Trade, 85997.538, 174, S19, B00, 1
B00, Trade, 86023.077, 173, B00, S19, 1
B00, Trade, 86033.269, 173, B00, S06, 1
B00, Trade, 86049.962, 167, B00, S10, 1
B00, Trade, 86055.769, 174, P01, B00, 1
B00, Trade, 86069.173, 171, B00, S21, 1
B00, Trade, 86091.096, 175, S00, B00, 1
B00, Trade, 86102.692, 170, B00, S02, 1
B00, Trade, 86114.173, 173, B00, S08, 1
B00, Trade, 86122.500, 174, P01, B00, 1
B00, Trade, 86135.462, 170, B00, S16, 1
B00, Trade, 86145.885, 170, B00, S20, 1
B00, Trade, 86147.327, 171, P01, B00, 1
B00, Trade, 86160.173, 175, S19, B00, 1
B00, Trade, 86194.923, 174, S01, B00, 1
B00, Trade, 86212.288, 173, S14, B00, 1
B00, Trade, 86228.481, 163, B00, S10, 1
B00, Trade, 86241.942, 170, P01, B00, 1
B00, Trade, 86252.327, 171, B00, S22, 1
B00, Trade, 86258.635, 166, B00, S13, 1
B00, Trade, 86271.596, 172, S05, B00, 1
B00, Trade, 86281.654, 173, B00, S13, 1
B00, Trade, 86299.365, 168, B00, S17, 1
B00, Trade, 86306.538, 173, B00, S07, 1
B00, Trade, 86350.327, 168, S10, B00, 1
B00, Trade, 86361.250, 168, B00, S23, 1
B00, Trade, 86374.173, 167, S20, B00, 1
B00, Trade, 86386.000, 179, P01, B00, 1
B00, Trade, 86395.519, 170, B00, S02, 1
B01, 100
B01, Trade, 85039.673, 178, S13, B01, 1
B01, Trade, 85056.635, 165, B01, S10, 1
B01, Trade, 85058.404, 168, S06, B01, 1
B01, Trade, 85077.865, 171, B01, S15, 1
B01, Trade, 85093.712, 171, S09, B01, 1
B01, Trade, 85122.462, 173, S03, B01, 1
B01, Trade, 85147.731, 164, B01, S11, 1
B01, Trade, 85159.827, 167, B01, S03, 1
B01, Trade, 85179.923, 176, S19, B01, 1
B01, Trade, 85192.942, 172, S01, B01, 1
B01, Trade, 85195.769, 169, S07, B01, 1
B01, Trade, 85218.154, 177, B01, S12, 1
B01, Trade, 85224.865, 169, B01, S02, 1
B01, Trade, 85225.942, 160, S00, B01, 1
B01, Trade, 85241.750, 165, B01, S20, 1
B01, Trade, 85251.038, 174, S23, B01, 1
B01, Trade, 85265.481, 177, S16, B01, 1
B01, Trade, 85285.673, 168, B01, S04, 1
B01, Trade, 85288.577, 176, S07, B01, 1
B01, Trade, 85298.673, 170, B01, S07, 1
B01, Trade, 85304.769, 176, S23, B01, 1
B01, Trade, 85328.154, 172, S14, B01, 1
B01, Trade, 85339.615, 168, B01, S18, 1
B01, Trade, 85348.558, 181, S22, B01, 1
B01, Trade, 85364.308, 171, B01, S16, 1
B01, Trade, 85365.673, 173, S17, B01, 1
B01, Trade, 85400.000, 173, B01, S12, 1
B01, Trade, 85402.000, 182, S07, B01, 1
B01, Trade, 85428.750, 176, S07, B01, 1
B01, Trade, 85442.923, 176, S10, B01, 1
B01, Trade, 85460.615, 167, B01, S10, 1
B01, Trade, 85483.846, 175, B01, S19, 1
B01, Trade, 85491.808, 174, S20, B01, 1
B01, Trade, 85509.077, 168, B01, S20, 1
B01, Trade, 85516.269, 171, S19, B01, 1
B01, Trade, 85528.885, 170, S17, B01, 1
B01, Trade, 85552.865, 178, S12, B01, 1
B01, Trade, 85567.712, 165, S00, B01, 1
B01, Trade, 85578.904, 167, B01, S06, 1
B01, Trade, 85584.846, 171, B01, S19, 1
B01, Trade, 85600.788, 170, S00, B01, 1
B01, Trade, 85608.865, 168, S19, B01, 1
B01, Trade, 85635.038, 174, S21, B01, 1
B01, Trade, 85643.269, 169, B01, S24, 1
B01, Trade, 85663.192, 169, B01, S14, 1
B01, Trade, 85674.404, 166, B01, S16, 1
B01, Trade, 85683.500, 180, S14, B01, 1
B01, Trade, 85686.596, 176, S22, B01, 1
B01, Trade, 85697.558, 170, B01, S16, 1
B01, Trade, 85709.519, 165, B01, S03, 1
B01, Trade, 85719.154, 176, P01, B01, 1
B01, Trade, 85732.942, 173, B01, S24, 1
B01, Trade, 85749.038, 171, B01, S20, 1
B01, Trade, 85755.904, 168, S21, B01, 1
B01, Trade, 85776.750, 165, B01, S10, 1
