B00, 100
B00, Trade, 85140.058, 163, B00, S15, 1
B00, Trade, 85146.212, 167, S19, B00, 1
B00, Trade, 85158.000, 164, B00, S15, 1
B00, Trade, 85163.885, 159, B00, S22, 1
B00, Trade, 85179.615, 168, B00, S12, 1
B00, Trade, 85182.962, 169, P01, B00, 1
B00, Trade, 85209.288, 169, B00, S15, 1
B00, Trade, 85218.250, 165, B00, S00, 1
B00, Trade, 85231.538, 164, S13, B00, 1
B00, Trade, 85237.269, 166, B00, S15, 1
B00, Trade, 85260.404, 159, B00, S10, 1
B00, Trade, 85263.365, 170, S11, B00, 1
B00, Trade, 85278.385, 162, B00, S14, 1
B00, Trade, 85289.558, 164, B00, S13, 1
B00, Trade, 85296.231, 167, S00, B00, 1
B00, Trade, 85311.904, 165, B00, S03, 1
B00, Trade, 85312.904, 164, S07, B00, 1
B00, Trade, 85331.942, 166, B00, S10, 1
B00, Trade, 85333.808, 167, B00, S04, 1
B00, Trade, 85356.769, 164, B00, S21, 1
B00, Trade, 85373.115, 169, B00, S02, 1
B00, Trade, 85381.808, 168, B00, S10, 1
B00, Trade, 85394.019, 169, B00, S01, 1
B00, Trade, 85403.000, 162, S22, B00, 1
B00, Trade, 85408.769, 173, B00, S07, 1
B00, Trade, 85423.288, 170, B00, S17, 1
B00, Trade, 85432.442, 165, B00, S09, 1
B00, Trade, 85439.327, 161, B00, S02, 1
B00, Trade, 85457.250, 163, B00, S24, 1
B00, Trade, 85465.750, 162, B00, S10, 1
B00, Trade, 85483.135, 168, S14, B00, 1
B00, Trade, 85490.519, 170, B00, S11, 1
B00, Trade, 85497.442, 166, B00, S06, 1
B00, Trade, 85511.192, 164, B00, S09, 1
B00, Trade, 85525.000, 161, B00, S03, 1
B00, Trade, 85544.385, 166, B00, S19, 1
B00, Trade, 85577.038, 163, B00, S13, 1
B00, Trade, 85586.692, 162, B00, S15, 1
B00, Trade, 85598.962, 167, B00, S00, 1
B00, Trade, 85609.231, 161, B00, S05, 1
B00, Trade, 85622.885, 163, B00, S01, 1
B00, Trade, 85623.981, 162, B00, S24, 1
B00, Trade, 85640.731, 161, B00, S11, 1
B00, Trade, 85645.827, 163, B00, S24, 1
B00, Trade, 85666.615, 167, B00, S12, 1
B00, Trade, 85679.538, 167, B00, S24, 1
B00, Trade, 85690.558, 160, S12, B00, 1
B00, Trade, 85699.558, 165, B00, S05, 1
B00, Trade, 85712.885, 164, B00, S19, 1
B00, Trade, 85723.577, 167, B00, S04, 1
B00, Trade, 85732.923, 168, B00, S16, 1
B00, Trade, 85742.077, 161, S06, B00, 1
B00, Trade, 85751.577, 159, B00, S08, 1
B00, Trade, 85758.750, 162, B00, S24, 1
B00, Trade, 85771.500, 163, S03, B00, 1
B00, Trade, 85776.481, 160, B00, S12, 1
B00, Trade, 85797.904, 165, S04, B00, 1
B00, Trade, 85815.500, 157, B00, S08, 1
B00, Trade, 85834.846, 177, B00, S02, 1
B00, Trade, 85842.904, 170, B00, S06, 1
B00, Trade, 85874.769, 165, S06, B00, 1
B00, Trade, 85876.654, 166, B00, S20, 1
B00, Trade, 85889.635, 166, B00, S23, 1
B00, Trade, 85906.019, 166, S09, B00, 1
B00, Trade, 85908.385, 170, S09, B00, 1
B00, Trade, 85927.385, 164, B00, S24, 1
B00, Trade, 85947.558, 164, B00, S11, 1
B00, Trade, 85954.423, 166, B00, S21, 1
B00, Trade, 85972.442, 162, B00, S05, 1
B00, Trade, 85980.173, 162, B00, S15, 1
B00, Trade, 85990.558, 168, B00, S10, 1
B00, Trade, 86016.269, 166, B00, S19, 1
B00, Trade, 86033.596, 165, B00, S21, 1
B00, Trade, 86043.423, 166, S07, B00, 1
B00, Trade, 86049.115, 173, S06, B00, 1
B00, Trade, 86055.519, 168, B00, S04, 1
B00, Trade, 86073.942, 169, P01, B00, 1
B00, Trade, 86083.250, 169, B00, S13, 1
B00, Trade, 86114.462, 174, S09, B00, 1
B00, Trade, 86124.000, 165, P01, B00, 1
B00, Trade, 86137.519, 164, B00, S11, 1
B00, Trade, 86144.788, 170, S24, B00, 1
B00, Trade, 86158.635, 162, B00, S06, 1
B00, Trade, 86175.769, 169, S03, B00, 1
B00, Trade, 86204.423, 168, B00, S00, 1
B00, Trade, 86213.577, 167, B00, S05, 1
B00, Trade, 86217.404, 164, B00, S02, 1
B00, Trade, 86227.981, 165, S00, B00, 1
B00, Trade, 86240.519, 164, B00, S06, 1
B00, Trade, 86247.769, 166, S00, B00, 1
B00, Trade, 86263.423, 162, B00, S03, 1
B00, Trade, 86277.115, 169, S12, B00, 1
