B00, 100
B00, Trade, 85288.904, 174, B00, S01, 1
B00, Trade, 85304.712, 172, B00, S19, 1
B00, Trade, 85314.385, 174, B00, S12, 1
B00, Trade, 85335.346, 166, S01, B00, 1
B00, Trade, 85341.712, 173, S11, B00, 1
B00, Trade, 85346.808, 180, B00, S09, 1
B00, Trade, 85360.019, 170, B00, S20, 1
B00, Trade, 85385.173, 175, S03, B00, 1
B00, Trade, 85391.692, 171, B00, S00, 1
B00, Trade, 85401.962, 172, B00, S16, 1
B00, Trade, 85404.231, 171, B00, S00, 1
B00, Trade, 85430.692, 169, B00, S09, 1
B00, Trade, 85442.654, 173, S01, B00, 1
B00, Trade, 85467.115, 170, B00, P01, 1
B00, Trade, 85473.750, 170, B00, S07, 1
B00, Trade, 85492.173, 171, S19, B00, 1
B00, Trade, 85498.173, 171, P01, B00, 1
B00, Trade, 85507.596, 164, B00, S16, 1
B00, Trade, 85523.077, 169, B00, S07, 1
B00, Trade, 85533.846, 168, B00, S18, 1
B00, Trade, 85542.788, 171, S11, B00, 1
B00, Trade, 85549.808, 174, S05, B00, 1
B00, Trade, 85560.038, 162, B00, S10, 1
B00, Trade, 85564.788, 169, B00, S18, 1
B00, Trade, 85573.346, 171, B00, S09, 1
B00, Trade, 85589.500, 178, S01, B00, 1
B00, Trade, 85593.692, 175, B00, S04, 1
B00, Trade, 85606.673, 167, B00, S14, 1
B00, Trade, 85615.308, 168, B00, S02, 1
B00, Trade, 85625.481, 164, B00, S23, 1
B00, Trade, 85641.192, 169, S22, B00, 1
B00, Trade, 85652.788, 170, B00, S18, 1
B00, Trade, 85662.346, 170, S04, B00, 1
B00, Trade, 85667.846, 171, S12, B00, 1
B00, Trade, 85676.462, 169, B00, S17, 1
B00, Trade, 85694.615, 169, B00, S21, 1
B00, Trade, 85700.135, 175, B00, S21, 1
B00, Trade, 85714.788, 172, B00, S12, 1
B00, Trade, 85723.788, 167, B00, S00, 1
B00, Trade, 85736.058, 166, B00, S14, 1
B00, Trade, 85755.692, 164, B00, S24, 1
B00, Trade, 85765.615, 170, B00, S18, 1
B00, Trade, 85774.192, 171, B00, S01, 1
B00, Trade, 85789.346, 161, B00, S00, 1
B00, Trade, 85797.750, 165, B00, S10, 1
B00, Trade, 85819.154, 166, B00, S03, 1
B00, Trade, 85822.288, 176, P01, B00, 1
B00, Trade, 85832.096, 168, B00, S23, 1
B00, Trade, 85842.269, 170, S22, B00, 1
B00, Trade, 85860.981, 174, S09, B00, 1
B00, Trade, 85867.981, 166, B00, S24, 1
B00, Trade, 85883.788, 168, B00, S10, 1
B00, Trade, 85891.000, 168, B00, S03, 1
B00, Trade, 85898.154, 169, B00, S15, 1
B00, Trade, 85914.385, 177, B00, S21, 1
B00, Trade, 85921.481, 173, B00, S22, 1
B00, Trade, 85931.423, 168, B00, S04, 1
B00, Trade, 85944.096, 168, B00, S14, 1
B00, Trade, 85949.115, 168, S07, B00, 1
B00, Trade, 85957.750, 168, B00, S04, 1
B00, Trade, 85977.019, 166, B00, S10, 1
B00, Trade, 85982.231, 174, B00, S12, 1
B00, Trade, 85994.462, 164, B00, S15, 1
B00, Trade, 86002.115, 168, B00, S20, 1
