Date,Close,Volume
2025-03-05T00:00:00.000Z,"87,111.83","243,716,096.00"
2025-03-05T00:05:00.000Z,"87,124.69",0
2025-03-05T00:10:00.000Z,"87,204.54","873,881,600.00"
2025-03-05T00:15:00.000Z,"86,939.84",0
2025-03-05T00:20:00.000Z,"86,893.11","373,870,592.00"
2025-03-05T00:25:00.000Z,"86,980.39","255,504,384.00"
2025-03-05T00:30:00.000Z,"86,803.80","667,336,704.00"
2025-03-05T00:35:00.000Z,"86,717.88","798,924,800.00"
2025-03-05T00:40:00.000Z,"86,485.91",0
2025-03-05T00:45:00.000Z,"86,468.67","1,532,436,480.00"
2025-03-05T00:50:00.000Z,"86,612.20",0
2025-03-05T00:55:00.000Z,"86,752.53",0
2025-03-05T01:00:00.000Z,"86,690.35",0
2025-03-05T01:05:00.000Z,"86,760.78","547,610,624.00"
2025-03-05T01:10:00.000Z,"86,857.84",0
2025-03-05T01:15:00.000Z,"86,849.85","814,612,480.00"
2025-03-05T01:20:00.000Z,"87,010.52",0
2025-03-05T01:25:00.000Z,"87,304.12","949,755,904.00"
2025-03-05T01:30:00.000Z,"87,266.66",0
2025-03-05T01:35:00.000Z,"87,380.75",0
2025-03-05T01:40:00.000Z,"87,434.17",0
2025-03-05T01:45:00.000Z,"87,454.65",0
2025-03-05T01:50:00.000Z,"87,682.36",0
2025-03-05T01:55:00.000Z,"87,596.60",0
2025-03-05T02:00:00.000Z,"87,425.35",0
2025-03-05T02:05:00.000Z,"87,374.37",0
2025-03-05T02:10:00.000Z,"87,212.59",0
2025-03-05T02:15:00.000Z,"87,076.43",0
2025-03-05T02:20:00.000Z,"87,535.69","469,598,208.00"
2025-03-05T02:25:00.000Z,"87,270.63",0
2025-03-05T02:30:00.000Z,"87,307.77",0
2025-03-05T02:35:00.000Z,"87,233.24","44,605,440.00"
2025-03-05T02:40:00.000Z,"87,503.33","487,469,056.00"
2025-03-05T02:45:00.000Z,"87,614.91",0
2025-03-05T02:50:00.000Z,"87,723.56",0
2025-03-05T02:55:00.000Z,"87,499.79","321,646,592.00"
2025-03-05T03:00:00.000Z,"87,504.75",0
2025-03-05T03:05:00.000Z,"87,571.31","152,391,680.00"
2025-03-05T03:10:00.000Z,"87,764.44",0
2025-03-05T03:15:00.000Z,"87,741.98","588,742,656.00"
2025-03-05T03:20:00.000Z,"87,732.37",0
2025-03-05T03:25:00.000Z,"87,733.84","647,249,920.00"
2025-03-05T03:30:00.000Z,"87,796.09","22,028,288.00"
2025-03-05T03:35:00.000Z,"87,615.27","82,214,912.00"
2025-03-05T03:40:00.000Z,"87,544.73",0
2025-03-05T03:45:00.000Z,"87,508.77","363,237,376.00"
2025-03-05T03:50:00.000Z,"87,501.35",0
2025-03-05T03:55:00.000Z,"87,157.25",0
2025-03-05T04:00:00.000Z,"87,004.78",0
2025-03-05T04:05:00.000Z,"87,073.93",0
2025-03-05T04:10:00.000Z,"87,065.58","554,889,216.00"
2025-03-05T04:15:00.000Z,"87,062.57",0
2025-03-05T04:20:00.000Z,"87,291.77","859,398,144.00"
2025-03-05T04:25:00.000Z,"87,181.95",0
2025-03-05T04:30:00.000Z,"86,903.07",0
2025-03-05T04:35:00.000Z,"87,008.78","934,694,912.00"
2025-03-05T04:40:00.000Z,"86,980.57",0
2025-03-05T04:45:00.000Z,"86,910.80","136,912,896.00"
2025-03-05T04:50:00.000Z,"87,023.23",0
2025-03-05T04:55:00.000Z,"86,871.11",0
2025-03-05T05:00:00.000Z,"86,909.02",0
2025-03-05T05:05:00.000Z,"86,952.14",0
2025-03-05T05:10:00.000Z,"87,139.54",0
2025-03-05T05:15:00.000Z,"86,950.28","1,173,487,616.00"
2025-03-05T05:20:00.000Z,"86,887.67",0
2025-03-05T05:25:00.000Z,"86,939.49","2,621,440.00"
2025-03-05T05:30:00.000Z,"86,983.41",0
2025-03-05T05:35:00.000Z,"87,009.47","97,042,432.00"
2025-03-05T05:40:00.000Z,"86,978.58",0
2025-03-05T05:45:00.000Z,"87,051.21","309,207,040.00"
2025-03-05T05:50:00.000Z,"87,164.45",0
2025-03-05T05:55:00.000Z,"87,125.47","25,939,968.00"
2025-03-05T06:00:00.000Z,"87,041.43",0
2025-03-05T06:05:00.000Z,"87,099.98","670,449,664.00"
2025-03-05T06:10:00.000Z,"87,019.50",0
2025-03-05T06:15:00.000Z,"87,109.57","519,643,136.00"
2025-03-05T06:20:00.000Z,"87,091.02",0
2025-03-05T06:25:00.000Z,"87,128.53","186,396,672.00"
2025-03-05T06:30:00.000Z,"87,164.36",0
2025-03-05T06:35:00.000Z,"87,228.45",0
2025-03-05T06:40:00.000Z,"87,392.54","368,361,472.00"
2025-03-05T06:45:00.000Z,"87,440.09","80,289,792.00"
2025-03-05T06:50:00.000Z,"87,398.45",0
2025-03-05T06:55:00.000Z,"87,489.71",0
2025-03-05T07:00:00.000Z,"87,613.41",0
2025-03-05T07:05:00.000Z,"87,603.91","92,921,856.00"
2025-03-05T07:10:00.000Z,"87,467.80","671,342,592.00"
2025-03-05T07:15:00.000Z,"87,399.64",0
2025-03-05T07:20:00.000Z,"87,489.56",0
2025-03-05T07:25:00.000Z,"87,483.20","701,153,280.00"
2025-03-05T07:30:00.000Z,"87,494.09",0
2025-03-05T07:35:00.000Z,"87,495.48","449,896,448.00"
2025-03-05T07:40:00.000Z,"87,470.46","194,588,672.00"
2025-03-05T07:45:00.000Z,"87,497.91",0
2025-03-05T07:50:00.000Z,"87,608.07",0
2025-03-05T07:55:00.000Z,"87,645.97","374,185,984.00"
2025-03-05T08:00:00.000Z,"87,650.34","498,708,480.00"
2025-03-05T08:05:00.000Z,"87,682.34",0
2025-03-05T08:10:00.000Z,"87,656.02",0
2025-03-05T08:15:00.000Z,"87,733.01","54,480,896.00"
2025-03-05T08:20:00.000Z,"87,762.70",0
2025-03-05T08:25:00.000Z,"87,731.45","314,269,696.00"
2025-03-05T08:30:00.000Z,"87,743.58","59,932,672.00"
2025-03-05T08:35:00.000Z,"87,801.38",0
2025-03-05T08:40:00.000Z,"87,848.02",0
2025-03-05T08:45:00.000Z,"87,803.45","211,611,648.00"
2025-03-05T08:50:00.000Z,"87,845.99",0
2025-03-05T08:55:00.000Z,"87,704.90",0
2025-03-05T09:00:00.000Z,"87,837.02",0
2025-03-05T09:05:00.000Z,"88,063.14",0
2025-03-05T09:10:00.000Z,"88,245.20","351,023,104.00"
2025-03-05T09:15:00.000Z,"88,159.11",0
2025-03-05T09:20:00.000Z,"88,531.34","35,786,752.00"
2025-03-05T09:25:00.000Z,"88,544.65","900,788,224.00"
2025-03-05T09:30:00.000Z,"88,761.95",0
2025-03-05T09:35:00.000Z,"88,412.80","367,144,960.00"
2025-03-05T09:40:00.000Z,"88,357.23","592,482,304.00"
2025-03-05T09:45:00.000Z,"88,440.87",0
2025-03-05T09:50:00.000Z,"88,443.29","281,104,384.00"
2025-03-05T09:55:00.000Z,"88,472.46",0
2025-03-05T10:00:00.000Z,"88,581.04","46,788,608.00"
2025-03-05T10:05:00.000Z,"88,678.06",0
2025-03-05T10:10:00.000Z,"88,436.50","831,287,296.00"
2025-03-05T10:15:00.000Z,"88,570.74",0
2025-03-05T10:20:00.000Z,"88,620.29","379,928,576.00"
2025-03-05T10:25:00.000Z,"89,551.37",0
2025-03-05T10:30:00.000Z,"89,973.13","719,355,904.00"
2025-03-05T10:35:00.000Z,"90,418.18","443,351,040.00"
2025-03-05T10:40:00.000Z,"90,136.35","723,107,840.00"
2025-03-05T10:45:00.000Z,"89,775.23","16,211,968.00"
2025-03-05T10:50:00.000Z,"89,615.23",0
2025-03-05T10:55:00.000Z,"89,995.80",0
2025-03-05T11:00:00.000Z,"89,801.91","1,187,983,360.00"
2025-03-05T11:05:00.000Z,"89,802.91","107,905,024.00"
2025-03-05T11:10:00.000Z,"90,001.59",0
2025-03-05T11:15:00.000Z,"89,990.15",0
2025-03-05T11:20:00.000Z,"89,688.27","330,756,096.00"
2025-03-05T11:25:00.000Z,"89,718.64","210,350,080.00"
2025-03-05T11:30:00.000Z,"89,664.98","97,554,432.00"
2025-03-05T11:35:00.000Z,"89,621.39",0
2025-03-05T11:40:00.000Z,"89,802.28",0
2025-03-05T11:45:00.000Z,"90,011.04","922,279,936.00"
2025-03-05T11:50:00.000Z,"89,716.05",0
2025-03-05T11:55:00.000Z,"89,764.77",0
2025-03-05T12:00:00.000Z,"89,999.13",0
2025-03-05T12:05:00.000Z,"90,244.59",0
2025-03-05T12:10:00.000Z,"90,397.96","266,678,272.00"
