B00, 100
B00, Trade, 84886.250, 165, S15, B00, 1
B00, Trade, 84895.000, 158, B00, S24, 1
B00, Trade, 84913.481, 165, B00, S10, 1
B00, Trade, 84917.654, 177, S24, B00, 1
B00, Trade, 84932.538, 166, B00, S21, 1
B00, Trade, 84934.288, 169, S05, B00, 1
B00, Trade, 84953.269, 165, B00, S15, 1
B00, Trade, 84959.500, 165, S09, B00, 1
B00, Trade, 84974.962, 165, B00, S00, 1
B00, Trade, 84985.442, 172, S21, B00, 1
B00, Trade, 85004.269, 168, S24, B00, 1
B00, Trade, 85034.192, 166, B00, S00, 1
B00, Trade, 85043.250, 170, S19, B00, 1
B00, Trade, 85063.038, 168, S07, B00, 1
B00, Trade, 85103.154, 169, S02, B00, 1
B00, Trade, 85121.115, 170, S01, B00, 1
B00, Trade, 85145.250, 172, S11, B00, 1
B00, Trade, 85161.481, 165, S03, B00, 1
B00, Trade, 85166.365, 164, B00, S01, 1
B00, Trade, 85201.462, 159, S20, B00, 1
B00, Trade, 85217.365, 168, B00, S18, 1
B00, Trade, 85225.981, 171, B00, S23, 1
B00, Trade, 85248.558, 166, S21, B00, 1
B00, Trade, 85265.096, 160, S04, B00, 1
B00, Trade, 85283.385, 168, S09, B00, 1
B00, Trade, 85304.808, 160, B00, S10, 1
B00, Trade, 85310.423, 167, S08, B00, 1
B00, Trade, 85316.038, 166, B00, S14, 1
B00, Trade, 85335.712, 169, B00, S02, 1
B00, Trade, 85346.269, 164, P00, B00, 1
B00, Trade, 85363.231, 177, S03, B00, 1
B00, Trade, 85377.654, 167, S20, B00, 1
B00, Trade, 85398.365, 173, S17, B00, 1
B00, Trade, 85416.865, 163, B00, S11, 1
B00, Trade, 85426.808, 160, S13, B00, 1
B00, Trade, 85444.577, 169, S10, B00, 1
B00, Trade, 85464.481, 170, S15, B00, 1
B00, Trade, 85493.615, 171, S20, B00, 1
B00, Trade, 85500.635, 164, B00, S12, 1
B00, Trade, 85513.558, 165, S15, B00, 1
B00, Trade, 85528.327, 166, S03, B00, 1
B00, Trade, 85545.827, 162, B00, S02, 1
B00, Trade, 85565.192, 175, S05, B00, 1
B00, Trade, 85599.423, 162, S19, B00, 1
B00, Trade, 85622.346, 164, B00, S03, 1
B00, Trade, 85632.769, 159, B00, S02, 1
B00, Trade, 85643.135, 170, S21, B00, 1
B00, Trade, 85657.058, 165, B00, S17, 1
B00, Trade, 85664.019, 158, B00, S10, 1
B00, Trade, 85674.288, 166, B00, S04, 1
B00, Trade, 85683.135, 162, S21, B00, 1
B00, Trade, 85702.404, 165, B00, S18, 1
B00, Trade, 85703.308, 165, S20, B00, 1
B00, Trade, 85719.346, 163, B00, S16, 1
B00, Trade, 85749.538, 167, S08, B00, 1
B00, Trade, 85771.865, 175, S07, B00, 1
B00, Trade, 85791.269, 167, S20, B00, 1
B00, Trade, 85801.923, 166, B00, S04, 1
B00, Trade, 85827.058, 166, S12, B00, 1
B00, Trade, 85847.981, 165, S22, B00, 1
B00, Trade, 85860.923, 165, S22, B00, 1
B00, Trade, 85868.712, 169, B00, S10, 1
B00, Trade, 85879.500, 167, P00, B00, 1
B00, Trade, 85889.692, 163, B00, S00, 1
B00, Trade, 85908.846, 164, B00, S06, 1
B00, Trade, 85911.327, 173, S22, B00, 1
B00, Trade, 85942.615, 166, S22, B00, 1
B00, Trade, 85960.385, 160, S13, B00, 1
B00, Trade, 85965.173, 170, B00, S21, 1
B00, Trade, 85984.346, 168, B00, S16, 1
B00, Trade, 85997.327, 169, S10, B00, 1
B00, Trade, 86011.750, 168, B00, S15, 1
B00, Trade, 86026.019, 165, B00, S17, 1
B00, Trade, 86031.423, 172, S08, B00, 1
B00, Trade, 86041.538, 170, B00, S03, 1
B00, Trade, 86065.250, 160, B00, S04, 1
B00, Trade, 86070.635, 160, S20, B00, 1
B00, Trade, 86091.538, 177, S00, B00, 1
B00, Trade, 86095.019, 170, B00, S03, 1
B00, Trade, 86114.231, 166, B00, S02, 1
B00, Trade, 86136.635, 169, B00, S11, 1
B00, Trade, 86142.519, 172, B00, S13, 1
B00, Trade, 86150.250, 167, S08, B00, 1
B00, Trade, 86181.365, 163, B00, S07, 1
B00, Trade, 86191.231, 174, S11, B00, 1
B00, Trade, 86201.365, 170, B00, S04, 1
B00, Trade, 86228.885, 165, B00, S02, 1
B00, Trade, 86243.654, 165, S23, B00, 1
B00, Trade, 86254.173, 158, B00, S24, 1
B00, Trade, 86255.962, 168, P00, B00, 1
B00, Trade, 86272.212, 161, B00, S07, 1
B00, Trade, 86284.288, 170, S22, B00, 1
B00, Trade, 86302.538, 171, S02, B00, 1
B00, Trade, 86307.692, 169, B00, S02, 1
B00, Trade, 86314.846, 171, B00, S13, 1
B00, Trade, 86360.827, 159, B00, S00, 1
B00, Trade, 86363.577, 167, S04, B00, 1
B00, Trade, 86371.096, 173, S24, B00, 1
B00, Trade, 86390.385, 163, B00, S10, 1
B00, Trade, 86398.058, 174, S10, B00, 1
B01, 100
B01, Trade, 85004.577, 162, B01, S12, 1
B01, Trade, 85014.442, 164, B01, S08, 1
B01, Trade, 85029.404, 167, B01, S04, 1
B01, Trade, 85044.615, 167, B01, S13, 1
B01, Trade, 85044.846, 170, S05, B01, 1
B01, Trade, 85065.442, 165, B01, S03, 1
B01, Trade, 85078.558, 170, S20, B01, 1
B01, Trade, 85101.115, 165, B01, S16, 1
B01, Trade, 85106.327, 169, S15, B01, 1
B01, Trade, 85131.635, 163, B01, S22, 1
B01, Trade, 85132.596, 164, S05, B01, 1
B01, Trade, 85155.981, 174, S05, B01, 1
B01, Trade, 85170.692, 165, S05, B01, 1
B01, Trade, 85185.269, 166, S09, B01, 1
B01, Trade, 85198.481, 163, B01, S07, 1
B01, Trade, 85219.154, 166, B01, S21, 1
B01, Trade, 85221.558, 167, S08, B01, 1
B01, Trade, 85244.846, 165, B01, S16, 1
B01, Trade, 85265.481, 162, P00, B01, 1
B01, Trade, 85281.769, 168, S15, B01, 1
B01, Trade, 85286.731, 168, S00, B01, 1
B01, Trade, 85305.692, 160, B01, S23, 1
B01, Trade, 85315.135, 169, S15, B01, 1
