B00, 100
B00, Trade, 85203.481, 175, S13, B00, 1
B00, Trade, 85215.788, 174, P00, B00, 1
B00, Trade, 85224.654, 177, P00, B00, 1
B00, Trade, 85242.692, 176, S22, B00, 1
B00, Trade, 85245.462, 177, S20, B00, 1
B00, Trade, 85259.000, 179, S14, B00, 1
B00, Trade, 85267.365, 172, S05, B00, 1
B00, Trade, 85275.923, 175, P00, B00, 1
B00, Trade, 85289.654, 170, S05, B00, 1
B00, Trade, 85294.865, 174, S08, B00, 1
B00, Trade, 85305.635, 175, S19, B00, 1
B00, Trade, 85322.000, 176, S07, B00, 1
B00, Trade, 85333.481, 175, S15, B00, 1
B00, Trade, 85374.731, 173, S22, B00, 1
B00, Trade, 85375.096, 174, S20, B00, 1
B00, Trade, 85382.365, 173, P00, B00, 1
B00, Trade, 85402.885, 177, S22, B00, 1
B00, Trade, 85419.462, 170, S22, B00, 1
B00, Trade, 85429.250, 173, S18, B00, 1
B00, Trade, 85440.558, 175, B00, S12, 1
B00, Trade, 85446.962, 173, S15, B00, 1
B00, Trade, 85480.000, 174, B00, S10, 1
B00, Trade, 85486.731, 173, S24, B00, 1
B00, Trade, 85495.808, 175, S19, B00, 1
B00, Trade, 85506.731, 176, S05, B00, 1
B00, Trade, 85518.981, 180, S12, B00, 1
B00, Trade, 85523.731, 178, B00, S10, 1
B00, Trade, 85538.577, 177, S17, B00, 1
B00, Trade, 85551.231, 170, B00, S04, 1
B00, Trade, 85552.827, 171, P00, B00, 1
B00, Trade, 85566.135, 168, S04, B00, 1
B00, Trade, 85578.596, 171, B00, S13, 1
B00, Trade, 85595.577, 176, B00, S24, 1
B00, Trade, 85604.827, 174, S20, B00, 1
B00, Trade, 85613.019, 178, S20, B00, 1
B00, Trade, 85630.481, 176, B00, S04, 1
B00, Trade, 85634.135, 182, S13, B00, 1
B00, Trade, 85644.577, 175, S00, B00, 1
B00, Trade, 85655.038, 173, S21, B00, 1
B00, Trade, 85665.077, 172, S01, B00, 1
B00, Trade, 85681.750, 173, S18, B00, 1
B00, Trade, 85692.788, 177, S11, B00, 1
B00, Trade, 85715.923, 175, S16, B00, 1
B00, Trade, 85758.981, 174, S21, B00, 1
B00, Trade, 85769.481, 175, P00, B00, 1
B00, Trade, 85782.385, 174, S01, B00, 1
B00, Trade, 85793.885, 172, S11, B00, 1
B00, Trade, 85815.865, 178, S14, B00, 1
B00, Trade, 85829.519, 167, B00, S06, 1
B00, Trade, 85836.558, 171, S07, B00, 1
B00, Trade, 85855.346, 171, S13, B00, 1
B00, Trade, 85871.000, 167, P00, B00, 1
B00, Trade, 85883.250, 177, P00, B00, 1
B00, Trade, 85890.269, 170, B00, S05, 1
B00, Trade, 85908.904, 171, B00, S19, 1
B00, Trade, 85913.885, 176, S03, B00, 1
B00, Trade, 85921.827, 169, B00, S12, 1
B00, Trade, 85925.000, 171, S07, B00, 1
B00, Trade, 85943.481, 176, S07, B00, 1
B00, Trade, 85952.442, 177, S01, B00, 1
B00, Trade, 85957.154, 172, S07, B00, 1
B00, Trade, 85972.942, 180, S08, B00, 1
B00, Trade, 85978.096, 179, S06, B00, 1
B00, Trade, 85987.442, 169, S22, B00, 1
B00, Trade, 86001.423, 175, S23, B00, 1
B00, Trade, 86017.538, 176, S06, B00, 1
B00, Trade, 86032.942, 178, S10, B00, 1
B00, Trade, 86038.750, 176, S01, B00, 1
B00, Trade, 86051.423, 179, S01, B00, 1
B00, Trade, 86061.846, 168, S15, B00, 1
B00, Trade, 86066.192, 176, S23, B00, 1
B00, Trade, 86081.058, 179, S12, B00, 1
B00, Trade, 86083.808, 173, S10, B00, 1
B00, Trade, 86099.000, 173, P00, B00, 1
B00, Trade, 86119.808, 174, S16, B00, 1
B00, Trade, 86129.423, 168, S01, B00, 1
B00, Trade, 86141.019, 174, P00, B00, 1
B00, Trade, 86149.423, 169, B00, S07, 1
B00, Trade, 86170.654, 172, S03, B00, 1
B00, Trade, 86178.442, 173, S15, B00, 1
B00, Trade, 86188.654, 177, B00, S12, 1
B00, Trade, 86196.327, 176, S08, B00, 1
B00, Trade, 86203.615, 173, S04, B00, 1
B00, Trade, 86221.615, 171, S23, B00, 1
B00, Trade, 86233.096, 173, S12, B00, 1
B00, Trade, 86240.038, 169, S04, B00, 1
B00, Trade, 86257.442, 176, S14, B00, 1
B00, Trade, 86264.615, 172, S04, B00, 1
B00, Trade, 86279.558, 173, P00, B00, 1
B00, Trade, 86288.481, 169, S17, B00, 1
B00, Trade, 86302.115, 169, S16, B00, 1
B00, Trade, 86314.212, 171, S12, B00, 1
B00, Trade, 86329.615, 172, B00, S11, 1
B00, Trade, 86336.981, 168, S15, B00, 1
B00, Trade, 86347.731, 173, S16, B00, 1
B00, Trade, 86355.000, 172, S10, B00, 1
B00, Trade, 86370.577, 167, S24, B00, 1
B00, Trade, 86375.423, 173, S20, B00, 1
B00, Trade, 86393.519, 177, S16, B00, 1
B00, Trade, 86398.442, 173, S13, B00, 1
B01, 100
B01, Trade, 84787.212, 173, B01, S13, 1
B01, Trade, 84809.500, 170, B01, S19, 1
B01, Trade, 84812.058, 170, B01, S18, 1
B01, Trade, 84821.712, 175, S01, B01, 1
B01, Trade, 84857.077, 180, B01, S12, 1
B01, Trade, 84867.962, 168, S01, B01, 1
B01, Trade, 84887.385, 173, S24, B01, 1
B01, Trade, 84904.346, 169, B01, S17, 1
B01, Trade, 84909.596, 168, B01, S21, 1
B01, Trade, 84912.981, 174, S08, B01, 1
B01, Trade, 84930.288, 171, B01, S00, 1
B01, Trade, 84939.462, 174, S00, B01, 1
B01, Trade, 84964.423, 167, B01, S11, 1
B01, Trade, 84965.942, 176, S04, B01, 1
B01, Trade, 84999.154, 171, S24, B01, 1
B01, Trade, 85014.327, 162, B01, S14, 1
B01, Trade, 85022.846, 170, B01, S18, 1
B01, Trade, 85043.346, 170, B01, S00, 1
B01, Trade, 85053.250, 177, S22, B01, 1
B01, Trade, 85067.096, 168, B01, S21, 1
B01, Trade, 85081.635, 175, S00, B01, 1
B01, Trade, 85088.654, 173, S16, B01, 1
B01, Trade, 85106.231, 171, S03, B01, 1
B01, Trade, 85127.019, 177, S16, B01, 1
B01, Trade, 85148.885, 170, B01, S06, 1
B01, Trade, 85152.731, 168, S22, B01, 1
B01, Trade, 85176.327, 171, B01, S19, 1
B01, Trade, 85205.231, 164, B01, S03, 1
B01, Trade, 85212.423, 174, S00, B01, 1
B01, Trade, 85225.115, 175, B01, S12, 1
B01, Trade, 85254.519, 179, S00, B01, 1
B01, Trade, 85275.327, 175, S18, B01, 1
B01, Trade, 85291.519, 169, B01, S23, 1
B01, Trade, 85301.019, 175, S17, B01, 1
B01, Trade, 85305.288, 171, S16, B01, 1
B01, Trade, 85325.288, 178, S08, B01, 1
B01, Trade, 85338.962, 168, B01, S19, 1
B01, Trade, 85360.538, 176, S01, B01, 1
B01, Trade, 85373.712, 170, S10, B01, 1
B01, Trade, 85408.154, 173, S21, B01, 1
B01, Trade, 85427.442, 173, B01, S11, 1
B01, Trade, 85432.808, 171, B01, S23, 1
B01, Trade, 85435.462, 171, S16, B01, 1
B01, Trade, 85446.885, 170, B01, S02, 1
B01, Trade, 85459.942, 175, S14, B01, 1
B01, Trade, 85475.442, 171, S19, B01, 1
B01, Trade, 85487.154, 174, S10, B01, 1
B01, Trade, 85498.827, 169, B01, S23, 1
B01, Trade, 85517.346, 180, S23, B01, 1
B01, Trade, 85533.981, 174, B01, S10, 1
B01, Trade, 85547.788, 176, B01, S08, 1
B01, Trade, 85565.885, 169, S07, B01, 1
B01, Trade, 85581.058, 178, B01, S11, 1
B01, Trade, 85597.712, 175, B01, S03, 1
B01, Trade, 85613.827, 178, P00, B01, 1
B01, Trade, 85648.288, 172, B01, S20, 1
B01, Trade, 85655.577, 172, S10, B01, 1
B01, Trade, 85674.135, 177, S24, B01, 1
B01, Trade, 85706.173, 170, B01, S06, 1
B01, Trade, 85713.519, 177, S05, B01, 1
B01, Trade, 85734.019, 173, P00, B01, 1
B01, Trade, 85737.769, 178, S16, B01, 1
B01, Trade, 85763.615, 173, S23, B01, 1
B01, Trade, 85771.596, 179, S24, B01, 1
B01, Trade, 85783.654, 169, B01, S19, 1
B01, Trade, 85800.654, 175, S03, B01, 1
B01, Trade, 85805.327, 172, S06, B01, 1
B01, Trade, 85824.327, 179, S15, B01, 1
B01, Trade, 85858.308, 166, B01, S10, 1
B01, Trade, 85862.635, 171, S17, B01, 1
B01, Trade, 85881.077, 175, B01, S24, 1
B01, Trade, 85901.923, 171, S13, B01, 1
B01, Trade, 85930.096, 167, P00, B01, 1
B01, Trade, 85951.538, 175, S06, B01, 1
B01, Trade, 85958.462, 167, B01, S11, 1
B01, Trade, 85972.404, 180, S03, B01, 1
B01, Trade, 85978.808, 170, B01, S10, 1
B01, Trade, 86022.288, 171, B01, S19, 1
B01, Trade, 86032.038, 173, B01, S04, 1
B01, Trade, 86048.000, 182, S22, B01, 1
B01, Trade, 86072.846, 170, B01, S06, 1
B01, Trade, 86078.058, 173, S00, B01, 1
B01, Trade, 86108.250, 173, S19, B01, 1
B01, Trade, 86126.212, 173, S10, B01, 1
B01, Trade, 86151.154, 169, S16, B01, 1
B01, Trade, 86158.808, 168, B01, S14, 1
B01, Trade, 86186.288, 169, B01, S11, 1
B01, Trade, 86191.712, 180, S03, B01, 1
B01, Trade, 86210.769, 172, S13, B01, 1
B01, Trade, 86237.154, 165, B01, S05, 1
B01, Trade, 86243.635, 176, S07, B01, 1
B01, Trade, 86247.096, 166, S17, B01, 1
B01, Trade, 86270.462, 170, S16, B01, 1
B01, Trade, 86290.346, 166, B01, S10, 1
B01, Trade, 86306.115, 166, B01, S18, 1
B01, Trade, 86307.288, 171, S14, B01, 1
B01, Trade, 86344.942, 172, S22, B01, 1
B01, Trade, 86364.038, 169, B01, S00, 1
B01, Trade, 86371.192, 167, S16, B01, 1
B01, Trade, 86399.096, 171, B01, S23, 1
B02, 100
B02, Trade, 85150.269, 174, B02, S04, 1
B02, Trade, 85156.192, 168, S16, B02, 1
B02, Trade, 85175.750, 177, B02, S13, 1
B02, Trade, 85188.962, 170, S15, B02, 1
B02, Trade, 85209.192, 172, S16, B02, 1
B02, Trade, 85223.692, 173, B02, S17, 1
B02, Trade, 85236.423, 170, B02, S08, 1
B02, Trade, 85241.365, 171, B02, S23, 1
B02, Trade, 85249.288, 178, P00, B02, 1
B02, Trade, 85261.808, 177, B02, S05, 1
B02, Trade, 85311.962, 172, S15, B02, 1
B02, Trade, 85320.154, 177, B02, S05, 1
B02, Trade, 85329.692, 175, S01, B02, 1
B02, Trade, 85360.827, 177, S05, B02, 1
B02, Trade, 85373.154, 166, B02, S14, 1
B02, Trade, 85379.788, 178, S01, B02, 1
B02, Trade, 85393.385, 178, S01, B02, 1
B02, Trade, 85406.192, 173, S22, B02, 1
B02, Trade, 85430.981, 177, S13, B02, 1
B02, Trade, 85441.731, 176, B02, S19, 1
B02, Trade, 85452.885, 173, B02, S18, 1
B02, Trade, 85453.731, 174, B02, S19, 1
B02, Trade, 85465.346, 172, S22, B02, 1
B02, Trade, 85482.462, 169, B02, S00, 1
B02, Trade, 85495.192, 171, B02, S03, 1
B02, Trade, 85501.327, 166, B02, S15, 1
B02, Trade, 85513.115, 175, B02, S17, 1
B02, Trade, 85522.846, 170, B02, S06, 1
B02, Trade, 85530.385, 175, S15, B02, 1
B02, Trade, 85541.808, 180, S07, B02, 1
B02, Trade, 85549.481, 178, S07, B02, 1
B02, Trade, 85559.654, 171, B02, S21, 1
B02, Trade, 85578.038, 173, S03, B02, 1
B02, Trade, 85587.692, 179, S23, B02, 1
B02, Trade, 85600.212, 174, B02, S14, 1
B02, Trade, 85612.038, 172, B02, S08, 1
B02, Trade, 85619.096, 176, B02, S18, 1
B02, Trade, 85624.692, 173, B02, S23, 1
B02, Trade, 85636.000, 179, S23, B02, 1
B02, Trade, 85649.750, 170, B02, S16, 1
B02, Trade, 85667.538, 175, B02, S03, 1
B02, Trade, 85700.654, 171, B02, S23, 1
B02, Trade, 85702.923, 176, S18, B02, 1
B02, Trade, 85723.385, 172, B02, S22, 1
B02, Trade, 85733.654, 172, S24, B02, 1
B02, Trade, 85754.904, 168, B02, S18, 1
