B00, 100
B00, Trade, 85012.077, 162, B00, S03, 1
B00, Trade, 85012.827, 169, S13, B00, 1
B00, Trade, 85031.442, 168, B00, S04, 1
B00, Trade, 85051.173, 164, B00, S12, 1
B00, Trade, 85081.423, 175, S20, B00, 1
B00, Trade, 85089.327, 170, B00, S09, 1
B00, Trade, 85110.673, 159, B00, S05, 1
B00, Trade, 85117.442, 169, S02, B00, 1
B00, Trade, 85135.058, 162, B00, S21, 1
B00, Trade, 85150.635, 169, S10, B00, 1
B00, Trade, 85152.269, 165, S06, B00, 1
B00, Trade, 85168.192, 164, S23, B00, 1
B00, Trade, 85182.981, 164, B00, S03, 1
B00, Trade, 85192.981, 167, B00, S12, 1
B00, Trade, 85194.058, 170, S10, B00, 1
B00, Trade, 85214.250, 161, B00, S03, 1
B00, Trade, 85230.519, 167, S02, B00, 1
B00, Trade, 85246.962, 168, S08, B00, 1
B00, Trade, 85260.019, 165, S12, B00, 1
B00, Trade, 85280.577, 170, S03, B00, 1
B00, Trade, 85292.942, 165, B00, S21, 1
B00, Trade, 85301.308, 164, S00, B00, 1
B00, Trade, 85310.462, 169, B00, S07, 1
B00, Trade, 85325.135, 159, B00, S03, 1
B00, Trade, 85341.885, 162, S09, B00, 1
B00, Trade, 85345.019, 168, B00, S16, 1
B00, Trade, 85352.654, 162, S12, B00, 1
B00, Trade, 85393.135, 169, S02, B00, 1
B00, Trade, 85410.327, 162, S12, B00, 1
B00, Trade, 85425.788, 162, B00, S11, 1
B00, Trade, 85449.615, 171, S22, B00, 1
B00, Trade, 85453.962, 176, S23, B00, 1
B00, Trade, 85465.635, 164, B00, S04, 1
B00, Trade, 85481.423, 166, B00, S13, 1
B00, Trade, 85496.250, 164, S11, B00, 1
B00, Trade, 85514.115, 174, S14, B00, 1
B00, Trade, 85546.269, 165, S02, B00, 1
B00, Trade, 85567.923, 164, S03, B00, 1
B00, Trade, 85590.000, 163, B00, S05, 1
B00, Trade, 85601.308, 162, B00, S03, 1
B00, Trade, 85604.692, 167, S09, B00, 1
B00, Trade, 85621.654, 162, B00, S24, 1
B00, Trade, 85624.192, 164, B00, S06, 1
B00, Trade, 85658.212, 161, B00, S21, 1
B00, Trade, 85662.288, 169, B00, S07, 1
B00, Trade, 85672.269, 170, S07, B00, 1
B00, Trade, 85676.365, 166, B00, S18, 1
B00, Trade, 85697.769, 160, B00, S03, 1
B00, Trade, 85712.077, 165, B00, S00, 1
B00, Trade, 85718.442, 161, B00, S13, 1
B00, Trade, 85728.365, 165, S13, B00, 1
B00, Trade, 85749.942, 169, S24, B00, 1
B00, Trade, 85767.481, 159, B00, S00, 1
B00, Trade, 85772.673, 166, P00, B00, 1
B00, Trade, 85775.000, 168, S23, B00, 1
B00, Trade, 85797.019, 163, B00, S21, 1
B00, Trade, 85822.038, 164, S04, B00, 1
B00, Trade, 85828.288, 170, S21, B00, 1
B00, Trade, 85861.846, 164, S15, B00, 1
B00, Trade, 85881.923, 163, B00, S14, 1
B00, Trade, 85887.654, 169, P00, B00, 1
B00, Trade, 85907.846, 165, B00, S00, 1
B00, Trade, 85919.538, 173, S09, B00, 1
B00, Trade, 85923.288, 172, P00, B00, 1
