B00, 100
B00, Trade, 84906.173, 174, B00, S04, 1
B00, Trade, 84925.077, 165, B00, S03, 1
B00, Trade, 84933.865, 177, S13, B00, 1
B00, Trade, 84955.346, 173, S23, B00, 1
B00, Trade, 84972.154, 169, B00, S22, 1
B00, Trade, 84972.423, 172, S24, B00, 1
B00, Trade, 84994.096, 171, P01, B00, 1
B00, Trade, 85008.038, 166, B00, S05, 1
B00, Trade, 85024.038, 163, B00, S10, 1
B00, Trade, 85026.654, 176, S01, B00, 1
B00, Trade, 85061.212, 172, S20, B00, 1
B00, Trade, 85076.058, 170, S06, B00, 1
B00, Trade, 85101.808, 167, B00, S21, 1
B00, Trade, 85112.558, 164, B00, S11, 1
B00, Trade, 85118.712, 173, S12, B00, 1
B00, Trade, 85144.000, 169, S08, B00, 1
B00, Trade, 85159.769, 166, S02, B00, 1
B00, Trade, 85170.808, 173, B00, S12, 1
B00, Trade, 85181.538, 171, B00, S04, 1
B00, Trade, 85191.846, 172, S06, B00, 1
B00, Trade, 85207.135, 175, S12, B00, 1
B00, Trade, 85218.558, 169, S21, B00, 1
B00, Trade, 85228.923, 174, S09, B00, 1
B00, Trade, 85248.500, 164, B00, S21, 1
B00, Trade, 85249.654, 172, P01, B00, 1
B00, Trade, 85264.808, 166, B00, S18, 1
B00, Trade, 85266.635, 167, P01, B00, 1
B00, Trade, 85277.250, 166, S00, B00, 1
B00, Trade, 85287.192, 169, S06, B00, 1
B00, Trade, 85310.692, 174, S03, B00, 1
B00, Trade, 85320.000, 169, S16, B00, 1
B00, Trade, 85327.692, 162, B00, S05, 1
B00, Trade, 85346.788, 176, S21, B00, 1
B00, Trade, 85373.981, 172, S04, B00, 1
B00, Trade, 85383.558, 177, S09, B00, 1
B00, Trade, 85393.769, 177, S06, B00, 1
B00, Trade, 85430.942, 176, S12, B00, 1
B00, Trade, 85444.481, 175, S23, B00, 1
B00, Trade, 85470.019, 170, B00, S07, 1
B00, Trade, 85479.346, 172, P01, B00, 1
B00, Trade, 85503.154, 172, B00, S14, 1
B00, Trade, 85509.519, 172, S05, B00, 1
B00, Trade, 85536.135, 170, B00, S16, 1
B00, Trade, 85543.288, 175, P01, B00, 1
B00, Trade, 85551.731, 174, B00, S20, 1
B00, Trade, 85562.654, 174, S08, B00, 1
B00, Trade, 85573.788, 169, P01, B00, 1
B00, Trade, 85589.904, 180, S20, B00, 1
B00, Trade, 85600.846, 174, S09, B00, 1
B00, Trade, 85617.769, 173, B00, S22, 1
B00, Trade, 85630.115, 173, S20, B00, 1
B00, Trade, 85643.904, 180, S01, B00, 1
B00, Trade, 85658.308, 169, B00, S11, 1
B00, Trade, 85676.346, 176, B00, S18, 1
B00, Trade, 85701.923, 176, S07, B00, 1
B00, Trade, 85722.846, 184, S02, B00, 1
B00, Trade, 85723.058, 180, S05, B00, 1
B00, Trade, 85749.038, 179, S01, B00, 1
B00, Trade, 85757.462, 178, S20, B00, 1
B00, Trade, 85771.346, 178, S09, B00, 1
B00, Trade, 85785.654, 178, B00, S15, 1
B00, Trade, 85802.962, 176, B00, S03, 1
B00, Trade, 85806.808, 177, S06, B00, 1
B00, Trade, 85829.019, 172, S12, B00, 1
B00, Trade, 85833.288, 174, S02, B00, 1
B00, Trade, 85851.000, 173, S12, B00, 1
B00, Trade, 85857.750, 169, B00, S15, 1
B00, Trade, 85883.577, 169, B00, S16, 1
B00, Trade, 85890.308, 176, S00, B00, 1
B00, Trade, 85906.269, 171, S09, B00, 1
B00, Trade, 85920.115, 175, S16, B00, 1
B00, Trade, 85943.827, 167, B00, S20, 1
B00, Trade, 85975.154, 175, S13, B00, 1
B00, Trade, 85988.423, 170, S02, B00, 1
B00, Trade, 86003.538, 169, S07, B00, 1
B00, Trade, 86020.962, 171, B00, S24, 1
B00, Trade, 86028.404, 173, B00, S08, 1
B00, Trade, 86048.288, 172, S06, B00, 1
B00, Trade, 86062.096, 171, S08, B00, 1
B00, Trade, 86071.404, 176, S05, B00, 1
B00, Trade, 86099.981, 166, B00, S11, 1
